"fiscal_year","system_code","location_code","location_name","beds","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","administrative_district_code","administrative_district_name","community_school_sup_name","tier_3_support_location_name","tier_3_support_leader_name","tier_2_support_location_name","highschool_network_location","highschool_network_name","highschool_network","community_district_1","police_precinct"
"2020","03M299","M299","The Maxine Greene HS for Imaginative Inquiry","310300011299","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","M490","122 AMSTERDAM AVENUE","NY","988236","221591","-73.985608","40.774891","107","6","15100","1011570025","MN14","Lincoln Square","STEPHEN NOONAN","Principal","212-799-4064","212-799-4171","3","3","NULL","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 2- Manhattan","HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","107","20"
"2020","02M300","M300","Urban Assembly School of Design and Construction,","310200011300","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M535","525 WEST  50TH STREET","NY","986272","218160","-73.9927","40.765474","104","3","13500","1010790029","MN15","Clinton","Meredith Matson","Principal","212-586-0981","212-586-1731","2","2","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 4- Affinity Group","HS03","HS Network 03 Superintendent Office","WALSH, FRED","104","18"
"2020","01M301","M301","Technology, Arts, and Sciences Studio","310100010301","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2005-07-01T00:00:00.000","Closed","M019","185 1 AVENUE","NY","988547","205239","-73.984496","40.730009","103","2","4000","1004530034","MN22","East Village","GEORGE MORGAN","PRINCIPAL","212-982-1836","212-982-0528","1","1","COMMUNITY SCHOOL DISTRICT 01","CHAN, CARRY","NULL","NULL","NULL","NULL","NULL","NULL","103","9"
"2020","05M302","M302","KAPPA IV","310500010302","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-08T00:00:00.000","Closed","M136","6 EDGECOMBE AVENUE","NY","998878","237020","-73.947151","40.817228","110","9","22102","1019600001","MN03","Central Harlem North-Polo Grounds","Juan Vives","PRINCIPAL","212-694-6040","212-690-8056","5","5","COMMUNITY SCHOOL DISTRICT 05","RUX, DANIKA","NULL","NULL","NULL","NULL","NULL","NULL","110","32"
"2020","02M303","M303","Facing History School, The","310200011303","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","M535","525 WEST  50TH STREET","NY","986272","218160","-73.9927","40.765474","104","3","13500","1010790029","MN15","Clinton","Dana Panagot","Principal","212-757-2680","212-757-2156","2","2","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 5- Affinity Group","HS12","H.S. Network 12 Superintendent Office","Cheng, Alan","104","18"
"2020","05M304","M304","Mott Hall High School","310500011304","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M136","6 EDGECOMBE AVENUE","NY","998878","237020","-73.947151","40.817228","110","9","22102","1019600001","MN03","Central Harlem North-Polo Grounds","Altagracia Villalona","Principal","212-694-6020","212-690-5047","5","5","NULL","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 2- Manhattan","HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","110","32"
"2020","02M305","M305","Urban Assembly Academy of Government and Law, The","310200011305","DOE","General Academic","High school","09,10,11,12","09,10,11,12","2005-07-01T00:00:00.000","Open","M445","350 GRAND STREET","NY","987208","200619","-73.989329","40.717329","103","1","1800","1004080030","MN27","Chinatown","Andrea Brand","I.A. Principal","212-505-0745","212-674-8021","2","2","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 4- Affinity Group","HS03","HS Network 03 Superintendent Office","WALSH, FRED","103","7"
"2020","03M307","M307","Urban Assembly School for Media Studies, The","310300011307","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M490","122 AMSTERDAM AVENUE","NY","988236","221591","-73.985608","40.774891","107","6","15100","1011570025","MN14","Lincoln Square","CORDELIA VEVE","Principal","212-501-1110","212-580-0156","3","3","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 4- Affinity Group","HS03","HS Network 03 Superintendent Office","WALSH, FRED","107","20"
"2020","02M308","M308","Lower Manhattan Arts Academy","310200011308","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","M445","350 GRAND STREET","NY","987208","200619","-73.989329","40.717329","103","1","1800","1004080030","MN27","Chinatown","Derek Premo","Principal","212-505-0143","212-674-8021","2","2","NULL","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 1- Manhattan","HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","103","7"
"2020","04M310","M310","THE JUDITH S. KAYE HIGH SCHOOL","310200010310","DOE","Transfer School","Secondary School","09,10,11,12,SE","06,07,08,09,10,11,12","2017-07-01T00:00:00.000","Open","M646","321 EAST  96 STREET","NY","999302","224955","-73.945647","40.784112","111","8","15602","1016680001","MN33","East Harlem South","Andrew Brown","Principal","212-369-1509","NULL","4","4","COMMUNITY SCHOOL DISTRICT 04","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 2- Manhattan","DA79","Alternative High School District","ZWEIG, ROBERT","111","23"
"2020","06M311","M311","Amistad Dual Language School","310600010311","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","2004-09-08T00:00:00.000","Open","M176","4862 BROADWAY","NY","1005321","254933","-73.923818","40.866381","112","10","29100","1022340007","MN01","Marble Hill-Inwood","ROBIN EDMONDS","Principal","212-544-8021","212-569-7765","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","112","34"
"2020","02M312","M312","New York City Lab Middle School for Collaborative","310200010312","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","M070","333 WEST  17 STREET","NY","983634","209794","-74.002222","40.742512","104","3","8300","1007410010","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","MEGAN ADAMS","Principal","212-691-6119","212-691-6219","2","2","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","104","10"
"2020","02M313","M313","James Baldwin School, The: A School for Expedition","310200011313","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","M440","351 WEST  18 STREET","NY","983546","210120","-74.00254","40.743407","104","3","8900","1007420007","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","Brady Smith","Principal","212-627-2812","212-627-9803","2","2","NULL","NULL","NYCDOE Citywide Office - Affinity Schools","NULL","School Support Team 5- Affinity Group","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","104","10"
"2020","06M314","M314","Muscota","310600010314","DOE","General Academic","Elementary","0K,01,02,03,04,05","0K,01,02,03,04,05","2004-03-26T00:00:00.000","Open","M176","4862 BROADWAY","NY","1005321","254933","-73.923818","40.866381","112","10","29100","1022340007","MN01","Marble Hill-Inwood","Camille Wallin","Principal","212-544-0614","212-544-2678","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","112","34"
"2020","01M315","M315","The East Village Community School","310100010315","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1999-07-01T00:00:00.000","Open","M061","610 EAST  12 STREET","NY","990277","204339","-73.978254","40.727537","103","2","2800","1003940012","MN28","Lower East Side","Bradley Goodman","Principal","212-982-0682","212-260-4012","1","1","COMMUNITY SCHOOL DISTRICT 01","CHAN, CARRY","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 3- Manhattan","NULL","NULL","NULL","103","9"
"2020","02M316","M316","Urban Assembly School of Business for Young Women,","310200011316","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","M282","26 BROADWAY","NY","980671","196282","-74.013303","40.705688","101","1","900","1000220013","MN25","Battery Park City-Lower Manhattan","PATRICIA MINAYA","Principal","212-668-0169","212-668-0635","2","2","NULL","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 2- Manhattan","HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","101","1"
"2020","02M316","M316","Urban Assembly School of Business for Young Women,","310200011316","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","M282","26 BROADWAY","NY","980671","196282","-74.013303","40.705688","101","1","900","1000220013","MN25","Battery Park City-Lower Manhattan","PATRICIA MINAYA","Principal","212-668-0169","212-668-0635","2","2","NULL","NULL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 2- Manhattan","HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","101","1"
"2020","05M317","M317","Kappa II","310500010317","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-08T00:00:00.000","Closed","M030","144-176 EAST 128 STREET","NY","1002117","232805","-73.935461","40.805653","111","9","24200","1017760020","MN34","East Harlem North","Sean Dunning","PRINCIPAL","212-828-6892","212-828-6896","5","5","COMMUNITY SCHOOL DISTRICT 05","REEVES, GALE","NULL","NULL","NULL","NULL","NULL","NULL","111","25"
"2020","05M318","M318","Thurgood Marshall Academy Lower School","310500010318","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2005-07-01T00:00:00.000","Open","M371","276 WEST 151ST STREET","NY","1001455","240156","-73.937833","40.825831","110","9","23600","1020360047","MN03","Central Harlem North-Polo Grounds","DAWN BROOKS DECOSTA","Principal","212-368-8731","212-368-8641","5","5","COMMUNITY SCHOOL DISTRICT 05","RUX, DANIKA","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 6- Manhattan","NULL","NULL","NULL","110","32"
"2020","06M319","M319","M.S. 319 - Maria Teresa","310600010319","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-08T00:00:00.000","Open","M090","21 JUMEL PLACE","NY","1002010","245005","-73.935815","40.839139","112","10","24900","1021120058","MN36","Washington Heights South","YSIDRO ABREU","Principal","212-923-3827","212-740-8012","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","112","33"
"2020","84M320","M320","Manhattan Charter School","310100860873","Charter","General Academic","Elementary","0K,01,02,03,04,05","0K,01,02,03,04,05","2005-07-01T00:00:00.000","Open","M142","100 ATTORNEY STREET","NY","988653","200908","-73.984116","40.718121","103","1","1402","1003430001","MN28","Lower East Side","Genie DePolo","Principal","212-533-2743","212-533-2820","1","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","103","7"
"2020","06M321","M321","M.S. 321 - Minerva","310600010321","DOE","General Academic","Junior High-Intermediate-Middle","08,SE","06,07,08","2004-09-08T00:00:00.000","Closed","M090","21 JUMEL PLACE","NY","1002010","245005","-73.935815","40.839139","112","10","24900","1021120058","MN36","Washington Heights South","Pamela Russell-Glover","PRINCIPAL","212-923-5129","NULL","6","6","COMMUNITY SCHOOL DISTRICT 06","MADERA, MARTHA","NULL","NULL","NULL","NULL","NULL","NULL","112","33"
"2020","06M322","M322","Middle School 322","310600010322","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08,SE","2005-07-01T00:00:00.000","Open","M218","4600 BROADWAY","NY","1003590","252953","-73.930082","40.860951","112","10","28500","1021720016","MN35","Washington Heights North","ERICA ZIGELMAN","Principal","212-304-0853","212-567-3016","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","112","34"
"2020","06M324","M324","M.S. 324 - Patria Mirabal","310600010324","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-08T00:00:00.000","Open","M090","21 JUMEL PLACE","NY","1002010","245005","-73.935815","40.839139","112","10","24900","1021120058","MN36","Washington Heights South","CARLOS GUZMAN","Principal","212-923-4057","212-923-4626","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","112","33"
"2020","06M325","M325","P.S. 325","310600010325","DOE","General Academic","Elementary",,"0K,01,02,03,04,05","2005-07-01T00:00:00.000","Closed","M192","500 WEST 138 STREET","NY","997529","238215","-73.952023","40.82051","109","7","22301","1019880200","MN06","Manhattanville","NULL","NULL","212-234-1335","212-234-2022","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NULL","NULL","NULL","NULL","NULL","NULL","109","30"
"2020","06M326","M326","M.S. 326 - Writers Today & Leaders Tomorrow","310600010326","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-08T00:00:00.000","Closed","M164","401 WEST 164 STREET","NY","1001610","244219","-73.937263","40.836982","112","10","24301","1021110024","MN36","Washington Heights South","SHARON WEISSBROT","PRINCIPAL","917-521-1875","917-521-1705","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NULL","NULL","NULL","NULL","NULL","NULL","112","33"
"2020","06M328","M328","Community Math & Science Prep","310600010328","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-08T00:00:00.000","Open","M164","401 WEST 164 STREET","NY","1001610","244219","-73.937263","40.836982","112","10","24301","1021110024","MN36","Washington Heights South","Olga Quiles","Principal","917-521-2508","917-521-7797","6","6","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 7- Manhattan","NULL","NULL","NULL","112","33"
"2020","11X135","X135","J.H.S. 135 Frank D. Whalen","321100010135","DOE","General Academic","Junior High-Intermediate-Middle","NULL","06,07,08","1955-07-01T00:00:00.000","Closed","X135","2441 WALLACE AVENUE","NY","1021709","253396","-73.8646","40.8621","211","13","33000","2044320001","BX07","Bronxdale","ANGELA GREEN","Principal","718-653-1237","718-231-2957","11","11","COMMUNITY SCHOOL DISTRICT 11","Elizabeth White","NULL","NULL","NULL","NULL","NULL","NULL","211","49"
"2020","84M329","M329","Harlem Link Charter School","310300860875","Charter","General Academic","Elementary","PK,0K,01,02,03,04,05","0K,01,02,03,04","2005-07-01T00:00:00.000","Open","M208","21 WEST 111 STREET","NY","998053","230182","-73.950146","40.798461","110","9","18600","1015950015","MN11","Central Harlem South","Steven Evangelista/Margaret Ryan","Principal","212-289-3249","212-289-3686","3","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","110","28"
"2020","84M330","M330","Girls Preparatory Charter School of New York","310100860866","Charter","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05","2005-07-01T00:00:00.000","Open","M188","442 EAST HOUSTON STREET","NY","990520","201552","-73.97738","40.719888","103","2","2000","1003560100","MN28","Lower East Side","Ian Rowe/Rebekah Adamek","Principal","212-388-0241","212-388-1086","1","84","OFFICE OF CHARTER SCHOOLS","NULL","NULL","NULL","NULL","NULL","NULL","NULL","103","9"
"2020","01M332","M332","University Neighborhood Middle School","310100010332","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-13T00:00:00.000","Open","M056","220 HENRY STREET","NY","988117","199174","-73.986051","40.713362","103","1","201","1002690041","MN28","Lower East Side","LAURA PEYNADO CASTRO","Principal","212-267-5701","212-349-8224","1","1","COMMUNITY SCHOOL DISTRICT 01","CHAN, CARRY","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 3- Manhattan","NULL","NULL","NULL","103","7"
"2020","03M333","M333","P.S. 333 Manhattan School for Children","310300010333","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","1999-07-01T00:00:00.000","Open","M118","154 WEST  93 STREET","NY","992277","227605","-73.971011","40.791395","107","6","17700","1012230005","MN12","Upper West Side","Claire Lowenstein","Principal","212-222-1450","212-222-1828","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","107","24"
"2020","03M334","M334","The Anderson School","310300010334","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","2005-07-01T00:00:00.000","Open","M044","100 WEST  77 STREET","NY","990453","223648","-73.977602","40.780536","107","6","16100","1011480014","MN12","Upper West Side","JODI HYDE","Principal","212-595-7193","212-496-2854","3","3","COMMUNITY SCHOOL DISTRICT 03","LOUGHLIN, CHRISTINE","NYCDOE Borough Office - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","107","20"
