"prequalified_vendor_master_trade_code","prequalified_vendor_trade_description","prequalified_vendor_name","prequalified_vendor_address","prequalified_vendor_city_name","prequalified_vendor_state_code","prequalified_vendor_zip_code","prequalified_vendor_phone_number","prequalified_vendor_fax_number","prequalified_vendor_contact_person","prequalified_vendor_minority_business_indicator","prequalified_vendor_women_business_indicator","prequalified_vendor_local_business_indicator","prequalified_vendor_over_million_dollar_revenue_indicator","prequalified_vendor_date"
"03400  ","PRECAST CONCRETE                                                                          ","TECHNOMEN NY INC","112-18 LIBERTY AVE","SOUTH RICHMOND HILL           ","NY","11419          ","646-208-6764                  ",,"BALDEV SINGH                  ","Y","N","N","N","2025-10-04T00:00:00.000"
"03400  ","PRECAST CONCRETE                                                                          ","Universal Concrete Products Corp.","400 Old Reading Pike","Stowe                         ","PA","19464          ","610-323-0700                  ","610-587-6705   ","William Hydock                ","N","N","N","Y","2024-07-21T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","Atlas Concrete Surfacing LLC","253 Cortland Street","Lindenhurst                   ","NY","11757          ","631-769-7768                  ",,"Lalitha Dunne                 ","Y","Y","N","N","2026-02-07T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","BIG L ENTERPRISES, INC","115 22 220TH STREET","Cambria Heights               ","NY","11411          ","718-216-5683                  ","470-506-6452   ","KEVIN LEAK                    ","Y","N","N","N","2026-05-08T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","Blackstone Group of Construction Inc","1647 East 51","Brookyln                      ","NY","11234          ","347-495-6915                  ",,"Mohammad Zaman                ","Y","N","N","N","2024-08-12T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","B N Restoration Inc","33-47  55th Street","Queens                        ","NY","11377          ","718-871-0161                  ","917-293-7742   ","Zarak Chaudhary               ","Y","N","N","Y","2026-02-21T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","Consolidated Carpet Workroom, LLC","16 West 22th Street","NEW YORK                      ","NY","10010          ","212-226-4600                  ",,"Elizabeth Mirabile            ","N","N","N","Y","2025-03-30T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","Cruz Concrete and Guniting Repair, Inc.","1405 Winesap Drive","Manasquan                     ","NJ","08736          ","732-223-2206                  ",,"Warren Cruz                   ","Y","N","N","Y","2025-11-07T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","ENCORE CONSTRUCTION & CONTRACTING INC","13202 89TH AVENUE","RICHMOND HILL                 ","NY","11418          ","914-319-1476                  ",,"AFFAN MOHAMMAD                ","N","N","N","N","2026-03-09T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","Fromkin Brothers, Inc.","125 Clearview Rd","Edison                        ","NJ","08837          ","732-225-5300                  ",,"James Mitchell                ","N","N","N","Y","2024-06-11T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","KMB Construction Services Inc","41-67  Judge Street","Elmhurst                      ","NY","11373          ","631-889-5685                  ",,"Brij Kumar                    ","Y","N","N","N","2026-04-26T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","PYRAMID FLOOR COVERING, INC.","38 HARBOR PARK DRIVE","PORT WASHINGTON               ","NY","11050          ","516-443-5181                  ","516-299-6159   ","Tammy Dreher                  ","N","N","N","N","2024-07-26T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","Rizvi Builders USA Inc.","27  N Front st","Farmingdale                   ","NY","11735          ","347-666-8023                  ",,"Syed M Rizvi                  ","Y","N","N","N","2025-11-16T00:00:00.000"
"03500  ","CEMENTITIOUS (Self -Leveling Flooring)                                                    ","Streamline Remodeling, Inc.","2584  Pitkin Avenue","Brooklyn                      ","NY","11208          ","718-701-4831                  ","917-560-4942   ","Erol H Bugdaycay              ","N","N","N","Y","2026-03-09T00:00:00.000"
"03600  ","GROUT                                                                                     ","Base Construction Corp.","10  s denton avenue","new hyde park                 ","NY","11040          ","516-739-7008                  ",,"Bruno Rotondi                 ","N","N","N","N","2025-04-26T00:00:00.000"
"03600  ","GROUT                                                                                     ","Camden Group Inc","9008  State Rt 13","Camden                        ","NY","13316          ","315-245-4444                  ",,"Kenneth G Scherrieble         ","N","N","N","N","2026-01-10T00:00:00.000"
"03600  ","GROUT                                                                                     ","Capital Projects Inc","51 51 Atlantic Avenue","Floral Park                   ","NY","11001          ","516-344-7347                  ",,"Dhruv Chauhan                 ","Y","N","N","N","2026-06-20T00:00:00.000"
"03600  ","GROUT                                                                                     ","Construction Resource Services, LLC","8200 Boyle Parkway","Twinsburg                     ","OH","44087          ","313-282-0553                  ","330-486-3471   ","Debbie Anteau                 ","N","N","N","N","2026-05-30T00:00:00.000"
"03600  ","GROUT                                                                                     ","GOMBERT PAINTING INCORPORATED","117 BROOK AVENUE","DEER PARK                     ","NY","11729          ","631-586-4400                  ",,"LEONARD A. GOMBERT            ","N","N","N","N","2025-11-15T00:00:00.000"
"03600  ","GROUT                                                                                     ","GRAVITY CONSTRUCTION, CORP."," 146-22    Tuskegee Airmen Way "," Jamaica                      ","NY","11435          ","347-971-6792                  ","718-480-1183   ","NAVDEEP SINGH                 ","Y","N","N","Y","2023-12-30T00:00:00.000"
"03600  ","GROUT                                                                                     ","Jim's A1 Home Remodeling LLC","105-40 133 Street South Richmond Hill","Queens                        ","NY","11419-3224     ","171-890-8885                  ","718-323-2279   ","Shiek Jahoor                  ","Y","N","N","N","2025-03-17T00:00:00.000"
"03600  ","GROUT                                                                                     ","New York International Builders Corp","79-01 Myrtle Ave","Glendale                      ","NY","11385          ","848-219-4007                  ","718-821-5807   ","Bony Parikh                   ","Y","N","N","Y","2025-04-08T00:00:00.000"
"03600  ","GROUT                                                                                     ","Ocean Pacific Interiors, Inc","150 E 42nd st","New York                      ","NY","10017          ","888-371-8442                  ","917-757-9358   ","Michael Randazzo              ","N","N","N","Y","2026-06-23T00:00:00.000"
"03600  ","GROUT                                                                                     ","PERRYGREEN LTD.","188  East Post Road","White Plains                  ","NY","10601          ","914-468-1171                  ","914-539-0108   ","Randy Perry                   ","Y","N","N","Y","2024-05-24T00:00:00.000"
"03600  ","GROUT                                                                                     ","PIONEER GENERAL CONSTRUCTION NYC CORP","299 Fordham Place","BRONX                         ","NY","10464          ","917-207-5803                  ",,"Bilal Kharayat                ","Y","N","N","N","2024-11-23T00:00:00.000"
"03600  ","GROUT                                                                                     ","Razaline Builders, Inc.","8684  25th Avenue","Brooklyn                      ","NY","11214          ","929-216-3606                  ","347-891-4090   ","Ume Farwa                     ","Y","Y","N","N","2025-08-18T00:00:00.000"
"03600  ","GROUT                                                                                     ","SAMA K GROUP CORP","2517 44th Street ","Astoria                       ","NY","11103          ","347-459-3872                  ",,"SAMY A KASEM                  ","N","N","N","N","2025-03-11T00:00:00.000"
"03600  ","GROUT                                                                                     ","SSESCO INC.","1441 Witherspoon Street","Rahway                        ","NJ","07065          ","732-207-8410                  ","908-241-2355   ","Kristin Scarpa                ","N","N","N","N","2025-11-21T00:00:00.000"
"03600  ","GROUT                                                                                     ","TECHNOMEN NY INC","112-18 LIBERTY AVE","SOUTH RICHMOND HILL           ","NY","11419          ","646-208-6764                  ",,"BALDEV SINGH                  ","Y","N","N","N","2025-10-04T00:00:00.000"
