"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"149251","Brooklyn","1641","EAST 10 STREET","Street","E 10 STREET","21.0",,,,"QUENTIN ROAD","AVENUE P","315.0","3151C","11223.0","44.0","17.0","45.0","11.0","0084934","Empty","POINT (-73.9631148208044209 40.6088527440239559)","A8ACD105-CC20-4426-91CD-A666F67B3094","2015-03-23 04:00:00.0000000",,,,,"40.608944","-73.963185","420","3176323","3066420062","Gravesend (East)-Homecrest","POINT (-73.96311482080442 40.608852744023956)"
"149252","Manhattan","517","3 AVENUE","Street",,,,,,"EAST  35 STREET","EAST  34 STREET","106.0","1062B","10016.0","2.0","28.0","73.0","12.0","0003626","Populated","POINT (-73.9776872009070843 40.7460979452662784)","16D637A0-4772-40FB-A1D8-2B9F33B07E34","2015-03-23 04:00:00.0000000","2019-08-21 00:42:18.0000000","DPR","1.0","None","40.746115","-73.977827","78","1020176","1009150064","Murray Hill-Kips Bay","POINT (-73.97768720090708 40.74609794526628)"
"149253","Manhattan","413","WEST 46 STREET","Street","46th Street","4.0","5.0",,,"10 AVENUE","9 AVENUE","104.0","1043B","10036.0","3.0","27.0","75.0","10.0","0115950","Populated","POINT (-73.9913282679377318 40.7612641742037169)","E54C28FC-D2D2-46CE-A8AB-BAA99E71FED9","2015-03-23 04:00:00.0000000","2016-10-06 16:16:34.0000000",,,,"40.761246","-73.991340","127","1026491","1010560027","Hell's Kitchen","POINT (-73.99132826793773 40.76126417420372)"
"149254","Bronx","902","BRYANT AVENUE","Street",,,,,,"GARRISON AVENUE","SENECA AVENUE","202.0","2021A","10474.0","17.0","34.0","85.0","15.0","0054376","Populated","POINT (-73.8869096062097128 40.8200484316099761)","6DBB8A1A-BC39-46AA-8D0C-56EEFA22E15B","2015-03-23 04:00:00.0000000","2020-01-29 14:29:08.0000000",,,,,,,,,,"POINT (-73.88690960620971 40.820048431609976)"
"149255","Brooklyn","475","STERLING PLACE","Street","STERLING PLACE",,,,,"CLASSON AVENUE","WASHINGTON AVENUE","308.0","3081A","11238.0","35.0","20.0","57.0","9.0","0072898","Populated","POINT (-73.9623157536847629 40.6744494590100061)","0F95F1B5-CF2C-4E5C-B2EE-535C285989D2","2015-03-23 04:00:00.0000000","2021-10-20 18:56:44.0000000",,,,,,,,,,"POINT (-73.96231575368476 40.674449459010006)"
"149623","Staten Island","148","BURGHER AVENUE","Street",,,,,,"NORTH RAILROAD AVENUE","REMSEN STREET","502.0","5021D","10304.0","50.0","24.0","64.0","11.0","0123550","Populated","POINT (-74.0928742325570084 40.5930125960126986)","BDF9D249-AA4B-4C9B-9457-29ED302085EA","2015-03-24 04:00:00.0000000","2016-10-27 14:27:48.0000000",,,,,,,,,,"POINT (-74.09287423255701 40.5930125960127)"
"149624","Staten Island","467","BEACH ROAD","Street","1F",,,,,"OLD AMBOY ROAD","OAKDALE STREET","503.0","5033C","10312.0","51.0","24.0","64.0","11.0","0055520","Populated","POINT (-74.1594283491916428 40.5444107351253393)","7905DC2D-1767-4E41-98CE-D37AD46B6B79","2015-03-24 04:00:00.0000000","2017-04-04 15:28:48.0000000",,,,,,,,,,"POINT (-74.15942834919164 40.54441073512534)"
"149625","Manhattan","1590","YORK AVENUE","Street","York Avenue",,,,,"EAST   84 STREET","EAST   83 STREET","108.0","1084B","10028.0","5.0","28.0","76.0","12.0","0019478","Populated","POINT (-73.9481244272207334 40.7743705661104983)","56A6BA5E-0C54-4C1D-AD52-A696F1A25038","2015-03-24 04:00:00.0000000",,,,,,,,,,,"POINT (-73.94812442722073 40.7743705661105)"
"149626","Staten Island","345","PENN AVENUE","Street",,,,,,"BEND","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0090288","Populated","POINT (-74.1137889879992429 40.5614214169564775)","266D9204-5BDA-4F50-9B4F-DBB5B3108D9C","2015-03-24 04:00:00.0000000","2016-10-13 15:41:56.0000000",,,,,,,,,,"POINT (-74.11378898799924 40.56142141695648)"
"149627","Staten Island","361","PENN AVENUE","Street",,,,,,"BEND","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0090288","Populated","POINT (-74.1133058229152368 40.5611324029910705)","579DE376-9866-4338-8607-8B9EA8E2B43F","2015-03-24 04:00:00.0000000","2016-10-13 15:43:35.0000000",,,,,,,,,,"POINT (-74.11330582291524 40.56113240299107)"
"149628","Staten Island","367","PENN AVENUE","Street",,,,,,"BEND","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0090288","Populated","POINT (-74.1131940198496579 40.5610634166542852)","46758017-0CDB-4E66-92D3-00BFC4EB05D9","2015-03-24 04:00:00.0000000","2016-10-13 15:42:41.0000000",,,,,,,,,,"POINT (-74.11319401984966 40.561063416654285)"
"149629","Staten Island","333","MILL ROAD","Street","PENN AVENUE",,,,,"EVA AVENUE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0063117","Populated","POINT (-74.1130728316557281 40.5609866956544565)","D721AFFB-09B0-4762-A296-1E9FF391A81F","2015-03-24 04:00:00.0000000","2021-08-09 12:46:29.0000000",,,,,,,,,,"POINT (-74.11307283165573 40.56098669565446)"
"149630","Staten Island","637","TRAVIS AVENUE","Street",,,,,,"GADSEN PLACE","FERNDALE AVENUE","502.0","5024C","10314.0","51.0","24.0","63.0","11.0","0049769","Empty","POINT (-74.1605605491760826 40.5921533116290760)","109602E8-F70D-4381-9C1C-4B355DC285AD","2015-03-24 04:00:00.0000000",,,,,,,,,,,"POINT (-74.16056054917608 40.592153311629076)"
"149631","Staten Island","40","EVA AVENUE","Street","1F",,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095327","Populated","POINT (-74.1115323414927900 40.5600970914678882)","458A301C-054D-4A62-AD5F-8D2A37455572","2015-03-24 04:00:00.0000000","2017-03-06 12:27:16.0000000",,,,,,,,,,"POINT (-74.11153234149279 40.56009709146789)"
"149632","Queens","183-10","FONDA AVENUE","Street","FONDA AVENUE",,,,,"MAYVILLE STREET","DUNKIRK STREET","412.0","4122E","11412.0","27.0","14.0","29.0","5.0","0101532","Empty","POINT (-73.7715830422928889 40.6999619559189725)","848D62D7-83E2-48F7-95CD-E28EE6432A36","2015-03-24 04:00:00.0000000","2017-04-28 08:03:46.0000000",,,,,,,,,,"POINT (-73.77158304229289 40.69996195591897)"
"149633","Staten Island","45","EVA AVENUE","Street","1F",,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095327","Populated","POINT (-74.1112899285151343 40.5601007570534975)","C14DE426-6A73-4928-AD5F-67B1DFBCB3CE","2015-03-24 04:00:00.0000000","2017-03-06 12:25:44.0000000",,,,,,,,,,"POINT (-74.11128992851513 40.5601007570535)"
"149634","Staten Island","49","EVA AVENUE","Street","1F",,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095327","Populated","POINT (-74.1111629352721621 40.5600304871042496)","57B13FE6-C02E-4863-B84F-492016E662D4","2015-03-24 04:00:00.0000000","2017-03-06 12:25:17.0000000",,,,,,,,,,"POINT (-74.11116293527216 40.56003048710425)"
"149635","Brooklyn","2004","MERMAID AVENUE","Street",,,,,,"WEST   21 STREET","WEST   20 STREET","313.0","3132B","11224.0","47.0","23.0","46.0","8.0","0042412","Empty","POINT (-73.9870863347160537 40.5764555455962252)","5FB6364B-4BA7-4DF4-A195-99B45C5E7663","2015-03-24 04:00:00.0000000","2019-01-08 20:43:10.0000000",,,,,,,,,,"POINT (-73.98708633471605 40.576455545596225)"
"149636","Staten Island","53","EVA AVENUE","Street",,,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095327","Populated","POINT (-74.1110342260206352 40.5599592831507465)","A07EF9B9-2052-468A-8A6B-8BF6A6972923","2015-03-24 04:00:00.0000000","2021-08-13 13:02:42.0000000",,,,,,,,,,"POINT (-74.11103422602064 40.55995928315075)"
"149637","Staten Island","83","EVA AVENUE","Street","1F",,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095327","Populated","POINT (-74.1102370698316832 40.5595111562717960)","5A004C16-6F79-4B44-B627-03D4BD35B15B","2015-03-24 04:00:00.0000000","2017-03-06 12:19:13.0000000",,,,,,,,,,"POINT (-74.11023706983168 40.559511156271796)"
"149638","Staten Island","161","MANILA AVENUE","Street","Roberts Dr",,,,,"ROBERTS DRIVE","EVA AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0098844","Populated","POINT (-74.1108373798428914 40.5590038311584067)","2726C1E0-7A1B-4C4E-B402-E585F258058F","2015-03-24 04:00:00.0000000","2021-08-12 13:17:30.0000000",,,,,,,,,,"POINT (-74.11083737984289 40.55900383115841)"
"149639","Staten Island","72","ROBERTS DRIVE","Street","1F",,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095882","Populated","POINT (-74.1109630074605690 40.5589358049724353)","CC8B7D22-0C5B-45ED-8ABE-AD1435F52697","2015-03-24 04:00:00.0000000","2019-09-06 14:49:21.0000000",,,,,,,,,,"POINT (-74.11096300746057 40.558935804972435)"
"149640","Staten Island","41","ROBERTS DRIVE","Street","1F",,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095882","Empty","POINT (-74.1116707252474214 40.5594825319146537)","B73A803E-4170-4137-8A10-57371C5AE470","2015-03-24 04:00:00.0000000","2023-01-31 19:13:13.0000000",,,,,,,,,,"POINT (-74.11167072524742 40.559482531914654)"
"149641","Staten Island","29","ROBERTS DRIVE","Street","1F",,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095882","Empty","POINT (-74.1120690777654545 40.5597120600440775)","F12DB550-A01E-40EE-AD04-9CC4AF741D5E","2015-03-24 04:00:00.0000000","2017-06-01 11:28:25.0000000",,,,,,,,,,"POINT (-74.11206907776545 40.55971206004408)"
"149642","Brooklyn","2036","68 STREET","Street","68 STREET",,,,,"21 AVENUE","20 AVENUE","311.0","3111D","11204.0","47.0","22.0","49.0","10.0","0051031","Populated","POINT (-73.9867470816234771 40.6141910753706412)","0F2EDB48-586F-4DA6-9548-DF0771726EA0","2015-03-24 04:00:00.0000000","2019-09-17 15:47:01.0000000",,,,"40.614252","-73.986763","258","3135079","3055790020","Bensonhurst","POINT (-73.98674708162348 40.61419107537064)"
"149643","Staten Island","25","ROBERTS DRIVE","Street","1F",,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095882","Populated","POINT (-74.1121569758542762 40.5597602325740141)","1291CDE3-0E74-4492-891B-C99EF11063E4","2015-03-24 04:00:00.0000000","2017-03-06 12:05:33.0000000",,,,,,,,,,"POINT (-74.11215697585428 40.559760232574014)"
"149644","Staten Island","19","ROBERTS DRIVE","Street","1F",,,,,"MANILA AVENUE","MILL ROAD","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0095882","Populated","POINT (-74.1123578894060557 40.5598755944089930)","42AB6559-5879-45C0-AA74-C9041A54DF09","2015-03-24 04:00:00.0000000","2017-03-06 12:01:45.0000000",,,,,,,,,,"POINT (-74.11235788940606 40.55987559440899)"
"149645","Manhattan","335","EAST 95 STREET","Street","E 95 ST",,,,,"1 AVENUE","2 AVENUE","108.0","1085B","10128.0","5.0","29.0","68.0","12.0","0099235","Empty","POINT (-73.9457554763591673 40.7828543892671362)","C4067908-0D25-4CF3-89CC-2ACE8A903540","2015-03-24 04:00:00.0000000","2022-05-23 17:08:37.0000000",,,,"40.783183","-73.946644","156.01","1078676","1015580023","Upper East Side-Yorkville","POINT (-73.94575547635917 40.782854389267136)"
"149646","Brooklyn","2244","62 STREET","Street",,,,,,"23 AVENUE","BAY PARKWAY","311.0","3111C","11204.0","44.0","17.0","48.0","10.0","0051406","Populated","POINT (-73.9785476060404221 40.6148390092471558)","D997A16F-7B0D-4689-A475-4B692F2A1621","2015-03-24 04:00:00.0000000","2017-07-24 09:21:45.0000000",,,,"40.614934","-73.978612","436","3172142","3065510024","Bensonhurst","POINT (-73.97854760604042 40.614839009247156)"
"149647","Brooklyn","1535","64 STREET","Street",,,,,,"16 AVENUE","15 AVENUE","311.0","3111E","11219.0","38.0","17.0","49.0","10.0","0057873","Empty","POINT (-73.9955129113075287 40.6234154217395655)","0E759B15-2BB2-439A-8155-CFA75F6BAF96","2015-03-24 04:00:00.0000000","2017-04-26 11:19:45.0000000",,,,"40.623409","-73.995627","250","3133038","3055370065","Bensonhurst","POINT (-73.99551291130753 40.623415421739566)"
"149648","Brooklyn","1755","59 STREET","Street",,,,,,"18 AVENUE","17 AVENUE","312.0","3124C","11204.0","44.0","17.0","48.0","10.0","0051112","Populated","POINT (-73.9874264286013670 40.6231377665309736)","C79CB13C-227F-4E23-89D3-BDCB8885E47E","2015-03-24 04:00:00.0000000","2019-09-24 16:35:22.0000000",,,,"40.623241","-73.987687","244","3131460","3055040055","Mapleton-Midwood (West)","POINT (-73.98742642860137 40.623137766530974)"
"149649","Brooklyn","237","LEXINGTON AVENUE","Street","LEXINGTON AV","8.0",,,,"NOSTRAND AVENUE","BEDFORD AVENUE","303.0","3032A","11216.0","36.0","25.0","57.0","8.0","0063797","Populated","POINT (-73.9528699686051141 40.6875031829126641)","49CB85B1-B5F1-4F70-B059-5950D9835200","2015-04-30 14:39:00.0000000","2016-10-12 18:45:18.0000000",,,,,,,,,,"POINT (-73.95286996860511 40.687503182912664)"
"149650","Brooklyn","950","LENOX ROAD","Street",,,,,,"EAST   57 STREET","EAST   56 STREET","317.0","3173C","11203.0","41.0","20.0","58.0","9.0","0048674","Populated","POINT (-73.9240662644576219 40.6556416068345641)","563D1B50-43A3-44E3-B581-0964B6646DFC","2015-03-24 04:00:00.0000000","2016-10-14 21:19:42.0000000",,,,,,,,,,"POINT (-73.92406626445762 40.655641606834564)"
"149651","Staten Island","343","PETER AVENUE","Street",,,,,,"MILL ROAD","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0035070","Populated","POINT (-74.1145243020664566 40.5609521980316572)","88AD4821-72CF-4624-AA67-426E3E291665","2015-03-24 04:00:00.0000000","2016-10-13 15:32:21.0000000",,,,,,,,,,"POINT (-74.11452430206646 40.56095219803166)"
"149652","Staten Island","327","MILL ROAD","Street",,,,,,"EVA AVENUE","TYSENS LANE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0063117","Empty","POINT (-74.1125945086306928 40.5611312880671306)","363AF91E-C224-488D-91F4-BFCECCF45482","2015-03-24 04:00:00.0000000","2021-08-10 13:05:12.0000000",,,,,,,,,,"POINT (-74.11259450863069 40.56113128806713)"
"149653","Manhattan","121","WEST 105 STREET","Street","W 105 ST",,,,,"AMSTERDAM AVENUE","COLUMBUS AVENUE","107.0","1075A","10025.0","7.0","30.0","69.0","13.0","0023429","Populated","POINT (-73.9642220741798013 40.7989700764638599)","BC333028-1F71-4268-A895-614048F24075","2015-03-24 04:00:00.0000000","2017-08-10 14:12:36.0000000",,,,"40.798818","-73.963936","189","1081585","1018600020","Upper West Side-Manhattan Valley","POINT (-73.9642220741798 40.79897007646386)"
"149654","Bronx","712","VINCENT AVENUE","Street",,,,,,"PHILIP AVENUE","RANDALL AVENUE","210.0","2102D","10465.0","13.0","34.0","82.0","14.0","0058656","Empty","POINT (-73.8168021627448496 40.8291151631149773)","23B2A4C8-0622-4373-91C6-BE4B22B6053A","2015-03-24 04:00:00.0000000","2016-12-02 18:03:24.0000000",,,,,,,,,,"POINT (-73.81680216274485 40.82911516311498)"
"149655","Brooklyn","2932","BRIGHTON 5 STREET","Street","BRIGHTON 5 STREET","40.0",,,,"BRIGHTON    4 WALK","BRIGHTON    4 COURT","313.0","3132A","11235.0","48.0","23.0","45.0","8.0","0039202","Populated","POINT (-73.9635443393055567 40.5802959667909207)","45E26FD8-2C4E-4DDC-A648-04942DB80CC1","2015-04-10 14:58:00.0000000","2016-10-19 17:43:52.0000000",,,,"40.580318","-73.963460","364","3244410","3086640438","Brighton Beach","POINT (-73.96354433930556 40.58029596679092)"
"149656","Bronx","3053","KINGSBRIDGE AVENUE","Street",,,,,,"WEST  231 STREET","MARBLE HILL AVENUE","208.0","2082A","10463.0","11.0","34.0","81.0","13.0","0093593","Empty","POINT (-73.9071001007556134 40.8795115607409301)","0AF07A30-11E9-47BF-BB46-306CCB344050","2015-03-24 04:00:00.0000000","2015-03-24 14:44:22.0000000",,,,,,,,,,"POINT (-73.90710010075561 40.87951156074093)"
"149657","Bronx","99","EAST 235 STREET","Street",,,,,,"ONEIDA AVENUE","NAPIER AVENUE","212.0","2124C","10470.0","11.0","34.0","81.0","17.0",,"Populated","POINT (-73.8728614899295195 40.8970154261528336)","955D9827-E5D9-43AC-B33F-D9776C0D78A2","2015-03-24 04:00:00.0000000","2017-07-13 10:26:17.0000000",,,,"40.896998","-73.872832","449.01","2018822","2033660041","Wakefield-Woodlawn","POINT (-73.87286148992952 40.897015426152834)"
"149658","Staten Island","4","LISA LANE","Street",,,,,,"BEND","MYRNA LANE","503.0","5035C","10312.0","51.0","24.0","62.0","11.0","0165121","Empty","POINT (-74.1978825273486251 40.5491002205592395)","78C9E92F-35E8-4A4C-994D-5B8452194542","2015-03-24 04:00:00.0000000","2016-10-26 21:48:46.0000000",,,,,,,,,,"POINT (-74.19788252734863 40.54910022055924)"
"149659","Staten Island","15","WINDERMERE ROAD","Street",,,,,,"POUCH TERRACE","HYLAN BOULEVARD","502.0","5021D","10305.0","50.0","24.0","64.0","11.0","0045135","Empty","POINT (-74.0754633762825137 40.6029264607805018)","97493AB7-1B17-4633-B056-689EFC51DA11","2015-03-24 04:00:00.0000000","2016-10-12 19:39:27.0000000",,,,,,,,,,"POINT (-74.07546337628251 40.6029264607805)"
"149660","Staten Island","1073","RENSSELAER AVENUE","Street",,,,,,"MAGUIRE AVENUE","LENEVAR AVENUE","503.0","5036D","10309.0","51.0","24.0","62.0","11.0","0086165","Populated","POINT (-74.2107252686894157 40.5368315911705821)","49EAE9FD-C7DB-44DA-91AF-4317F227F3AD","2015-03-24 04:00:00.0000000","2016-10-14 19:23:01.0000000",,,,,,,,,,"POINT (-74.21072526868942 40.53683159117058)"
"149661","Staten Island","101","FOCH AVENUE","Street",,,,,,"BIONIA AVENUE","HICKORY AVENUE","502.0","5021C","10305.0","50.0","23.0","64.0","11.0","0094460","Empty","POINT (-74.0731683448216671 40.5937925116948506)","BBC2BB7F-44B4-464A-A9EB-5D5CA70BB2FD","2015-03-24 04:00:00.0000000","2015-03-26 04:00:00.0000000",,,,,,,,,,"POINT (-74.07316834482167 40.59379251169485)"
"149662","Staten Island","127","MARINE WAY","Street",,,,,,"CEDAR GROVE AVENUE","ROMA AVENUE","502.0","5022D","10306.0","50.0","24.0","64.0","11.0","0063107","Empty","POINT (-74.1014483389409548 40.5627523877767757)","6EDE3277-ADDA-4F36-8CF8-371AE7FB4134","2015-03-24 04:00:00.0000000",,,,,,,,,,,"POINT (-74.10144833894095 40.562752387776776)"
"149663","Staten Island","525","FALCON AVENUE","Street",,,,,,"ISABELLA AVENUE","OAK AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0088562","Populated","POINT (-74.1168936488804633 40.5601263086837704)","4DD5D46F-651A-4E1C-B62E-9FA5DA660F6E","2015-03-24 04:00:00.0000000","2016-10-12 20:22:46.0000000",,,,,,,,,,"POINT (-74.11689364888046 40.56012630868377)"
"149664","Staten Island","380","PETER AVENUE","Street",,,,,,"MILL ROAD","FALCON AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0035070","Populated","POINT (-74.1135353844484968 40.5602299922632170)","F9693B4E-A9B6-4010-8605-702645C25F6E","2015-03-24 04:00:00.0000000",,,,,,,,,,,"POINT (-74.1135353844485 40.56022999226322)"
"149665","Staten Island","423","GUYON AVENUE","Street","STONEHAM STREET",,,,,"GUYON AVENUE","ISABELLA AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0035167","Populated","POINT (-74.1147464794296837 40.5576126856279444)","422D21E5-CE2A-4394-AB0B-4C3263177D66","2015-03-24 04:00:00.0000000","2023-04-06 18:42:10.0000000",,,,,,,,,,"POINT (-74.11474647942968 40.557612685627944)"
"149666","Staten Island","452","MILL ROAD","Street",,,,,,"GUYON AVENUE","ISABELLA AVENUE","503.0","5031D","10306.0","50.0","24.0","64.0","11.0","0063125","Populated","POINT (-74.1145378564894060 40.5576078445655739)","425C12E6-044C-498E-B6A0-00C8368471A3","2015-03-24 04:00:00.0000000","2023-03-21 13:37:47.0000000",,,,,,,,,,"POINT (-74.1145378564894 40.557607844565574)"
"149667","Brooklyn","214","AVENUE F","Street","E 3 STREET","19.0",,,,"EAST    3 STREET","EAST    2 STREET","314.0","3142C","11218.0","44.0","17.0","44.0","10.0","0061738","Empty - DNP","POINT (-73.9756468273590002 40.6332953341385092)","8BA1D97E-D5F4-49AC-AE2A-2CEACEDF988A","2015-03-24 04:00:00.0000000","2023-06-12 17:23:32.0000000",,,,,,,,,,"POINT (-73.975646827359 40.63329533413851)"
"149668","Brooklyn","35","HAMPTON PLACE","Street","HAMPTON PLACE","30.0",,,,"ST JOHNS PLACE","STERLING PLACE","308.0","3082B","11213.0","35.0","25.0","43.0","9.0","0096864","Populated","POINT (-73.9408448316880254 40.6714872537279462)","504D0B75-F216-42EA-9C64-74B2FC481CF4","2015-03-24 04:00:00.0000000","2022-10-27 13:04:56.0000000",,,,,,,,,,"POINT (-73.94084483168803 40.671487253727946)"
"149669","Brooklyn","295","8 STREET","Street","8 STREET","30.0",,,,"6 AVENUE","5 AVENUE","306.0","3065D","11215.0","39.0","21.0","52.0","7.0","0071883","Populated","POINT (-73.9851996902834799 40.6695440366196621)","E00C1540-0E43-4457-BD77-89A4B4F97545","2015-03-24 04:00:00.0000000","2019-01-14 18:01:25.0000000",,,,"40.669479","-73.985145","137","3021929","3009990069","Park Slope","POINT (-73.98519969028348 40.66954403661966)"
