"school_year","opt_code","name","affiliation","site_type","street_address","city","state","zip","longitude","latitude","door_to_door_service","stop_to_school_service","common_carrier_svc_metrocards","site_reimbursement","mid_day_service","d2d_late_day_programs","s2s_late_day_programs"
"2016-2017","08301","MS 301","Public","School","890 CAULDWELL AVENUE","Bronx","NY","10456","-73.9071030000","40.8224430000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","08302","MS 302","Public","School","681 KELLY STREET","Bronx","NY","10455","-73.9021790000","40.8155010000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08304","PS 304 EARLY CHILDHOOD LAB SCH","Public","School","2750 LAFAYETTE AVENUE","Bronx","NY","10465","-73.8297010000","40.8274040000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08320","PELHAM LAB HS","Public","School","3000 EAST TREMONT AVENUE","Bronx","NY","10461","-73.8385720000","40.8406280000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08332","HOLCOMBE L.RUCKER COMM.RES.","Public","School","965 LONGWOOD AVENUE","Bronx","NY","10459","-73.8981590000","40.8175770000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08333","THE MUSEUM SCHOOL PS 333","Public","School","888 REV.JAMES POLITE AVENUE","Bronx","NY","10459","-73.8988080000","40.8202070000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08335","THE ACAD.OF ART PS 335","Public","School","888 REV.JAMES A. POLITE","Bronx","NY","10457","-73.8988080000","40.8202070000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08345","HYDE LEADERSHIP CHARTER SCH","Charter","School","730 BRYANT AVENUE","Bronx","NY","10474","-73.8856670000","40.8154820000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08348","SCHUYLERVILLE PREPARATORY HS","Public","School","3000 EAST TREMONT AVENUE","Bronx","NY","10461","-73.8385720000","40.8406280000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08349","BRONX RIVER H.S.","Public","School","3000 EAST TREMONT AVENUE","Bronx","NY","10461","-73.8385720000","40.8406280000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","07515","CROTONA ACADEMY HS","Public","School","639 ST ANN'S AVENUE","Bronx","NY","10455","-73.9118470000","40.8165500000","No","No","Yes","No","No","No","No"
"2016-2017","08362","ICAHN CHARTER SCHOOL #7","Charter","School","1535 STORY AVENUE","Bronx","NY","10473","-73.8769410000","40.8218480000","No","Yes","Yes","No","No","No","No"
"2016-2017","08367","ARCHIMEDES ACAD.MATH-SCI-TECH","Public","School","456 WHITE PLAINS ROAD","Bronx","NY","10473","-73.8564520000","40.8147280000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08371","THE URBAN INST OF MATHEMATICS","Public","School","650 HOLLYWOOD AVE","Bronx","NY","10465","-73.8183200000","40.8265530000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08375","THE BRONX MATH PREP SCHOOL","Public","School","456 WHITE PLAINS ROAD 4TH FLOOR","Bronx","NY","10473","-73.8564520000","40.8147280000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08376","THE ANTONIA PANTOJA PREP ACAD","Public","School","1980 LAFAYETTE AVENUE","Bronx","NY","10473","-73.8561510000","40.8222120000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08380","SUCCESS ACADEMY BRONX 3","Charter","School","968 CAULDWELL AVENUE","Bronx","NY","10456","-73.9060890000","40.8249010000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","08392","BRONX DELTA SCHOOL","Public","School","650 HOLLYWOOD AVENUE","Bronx","NY","10465","-73.8183200000","40.8265530000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","08408","HOME INSTRUCTIONS SCH- BRONX","Public","Office","3450 EAST TREMONT AVENUE","Bronx","NY","10465","-73.8275740000","40.8320770000","No","Yes","Yes","No","No","No","No"
"2016-2017","08410","P352X @ P075X","Public","School","984 FAILE ST","Bronx","NY","10459","-73.8893310000","40.8227140000","Yes","No","Yes","No","No","No","No"
"2016-2017","08413","WOMEN'S ACAD OF EXCELLENCE","Public","School","456 WHITE PLAINS ROAD","Bronx","NY","10473","-73.8564520000","40.8147280000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08415","MONTEFIORE HOSPITAL","Nonsectarian","School","3450 DEKALB AVENUE","Bronx","NY","10467","-73.8817300000","40.8809450000","No","No","No","No","No","No","No"
"2016-2017","08420","P188X @ P301X","Public","School","890 CAULDWELL AVE","Bronx","NY","10456","-73.9071030000","40.8224430000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08444","SCH FOR INQUIRY & SOCIAL JUST.","Public","School","1025 MORRISON AVE.","Bronx","NY","10472","-73.8737670000","40.8253870000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","08446","P721X @ BRONX YMCA - CASTLE HI","Public","School","2 CASTLE HILL AVENUE","Bronx","NY","10473","-73.8462130000","40.8117010000","Yes","No","Yes","No","No","No","No"
"2016-2017","08447","P186X @ BRONX STUDIO","Public","School","928 SIMPSON STREET","Bronx","NY","10459","-73.8930920000","40.8204920000","Yes","No","Yes","No","No","No","No"
"2016-2017","08448","SOUNDVIEW ACADEMY","Public","School","885 BOLTON AVENUE","Bronx","NY","10473","-73.8597630000","40.8235110000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","08449","PS 119 AX","Public","School","1111 PUGSLEY AVENUE","Bronx","NY","10472","-73.8568320000","40.8292180000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","08451","PS 152 AX","Public","School","1025 MORRISON AVENUE","Bronx","NY","10472","-73.8737670000","40.8253870000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08452","P010X  @ P152X","Public","School","1007 Evergreen Avenue","Bronx","NY","10472","-73.8801340000","40.8240320000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08453","P017X @ IS 125","Public","School","1111 PUGSLEY AVENUE","Bronx","NY","10472","-73.8568320000","40.8292180000","No","No","No","No","No","No","No"
"2016-2017","08454","BX CHARTER SCH FOR THE ARTS","Charter","School","950 LONGFELLOW AVENUE","Bronx","NY","10474","-73.8864500000","40.8214560000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08455","BOYS PREP CHARTER SCH OF NY","Charter","School","1695 SEWARD AVENUE","Bronx","NY","10473","-73.8683910000","40.8185420000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08460","P721X @ BRONX Y.M.C.A","Public","School","21-25 GLEBE AVENUE","Bronx","NY","10462","-73.8504600000","40.8350590000","Yes","No","Yes","No","No","No","No"
"2016-2017","08461","P721X @ MARITIME COLLEGE","Public","School","FORT SCHUYLER","Bronx","NY","10465","-73.7963320000","40.8073740000","No","No","No","No","No","No","No"
"2016-2017","08464","P721X @ H.H.LEHMAN HS","Public","School","3000 EAST TREMONT AVENUE","Bronx","NY","10461","-73.8385720000","40.8406280000","Yes","No","Yes","No","No","No","No"
"2016-2017","08465","MS101","Public","School","2750 LAFAYETTE AVENUE","Bronx","NY","10465","-73.8297010000","40.8274040000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08466","HOSPITAL SCHOOLS","Public","School","3450 EAST TREMONT AVENUE","Bronx","NY","10465","-73.8275740000","40.8320770000","No","Yes","No","No","No","No","No"
"2016-2017","08467","MOTT HALL COMMUNITY SCHOOL","Public","School","650 HOLLYWOOD AVENUE","Bronx","NY","10465","-73.8183200000","40.8265530000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08468","P352X @ I201X","Public","School","730 BRYANT AVE","Bronx","NY","10474","-73.8856670000","40.8154820000","Yes","No","Yes","No","No","No","No"
"2016-2017","08470","P723X@P014(SUMMER)","Public","School","2951 DEWEY AVE","Bronx","NY","10465","-73.8182920000","40.8226720000","No","No","No","No","No","No","No"
"2016-2017","08487","GIRLS PREP BRONX-MS","Charter","School","890 CAULDWELL AVENUE","Bronx","NY","10456","-73.9071030000","40.8224430000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08489","THE EQUALITY CHARTER HS","Charter","School","715 CASTLE HILL AVENUE","Bronx","NY","10473","-73.8487060000","40.8214380000","Yes","No","Yes","No","No","No","No"
"2016-2017","08495","P721X @ MECHLAR HALL SR.CTR","Public","School","2158 WATSON AVENUE","Bronx","NY","10472","-73.8518630000","40.8295090000","No","No","No","No","No","No","No"
"2016-2017","08497","HUNT'S POINT MS 424","Public","School","730 BRYANT AVENUE","Bronx","NY","10474","-73.8856670000","40.8154820000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","08498","P186X@ PS 140","Public","School","916 EAGLE AVENUE","Bronx","NY","10456","-73.9078710000","40.8232180000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08516","PABLO NERUDA ACADEMY","Public","School","1980 LAFAYETTE AVENUE","Bronx","NY","10473","-73.8561510000","40.8222120000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08517","MILLENNIUM ART ACADEMY","Public","School","1980 LAFAYETTE AVENUE","Bronx","NY","10473","-73.8561510000","40.8222120000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08518","THE BRONX GUILD HS","Public","School","1980 LAFAYETTE AVENUE","Bronx","NY","10473","-73.8561510000","40.8222120000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08519","INST.FOR LAW & PUBLIC POLICY","Public","School","1440 STORY AVENUE","Bronx","NY","10473","-73.8814680000","40.8210680000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08524","H H LEHMAN HS","Public","School","3000 EAST TREMONT AVENUE","Bronx","NY","10461","-73.8385720000","40.8406280000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08530","BANANA KELLY COM. LERNG. CNTR.","Public","School","965 LONGWOOD AVE. 3RD FLOOR","Bronx","NY","10459","-73.8981590000","40.8175770000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08537","BRONX ARENA HS TRANSFER","Public","School","1440 STORY AVENUE","Bronx","NY","10473","-73.8814680000","40.8210680000","No","No","Yes","No","Yes","No","No"
"2016-2017","08547","SOUTH BX CLASSICAL CHARTER SCH","Charter","School","977 FOX STREET","Bronx","NY","10459","-73.8940010000","40.8224370000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","08551","Y.A.B.C.@ BX COMM HS","Public","School","1980 LAFAYETTE AVENUE","Bronx","NY","10473","-73.8561510000","40.8222120000","No","No","Yes","No","No","No","No"
"2016-2017","08555","Y.A.B.C.@ LEHMAN HS","Public","School","3000 EAST TREMONT AVENUE","Bronx","NY","10461","-73.8385720000","40.8406280000","No","No","Yes","No","No","No","No"
"2016-2017","08558","WESTCHESTER SQUARE ACADEMY","Public","School","3000 EAST TREMONT AVENUE","Bronx","NY","10461","-73.8385720000","40.8406280000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08560","SECOND OPPORTUNITY SCH-WILDCAT","Public","School","1201 LAFAYETTE AVE","Bronx","NY","10474","-73.8910540000","40.8165010000","No","No","No","No","No","No","No"
"2016-2017","08561","BRONX COMPASS HS","Public","School","1980 LAFAYETTE AVENUE","Bronx","NY","10461","-73.8561510000","40.8222120000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08562","BLUEPRINT MIDDLE SCHOOL","Public","School","1111 PUGSLEY AVENUE","Bronx","NY","10472","-73.8568320000","40.8292180000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","08564","RENAISSANCE HS OF MUSICAL THEA","Public","School","3000 EAST TREMONT AVENUE","Bronx","NY","10461","-73.8385720000","40.8406280000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08570","BRONX BRIDGES HIGH SCHOOL","Public","School","1980 LAFAYETTE AVENUE","Bronx","NY","10473","-73.8561510000","40.8222120000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08574","ALC - LAFAYETTE ACADEMY","Public","School","1201 LAFAYETTE AVENUE 3RD FLOOR","Bronx","NY","10474","-73.8910540000","40.8165010000","Yes","No","No","No","No","No","No"
"2016-2017","08579","YOUTH DEVELOP.ACAD.@ PAL","Public","School","991 LONGWOOD AVENUE","Bronx","NY","10459","-73.8976060000","40.8172470000","No","No","No","No","No","No","No"
"2016-2017","08587","ADOL SKILLS CTR- RESTART","Public","School","975 KELLY STREET","Bronx","NY","10459","-73.8959810000","40.8220410000","No","No","Yes","No","No","No","No"
"2016-2017","08590","SCH FOR TOURISM & HOSPITALITY","Public","School","900 TINTON AVENUE","Bronx","NY","10456","-73.9033860000","40.8218130000","Yes","No","Yes","No","No","No","No"
"2016-2017","08607","WILDCAT ANNEX","Charter","School","486 HOWE AVENUE","Bronx","NY","10473","-73.8483640000","40.8162800000","No","No","No","No","No","No","No"
"2016-2017","08647","CSE 2","Public","Office","3450 EAST TREMONT AVENUE 2ND FLOOR","Bronx","NY","10465","-73.8275740000","40.8320770000","No","No","Yes","No","No","No","No"
"2016-2017","08667","P2G @ LEHMAN HS PM","Public","School","3000 EAST TREMONT AVENUE","Bronx","NY","10461","-73.8385720000","40.8406280000","No","No","Yes","No","No","No","No"
"2016-2017","08688","GIRLS PREP CHARTER SCHOOL","Charter","School","681 KELLY STREET","Bronx","NY","10455","-73.9021790000","40.8155010000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08704","MSGR SCANLAN HS","Parochial","School","915 HUTCHINSON RIVER PARKWAY","Bronx","NY","10465","-73.8368080000","40.8257330000","No","No","Yes","No","No","No","No"
"2016-2017","08705","PRESTON HS","Parochial","School","2780 SCHURZ AVENUE","Bronx","NY","10465","-73.8193530000","40.8141810000","Yes","No","Yes","No","No","No","No"
"2016-2017","08706","GREEK AMERICAN INSTITUTE","Christian","School","3573 BRUCKNER BLVD","Bronx","NY","10461","-73.8281010000","40.8489640000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","08711","VILLA MARIA ACADEMY","Parochial","School","3335 COUNTRY CLUB ROAD","Bronx","NY","10465","-73.8171610000","40.8412410000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","08712","ST ATHANASIUS SCHOOL","Parochial","School","830 SOUTHERN BLVD","Bronx","NY","10459","-73.8954970000","40.8168820000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","08713","HOLY FAMILY SCHOOL","Parochial","School","2169 BLACKROCK AVENUE","Bronx","NY","10472","-73.8515200000","40.8289840000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","08715","OUR LADY OF ASSUMPTION SCH00L","Parochial","School","1617 PARKVIEW AVENUE","Bronx","NY","10461","-73.8271020000","40.8454330000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","08716","ST THERESA SCHOOL","Parochial","School","2872 ST THERESA AVENUE","Bronx","NY","10461","-73.8332520000","40.8494080000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08717","HOLY CROSS SCHOOL","Parochial","School","1846 RANDALL AVENUE","Bronx","NY","10473","-73.8606770000","40.8172280000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","08718","ST BENEDICT SCHOOL","Parochial","School","1016 EDISON AVENUE","Bronx","NY","10465","-73.8254600000","40.8322070000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","08719","ST FRANCES DECHANTAL SCH","Parochial","School","2962 HARDING AVENUE","Bronx","NY","10465","-73.8134530000","40.8163680000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","08721","P721X @ PROVIDENCE NURSING HM","Public","School","3302 WATERBURY AVE","Bronx","NY","10465","-73.8185540000","40.8370920000","Yes","No","Yes","No","No","No","No"
"2016-2017","08750","ST IGNATIUS ACADEMY","Parochial","School","740 MANIDA STREET","Bronx","NY","10474","-73.8884780000","40.8152390000","No","No","Yes","No","No","No","No"
"2016-2017","08754","P754X@ Adolescent Skills Cente","Public","School","975 Kelly Street","Bronx","NY","10459","-73.8959810000","40.8220410000","No","No","No","No","No","No","No"
"2016-2017","08800","P754X @ P 10","Public","School","2750 LAFAYETTE AVENUE","Bronx","NY","10465","-73.8297010000","40.8274040000","No","No","Yes","No","No","No","No"
"2016-2017","08861","SUCCESS ACAD CHARTER SCH BX-4","Charter","School","885 BOLTON AVENUE","Bronx","NY","10473","-73.8597630000","40.8235110000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","08866","ALC- PAL LONGWOOD","Public","School","991 LONGWOOD AVENUE","Bronx","NY","10459","-73.8976060000","40.8172470000","Yes","No","Yes","No","No","No","No"
"2016-2017","08366","MS 366 ACAD CIVIC ENGAGEMENT","Public","School","650 HOLLYWOOD AVE","Bronx","NY","10465","-73.8183200000","40.8265530000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08889","ALC @ STEVENSON HS","Public","School","1980 LAFAYETTE AVENUE","Bronx","NY","10473","-73.8561510000","40.8222120000","No","No","No","No","No","No","No"
"2016-2017","08901","ST JOSEPH SCH FOR THE DEAF","Nonsectarian","School","1000 HUTCHINSON RIVER PARKWAY","Bronx","NY","10465","-73.8360360000","40.8270680000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","08966","ALC @ BX EDUC CTR","Public","School","1201 LAFAYETTE AVENUE LEVEL C","Bronx","NY","10474","-73.8910540000","40.8165010000","No","No","No","No","No","No","No"
"2016-2017","08994","ALC-JANE ADDAMS HS","Public","School","900 TINTON AVENUE","Bronx","NY","10456","-73.9033860000","40.8218130000","No","No","No","No","No","No","No"
"2016-2017","09000","CSD # 9 PROGRAMS","Public","Office","ONE FORDHAM PLAZA  8TH FLOOR","Bronx","NY","10452","-73.8900040000","40.8610710000","No","No","No","No","No","No","No"
"2016-2017","09001","METROPOLITAN LIGHTHOUSE CHARTE","Charter","School","180 WEST 165TH STREET","Bronx","NY","10452","-73.9297750000","40.8345170000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","09003","South Bronx Classical III","Charter","School","3490 Third Avenue","Bronx","NY","10456","-73.9060640000","40.8303090000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","09004","CS 4","Public","School","1701 FULTON AVENUE","Bronx","NY","10456","-73.8979770000","40.8414200000","Yes","Yes","Yes","No","No","No","No"
"2016-2017","09005","ICAHN CHARTER SCHOOL #6 AX","Charter","School","1525 Brook Ave","Bronx","NY","10457","-73.9051140000","40.8386920000","Yes","No","No","No","No","No","No"
"2016-2017","09006","P2G @ ARGUS","Public","School","2038  DAVIDSON AVENUE","Bronx","NY","10453","-73.9086600000","40.8534940000","No","No","Yes","No","No","No","No"
"2016-2017","09007","COMM EDUC COUNCIL #9","Public","Office","1245 WASHINGTON AVENUE ROOM 136","Bronx","NY","10456","-73.9065150000","40.8321890000","No","No","No","No","No","No","No"
"2016-2017","09009","P017X @ P404","Public","School","1100 BOSTON ROAD","Bronx","NY","10456","-73.9045510000","40.8274600000","Yes","No","Yes","No","No","No","No"
"2016-2017","09010","ACACIA HUNTS POINT ANNEX","Public","Office","300 EAST 175TH STREET","Bronx","NY","10457","-73.9045580000","40.8466300000","No","No","No","No","No","No","No"
"2016-2017","09011","CES 11","Public","School","1257 OGDEN AVENUE","Bronx","NY","10452","-73.9258060000","40.8394070000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","09012","P754X @ REBEKAH REHAB","Public","School","1070 HAVEMEYER AVENUE","Bronx","NY","10462","-73.8473880000","40.8298700000","Yes","No","Yes","No","No","No","No"
