"eventid","eventtype","startdatetime","enddatetime","enteredon","eventagency","parkingheld","borough","communityboard_s","policeprecinct_s","category","subcategoryname","country","zipcode_s"
"705023","Shooting Permit","2023-04-05T06:00:00.000","2023-04-05T22:00:00.000","2023-03-29T15:27:27.000","Mayor's Office of Film, Theatre & Broadcasting","PROVOST STREET between PAIDGE AVENUE and INDIA STREET,  DUPONT STREET between MCGUINNESS BOULEVARD and PROVOST STREET,  EAGLE STREET between MCGUINNESS BOULEVARD and PROVOST STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"705022","Shooting Permit","2023-04-03T07:00:00.000","2023-04-03T20:00:00.000","2023-03-29T15:25:25.000","Mayor's Office of Film, Theatre & Broadcasting","8 AVENUE between CARROLL STREET and PRESIDENT STREET,  8 AVENUE between CARROLL STREET and GARFIELD PLACE","Brooklyn","6","78","Film","Feature","United States of America","11215"
"704991","Shooting Permit","2023-04-02T01:00:00.000","2023-04-02T13:00:00.000","2023-03-29T14:25:39.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5","18","Television","News","United States of America","10036, 10105"
"704986","Shooting Permit","2023-04-01T02:00:00.000","2023-04-01T13:00:00.000","2023-03-29T14:13:16.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5","18","Television","News","United States of America","10036, 10105"
"704980","Shooting Permit","2023-04-03T06:00:00.000","2023-04-03T22:00:00.000","2023-03-29T13:57:35.000","Mayor's Office of Film, Theatre & Broadcasting","31 STREET between 47 AVENUE and 48 AVENUE","Queens","2","108","Television","Episodic series","United States of America","11101"
"704969","Shooting Permit","2023-04-04T07:00:00.000","2023-04-04T22:00:00.000","2023-03-29T13:22:18.000","Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET,  FRANKLIN STREET between EAGLE STREET and FREEMAN STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"704967","Shooting Permit","2023-04-03T07:00:00.000","2023-04-03T21:00:00.000","2023-03-29T13:12:23.000","Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET,  FRANKLIN STREET between EAGLE STREET and FREEMAN STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"704965","Theater Load in and Load Outs","2023-04-12T06:00:00.000","2023-04-13T05:30:00.000","2023-03-29T13:04:07.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"704964","Theater Load in and Load Outs","2023-04-10T12:00:00.000","2023-04-12T05:30:00.000","2023-03-29T13:03:20.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"704963","Theater Load in and Load Outs","2023-04-10T06:00:00.000","2023-04-11T05:30:00.000","2023-03-29T13:02:32.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"704962","Theater Load in and Load Outs","2023-04-07T06:00:00.000","2023-04-09T05:30:00.000","2023-03-29T13:01:47.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"704961","Theater Load in and Load Outs","2023-04-05T06:00:00.000","2023-04-07T17:30:00.000","2023-03-29T13:01:05.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"704959","Theater Load in and Load Outs","2023-04-04T06:00:00.000","2023-04-05T05:30:00.000","2023-03-29T13:00:21.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"704958","Theater Load in and Load Outs","2023-04-03T06:00:00.000","2023-04-04T05:30:00.000","2023-03-29T12:59:40.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"704957","Theater Load in and Load Outs","2023-04-01T06:00:00.000","2023-04-02T06:00:00.000","2023-03-29T12:58:51.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"704921","Shooting Permit","2023-04-03T03:00:00.000","2023-04-03T20:00:00.000","2023-03-29T11:36:41.000","Mayor's Office of Film, Theatre & Broadcasting","40 AVENUE between VERNON BOULEVARD and 12 STREET,  10 STREET between 41 AVENUE and 40 AVENUE,  41 AVENUE between VERNON BOULEVARD and 10 STREET,  VERNON BOULEVARD between 40 AVENUE and 41 AVENUE","Queens","1, 8","114","Television","Episodic series","United States of America","10044, 11101"
"704901","Shooting Permit","2023-04-04T09:00:00.000","2023-04-04T19:00:00.000","2023-03-29T10:49:16.000","Mayor's Office of Film, Theatre & Broadcasting","MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  GREENPOINT AVENUE between NEWEL STREET and JEWEL STREET,  NEWEL STREET between GREENPOINT AVENUE and CALYER STREET,  CALYER STREET between MOULTRIE STREET and HUMBOLDT STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"704894","Shooting Permit","2023-03-30T10:00:00.000","2023-03-30T23:00:00.000","2023-03-29T10:41:15.000","Mayor's Office of Film, Theatre & Broadcasting","KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"704866","Shooting Permit","2023-04-10T06:00:00.000","2023-04-10T22:00:00.000","2023-03-29T09:17:28.000","Mayor's Office of Film, Theatre & Broadcasting","6 AVENUE between LISPENARD STREET and WALKER STREET","Manhattan","1","1","Still Photography","Not Applicable","United States of America","10013"
"704862","Shooting Permit","2023-04-09T06:00:00.000","2023-04-09T22:00:00.000","2023-03-29T08:59:20.000","Mayor's Office of Film, Theatre & Broadcasting","6 AVENUE between LISPENARD STREET and WALKER STREET","Manhattan","1","1","Still Photography","Not Applicable","United States of America","10013"
"704854","Shooting Permit","2023-04-03T07:00:00.000","2023-04-03T19:00:00.000","2023-03-29T07:48:09.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   24 STREET between 7 AVENUE and 8 AVENUE","Manhattan","4","10","WEB","Not Applicable","United States of America","10011"
"704781","Shooting Permit","2023-04-07T09:00:00.000","2023-04-07T19:00:00.000","2023-03-28T17:12:40.000","Mayor's Office of Film, Theatre & Broadcasting","CENTER BOULEVARD between 50 AVENUE and 49 AVENUE","Queens","2","108, 114","Still Photography","Not Applicable","United States of America","11101, 11109"
"704780","Shooting Permit","2023-04-06T00:00:00.000","2023-04-06T19:00:00.000","2023-03-28T17:12:39.000","Mayor's Office of Film, Theatre & Broadcasting","CENTER BOULEVARD between 50 AVENUE and 49 AVENUE","Queens","2","108, 114","Still Photography","Not Applicable","United States of America","11101, 11109"
"704779","Shooting Permit","2023-04-04T07:00:00.000","2023-04-04T19:00:00.000","2023-03-28T17:12:37.000","Mayor's Office of Film, Theatre & Broadcasting","CENTER BOULEVARD between 50 AVENUE and 49 AVENUE","Queens","2","108","Still Photography","Not Applicable","United States of America","11101, 11109"
"704778","Shooting Permit","2023-04-03T07:00:00.000","2023-04-03T19:00:00.000","2023-03-28T17:12:36.000","Mayor's Office of Film, Theatre & Broadcasting","CENTER BOULEVARD between 50 AVENUE and 49 AVENUE","Queens","2","108","Still Photography","Not Applicable","United States of America","11101, 11109"
"704762","Shooting Permit","2023-04-04T11:00:00.000","2023-04-04T20:00:00.000","2023-03-28T16:24:29.000","Mayor's Office of Film, Theatre & Broadcasting","EAST   87 STREET between EAST END AVENUE and YORK AVENUE","Manhattan","8","19","Film","Short","United States of America","10028, 10128"
"704755","Shooting Permit","2023-04-04T07:00:00.000","2023-04-05T01:00:00.000","2023-03-28T16:14:21.000","Mayor's Office of Film, Theatre & Broadcasting","41 AVENUE between 234 STREET and 235 STREET,  41 AVENUE between 233 STREET and 234 STREET,  233 STREET between 41 AVENUE and 40 AVENUE,  235 ST between DOUGLASTON PKWY and 41 AV,  223 STREET between NORTHERN BOULEVARD and 46 AVENUE,  CLOVERDALE BOULEVARD between 46 AVENUE and BIRMINGTON PARKWAY","Queens","11","111","Television","Episodic series","United States of America","11361, 11363, 11364"
"704740","Shooting Permit","2023-03-31T08:00:00.000","2023-03-31T23:00:00.000","2023-03-28T15:41:47.000","Mayor's Office of Film, Theatre & Broadcasting","LITTLE WEST   12 STREET between 10 AVENUE and WASHINGTON STREET,  WASHINGTON STREET between WEST   13 STREET and HORATIO STREET,  WASHINGTON STREET between WEST   14 STREET and WEST   13 STREET,  WEST   14 STREET between 10 AVENUE and WASHINGTON STREET,  W 14 ST between WASHINGTON STREET and 9 AVE,  WEST   13 STREET between 10 AVENUE and WASHINGTON STREET,  10 AVENUE between WEST   13 STREET and LITTLE WEST   12 STREET,  10 AVENUE between LITTLE WEST   12 STREET and GANSEVOORT STREET,  9 AVE between W 14 ST and W 13 ST","Manhattan","2, 4","10, 6","Television","Cable-episodic","United States of America","10011, 10014"
"704732","Theater Load in and Load Outs","2023-03-31T00:01:00.000","2023-03-31T23:59:00.000","2023-03-28T15:26:31.000","Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between WEST   57 STREET and WEST   56 STREET","Manhattan","5","18","Theater","Theater","United States of America","10019, 10106"
"704720","Shooting Permit","2023-03-31T11:00:00.000","2023-04-01T01:00:00.000","2023-03-28T14:44:52.000","Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between NORMAN AVENUE and GREENPOINT AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1","94","Film","Feature","United States of America","11222"
"704706","Shooting Permit","2023-03-30T10:00:00.000","2023-03-30T14:00:00.000","2023-03-28T14:27:09.000","Mayor's Office of Film, Theatre & Broadcasting","JEWEL STREET between MESEROLE AVENUE and NORMAN AVENUE","Brooklyn","1","94","Television","Cable-episodic","United States of America","11222"
"704704","Shooting Permit","2023-04-04T11:00:00.000","2023-04-04T14:00:00.000","2023-03-28T14:26:27.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   53 STREET between 8 AVENUE and BROADWAY","Manhattan","5","18","Television","Talk Show","United States of America","10019"
"704677","Shooting Permit","2023-04-05T12:00:00.000","2023-04-06T03:00:00.000","2023-03-28T13:32:23.000","Mayor's Office of Film, Theatre & Broadcasting","WEST  167 STREET between ANDERSON AVENUE and SHAKESPEARE AVENUE,  ANDERSON AVENUE between SHAKESPEARE AVENUE and WEST  167 STREET,  ANDERSON AVENUE between WEST  167 STREET and WEST  166 STREET,  WEST  167 STREET between ANDERSON AVENUE and WOODYCREST AVENUE,  SHAKESPEARE AVENUE between ANDERSON AVENUE and JEROME AVENUE,  WEST  167 STREET between WOODYCREST AVENUE and NELSON AVENUE,  ANDERSON AVENUE between WEST  167 STREET and WEST  166 STREET,  ANDERSON AVENUE between WEST  165 STREET and WEST  164 STREET,  ANDERSON AVENUE between WEST  164 STREET and WEST  162 STREET,  WALTON AVENUE between EAST  165 STREET and EAST  164 STREET,  EAST  164 STREET between WALTON AVENUE and GRAND CONCOURSE,  WOODYCREST AVENUE between WEST  166 STREET and WEST  167 STREET,  WOODYCREST AVENUE between WEST  167 STREET and WEST  168 STREET,  WOODYCREST AVENUE between WEST  167 STREET and WEST  168 STREET","Bronx","4, 5","44, 46","Film","Feature","United States of America","10452"
"704676","Shooting Permit","2023-04-04T12:00:00.000","2023-04-05T03:00:00.000","2023-03-28T13:32:12.000","Mayor's Office of Film, Theatre & Broadcasting","WEST  167 STREET between ANDERSON AVENUE and SHAKESPEARE AVENUE,  ANDERSON AVENUE between SHAKESPEARE AVENUE and WEST  167 STREET,  ANDERSON AVENUE between WEST  167 STREET and WEST  166 STREET,  WEST  167 STREET between ANDERSON AVENUE and WOODYCREST AVENUE,  SHAKESPEARE AVENUE between ANDERSON AVENUE and JEROME AVENUE,  WEST  167 STREET between WOODYCREST AVENUE and NELSON AVENUE,  ANDERSON AVENUE between WEST  167 STREET and WEST  166 STREET,  ANDERSON AVENUE between WEST  165 STREET and WEST  164 STREET,  ANDERSON AVENUE between WEST  164 STREET and WEST  162 STREET,  WALTON AVENUE between EAST  165 STREET and EAST  164 STREET,  EAST  164 STREET between WALTON AVENUE and GRAND CONCOURSE,  WOODYCREST AVENUE between WEST  166 STREET and WEST  167 STREET,  WOODYCREST AVENUE between WEST  167 STREET and WEST  168 STREET,  WOODYCREST AVENUE between WEST  167 STREET and WEST  168 STREET","Bronx","4, 5","44, 46","Film","Feature","United States of America","10452"
"704665","Rigging Permit","2023-04-01T07:00:00.000","2023-04-01T14:00:00.000","2023-03-28T12:55:35.000","Mayor's Office of Film, Theatre & Broadcasting","SHAKESPEARE AVENUE between JEROME AVENUE and WEST  167 STREET,  SHAKESPEARE AVENUE between WEST  167 STREET and ANDERSON AVENUE,  ANDERSON AVENUE between WEST  167 STREET and SHAKESPEARE AVENUE,  ANDERSON AVENUE between WEST  167 STREET and WEST  166 STREET,  WEST  167 STREET between ANDERSON AVENUE and WOODYCREST AVENUE","Bronx","4, 5","44, 46","Film","Feature","United States of America","10452"
"704658","Shooting Permit","2023-04-03T12:00:00.000","2023-04-04T03:00:00.000","2023-03-28T12:43:31.000","Mayor's Office of Film, Theatre & Broadcasting","WEST  167 STREET between ANDERSON AVENUE and SHAKESPEARE AVENUE,  ANDERSON AVENUE between SHAKESPEARE AVENUE and WEST  167 STREET,  ANDERSON AVENUE between WEST  167 STREET and WEST  166 STREET,  WEST  167 STREET between ANDERSON AVENUE and WOODYCREST AVENUE,  SHAKESPEARE AVENUE between JEROME AVENUE and ANDERSON AVENUE,  WEST  167 STREET between WOODYCREST AVENUE and NELSON AVENUE,  ANDERSON AVENUE between WEST  167 STREET and WEST  166 STREET,  ANDERSON AVENUE between WEST  165 STREET and WEST  164 STREET,  ANDERSON AVENUE between WEST  164 STREET and WEST  162 STREET,  WALTON AVENUE between EAST  165 STREET and EAST  164 STREET,  EAST  164 STREET between WALTON AVENUE and GRAND CONCOURSE,  WOODYCREST AVENUE between WEST  166 STREET and WEST  167 STREET,  WOODYCREST AVENUE between WEST  167 STREET and WEST  168 STREET,  WOODYCREST AVENUE between WEST  167 STREET and WEST  168 STREET","Bronx","4, 5","44, 46","Film","Feature","United States of America","10452"
"704657","Shooting Permit","2023-03-29T07:00:00.000","2023-03-29T20:00:00.000","2023-03-28T12:43:23.000","Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between NORMAN AVENUE and GREENPOINT AVENUE","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"704646","Shooting Permit","2023-03-31T18:00:00.000","2023-04-01T01:00:00.000","2023-03-28T12:08:56.000","Mayor's Office of Film, Theatre & Broadcasting","PARK AVE. between ADELPHI STREET and CLERMONT AVENUE,  CLERMONT AVENUE between PARK AVENUE and FLUSHING AVENUE","Brooklyn","2","88","Television","Episodic series","United States of America","11205"
"704613","Shooting Permit","2023-04-04T07:00:00.000","2023-04-04T21:00:00.000","2023-03-28T11:01:38.000","Mayor's Office of Film, Theatre & Broadcasting","COLGATE AVENUE between STORY AVENUE and LAFAYETTE AVENUE","Bronx","9","43","Television","Episodic series","United States of America","10473"
