"stipulationid","boroughname","onstreetname","fromstreetname","tostreetname","specificlocationname","onboroughcode","fromboroughcode","communitydistrictleft","communitydistrictright","inspectiondistrict","maintenancesector","stipulationfulltext","createdon","modifiedon"
"BRIDGE","BRONX","PCRR HARLEM DIV","WALTON AVENUE",,,"X","X","204","204","6","6","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","PCRR HARLEM DIV","TIFFANY STREET",,,"X","X","202","202","41","41","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","PCRR HARLEM DIV","3 AVENUE",,,"X","X","201","201","8","7","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","PCRR HARLEM DIV","RIVER AVENUE",,,"X","X","204","204","6","6","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","PAUL AVENUE","WEST  205 STREET",,,"X","X","207","207","28","28","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","MOSHOLU PARKWAY","WEBSTER AVENUE",,,"X","X","207","207","29","24","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","MAJOR DEEGAN EXPRESSWAY","WEST FORDHAM ROAD",,,"X","X","207","207","22","19","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST BURNSIDE AVENUE","GRAND CONCOURSE",,,"X","X","205","205","20","20","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST KINGSBRIDGE ROAD","GRAND CONCOURSE",,,"X","X","207","207","23","23","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  241 STREET","BRONX BOULEVARD","CARPENTER AVENUE",,"X","X","212","212","87","87","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  241 STREET","BRONX BOULEVARD","BULLARD AVENUE",,"X","X","212","212","87","87","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  204 STREET","GRAND CONCOURSE",,,"X","X","207","207","29","29","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  189 STREET","PARK AVENUE",,,"X","X","206","206","24","24","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  188 STREET","PARK AVENUE",,,"X","X","206","206","24","24","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  187 STREET","PARK AVENUE",,,"X","X","206","206","24","24","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  183 STREET","PARK AVENUE",,,"X","X","206","206","24","21","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  180 STREET","PARK AVENUE",,,"X","X","206","206","21","21","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  180 STREET","BRONX RIVER AVENUE","VAN NEST AVENUE",,"X","X","211","211","51","51","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  179 STREET","PARK AVENUE",,,"X","X","206","206","21","21","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  178 STREET","PARK AVENUE","PARK AVENUE",,"X","X","206","206","21","21","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","EAST  178 STREET","PARK AVENUE",,,"X","X","206","206","21","21","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","CONCORD AVENUE","ST MARYS STREET",,,"X","X","201","201","5","5","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","CONCORD AVENUE","EAST  144 STREET","ST MARYS STREET",,"X","X","201","201","5","5","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","CONCORD AVENUE","EAST  142 STREET","ST MARYS STREET",,"X","X","201","201","5","5","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","CLAREMONT PARKWAY","BROOK AVENUE","PARK AVENUE",,"X","X","203","203","17","17","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","CITY ISLAND AVENUE","CROSS STREET",,,"X","X","210","210","91","91","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","CITY ISLAND AVENUE","BEACH STREET","CROSS STREET",,"X","X","210","210","91","91","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","CARPENTER AVENUE","EAST  241 STREET",,,"X","X","212","212","87","87","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","BRONX","BULLARD AVENUE","EAST  241 STREET",,,"X","X","212","212","87","87","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   60 STREET","WEST END AVENUE",,,"M","M","107","107","46","46","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   58 STREET","10 AVENUE","11 AVENUE",,"M","M","104","104","40","40","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   57 STREET","10 AVENUE","11 AVENUE",,"M","M","104","104","40","40","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   56 STREET","10 AVENUE","11 AVENUE",,"M","M","104","104","40","40","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   55 STREET","10 AVENUE","11 AVENUE",,"M","M","104","104","40","40","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   54 STREET","10 AVENUE","11 AVENUE",,"M","M","104","104","40","40","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   53 STREET","10 AVENUE","11 AVENUE",,"M","M","104","104","40","40","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   52 STREET","10 AVENUE","11 AVENUE",,"M","M","104","104","40","40","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   51 STREET","10 AVENUE","11 AVENUE",,"M","M","104","104","40","40","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
"BRIDGE","MANHATTAN","WEST   50 STREET","10 AVENUE","11 AVENUE",,"M","M","104","104","38","38","THE SITE OF YOUR PROPOSED WORK MAY BE WITHIN 100FT OF A BRIDGE STRUCTURE. YOU MUST SURVEY THE SITE. IF WORK IS WITHIN 100FT OF A BRIDGE STRUCTURE, YOU MUST SUBMIT A SCALED DRAWING SHOWING THE WORK AND EXACT LOCATION. IF WORK IS MORE THAN 100FT AWAY, YOU MUST FORWARD CERTIFICATION. SEND RESPONSES TO NYCDOT DIV. OF BRIDGES: BRIDGESHOLD@DOT.NYC.GOV OR CALL 212-839-9222/9223 PRIOR TO WORK.","2015-12-03T17:54:48.000","2015-12-03T17:54:48.000"
