"sampling_location","duplicate_sample","sample_date","sample_time","weather_condition_dry_or_wet","top_sample_temperature_c","bottom_sample_temperature_c","site_actual_depth_ft","top_sample_depth_ft","bottom_sample_depth_ft","top_salinity_psu","bottom_salinity_psu","top_conductivity_s_m","bottom_conductivity_s_m","ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l","ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l","percentage_o2_saturation_top_sample","percentage_o2_saturation_bottom_sample","light_trans_transparency_top_sample","light_trans_transparency_bottom_sample","top_sigma_t_kg_m3","bottom_sigma_t_kg_m3","top_fluorometer_mg_m3","bottom_fluorometer_mg_m3","ctd_conductivity_temperature_depth_profiler_ph_top_sample","ctd_conductivity_temperature_depth_profiler_ph_bottom_sample","top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s","top_sample_par_ue_s_m2","bottom_sample_par_ue_s_ue_s_m2","oxidation_reduction_potential_mv_top_sample","oxidation_reduction_potential_mv_bottom_sample","current_speed_knot","current_direction_current_direction","wind_speed_mph","wind_direction_wind_direction","sea_state","winkler_method_top_dissolved_oxygen_mg_l","winkler_method_bottom_dissolved_oxygen_mg_l","secchi_depth_ft","top_ph","bottom_ph","top_total_coliform_cells_100_ml","top_bottom_coliform_cells_100_ml","fecal_coliform_top_sample_less_than_or_greater_than_result","fecal_coliform_bottom_sample_less_than_or_greater_than_result","top_fecal_coliform_bacteria_cells_100ml","bottom_fecal_coliform_bacteria_cells_100ml","enterococcus_top_sample_less_than_or_greater_than_result","enterococcus_bottom_sample_less_than_or_greater_than_result","top_enterococci_bacteria_cells_100ml","bottom_enterococci_bacteria_cells_100ml","top_nitrate_nitrite_mg_l","bottom_nitrate_nitrite_mg_l","top_ammonium_mg_l","bottom_ammonium_mg_l","top_ortho_phosphorus_mg_l","bottom_ortho_phosphorus_mg_l","top_total_kjeldhal_nitrogen_mg_l","bottom_total_kjeldhal_nitrogen_mg_l","top_silica_mg_l","bottom_silica_mg_l","total_phosphorus_mg_l","bottom_total_phosphorus_mg_l","top_total_suspended_solid_mg_l","bottom_total_suspended_solid_mg_l","top_active_chlorophyll_a_g_l","bottom_active_chlorophyll_a_g_l","chlorophyll_top_sample_field_u_l_ysi","chlorophyll_bottom_sample_field_u_l_ysi","top_total_organic_carbon_mg_l","top_dissolved_organic_carbon_mg_l","bottom_dissolved_organic_carbon_mg_l","top_dissolved_organic_carbon_ysi_mg_l","bottom_dissolved_organic_carbon_ysi_mg_l","top_sample_depth_ysi_ft","bottom_depth_ysi_ft","top_sample_salinity_ysi_psu","bottom_sample_salinity_ysi_psu","top_sample_temperature_ysi_c","bottom_sample_temperature_ysi_c","top_bacteria_per_c_c_1909","bottom_bacteria_per_c_c_1909","top_beam_attenuation_coefficient","bottom_beam_attenuation_coefficient","top_five_day_biochemical_oxygen_demand_mg_l","bottom_five_day_biochemical_oxygen_demand_mg_l","top_pcb_plate_count_thous_ml","bottom_pcb_plate_count_thous_ml","top_coliform_log_no_ml","bottom_coliform_log_no_ml","oakwood_bod_top_sample_mg_l","oakwood_bod_bottom_sample_mg_l","oakwood_total_suspended_solid_top_sample_mg_l","oakwood_total_suspended_solid_bottom_sample_mg_l","top_turbidity_nephelometric_turbidity_units","bottom_turbidity_ysi_nephelometric_turbidity_units","sampling_comment","long","lat","type"
"N6",,"1970-06-30T00:00:00.000","9:00 AM",,"19.4","18.9",,,,"25.9","25.7",,,,,,,,,,,,,,,,,,,,,"SL",,,,"5","4",,,,"34000","540000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.4","4.2",,,,,,"-74.051333","40.664667","Permanent"
"N9",,"1946-07-16T00:00:00.000","11:10 AM",,"21.7","20.6","20",,,"31.85","32.9",,,,,,,,,,,,,,,,,,,,,"W",,,,"6.5","6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","2","1.4","0","1",,,,,,,,"-73.983333","40.568333","Permanent"
"MVY",,"1989-08-22T00:00:00.000","7:40 PM",,"23.8","23.8","13",,,"15","15.5",,,,,,,,,,,,,,,,,,,,,"S",,,,"4","4","1.5","7.44","7.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.912566","40.915745","Permanent"
"H4",,"1969-09-23T00:00:00.000","1:15 AM",,"20.6","20.6",,,,"23","23",,,,,,,,,,,,,,,,,,,,,"N",,,,"4.5","3",,,,"130000","70000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.4","2.8",,,,,,"-73.929168","40.803613","Permanent"
"E5",,"1991-12-12T00:00:00.000","10:00 AM",,"8.8","8.7","57",,,"24.2","24.6",,,,,,,,,,,,,,,,,,,,,"E",,,,"7.9","8.1","5.5","7.61","7.56",,,,,,,,,,,"0.37",,"0.56",,"0.12",,,,,,"0.16",,"20","19","0.5",,,,,,,,,,,,,,,,,,,,,,,,,"1.3","1",,,,,,"-73.886111","40.800833","Permanent"
"x40_1909",,"1909-04-07T00:00:00.000","1:22 PM",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5200",,,,,,,,,,,,,,,,,"-74.043056","40.683889","Permanent"
"K1",,"1994-09-27T00:00:00.000","1:50 PM",,"20.16","20.07","47","1","14","22.05","22.14","3.17","3.18",,,,,,,"14.87","14.96",,,,,,,,,,,"E",,,,"6.07","5","9","7.66","7.76",,,,,,,,,,,"0.41",,"0.51",,"0.14",,,,,,"0.17",,"23","8","2.5",,,,,,,,,,,,,,,,,,,,,,,,,"0.9","0.8",,,,,,"-74.081945","40.651112","Permanent"
"N8",,"1933-08-03T00:00:00.000","10:30 AM",,"24.4","23.9","90",,,"29.4","29.75",,,,,,,,,,,,,,,,,,,,,"S",,,,"2.84","3.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.045500","40.606167","Permanent"
"E1",,"1992-08-04T00:00:00.000","9:45 AM",,"22.5","22.35","44","1","9","22.21","22.75","3.36","3.42",,,,,,,"14.4","14.85",,,,,,,,,,,"E",,,,"4.25","3.49","5.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.006548","40.700000","Permanent"
"E4",,"1994-11-16T00:00:00.000","11:17 AM",,,,"64",,,,,,,,,,,,,,,,,,,,,,,,,"W",,,,"6.66",,"3","7.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.922000","40.782500","Permanent"
"H5",,"1999-07-29T00:00:00.000","9:57 AM",,"24.7","24.62","21","3.28","22.96","23.73","23.99","37.24","37.56","6.94","6.96","95.85","96.09","53.54","56.94","14.93","15.16",,,,,,,,,,,"S","2","NE","1","4.31","3.9","4","7.03","7.03",,,,,"45","70",,,,,"0.348",,"0.319",,,,"1",,"1.22",,"0.19",,"20","21","5.1",,,,"5.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.935832","40.787777","Permanent"
"N16",,"1961-08-24T00:00:00.000","10:55 AM",,"21.1","21.1","24",,,"33.95","33.95",,,,,,,,,,,,,,,,,,,,,"W",,,,"6","6",,,,"9","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0",,,,,,,,,,,,"-73.943667","40.529667","Permanent"
"x1130_1913_DO",,"1913-07-18T00:00:00.000","8:20 AM",,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,"Flood",,,,"20","3.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.000000","40.699167","Permanent"
"H4",,"1990-08-07T00:00:00.000","12:12 PM",,,,"26",,,,,,,,,,,,,,,,,,,,,,,,,"N",,,,,,"3.5",,,"54000","54000",,,"4000","2920",,,,,"0.38",,"0.33",,"0.1",,,,,,"0.14",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,"3","4",,,,,,"-73.929168","40.803613","Permanent"
"N5",,"1946-06-19T00:00:00.000","1:30 PM",,"18.3","17.2","49",,,"16.8","22.75",,,,,,,,,,,,,,,,,,,,,"N",,,,"4.5","5.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","3","3.2","3","2",,,,,,,,"-74.030000","40.704500","Permanent"
"J9",,"1984-07-13T00:00:00.000","10:48 AM",,"22.8","22.2",,,,"25.7","25.5",,,,,,,,,,,,,,,,,,,,,"S",,,,"7.6","6.9",,,,"7000","54000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1","3",,,,,,"-73.875533","40.634405","Permanent"
"J9",,"1984-07-13T00:00:00.000","10:48 AM",,"22.8","22.2",,,,"25.7","25.5",,,,,,,,,,,,,,,,,,,,,"S",,,,"7.6","6.9",,,,"7000","54000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1","3",,,,,,"-73.875533","40.634405","Permanent"
"J14",,"2015-08-27T00:00:00.000","9:42","D",,,"3.6",,,,,,,,,,,,,,,,,,,,,,,,"0.2","SE","10","NW","1",,,,"7.52",,,,,,"4",,"<",,"2",,"0.018",,"0.135",,"0.147",,"0.922",,"0.557",,"0.292",,"27",,"10.1",,,,,"3.79",,"4.3",,,,"29.96",,"23.99",,,,,,,,,,,,,,,,"14.65",,,,,"Permanent"
"E9",,"1998-10-06T00:00:00.000",,,"19","18.81",,"3.28","59.04","25.91","26.07","3.58","3.59","5.41","5.29","68.09","66.46","73","52.92","18.09","18.26","-99","-99",,,"3.15","6.4",,,,,"W","12","N","2","6.4","6.48","4.5","7.35","7.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.777221","40.832226","Permanent"
"E1",,"1979-09-12T00:00:00.000","10:45 AM",,"22.8","22.8",,,,"20.4","24.4",,,,,,,,,,,,,,,,,,,,,"E",,,,"4.3","4.7",,,,"11000","7800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.7","1.1",,,,,,"-74.006548","40.700000","Permanent"
"E1",,"1979-09-12T00:00:00.000","10:45 AM",,"22.8","22.8",,,,"20.4","24.4",,,,,,,,,,,,,,,,,,,,,"E",,,,"4.3","4.7",,,,"11000","7800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.7","1.1",,,,,,"-74.006548","40.700000","Permanent"
"N8",,"1923-01-10T00:00:00.000","11:40 AM",,"1.5","1.5","90",,,"22.4","24.5",,,,,,,,,,,,,,,,,,,,,"N",,,,"9.18","9.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.045500","40.606167","Permanent"
"H3",,"1924-09-09T00:00:00.000","1:05 PM",,"21.7","21.1","15",,,"24.15","24.5",,,,,,,,,,,,,,,,,,,,,"SL",,,,"1.08","1.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.933833","40.828000","Permanent"
"N9",,"1958-06-19T00:00:00.000","10:25 AM",,"13.3","12.8","20",,,"33.25","32.9",,,,,,,,,,,,,,,,,,,,,"N",,,,"7.9","7.9",,,,"0","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,"-73.983333","40.568333","Permanent"
"N2",,"1937-06-10T00:00:00.000","1:05 PM",,"21.1","20.6","44",,,"11.9","14.7",,,,,,,,,,,,,,,,,,,,,"SL",,,,"2.75","2.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.930268","40.879447","Permanent"
"N3B",,"1990-09-19T00:00:00.000","11:15 AM",,"27.1","22.5","71",,,"17.9","22",,,,,,,,,,,,,,,,,,,,,"N",,,,"4.8","4.4","4",,,"200","1100",,,"40","109",,,,,"0.27",,"0.25",,"0.082",,,,,,"0.16",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"1.6","1.7",,,,,,"-73.965333","40.820833","Permanent"
"K3",,"1982-08-03T00:00:00.000","9:31 AM",,"25.6","25.6",,,,"22.1","22.7",,,,,,,,,,,,,,,,,,,,,"W",,,,"3.6","3.4",,,,"4500","2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.1","1.7",,,,,,"-74.195833","40.637500","Permanent"
"K3",,"1982-08-03T00:00:00.000","9:31 AM",,"25.6","25.6",,,,"22.1","22.7",,,,,,,,,,,,,,,,,,,,,"W",,,,"3.6","3.4",,,,"4500","2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.1","1.7",,,,,,"-74.195833","40.637500","Permanent"
"NH",,"1979-08-06T00:00:00.000","8:00 AM",,"23.3","22.8",,,,"26.5","27.7",,,,,,,,,,,,,,,,,,,,,"N",,,,"4.6","6.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.038021","40.609818","Permanent"
"NH",,"1979-08-06T00:00:00.000","8:00 AM",,"23.3","22.8",,,,"26.5","27.7",,,,,,,,,,,,,,,,,,,,,"N",,,,"4.6","6.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.038021","40.609818","Permanent"
"TNB",,"1987-07-29T00:00:00.000","4:42 PM",,"21.4","21.3","79",,,,,,,,,,,,,,,,,,,,,,,,,"W",,,,"5.5","5.5","7.5","7.1","7.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.792160","40.803000","Permanent"
"N8",,"1998-09-23T00:00:00.000","2:29 PM",,"21.48","20.43","79","3.28","78.72","24.29","28.18","3.56","3.98","5.42",,"70.91",,"73.07","69.04","16.24","19.46",,,,,"3.14","3.71",,,,,"S","6","N","1","7.61","6.37","6","7.65","7.65",,,,,"37","22",,,,,"0.35",,"0.377",,,,"0.954",,"0.972",,"0.169",,"9","8","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.045500","40.606167","Permanent"
"N9A",,"1967-08-03T00:00:00.000","11:10 AM",,"22.2","22.2","18",,,"31.5","32.2",,,,,,,,,,,,,,,,,,,,,"W",,,,"6","5.9",,,,"5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","4",,,,,,,,,,,,"-73.935500","40.567833","Permanent"
"K1",,"1909-04-26T00:00:00.000","4:10 PM",,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,"Ebb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11000",,,,,,,,,,,,,,,,"-74.081945","40.651112","Permanent"
"H2",,"1965-07-12T00:00:00.000","9:37 AM",,"23.9","22.2","16",,,"16.8","17.5",,,,,,,,,,,,,,,,,,,,,"SW",,,,"3.6","4",,,,"220","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,"-73.918610","40.858609","Permanent"
"E2",,"1987-06-24T00:00:00.000","2:10 PM",,"19","19","42",,,,,,,,,,,,,,,,,,,,,,,,,"W",,,,"5","4.8","6","7.47",,"23000","11000",,,"1371","1100",,,,,"0.32","0.31","0.58","0.6","0.11","0.1",,,,,"0.14","0.16",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.970000","40.735333","Permanent"
"J1",,"1964-09-03T00:00:00.000","11:00 AM",,"22.2","22.2","30",,,"30.1","30.8",,,,,,,,,,,,,,,,,,,,,"N",,,,"7.1","6.1",,,,"46","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","3",,,,,,,,,,,,"-73.884667","40.573333","Permanent"
"E1",,"1923-07-26T00:00:00.000","10:35 AM",,"21.1","21.1","41",,,"25.9","27.3",,,,,,,,,,,,,,,,,,,,,"S",,,,"1.46","2.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.006548","40.700000","Permanent"
"K1",,"1995-08-24T00:00:00.000","10:57 AM",,"24.66","24","43","3.28","45.92","24.8","27.53","3.87","4.2",,,,,"74.72","69.58","15.75","18","9.14","9.63",,,"2.91","3.63",,,,,"E","15","W","2","6.3","6.11","4","7.7","7.73",,,,,"56","52",,,,,"0.33",,"0.31",,"0.12",,,,,,"0.21",,"14","40","18.7",,,,,,,,,,,,,,,,,,,"1.3","1.5",,,,,,,,,"4.5","10.4",,"-74.081945","40.651112","Permanent"
"X2",,"1941-09-05T00:00:00.000",,,"23.9","23.3",,,,"30.45","31.15",,,,,,,,,,,,,,,,,,,,,,,,,"4.85","4.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.851417","40.650584","Permanent"
"H1",,"1961-08-17T00:00:00.000","1:25 PM",,"26.1","26.1","20",,,"17.5","23.1",,,,,,,,,,,,,,,,,,,,,"E",,,,"4","4.4",,,,"240","460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,"-73.923884","40.878055","Permanent"
"N9A",,"1951-08-16T00:00:00.000","11:45 AM",,"24.4","24.4","18",,,"30.8","30.8",,,,,,,,,,,,,,,,,,,,,"S",,,,"5.7","5.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","0.02","0.01","1","1",,,,,,,,"-73.935500","40.567833","Permanent"
"H2",,"1965-07-02T00:00:00.000","10:35 AM",,"21.7","21.7","16",,,"15.4","16.1",,,,,,,,,,,,,,,,,,,,,"SE",,,,"4.4","4.4",,,,"70","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,"-73.918610","40.858609","Permanent"
"E5",,"1971-07-12T00:00:00.000","9:05 AM",,"19.4","18.3",,,,"26.5","26.9",,,,,,,,,,,,,,,,,,,,,"W",,,,"4.2","3.3",,,,"33000","7800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2.3",,,,,,"-73.886111","40.800833","Permanent"
"N8",,"1969-07-10T00:00:00.000","9:40 AM",,"20.6","21.1",,,,"24.9","23.8",,,,,,,,,,,,,,,,,,,,,"S",,,,"4","4.6",,,,"7800","7800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","4.6",,,,,,"-74.045500","40.606167","Permanent"
"E7",,"1961-06-05T00:00:00.000","1:05 PM",,"18.3","17.8","45",,,"25.2","25.2",,,,,,,,,,,,,,,,,,,,,"E",,,,"7.3","7.2",,,,"240","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2",,,,,,,,,,,,"-73.820500","40.805000","Permanent"
"N6",,"1967-07-25T00:00:00.000","9:21 AM",,"23.3","22.8","56",,,"26.25","26.25",,,,,,,,,,,,,,,,,,,,,"N",,,,"4.4","3.3",,,,"700","2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","4",,,,,,,,,,,,"-74.051333","40.664667","Permanent"
"E2A",,"1991-06-17T00:00:00.000","10:20 AM",,"20.2","20.1","20",,,"24","24",,,,,,,,,,,,,,,,,,,,,"E",,,,"3.2","3.5","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.959173","40.737771","Permanent"
"TNM",,"1983-08-15T00:00:00.000","8:40 AM",,"20.6","20.6",,,,"26.2","26.2",,,,,,,,,,,,,,,,,,,,,"W",,,,"4.3","4.7",,,,"450","780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.791570","40.799280","Permanent"
"TNM",,"1983-08-15T00:00:00.000","8:40 AM",,"20.6","20.6",,,,"26.2","26.2",,,,,,,,,,,,,,,,,,,,,"W",,,,"4.3","4.7",,,,"450","780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.791570","40.799280","Permanent"
"J1",,"1989-07-25T00:00:00.000","12:18 PM",,"22.7","22.4","31",,,"28.8","30.2",,,,,,,,,,,,,,,,,,,,,"E",,,,"6.2","6.4","6","7.8","7.8","200","200",,,"15","18",,,,,"0.1",,,,"0.42",,,,,,"0.42",,,,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.884667","40.573333","Permanent"
"N9A",,"1982-06-24T00:00:00.000","9:25 AM",,"16.1","15.6",,,,"30.8","30.6",,,,,,,,,,,,,,,,,,,,,"E",,,,"6","6.9",,,,"230","330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.8","1.1",,,,,,"-73.935500","40.567833","Permanent"
"N9A",,"1982-06-24T00:00:00.000","9:25 AM",,"16.1","15.6",,,,"30.8","30.6",,,,,,,,,,,,,,,,,,,,,"E",,,,"6","6.9",,,,"230","330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.8","1.1",,,,,,"-73.935500","40.567833","Permanent"
"N7",,"1924-06-25T00:00:00.000","1:55 PM",,"22.2","21.1","47",,,"24.15","28.7",,,,,,,,,,,,,,,,,,,,,"W",,,,"3.04","6.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.053833","40.643833","Permanent"
"N9A",,"1936-09-09T00:00:00.000","10:30 AM",,"21.7","20.6","18",,,"30.45","32.2",,,,,,,,,,,,,,,,,,,,,"SL",,,,"7.34","6.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.935500","40.567833","Permanent"
"J3",,"1961-07-20T00:00:00.000","1:15 PM",,"23.3","23.3","30",,,"30.45","27.65",,,,,,,,,,,,,,,,,,,,,"E",,,,"6.7","6.7",,,,"93","1100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","3",,,,,,,,,,,,"-73.882833","40.627000","Permanent"
"H5",,"1997-07-22T00:00:00.000","8:25 PM",,"21.77","21.73","19","3.28","19.68","22.95","22.94","3.4","3.4","3.46","3.25","45.15","42.39","47.24","37.56","15.15","15.16","1.12","1.23",,,"7.5","9.78",,,,,"S","5","S","1","4.24","4.32","3","6.98","7.04",,,,,"1740","940",,,,,"0.332",,"0.468",,"0.118",,"1.16",,,,"0.207",,"26","37","31.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.935832","40.787777","Permanent"
"J2",,"1944-09-12T00:00:00.000",,,"20","20","42",,,"32.2","32.2",,,,,,,,,,,,,,,,,,,,,,,,,"5.38","5.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","1.2","1.6","2","3",,,,,,,,"-73.885835","40.608055","Permanent"
"H3",,"1932-09-20T00:00:00.000","11:25 AM",,"22.2","21.7","15",,,"19.6","19.95",,,,,,,,,,,,,,,,,,,,,"S",,,,"0.23","0.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.933833","40.828000","Permanent"
"E3",,"1989-08-09T00:00:00.000","3:15 PM",,"22.8","22.8","58",,,"23.1","23.2",,,,,,,,,,,,,,,,,,,,,"E",,,,"4.8","4.4","4","7.43","7.34","2000","2000",,,"260","210",,,,,"0.37",,"0.24",,"0.089",,,,,,"0.13",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"2.3","2",,,,,,"-73.966112","40.747499","Permanent"
"J3",,"1999-06-09T00:00:00.000","12:43 PM",,"22.55","21.49","32","3.28","32.8","26.9","27.49","39.93","39.83","7.24","6.08","97.98","80.94","48.93","61.2","17.93","18.66",,,,,,,,,,,"NE","7","E","1","8.38","6.63","4","8.09","7.99",,,,,"19","5",,,,,"0.166",,"0.299",,,,"2.03",,"0.252",,"0.397",,"4.8","1.8","46.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73.882833","40.627000","Permanent"
"H2",,"1966-07-20T00:00:00.000","12:03 PM",,"22.8","22.8","16",,,"16.45","16.45",,,,,,,,,,,,,,,,,,,,,"W",,,,"3.3","3.8",,,,"140","920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2",,,,,,,,,,,,"-73.918610","40.858609","Permanent"
"NW",,"1971-07-22T00:00:00.000","4:00 PM",,"21.7","20.6",,,,"26.6","26.9",,,,,,,,,,,,,,,,,,,,,"S",,,,"3","3",,,,"#N/A","#N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.052330","40.605770","Permanent"
"N9A",,"1972-08-24T00:00:00.000","10:24 AM",,"21.7","21.7",,,,"26.6","27.9",,,,,,,,,,,,,,,,,,,,,"W",,,,"6.7","6.6",,,,"230","490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.1","1.5",,,,,,"-73.935500","40.567833","Permanent"
"K3",,"1957-06-25T00:00:00.000","9:30 AM",,"26.7","25","36",,,"24.5","24.15",,,,,,,,,,,,,,,,,,,,,"NE",,,,"0.8","1.1",,,,"460","1100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","0.175","0.171",,,,,,,,,,"-74.195833","40.637500","Permanent"
"E1",,"1983-08-24T00:00:00.000","10:11 AM",,"22.8","22.8",,,,"27","27",,,,,,,,,,,,,,,,,,,,,"E",,,,"4.5","4.3",,,,"11000","23000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.9","1.1",,,,,,"-74.006548","40.700000","Permanent"
"E1",,"1983-08-24T00:00:00.000","10:11 AM",,"22.8","22.8",,,,"27","27",,,,,,,,,,,,,,,,,,,,,"E",,,,"4.5","4.3",,,,"11000","23000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.9","1.1",,,,,,"-74.006548","40.700000","Permanent"
"X113",,"1922-07-06T00:00:00.000","10:10 AM",,"22.2","21.7",,,,"19.25","19.25",,,,,,,,,,,,,,,,,,,,,"S",,,,"3.05","4.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74.024353","40.683266","Permanent"
"N6",,"1992-03-12T00:00:00.000","12:32 PM",,"4.9","5.1","57",,,"14.4","24.3",,,,,,,,,,,,,,,,,,,,,"E",,,,"10.68","10.35","3","8.07","8.03",,,,,,,,,,,"0.54",,"0.48",,"0.068",,,,,,"0.1",,"14","9","4.2",,,,,,,,,,,,,,,,,,,,,,,,,"0.6","2.1",,,,,,"-74.051333","40.664667","Permanent"
