"objectid","meter_number","status","pay_by_cell_number","meter_hours","parking_facility_name","facility","borough","on_street","side_of_street","from_street","to_street","lat","long","x","y","location"
"14091","4243115","Active","407445","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Jamaica Avenue","S","Hollis Avenue","188 Street","40.7105819277227","-73.7707921110085","1047794.79284573","198243.788601562","POINT (-73.770792111008 40.710581927723)"
"4733","3123094","Active","300796","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","8 Avenue","E","52 Street","51 Street","40.6402648475082","-74.0044976095586","983001.781683967","172542.157918304","POINT (-74.004497609559 40.640264847508)"
"6663","2293055","Active","216164","2 HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","Dreiser Loop E","W","Co-op City Boulevard","Dreiser Loop S","40.8761238365154","-73.828818698837","1031589.86659423","258519.571593061","POINT (-73.828818698837 40.876123836515)"
"6468","2173001","Active","218484","2 HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","Hugh J. Grant Circle","N","Westchester Avenue","Metropolitan Avenue","40.8335270211808","-73.8604268833869","1022873.41913214","242984.434684396","POINT (-73.860426883387 40.833527021181)"
"7072","2233021","Active","209539","2 HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","Holland Avenue","W","Boston Road","Allerton Avenue","40.8652167161858","-73.8654628487782","1021462.10830647","254527.999523729","POINT (-73.865462848778 40.865216716186)"
"13349","3073095","Active","315717","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Bay 20 Street","W","Benson Avenue","86 Street","40.6062596351769","-74.0013986107645","983861.646762133","160153.129546806","POINT (-74.001398610764 40.606259635177)"
"2286","4233031","Active","426219","2 HR Pas Mon-Sat 0800-1900",,"On Street","Queens","34 Avenue","S","24 Street","Crescent Street","40.7613991930999","-73.9310740142398","1003344.25084147","216682.495490476","POINT (-73.93107401424 40.7613991931)"
"5213","3153038","Active","304197","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Coney Island Avenue","E","Newkirk Avenue","Ditmas Avenue","40.6349833108684","-73.9674308661579","993289.603299886","170619.599755555","POINT (-73.967430866158 40.634983310868)"
"5008","3113084","Active","309629","2 HR Pas Mon-Fri 0830-1900",,"On Street","Brooklyn","14 Avenue","W","43 Street","42 Street","40.6375634396067","-73.9859858162228","988139.503691971","171558.240922898","POINT (-73.985985816223 40.637563439607)"
"2193","2323248","Active","214749","2 HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","Williamsbridge Road","W","Van Nest Avenue","Pierce Avenue","40.8471343346017","-73.8492601306866","1025955.00844139","247947.201005563","POINT (-73.849260130687 40.847134334602)"
"7446","3033036","Active","318631","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Belmont Avenue","S","Oshford Street","Watkins Street","40.6687329821025","-73.9080129446277","1009768.20452897","182927.255258307","POINT (-73.908012944628 40.668732982103)"
"12345","1453172","Active","104170","3HR Com Mon-Fri 0700-1800",,"On Street","Manhattan","West 17 Street","S","5 Avenue","6 Avenue","40.7385701357134","-73.9939003606997","985940.334533885","208357.681103393","POINT (-73.9939003607 40.738570135713)"
"8944","1133030","Active","106554","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","1 Avenue","E","East 6 Street","East 7 Street","40.726661636678","-73.9858453262979","988173.250015557","204019.300016388","POINT (-73.985845326298 40.726661636678)"
"5882","3313006","Active","305027","2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri",,"On Street","Brooklyn","Avenue M","S","East 17 Street","East 18 Street","40.618211434779","-73.9576427414974","996009.263871059","164510.321619809","POINT (-73.957642741497 40.618211434779)"
"4743","3123088","Active","332985","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","8 Avenue","E","58 Street","57 Street","40.6369598791576","-74.0079306113915","982048.914167136","171338.136048138","POINT (-74.007930611391 40.636959879158)"
"11673","1113103","Active","102245","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","Walker Street","S","Centre Street","Baxter Street","40.7174383666233","-73.9999035592129","984276.73418656","200658.661724567","POINT (-73.999903559213 40.717438366623)"
"4067","3063074","Active","319815","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","Avenue U","S","Ford Street","Coyle Street","40.60086550659","-73.9373633163735","1001643.77589597","158194.125262722","POINT (-73.937363316373 40.60086550659)"
"7488","2373002","Active","222268","2 HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","East 167 Street","S","Sherman Avenue","Grant Avenue","40.8336056106904","-73.9153916106588","1007663.26451313","242993.604613557","POINT (-73.915391610659 40.83360561069)"
"11155","1433797","Active","106235","3HR Com Mon-Sat 0700-2200",,"On Street","Manhattan","West 48 Street","S","8 Avenue","Broadway","40.7605393026724","-73.9859706243537","988136.544380307","216362.008270562","POINT (-73.985970624354 40.760539302672)"
"15059","4413167","Active","467985","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Queens Boulevard","N","Broadway","Reeder Street","40.73711877509","-73.877921240418","1018081.24170864","207852.419974804","POINT (-73.877921240418 40.73711877509)"
"5097","3493026","Active","311327","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","New Utrecht Avenue","E","73 Street","16 Avenue","40.6175125664922","-73.9993477246663","984431.087224305","164252.863145232","POINT (-73.999347724666 40.617512566492)"
"7700","3153008","Active","309516","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Coney Island Avenue","W","Foster Avenue","Avenue H","40.6298585814515","-73.9662567953769","993616.187292382","168752.646796554","POINT (-73.966256795377 40.629858581452)"
"9608","1443250","Active","102323","3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2200",,"On Street","Manhattan","3 Avenue","W","East 34 Street","East 35 Street","40.7461372513683","-73.9779663528549","990355.279772222","211115.331099898","POINT (-73.977966352855 40.746137251368)"
"14275","3163113","Active","340743","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Utica Avenue","E","Rutland Road","East New York Avenue","40.6611547371658","-73.9312715472008","1003318.18429255","180160.369059816","POINT (-73.931271547201 40.661154737166)"
"5073","3113028","Active","313680","2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri",,"On Street","Brooklyn","13 Avenue","E","41 Street","42 Street","40.6391598678107","-73.9877219163785","987657.584052131","172139.790612817","POINT (-73.987721916378 40.639159867811)"
"967","1294855","Active","109707","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","York Avenue","W","East 81 Street","East 80 Street","40.7724496493744","-73.9497831653798","998159.032865465","220705.017301053","POINT (-73.94978316538 40.772449649374)"
"9709","5053004","Active","521174","6HR Pas Mon-Sat 0800-2000",,"On Street","Staten Island","Seaview Avenue","E","Fr. Capadono Boulevard","Mason Avenue","40.5844818826994","-74.0876468826406","959905.093625471","152231.116191387","POINT (-74.087646882641 40.584481882699)"
"9790","1443332","Active","106237","3HR Com Mon-Fri 0800-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200",,"On Street","Manhattan","Park Avenue","E","East 35 Street","East 36 Street","40.7479834188185","-73.9804861563828","989656.920276552","211787.783495143","POINT (-73.980486156383 40.747983418819)"
"156","1038145","Active","114278","2 HR Pas Mon-Sat 0730-1900",,"On Street","Manhattan","Columbus Avenue","W","West 107 Street","West 106 Street","40.7995739614676","-73.9627432791498","994565.144383967","230585.537894309","POINT (-73.96274327915 40.799573961468)"
"10256","1443778","Active","106099","2HR Pas Mon-Fri 1000-1600 / Sat 0800-1900",,"On Street","Manhattan","West 23 Street","N","8 Avenue","9 Avenue","40.745914625561","-73.9997642023879","984315.337127715","211033.453638971","POINT (-73.999764202388 40.745914625561)"
"14545","2033035","Active","202050","2 HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","Westchester Avenue","S","East 165 Street","Hoe Avenue","40.8251432224395","-73.8907567821633","1014484.18164556","239917.991342232","POINT (-73.890756782163 40.82514322244)"
"838","1218210","Active","114684","2HR Pas Mon-Sat 0830-2200",,"On Street","Manhattan","Broadway","W","West 91 Street","West 90 Street","40.7911715517078","-73.9745388709978","991300.22801356","227523.079452306","POINT (-73.974538870998 40.791171551708)"
"416","1374995","Active","111580","2 HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","St Nicholas Avenue","W","West 190 Street","West 189 Street","40.8544855808869","-73.9300765480091","1003593.50231147","250597.376479477","POINT (-73.930076548009 40.854485580887)"
"9525","1443157","Active","104914","3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","East 36 Street","S","5 Avenue","Madison Avenue","40.7491140152889","-73.9823104935543","989151.347468808","212199.588773891","POINT (-73.982310493554 40.749114015289)"
"10015","1443571","Active","105384","3HR Com Mon-Fri 0800-1900",,"On Street","Manhattan","West 24 Street","N","7 Avenue","Avenue of the Americas","40.7437623536755","-73.9926554768473","986285.158647388","210249.397464305","POINT (-73.992655476847 40.743762353676)"
"12717","4483114","Active","420381","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Rockaway Boulevard","S","Lefferts Boulevard","120 Street","40.6759467432473","-73.8186899485665","1034541.90366913","185594.082929894","POINT (-73.818689948566 40.675946743247)"
"12800","4073029","Active","426140","2 HR Pas Mon-Sat 0830-1900",,"On Street","Queens","Steinway Street","W","Astoria Boulevard","28 Avenue","40.7680092589802","-73.9117365465275","1008698.79295389","219095.565795556","POINT (-73.911736546527 40.76800925898)"
"14327","1263073","Active","109790","2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0900-1900",,"On Street","Manhattan","2 Avenue","E","East 117 Street","East 116 Street","40.7974743178833","-73.9373073634942","1001608.04827714","229824.582395226","POINT (-73.937307363494 40.797474317883)"
"2398","4413049","Active","402561","2 HR Pas Mon-Sat 0900-2200",,"On Street","Queens","Justice Avenue","S","55 Avenue","90 Street","40.7362516860625","-73.8739778016306","1019174.52626747","207538.060039222","POINT (-73.873977801631 40.736251686063)"
"10650","1453267","Active","103025","3HR Com Mon-Fri 0700-1900",,"On Street","Manhattan","Park Avenue South","W","East 22 Street","East 21 Street","40.7391476481258","-73.9872685607935","987778.111042053","208568.284684807","POINT (-73.987268560793 40.739147648126)"
"14017","3193115","Active","335537","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Broadway","W","Rockaway Avenue","Chauncey Street","40.6828895486697","-73.9105783412909","1009051.27092347","188084.158330306","POINT (-73.910578341291 40.68288954867)"
"13245","4213006","Active","450686","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","38 Avenue","N","Bell Boulevard","213 Street","40.7664686764718","-73.7730275218842","1047122.29878388","218603.417173564","POINT (-73.773027521884 40.766468676472)"
"14073","3123179","Active","338818","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","7 Avenue","E","55 Street","54 Street","40.6398563408225","-74.0085095000107","981888.3501838","172393.410512388","POINT (-74.008509500011 40.639856340823)"
"2075","4081847","Active","403184","2 HR Pas Mon-Sat 0830-1900",,"On Street","Queens","Hillside Avenue","S","160 Street","161 Street","40.7080079834497","-73.801396446815","1039312.29570314","197285.30659464","POINT (-73.801396446815 40.70800798345)"
"6027","3503018","Active","309190","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Church Avenue","S","Beverly Road","East 2 Street","40.6431113450148","-73.9785125914582","990213.130450219","173579.913716808","POINT (-73.978512591458 40.643111345015)"
"12656","3083003","Active","304312","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Brighton Beach Avenue","S","Ocean Pkwy.","Brighton 1 Road","40.5762969841874","-73.9671447595299","993377.031930804","149238.685824558","POINT (-73.96714475953 40.576296984187)"
"13904","3403127","Active","330452","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Fulton Street","N","Howard Avenue","MacDougal Street","40.6788827122425","-73.9206820937466","1006250.29817897","186621.653709397","POINT (-73.920682093747 40.678882712243)"
"4664","3183054","Active","302382","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","Smith Street","E","Sackett Street","DeGraw Street","40.682704190851","-73.9931260135356","986156.519140884","188004.043004975","POINT (-73.993126013536 40.682704190851)"
"3839","4263021","Active","415736","2 HR Pas Mon-Sat 0830-1900",,"On Street","Queens","Fresh Pond Road","E","Grove Street","Menahan Street","40.7107917279298","-73.8995263218569","1012104.90884505","198253.063845471","POINT (-73.899526321857 40.71079172793)"
"11892","1193025","Active","109800","3HR Com Mon-Fri 0700-1000 /2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900",,"On Street","Manhattan","Lexington Avenue","W","East 77 Street","East 76 Street","40.7732020458124","-73.9602846919503","995250.201412797","220977.64733322","POINT (-73.96028469195 40.773202045812)"
"9665","1413028","Active","102962","2HR Pas Mon-Sat 0730-1900",,"On Street","Manhattan","Greenwich Avenue","E","West 13 Street","8 Avenue","40.7390922296563","-74.0025299717095","983548.898699969","208547.847717807","POINT (-74.002529971709 40.739092229656)"
"320","4072250","Active","414961","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","36 Street","W","30 Avenue","31 Avenue","40.7648895395032","-73.9175527345767","1007088.79125264","217957.379423648","POINT (-73.917552734577 40.764889539503)"
"6837","2131185","Active","211835","2 HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","East 187 Street","S","Hoffman Street","Arthur Avenue","40.8557440802125","-73.8880488153116","1015219.39014889","251067.965433314","POINT (-73.888048815312 40.855744080213)"
"11438","1033013","Active","111886","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","West 74 Street","S","Amsterdam Avenue","Columbus Avenue","40.7797019114947","-73.9802500986256","989719.721988216","223343.889976054","POINT (-73.980250098626 40.779701911495)"
"3421","4203055","Active","414667","2 HR Pas Mon-Sat 0900-1900",,"On Street","Queens","Roosevelt Avenue","N","61 Street","60 Street","40.7455906220972","-73.9039014895381","1010878.04712555","210930.014869481","POINT (-73.903901489538 40.745590622097)"
"4376","3163097","Active","331816","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","Utica Avenue","W","Linden Boulevard","Church Avenue","40.6523103905278","-73.9305581916185","1003518.65370789","176938.284624726","POINT (-73.930558191618 40.652310390528)"
"10718","1453342","Active","105203","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","8 Avenue","W","West 18 Street","West 19 Street","40.742660177069","-74.0005487295622","984097.945174053","209847.754566804","POINT (-74.000548729562 40.742660177069)"
"7186","2043005","Active","206603","2 HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","Jerome Avenue","E","East 170 Street","East 171 Street","40.840496516966","-73.9173594640109","1007116.34172247","245503.697034314","POINT (-73.917359464011 40.840496516966)"
"7230","2063017","Active","217631","2 HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","Castle Hill Avenue","E","Bruckner Boulevard","Chatterton Avenue","40.8281158473279","-73.8500411086887","1025750.79854797","241017.697476149","POINT (-73.850041108689 40.828115847328)"
"523","1058347","Active","109134","2 HR Pas Mon-Sat 0900-2200",,"On Street","Manhattan","West 181 Street","N","Wadsworth Avenue","Broadway","40.8500753212286","-73.9353354189499","1002139.88382764","248989.433501139","POINT (-73.93533541895 40.850075321229)"
"8611","3013007","Active","342534","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Atlantic Avenue","S","Smith Street","Hoyt Street","40.6882887307757","-73.9885682434964","987420.36372605","190038.785326555","POINT (-73.988568243496 40.688288730776)"
