"recordid","address","house_number","street","zip_original","cb_original","site","species","diameter","condition","wires","sidewalk_condition","support_structure","borough","x","y","longitude","latitude","cb_new","zip_new","censustract_2010","censusblock_2010","nta_2010","segmentid","spc_common","spc_latin","location","council_district","bin","bbl"
"826","342 BOWERY","342","BOWERY","10013","101","Front","PLAC","14","Good","None","Good","None","Manhattan","986505.6875","203850.7025","-73.991862","40.726199","102","10012","5502","1001","MN23","32728","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.726199, -73.991862)","1","1081500","1005300135"
"827","340 BOWERY","340","BOWERY","10013","101","Front","PLAC","3","Good","None","Good","None","Manhattan","986496.5939","203817.6013","-73.991895","40.726109","102","10012","5502","1001","MN23","32728","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.726109, -73.991895)","1","1008488","1005300036"
"828","334 BOWERY","334","BOWERY","10013","101","Front","PLAC","4","Good","None","Good","None","Manhattan","986469.3128","203718.2976","-73.991993","40.725836","102","10012","5502","1001","MN23","32728","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.725836, -73.991993)","1","1008489","1005300038"
"829","322 BOWERY","322","BOWERY","10013","101","Front","PLAC","14","Good","None","Good","None","Manhattan","986409.9052","203555.9299","-73.992207","40.72539","102","10012","5502","1002","MN23","32726","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.72539, -73.992207)","1","1082610","1005297505"
"830","45 3 AV","45","3 AV","10013","101","Side","PYCA","6","Good","None","Good","None","Manhattan","987282.2152","205495.775","-73.989059","40.730715","103","10003","40","3002","MN22","32921","PEAR, CALLERY","PYRUS CALLERYANA","(40.730715, -73.989059)","2","1006764","1004650001"
"831","102 E 10 ST","102","E 10 ST","10013","101","Front","GIBI","8","Good","None","Good","None","Manhattan","987313.7384","205479.0358","-73.988946","40.730669","103","10003","40","3002","MN22","32924","GINKGO","GINKGO BILOBA","(40.730669, -73.988946)","2","1006765","1004650009"
"832","312-014 BOWERY",,"BOWERY","10013","101","Front","PLAC","10","Good","None","Good","None","Manhattan","1","1","1","1","102","10012","5502","2010","MN23","32722","LONDON PLANETREE","PLATANUS ACERIFOLIA","(1.0, 1.0)",,,
"833","106 E 10 ST","106","E 10 ST","10003","103","Front","GIBI","10","Good","None","Good","None","Manhattan","987359.9288","205448.0268","-73.988779","40.730583","103","10003","40","3002","MN22","32924","GINKGO","GINKGO BILOBA","(40.730583, -73.988779)","2","1006766","1004650010"
"834","110 E 10 ST","110","E 10 ST","10003","103","Front","GIBI","10","Poor","None","Good","None","Manhattan","987406.1193","205417.0179","-73.988612","40.730498","103","10003","40","3002","MN22","32924","GINKGO","GINKGO BILOBA","(40.730498, -73.988612)","2","1006768","1004650012"
"835","112 E 10 ST","112","E 10 ST","10003","103","Front","PYCA","7","Good","None","Good","None","Manhattan","987429.0063","205401.6532","-73.98853","40.730456","103","10003","40","3002","MN22","32924","PEAR, CALLERY","PYRUS CALLERYANA","(40.730456, -73.98853)","2","1006769","1004650013"
"836","114 E 10 ST","114","E 10 ST","10003","103","Front","QUPA","17","Good","None","Good","None","Manhattan","987452.3096","205386.0089","-73.988446","40.730413","103","10003","40","3002","MN22","32924","OAK, PIN","QUERCUS PALUSTRIS","(40.730413, -73.988446)","2","1006770","1004650014"
"837","308 BOWERY","308","BOWERY","10013","102","Front","PLAC","16","Good","None","Good","None","Manhattan","986374.3302","203406.7851","-73.992336","40.724981","102","10012","5502","2010","MN23","164321","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.724981, -73.992336)","1","1008202","1005210077"
"838","118 E 10 ST","118","E 10 ST","10003","103","Front","PYCA","3","Good","None","Good","None","Manhattan","987498.5001","205355","-73.988279","40.730328","103","10003","40","3002","MN22","32924","PEAR, CALLERY","PYRUS CALLERYANA","(40.730328, -73.988279)","2","1006772","1004650016"
"839","122 E 10 ST","122","E 10 ST","10003","103","Front","GIBI","11","Good","None","Good","None","Manhattan","987544.6905","205323.9911","-73.988112","40.730243","103","10003","40","3002","MN22","32924","GINKGO","GINKGO BILOBA","(40.730243, -73.988112)","2","1006774","1004650018"
"840","124 E 10 ST","124","E 10 ST","10003","103","Front","GIBI","14","Good","None","Good","None","Manhattan","987567.9938","205308.3468","-73.988028","40.7302","103","10003","40","3002","MN22","32924","GINKGO","GINKGO BILOBA","(40.7302, -73.988028)","2","1006775","1004650019"
"841","144 2 AV","144","2 AV","10013","102","Side","TICO","11","Good","None","Good","None","Manhattan","987785.2002","204937.7451","-73.987245","40.729183","103","10003","38","7000","MN22","32911","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.729183, -73.987245)","2","1006363","1004500008"
"842","128 E 10 ST","128","E 10 ST","10013","102","Front","PLAC","10","Good","None","Good","None","Manhattan","987614.1842","205277.3379","-73.987862","40.730115","103","10003","40","3002","MN22","32924","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.730115, -73.987862)","2","1006777","1004650021"
"843","128 E 10 ST","128","E 10 ST","10003","102","Front","QUPA","14","Good","None","Good","None","Manhattan","987614.1842","205277.3379","-73.987862","40.730115","103","10003","40","3002","MN22","32924","OAK, PIN","QUERCUS PALUSTRIS","(40.730115, -73.987862)","2","1006777","1004650021"
"844","159 2 AV","159","2 AV","10003","102","Side","ZESE","7","Good","None","Good","None","Manhattan","987888.9226","205125.8425","-73.986871","40.729699","103","10003","40","3001","MN22","32913","ZELKOVA, JAPANESE","ZELKOVA SERRATA","(40.729699, -73.986871)","2","1006795","1004650047"
"845","159 2 AV","159","2 AV","10003","103","Side","PYCA","5","Good","None","Good","None","Manhattan","987888.9226","205125.8425","-73.986871","40.729699","103","10003","40","3001","MN22","32913","PEAR, CALLERY","PYRUS CALLERYANA","(40.729699, -73.986871)","2","1006795","1004650047"
"846","159 2 AV","159","2 AV","10012","102","Side","PYCA","3","Good","None","Good","Stakes / Wires","Manhattan","987888.9226","205125.8425","-73.986871","40.729699","103","10003","40","3001","MN22","32913","PEAR, CALLERY","PYRUS CALLERYANA","(40.729699, -73.986871)","2","1006795","1004650047"
"847","159 2 AV","159","2 AV","10003","103","Across","QUPA","17","Good","None","Good","None","Manhattan","987888.9226","205125.8425","-73.986871","40.729699","103","10003","40","3001","MN22","32913","OAK, PIN","QUERCUS PALUSTRIS","(40.729699, -73.986871)","2","1006795","1004650047"
"848","159 2 AV","159","2 AV","10012","102","Across","GLTR","2","Good","None","Good","None","Manhattan","987888.9226","205125.8425","-73.986871","40.729699","103","10003","40","3001","MN22","32913","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.729699, -73.986871)","2","1006795","1004650047"
"849","159 2 AV","159","2 AV","10003","103","Across","QUPA","19","Good","None","Good","None","Manhattan","987888.9226","205125.8425","-73.986871","40.729699","103","10003","40","3001","MN22","32913","OAK, PIN","QUERCUS PALUSTRIS","(40.729699, -73.986871)","2","1006795","1004650047"
"850","159 2 AV","159","2 AV","10003","103","Across","ACPL","6","Good","None","Good","None","Manhattan","987888.9226","205125.8425","-73.986871","40.729699","103","10003","40","3001","MN22","32913","MAPLE, NORWAY","ACER PLATANOIDES","(40.729699, -73.986871)","2","1006795","1004650047"
"851","304 BOWERY","304","BOWERY","10003","103","Front","PLAC","16","Good","None","Good","None","Manhattan","986363.6453","203362.2177","-73.992374","40.724859","102","10012","5502","2010","MN23","164321","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.724859, -73.992374)","1","1008204","1005217503"
"852","300 BOWERY","300","BOWERY","10003","103","Front","PYCA","8","Excellent","None","Good","None","Manhattan","986345.2152","203286.0726","-73.992441","40.72465","102","10012","5502","2010","MN23","164321","PEAR, CALLERY","PYRUS CALLERYANA","(40.72465, -73.992441)","1","1008206","1005210082"
"853","46 STUYVESANT ST","46","STUYVESANT ST","10003","103","Across","QUPA","12","Good","None","Good","None","Manhattan","987653.0532","205209.463","-73.987722","40.729929","103","10003","40","3001","MN22","164376","OAK, PIN","QUERCUS PALUSTRIS","(40.729929, -73.987722)","2","1006793","1004650045"
"854","294 BOWERY","294","BOWERY","10003","103","Front","PLAC","15","Good","None","Good","None","Manhattan","986317.5703","203171.855","-73.992541","40.724336","102","10012","5502","2010","MN23","164321","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.724336, -73.992541)","1","1008208","1005210084"
"855","46 STUYVESANT ST","46","STUYVESANT ST","10012","102","Across","QUPA","12","Good","None","Good","None","Manhattan","987653.0532","205209.463","-73.987722","40.729929","103","10003","40","3001","MN22","164376","OAK, PIN","QUERCUS PALUSTRIS","(40.729929, -73.987722)","2","1006793","1004650045"
"856","129 E 10 ST","129","E 10 ST","10003","103","Front","QUPA","18","Good","None","Good","None","Manhattan","987409.4483","205414.7831","-73.9886","40.730492","103","10003","40","3000","MN22","32924","OAK, PIN","QUERCUS PALUSTRIS","(40.730492, -73.9886)","2","1006819","1004660043"
"857","129 E 10 ST","129","E 10 ST","10003","103","Front","GIBI","11","Good","None","Good","None","Manhattan","987409.4483","205414.7831","-73.9886","40.730492","103","10003","40","3000","MN22","32924","GINKGO","GINKGO BILOBA","(40.730492, -73.9886)","2","1006819","1004660043"
"858","123 E 10 ST","123","E 10 ST","10012","102","Front","GIBI","11","Excellent","None","Good","None","Manhattan","987383.6482","205432.1034","-73.988693","40.73054","103","10003","40","3000","MN22","32924","GINKGO","GINKGO BILOBA","(40.73054, -73.988693)","2","1006822","1004660046"
"859","121 E 10 ST","121","E 10 ST","10012","102","Front","GIBI","9","Good","None","Good","None","Manhattan","987375.3257","205437.6906","-73.988723","40.730555","103","10003","40","3000","MN22","32924","GINKGO","GINKGO BILOBA","(40.730555, -73.988723)","2","1006823","1004660047"
"860","119 E 10 ST","119","E 10 ST","10012","102","Front","PYCA","15","Good","None","Good","None","Manhattan","987367.003","205443.2778","-73.988754","40.73057","103","10003","40","3000","MN22","32924","PEAR, CALLERY","PYRUS CALLERYANA","(40.73057, -73.988754)","2","1077992","1004660048"
"861","117 E 10 ST","117","E 10 ST","10003","103","Front","TICO","6","Good","None","Good","None","Manhattan","987358.2643","205449.1444","-73.988785","40.730587","103","10003","40","3000","MN22","32924","LINDEN, LITTLE LEAF","TILIA CORDATA","(40.730587, -73.988785)","2","1077991","1004660048"
"862","115 E 10 ST","115","E 10 ST","10003","103","Front","GIBI","9","Good","None","Good","None","Manhattan","987349.9418","205454.7315","-73.988815","40.730602","103","10003","40","3000","MN22","32924","GINKGO","GINKGO BILOBA","(40.730602, -73.988815)","2","1077990","1004660048"
"863","113 E 10 ST","113","E 10 ST","10003","103","Front","PYCA","9","Good","None","Good","None","Manhattan","987341.2029","205460.5981","-73.988847","40.730618","103","10003","40","3000","MN22","32924","PEAR, CALLERY","PYRUS CALLERYANA","(40.730618, -73.988847)","2","1077989","1004660048"
"864","111 E 10 ST","111","E 10 ST","10012","102","Front","PYCA","11","Good","None","Good","None","Manhattan","987332.8804","205466.1853","-73.988877","40.730633","103","10003","40","3000","MN22","32924","PEAR, CALLERY","PYRUS CALLERYANA","(40.730633, -73.988877)","2","1077988","1004660048"
"865","109 E 10 ST","109","E 10 ST","10003","103","Front","PLAC","10","Good","None","Good","None","Manhattan","987324.5578","205471.7725","-73.988907","40.730649","103","10003","40","3000","MN22","32924","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.730649, -73.988907)","2","1077939","1004660048"
"866","103 E 10 ST","103","E 10 ST","10003","103","Front","PYCA","4","Good","None","Good","None","Manhattan","987298.7578","205489.0928","-73.989","40.730696","103","10003","40","3000","MN22","32924","PEAR, CALLERY","PYRUS CALLERYANA","(40.730696, -73.989)","2","1006825","1004660056"
"867","47 3 AV","47","3 AV","10003","103","Side","QUPA","8","Good","None","Good","None","Manhattan","987285.8302","205502.27","-73.989046","40.730732","103","10003","40","3000","MN22","32923","OAK, PIN","QUERCUS PALUSTRIS","(40.730732, -73.989046)","2","1087710","1004667501"
"868","47 3 AV","47","3 AV","10003","103","Side","PYCA","14","Good","None","Good","None","Manhattan","987285.8302","205502.27","-73.989046","40.730732","103","10003","40","3000","MN22","32923","PEAR, CALLERY","PYRUS CALLERYANA","(40.730732, -73.989046)","2","1087710","1004667501"
"869","204 E 10 ST","204","E 10 ST","10003","103","Front","GIBI","6","Good","None","Good","None","Manhattan","988061.5909","205067.9786","-73.986248","40.72954","103","10003","40","4000","MN22","32937","GINKGO","GINKGO BILOBA","(40.72954, -73.986248)","2","1006404","1004510006"
"870","212 E 10 ST","212","E 10 ST","10003","103","Front","COMA","3","Good","None","Good","None","Manhattan","988159.4349","205013.6042","-73.985895","40.729391","103","10003","40","4000","MN22","32937","CHERRY, CORNELIAN","CORNUS MAS","(40.729391, -73.985895)","2","1006408","1004510017"
"871","214 E 10 ST","214","E 10 ST","10003","103","Front","COMA","3","Good","None","Good","None","Manhattan","988183.5781","205000.1872","-73.985807","40.729354","103","10003","40","4000","MN22","32937","CHERRY, CORNELIAN","CORNUS MAS","(40.729354, -73.985807)","2","1006409","1004510018"
"872","216 E 10 ST","216","E 10 ST","10003","103","Front","COMA","3","Good","None","Good","None","Manhattan","988208.3567","204986.4171","-73.985718","40.729316","103","10003","40","4000","MN22","32937","CHERRY, CORNELIAN","CORNUS MAS","(40.729316, -73.985718)","2","1006410","1004510019"
"873","220 E 10 ST","220","E 10 ST","10003","103","Front","GLTR","5","Good","None","Good","None","Manhattan","988256.6434","204959.5829","-73.985544","40.729242","103","10003","40","4000","MN22","32937","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.729242, -73.985544)","2","1006411","1004510021"
"874","220 E 10 ST","220","E 10 ST","10003","103","Front","GLTR","4","Good","None","Good","None","Manhattan","988256.6434","204959.5829","-73.985544","40.729242","103","10003","40","4000","MN22","32937","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.729242, -73.985544)","2","1006411","1004510021"
"875","222 E 10 ST","222","E 10 ST","10012","102","Front","GLTR","4","Good","None","Good","None","Manhattan","988281.4221","204945.8128","-73.985454","40.729205","103","10003","40","4000","MN22","32937","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.729205, -73.985454)","2","1006412","1004510022"
"876","228 E 10 ST","228","E 10 ST","10012","102","Front","GIBI","4","Good","None","Good","None","Manhattan","988354.4873","204905.2086","-73.985191","40.729093","103","10003","40","4000","MN22","32937","GINKGO","GINKGO BILOBA","(40.729093, -73.985191)","2","1006415","1004510025"
"40202","46-050 W 111 ST",,"W 111 ST","0","0","Front","AC","2","Good","None","Good","None","Manhattan","1","1","1","1","110","10026","186","2001","MN11","166139","MAPLE, OTHER","ACER SPECIES","(1.0, 1.0)",,,
"877","233 E 10 ST","233","E 10 ST","10003","103","Across","GIBI","6","Good","None","Good","Stakes / Wires","Manhattan","988398.9618","204880.493","-73.98503","40.729025","103","10003","40","5001","MN22","32937","GINKGO","GINKGO BILOBA","(40.729025, -73.98503)","2","1006457","1004520040"
"878","233 E 10 ST","233","E 10 ST","10012","102","Across","COMA","3","Good","None","Good","None","Manhattan","988398.9618","204880.493","-73.98503","40.729025","103","10003","40","5001","MN22","32937","CHERRY, CORNELIAN","CORNUS MAS","(40.729025, -73.98503)","2","1006457","1004520040"
"879","235 E 10 ST","235","E 10 ST","10003","103","Front","PS","0","Planting Space","None","Good","None","Manhattan","988429.4585","204863.5452","-73.98492","40.728979","103","10003","40","5001","MN22","32937","PLANTING SITE","PLANTING SITE","(40.728979, -73.98492)","2","1006457","1004520040"
"880","240 E 10 ST","240","E 10 ST","10003","103","Front","PS","0","Planting Space","None","Good","None","Manhattan","988501.2531","204823.6472","-73.984661","40.728869","103","10003","40","4000","MN22","32937","PLANTING SITE","PLANTING SITE","(40.728869, -73.984661)","2","1085794","1004517502"
"881","235 E 10 ST","235","E 10 ST","10003","103","Front","PYCA","12","Good","None","Good","None","Manhattan","988429.4585","204863.5452","-73.98492","40.728979","103","10003","40","5001","MN22","32937","PEAR, CALLERY","PYRUS CALLERYANA","(40.728979, -73.98492)","2","1006457","1004520040"
"882","231 E 10 ST","231","E 10 ST","10003","103","Front","GLTR","4","Good","None","Good","None","Manhattan","988368.465","204897.4408","-73.98514","40.729072","103","10003","40","5001","MN22","32937","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.729072, -73.98514)","2","1006458","1004520042"
"883","229 E 10 ST","229","E 10 ST","10003","103","Front","COMA","4","Good","None","Good","None","Manhattan","988338.6035","204914.0357","-73.985248","40.729117","103","10003","40","5001","MN22","32937","CHERRY, CORNELIAN","CORNUS MAS","(40.729117, -73.985248)","2","1006459","1004520043"
