"projectcode","groupowner","locationdescription","borough","description","projectstatus","nextstep","dateadded","bctsnum","ccunum","requestorletterreplydate","cbletterrequestdate","cbletterrecieveddate","oldsign","newsign","markingsdate","installationdate","secondstudycode","closeddate","speedcushion","requestdate","requestortype","segmentid","onstreet","fromstreet","tostreet","geoboroughname","lionkey","fromlatitude","fromlongitude","tolatitude","tolongitude","oft","cb","segmentstatus","segmentstatusdescription","denialreason","numsrproposed","trafficdirection","trafficdirectiondesc","oldsign1","newsign1","oldsign2","newsign2"
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","111320","JEWETT AVENUE","CROWELL AVENUE","VOGEL LOOP","Staten Island","5376401060","40.615364","-74.130993 ","40.615012","-74.130960 ","534850525290553586","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9412","JEWETT AVENUE","VOGEL LOOP","VOGEL LOOP","Staten Island","5376401075","40.615012","-74.130960 ","40.614754","-74.130931 ","534850553586553586","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9420","JEWETT AVENUE","VOGEL LOOP","KEMBALL AVENUE","Staten Island","5376401078","40.614754","-74.130931 ","40.614675","-74.130920 ","534850553586534945","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9419","JEWETT AVENUE","KEMBALL AVENUE","CHANDLER AVENUE","Staten Island","5376401080","40.614675","-74.130920 ","40.613953","-74.130850 ","534850534945522582","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9393","JEWETT AVENUE","CHANDLER AVENUE","COALE AVENUE","Staten Island","5376401090","40.613953","-74.130850 ","40.613264","-74.130780 ","534850522582523925","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17105","SI BC","JEWETT AVENUE from COLLEGE AVENUE to VICTORY BOULEVARD","Staten Island","Request for speed reducer on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-06T16:20:37.000","DOT-434915-J1L5","DOT-435338-Y3D1   ",,,,,,,,,,"Yes","2019-10-06T00:00:00.000","Citizen","9392","JEWETT AVENUE","COALE AVENUE","VICTORY BOULEVARD","Staten Island","5376401100","40.613264","-74.130780 ","40.612644","-74.130725 ","534850523925553000","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20190620-14814","SI BC","WIRT AVENUE from HAMPTON PLACE to WINANT AVENUE","Staten Island","SI BC Anonymous speed hump request due to speeding concern. 1 speed hump previously found feasible under SR-20150226-9866, DOT-253995-W0D1","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-06-20T14:35:46.000","DOT-408814-Y2F5",,"2022-11-18T00:00:00.000",,,,,,,,"2022-11-18T10:03:00.000","No","2019-03-21T00:00:00.000","Citizen","1615","WIRT AVENUE","HAMPTON PLACE","REDWOOD LOOP","Staten Island","5766800010","40.548459999999999","-74.214089999999999","40.548197000000002","-74.215288000000001","570364570133544666","503","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20210111-24288","Queens BC","30 STREET from 30 AVENUE to 31 AVENUE","Queens","Anonymous speed hump request due to speeding concerns. Extended boundary for DOT-520825-Y3G0, PD-10/28/21. School: IS 235","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-01-11T14:24:54.000","DOT-464904-P6T5",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T10:58:00.000","No","2020-07-20T00:00:00.000","Anonymous","67793","30 STREET","30 AVENUE","30 DRIVE","Queens","4535001010","40.767269","-73.922188","40.765604","-73.923540","407940407790407840","401","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20191106-17102","Queens BC","NEWPORT AVENUE from BEACH  129 STREET to BEACH  135 STREET","Queens","Speed Reducer Request on Bus Route near a school","Study request passed to planning","Awaiting  planning decision","2019-11-06T14:35:24.000","DOT-429179-F1X2",,,,,,,,,,,"Yes","2019-08-20T00:00:00.000","Citizen","49895","NEWPORT AVENUE","BEACH  129 STREET","BEACH  130 STREET","Queens","4340200140","40.577818","-73.849065 ","40.577536","-73.849908 ","457290434640434690","414","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17102","Queens BC","NEWPORT AVENUE from BEACH  129 STREET to BEACH  135 STREET","Queens","Speed Reducer Request on Bus Route near a school","Study request passed to planning","Awaiting  planning decision","2019-11-06T14:35:24.000","DOT-429179-F1X2",,,,,,,,,,,"Yes","2019-08-20T00:00:00.000","Citizen","49881","NEWPORT AVENUE","BEACH  130 STREET","BEACH  131 STREET","Queens","4340200150","40.577536","-73.849908 ","40.577260","-73.850730 ","457290434690434740","414","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20230720-30219","Brooklyn BC","MESEROLE AVENUE from DIAMOND STREET to NEWEL STREET","Brooklyn","The speed of the traffic on this rather narrow street is frightening. The 25MPH speed limit is being ignored. The danger to pedestrians is imminent .","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-07-20T09:09:36.000","DOT-606350-M5H7",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T10:51:00.000","No","2023-07-19T00:00:00.000",,"35505","MESEROLE AVENUE","NEWEL STREET","DIAMOND STREET","Brooklyn","3534400120","40.728213","-73.949322","40.728484","-73.948496","360430364930332630","301","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20210830-26340","Queens BC","196 STREET from HOLLIS AVENUE to LINDEN BOULEVARD","Queens","(PENDING FURTHER REVIEW - DO NOT DO GEOTAB AS OF YET)Elected Official Staffer request. 115 AVENUE to 115 DRIVE was recently studied and found not feasible under SR-20160419-11676 and MURDOCK AVENUE to 115 AVENUE recently studied and found not feasible under SR-20161220-12510. Extended boundary for DOT-557801-L4Q7,pd-8/2/2022. open case with same boundaries that haven't been studied as of yet, SR-20201230-24230.","Study request passed to planning","Awaiting  planning decision","2021-08-30T10:12:52.000","DOT-511231-G8N7",,,,,,,,,,,"No","2021-07-20T00:00:00.000","Elected Official","64428","196 STREET","115 ROAD","115 DRIVE","Queens","4687003160","40.696378","-73.757028","40.695705","-73.756728","425740420830420810","412","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20200304-18404","Queens BC","119 AVENUE from FRANCIS LEWIS BOULEVARD to 234 STREET","Queens","Council Member speed hump request due to speeding concerns. Also DOT-424165-C5W1, DOT-486448-T0S4 and DOT-489442-T1S4, DOT-552882-K8X6, DOT-564802-V1N2","Planning proposal - Feasible","Confirm Feasibility","2020-03-04T08:58:20.000","DOT-421066-R7Y0",,,,,,,,,,,"No","2019-06-24T00:00:00.000","Council Member","65281","119 AVENUE","226 STREET","227 STREET","Queens","4629604300","40.690256","-73.736594","40.689993","-73.735726","421190427070427090","413","Yes","Feasible",,"1","T","Two-way",,,,
"SR-20111123-6143","Queens BC","47 STREET from 21 AVENUE to DITMARS BOULEVARD","Queens",,"CB accepted proposal","Planning actions","2011-11-23T10:44:03.000","11-2125",,,"2012-04-24T00:00:00.000","2022-11-18T00:00:00.000",,,,,,,"No","2011-10-10T00:00:00.000","Council Member","76959","47 STREET","21 AVENUE","DITMARS BOULEVARD","Queens","4552400030","40.771648999999996","-73.899524","40.769817000000003","-73.901762000000005","410540406590442490","401","Yes","Feasible",,"1","W","One-way",,,,
"SR-20191106-17100","Brooklyn BC","HALSEY STREET from BEDFORD AVENUE to NOSTRAND AVENUE","Brooklyn","Speed Reducer Requested on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-06T13:33:09.000","DOT-425831-B3F3   ",,,,,,,,,,,"Yes","2019-07-30T00:00:00.000","Anonymous","29687","HALSEY STREET","BEDFORD AVENUE","ARLINGTON PLACE","Brooklyn","3408000010","40.681383","-73.953515 ","40.681635","-73.951323 ","346730318630312930","303","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191106-17100","Brooklyn BC","HALSEY STREET from BEDFORD AVENUE to NOSTRAND AVENUE","Brooklyn","Speed Reducer Requested on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-06T13:33:09.000","DOT-425831-B3F3   ",,,,,,,,,,,"Yes","2019-07-30T00:00:00.000","Anonymous","29695","HALSEY STREET","ARLINGTON PLACE","NOSTRAND AVENUE","Brooklyn","3408000020","40.681635","-73.951323 ","40.681804","-73.949862 ","346730312930367030","303","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191104-17079","Queens BC","BELL BOULEVARD from 32 AVENUE to 35 AVENUE","Queens","Speed Reducer Request on Bus Route from NYPD","BC denied pre-inspection - closed",,"2019-11-04T15:32:57.000","DOT-414998-R2W7",,"2023-07-14T00:00:00.000",,,,,,,,"2023-07-14T12:44:00.000","Yes","2019-05-13T00:00:00.000","Police Department","98082","BELL BOULEVARD","34 ROAD","35 AVENUE","Queens","4128200185","40.769692","-73.773942","40.768975","-73.773760","435690408490408590","411",,"Not Feasible",,,"T","Two-way",,,,
"SR-20200304-18404","Queens BC","119 AVENUE from FRANCIS LEWIS BOULEVARD to 234 STREET","Queens","Council Member speed hump request due to speeding concerns. Also DOT-424165-C5W1, DOT-486448-T0S4 and DOT-489442-T1S4, DOT-552882-K8X6, DOT-564802-V1N2","Planning proposal - Feasible","Confirm Feasibility","2020-03-04T08:58:20.000","DOT-421066-R7Y0",,,,,,,,,,,"No","2019-06-24T00:00:00.000","Council Member","65420","119 AVENUE","232 STREET","233 STREET","Queens","4629604360","40.688674","-73.731368","40.688411","-73.730493","421190427098427100","413","Yes","Feasible",,"1","T","Two-way",,,,
"SR-20210217-25366","Queens BC","21 AVENUE from HAZEN STREET to 81 STREET","Queens","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-02-17T15:40:17.000","DOT-468588-F2J2",,"2023-07-14T00:00:00.000",,,,,,,,"2023-07-14T12:06:00.000","No","2020-08-14T00:00:00.000","Citizen","77066","21 AVENUE","78 STREET","79 STREET","Queens","4524800370","40.770612","-73.891894","40.770713","-73.890966","406590416290416490","401","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20211108-26691","Brooklyn BC","CARLTON AVENUE from PROSPECT PLACE to PARK PLACE","Brooklyn","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-11-08T11:21:46.000","DOT-521662-K6Y4",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:07:00.000","No","2021-10-11T00:00:00.000","Citizen","29156","CARLTON AVENUE","PROSPECT PLACE","PARK PLACE","Brooklyn","3188400430","40.678329","-73.972027","40.677448","-73.972348","324730372730369330","308","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20211122-26733","Brooklyn BC","63 STREET from FT HAMILTON PARKWAY to 9 AVENUE","Brooklyn","Anonymous speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-11-22T09:41:26.000","DOT-523527-Z4D5",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:10:00.000","No","2021-10-23T00:00:00.000","Anonymous","19576","63 STREET","9 AVENUE","FT HAMILTON PARKWAY","Brooklyn","3931202020","40.632464","-74.009119","40.631629","-74.007739","309730305980342630","310","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20210719-26027","Brooklyn BC","PRESIDENT STREET from 4 AVENUE to 8 AVENUE","Brooklyn","Citizen speed hump request due to speeding concerns. Extended boundary for DOT-519080-P2Q2, PD-10/15/2021. 5 AVENUE to 6 AVENUE found not feasible in recent study under SR-20171220-13447.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-07-19T09:56:19.000","DOT-503141-D7S1",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:01:00.000","No","2021-05-18T00:00:00.000","Citizen","28914","PRESIDENT STREET","7 AVENUE","8 AVENUE","Brooklyn","3646803060","40.673828","-73.975890","40.672853","-73.973384","372230305780305880","306","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20220520-27239","Queens BC","HUXLEY STREET from 147 AVENUE to DEAD END","Queens","NO LONGER FEASIBLE DUE TO SPEED CAMERA WITHIN 1000FT ; Re-open case. Previous study was SR-20170612-12898","CB accepted proposal","Planning actions","2022-05-20T09:10:19.000","DOT-338779-D2J8",,,"2022-05-24T00:00:00.000","2022-05-24T00:00:00.000",,,,,,,"No","2017-06-12T00:00:00.000",,"62570","HUXLEY STREET","253 STREET","CRAFT AVENUE","Queens","4280200120","40.650266","-73.737379","40.649582","-73.737014","450620427250440420","413","Yes","Feasible",,,"T","Two-way",,,,
"SR-20230103-29149","Brooklyn BC","EAST   52 STREET from AVENUE T to AVENUE K","Brooklyn","Requesting a speed bump reducer to slow the cars down on East 52 Street between Flatlands Avenue and Avenue K. This stretch of roadway is a speed way for cars.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-01-03T12:04:59.000","DOT-576235-Z5C4",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T10:54:00.000","No","2022-12-20T00:00:00.000",,"41156","EAST   52 STREET","AVENUE K","AVENUE L","Brooklyn","3304402070","40.625951","-73.925671","40.623681","-73.925432","337080314130314180","318","No","Not Feasible",,,"A","One-way",,,,
"SR-20211122-26735","Queens BC","73 STREET from 25 AVENUE to 30 AVENUE","Queens","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-11-22T10:01:59.000","DOT-523901-M9Y7",,"2023-08-02T00:00:00.000",,,,,,,,"2023-08-02T11:11:00.000","No","2021-10-26T00:00:00.000","Citizen","75982","73 STREET","25 AVENUE","30 AVENUE","Queens","4584801010","40.762161","-73.895084","40.760339","-73.894759","415540407240407790","403","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20191104-17091","Manhattan BC","EAST   10 STREET from AVENUE A to AVENUE D","Manhattan","Speed reducer request on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-04T17:38:38.000","DOT-420219-D8K9",,,,,,,,,,,"Yes","2019-06-17T00:00:00.000","Citizen","33247","EAST   10 STREET","AVENUE A","AVENUE B","Manhattan","1137000090","40.727846","-73.982227 ","40.726866","-73.979908 ","117190112110112210","103","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191104-17091","Manhattan BC","EAST   10 STREET from AVENUE A to AVENUE D","Manhattan","Speed reducer request on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-04T17:38:38.000","DOT-420219-D8K9",,,,,,,,,,,"Yes","2019-06-17T00:00:00.000","Citizen","33253","EAST   10 STREET","AVENUE B","AVENUE C","Manhattan","1137000100","40.726866","-73.979908 ","40.725878","-73.977534 ","117190112210112310","103","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191104-17091","Manhattan BC","EAST   10 STREET from AVENUE A to AVENUE D","Manhattan","Speed reducer request on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-04T17:38:38.000","DOT-420219-D8K9",,,,,,,,,,,"Yes","2019-06-17T00:00:00.000","Citizen","34605","EAST   10 STREET","AVENUE C","SZOLD PLACE","Manhattan","1137000110","40.725878","-73.977534 ","40.725326","-73.976210 ","117190112310132200","103","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191104-17091","Manhattan BC","EAST   10 STREET from AVENUE A to AVENUE D","Manhattan","Speed reducer request on bus route","Study request passed to planning","Awaiting  planning decision","2019-11-04T17:38:38.000","DOT-420219-D8K9",,,,,,,,,,,"Yes","2019-06-17T00:00:00.000","Citizen","34609","EAST   10 STREET","SZOLD PLACE","AVENUE D","Manhattan","1137000120","40.725326","-73.976210 ","40.724878","-73.975164 ","117190132200112410","103","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191104-17090","Queens BC","238 STREET from 120 AVENUE to 121 AVENUE","Queens","Speed Reducer Request on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-04T17:32:15.000","DOT-420097-Q2H2",,,,,,,,,,,"Yes","2019-06-17T00:00:00.000","Citizen","171857","238 STREET","120 AVENUE","121 AVENUE","Queens","4704402017","40.685463","-73.726989 ","40.683802","-73.727854 ","427120421290421370","413","No","Not Feasible",,,"W   ","One-way",,,,
"SR-20220324-26944","SI BC","ALVERSON AVENUE from POND STREET to MASON BOULEVARD","Staten Island","Anonymous speed hump request due to speeding concerns.","Study request passed to planning","Awaiting  planning decision","2022-03-24T09:56:40.000","DOT-531459-Y6R4",,,,,,,,,,,"No","2022-01-15T00:00:00.000","Anonymous","2293","ALVERSON AVENUE","GUNTON PLACE","SELKIRK STREET","Staten Island","5029600060","40.550852","-74.209204","40.549993","-74.208870","570007570131547435","503","No","Not Feasible",,,"T","Two-way",,,,
