"system","fountainty","position","painted","gispropnum","propertyna","parentid","borough","fountainco","department","decription","featuresta","the_geom"
"B114-DF0235","E","Under Tree, In Shade","No","B114","Msgr. McGolrick Park","B114","B","1","B-01","E, Under Tree, In Shade","Active","POINT (-73.94362850267527 40.724473799569495)"
"B169-DF0591","E","Out in Open","No","B169","Coney Island Beach & Boardwalk","B169-ZN05A","B","1","B-13","E, Out in Open","Active","POINT (-73.97909388213644 40.57313284275481)"
"B058-DF0212","A","Near Ballfield, Out in Open","No","B058","McCarren Park","B058-ZN03","B","1","B-01","A, Near Ballfield, Out in Open","Active","POINT (-73.9529924830427 40.721549595105024)"
"X354-DF0307","D","Out in Open","Yes","X354","P.S. 29 Ballfield","X354","X","1","X-01","D, Out in Open","Active","POINT (-73.91592462096474 40.82142604905943)"
"X010-DF0321","C","Out in Open, Near Ballfield","No","X010","Crotona Park","X010-ZN07","X","1","X-03","C, Out in Open, Near Ballfield","Active","POINT (-73.89630880003988 40.83528705440976)"
"X092-DF0454","C","Out in Open, Near Ballfield",,"X092","Van Cortlandt Park","X092-ZN18","X","1","X-13","C, Out in Open, Near Ballfield","Active","POINT (-73.8931519298397 40.89536806136846)"
"Q051-DF0304","D","In Playground","No","Q051","St. Albans Park","Q051-01","Q","1","Q-12","D, In Playground","Active","POINT (-73.7778499970458 40.693397321330124)"
"X102-DF0390","E","Out in Open, In Playground","No","X102","Ciccarone Park","X102","X","1","X-06","E, Out in Open, In Playground","Active","POINT (-73.886705797808 40.855935235723585)"
"B283-DF0059","C","In Playground","No","B283","Belmont Playground","B283","B","1","B-05","C, In Playground","Active","POINT (-73.86301305962124 40.67562010572556)"
"Q300A-DF0722","A","Near Ballfield","Yes","Q300A","Kissena Corridor Park","Q300A-ZN01","Q","1","Q-11","A, Near Ballfield","Active","POINT (-73.79107167361748 40.74619250362107)"
"B073-DF0289","B","Out in Open","No","B073","Prospect Park","B073-ZN11","B","1","B-19","B, Out in Open","Active","POINT (-73.96394455565456 40.663567889819646)"
"B130-DF0545","C","In Playground","No","B130","Greenwood Playground","B130","B","1","B-07","C, In Playground","Active","POINT (-73.97659692789709 40.65079482437233)"
"X265-DF0375","C","Under Tree, In Playground","No","X265","Galileo Playground","X265","X","1","X-05","C, Under Tree, In Playground","Active","POINT (-73.91581337189061 40.84865199096112)"
"M186-DF0539","A","Under Tree, In Shade, In Playground, Near Ballfield","Yes","M186","Col. Young Playground","M186","M","1","M-10","A, Under Tree, In Shade, In Playground, Near Ballfield","Active","POINT (-73.93653937731688 40.8192542401691)"
"Q492-DF0588","E","Out in Open",,"Q492","Elmhurst Park","Q492","Q","1","Q-04","E, Out in Open","Active","POINT (-73.8849788948564 40.730680490240175)"
"M107-DF0150","Pedestal","Near Ballfield","No","M107","Wards Island Park","M107-ZN06","M","1","M-11R","Pedestal, Near Ballfield","Active","POINT (-73.92910050456388 40.783958223386364)"
"B263-DF1006","F High Low",,,"B263","Sumner Playground","B263","B","2","B-03","F High Low,","Active","POINT (-73.94215236830664 40.697421066116924)"
"B159-DF0458","C","Under Tree","Yes","B159","Mount Prospect Park","B159","B","1","B-08","C, Under Tree","Active","POINT (-73.96581490968087 40.67209591974861)"
"B244-DF0661","A","Out in Open","Yes","B244","McDonald Playground","B244","B","1","B-15","A, Out in Open","Active","POINT (-73.97214880659322 40.60049720306816)"
"R031-DF0175","D",,,"R031","Wolfe's Pond Park","R031-ZN02","R","1","R-03","D,","Active","POINT (-74.18722529628236 40.51854159827279)"
"X039-DF0095","A","Under Tree","Yes","X039","Pelham Bay Park","X039-ZN16","X","1","X-15","A, Under Tree","Active","POINT (-73.79191509523044 40.86872919748093)"
"Q205A-DF0732","Bottle Filler High Low","Under Tree, Just Outside Playground","No","Q205A","Big Bush Playground","Q205A","Q","3","Q-02","Bottle Filler High Low, Under Tree, Just Outside Playground","Active","POINT (-73.90252858257142 40.74034173437597)"
"M010-DF0567","B","Under Tree, In Shade, Out in Open","No","M010","Central Park","M010-ZN01","M","1","M-13","B, Under Tree, In Shade, Out in Open","Active","POINT (-73.97192948939477 40.76697185091455)"
"B068-DF0350","A","Under Tree, Near Ballfield","No","B068","Parade Ground","B073-ZN27","B","1","B-14","A, Under Tree, Near Ballfield","Active","POINT (-73.97070484912742 40.65015131995824)"
"M010-DF0621","E and Dog","Under Tree, Out in Open","Yes","M010","Central Park","M010-ZN34","M","2","M-13","E and Dog, Under Tree, Out in Open","Active","POINT (-73.96188108138335 40.78881367712958)"
"B016-DF0017","E and Dog","Out in Open","Yes","B016","Maria Hernandez Park","B016","B","2","B-04","E and Dog, Out in Open","Active","POINT (-73.92312665192559 40.70384460681458)"
"X174-DF0355","E","Under Tree, In Shade","No","X174","Webster Playground","X174","X","1","X-06","E, Under Tree, In Shade","Active","POINT (-73.89287770909196 40.85926988619956)"
"M037-DF0070","A","In Playground","No","M037","Highbridge Park","M037-03","M","1","M-12A","A, In Playground","Active","POINT (-73.93125717718979 40.84735684552018)"
"Q346-DF0609","A","Out in Open","Yes","Q346","Challenge Playground","Q346","Q","1","Q-11","A, Out in Open","Active","POINT (-73.72809016145166 40.7563438996059)"
"Q059-DF0615","E","Under Tree","No","Q059","Catharine Turner Richardson Park","Q059","Q","1","Q-11","E, Under Tree","Active","POINT (-73.74713980288824 40.768275336691815)"
"M010-DF0645","E","Out in Open, Near Ballfield","Yes","M010","Central Park","M010-ZN37","M","1","M-13","E, Out in Open, Near Ballfield","Active","POINT (-73.95544163235903 40.79301288606256)"
"B210A-DF0994","F High Low",,,"B210A","John Allen Payne Playground","B210A","B","2","B-07","F High Low,","Active","POINT (-74.02369955315113 40.63977064175667)"
"R061-DF0069","A","Near Ballfield","No","R061","Stapleton Playground","R061","R","1","R-01","A, Near Ballfield","Active","POINT (-74.0792473779832 40.62326060289701)"
"Q015-DF0023","A","Out in Open","No","Q015","Forest Park","Q015-ZN06","Q","1","Q-16","A, Out in Open","Active","POINT (-73.85788090808396 40.700404699151505)"
"B251-DF0919","E","Out in Open","Yes","B251","Manhattan Beach Park","B251-ZN01","B","1","B-15","E, Out in Open","Active","POINT (-73.94294465413668 40.57675042441341)"
"M022-DF0239","D","Near Ballfield","No","M022","De Witt Clinton Park","M022","M","1","M-04","D, Near Ballfield","Active","POINT (-73.99396037631828 40.76858268490694)"
"B012-DF0466","C","Out in Open","Yes","B012","Brower Park","B012","B","1","B-08","C, Out in Open","Active","POINT (-73.94380470391613 40.67387897916979)"
"M235-DF0298","Bottle Filler High Low","Under Tree, Near Ballfield, In Playground,Near_Ballfield,Just_Outside_Playground","No","M235","Sol Lain Plgd","M235","M","3","M-03","Bottle Filler High Low, Under Tree, Near Ballfield, In Playground,Near_Ballfield,Just_Outside_Playground","Active","POINT (-73.98360796129283 40.71430849666578)"
"X118-DF0147","C","In Shade, Near Ballfield","No","X118","Soundview Park","X118-ZN04","X","1","X-09","C, In Shade, Near Ballfield","Active","POINT (-73.87809120549096 40.8191286180091)"
"M164-DF1008","Indoor Drinking Fountain","Indoor",,"M164","Asser Levy Playground","M164","M","1","M-06","Indoor Drinking Fountain, Indoor","Active","POINT (-73.97566803147168 40.736143704400355)"
"Q004-DF0463","A","Out in Open, Under Tree, In Shade","No","Q004","Astoria Park","Q004-ZN03","Q","1","Q-01","A, Out in Open, Under Tree, In Shade","Active","POINT (-73.91959306528246 40.78027031727171)"
"M215-DF0521","CS Concrete","Near Ballfield, In Playground","Yes","M215","Cherry Tree Park","M215","M","1","M-11","CS Concrete, Near Ballfield, In Playground","Active","POINT (-73.94727004007916 40.787169020114995)"
"Q005-DF0314","A","Near Ballfield","No","Q005","Baisley Pond Park","Q005-ZN01","Q","1","Q-12","A, Near Ballfield","Active","POINT (-73.78546112895826 40.682381857651116)"
"Q012-DF0749","C","Near Ballfield",,"Q012","Crocheron Park","Q012-ZN01","Q","1","Q-07A","C, Near Ballfield","Active","POINT (-73.76993862405479 40.76996172428456)"
"Q422-DF0334","C","Just Outside Playground","No","Q422","Seaside Playground","Q422","Q","1","Q-14","C, Just Outside Playground","Active","POINT (-73.83135839672026 40.58034880229805)"
"B044-DF0319","E","Out in Open","Yes","B044","Dr. Ronald McNair Park","B044","B","1","B-09","E, Out in Open","Active","POINT (-73.96196255557041 40.67101466399128)"
"B169-DF0540","E","Out in Open","No","B169","Coney Island Beach & Boardwalk","B169-ZN01A","B","1","B-13","E, Out in Open","Active","POINT (-73.95606807730273 40.57540248360503)"
"M010-DF0650","B","Under Tree, Out in Open","No","M010","Central Park","M010-ZN36","M","1","M-13","B, Under Tree, Out in Open","Active","POINT (-73.9591872276626 40.7912606585922)"
"B132-DF0470","D","Under Tree, In Playground","No","B132","Gilbert Ramirez Park","B132","B","1","B-01","D, Under Tree, In Playground","Active","POINT (-73.93457353930856 40.706009264607964)"
"Q099-DF0221","A","Out in Open","Yes","Q099","Flushing Meadows Corona Park","Q099-ZN12","Q","1","Q-15","A, Out in Open","Active","POINT (-73.84578786208186 40.74549869788502)"
"Q162H-DF0194","D","In Shade","No","Q162H","Beach 30th Street Playground","Q162H","Q","1","Q-14","D, In Shade","Active","POINT (-73.76276029451823 40.59258078982398)"
"Q163-DF0421","Trough","Out in Open","No","Q163","Rockaway Beach Boardwalk","Q163-ZN05B","Q","1","Q-14","Trough, Out in Open","Active","POINT (-73.8102914701387 40.58459565806571)"
"X013-DF0517","Indoor Drinking Fountain","Indoor",,"X013","Devoe Park","X013-01","X","1","X-05","Indoor Drinking Fountain, Indoor","Active","POINT (-73.90491772015582 40.863677117973204)"
"Q162J-DF0826","D","Out in Open, Just Outside Playground","No","Q162J","Beach 17 Playground","Q162J","Q","1","Q-14","D, Out in Open, Just Outside Playground","Active","POINT (-73.74714864101747 40.59489175788384)"
"B073-DF0936","E",,,"B073","Prospect Park","B073-ZN14","B","1","B-19","E,","Active","POINT (-73.97403861615685 40.66361789506512)"
"Q001-DF0700","A","Near Ballfield","No","Q001","Alley Pond Park","Q001-ZN03","Q","1","Q-07A","A, Near Ballfield","Active","POINT (-73.74872233817578 40.74192487621987)"
"B358-DF0773","A","Out in Open, In Playground","No","B358","De Hostos Playground","B358","B","1","B-01","A, Out in Open, In Playground","Active","POINT (-73.94940881514398 40.70270582940458)"
"M308-DF0876","Other",,,"M308","Washington Market Park","M308","M","1","M-01","Other,","Active","POINT (-74.01202170056118 40.71721177852228)"
"Q339-DF0787","D","Near Ballfield","No","Q339","Cambria Playground","Q339","Q","1","Q-13","D, Near Ballfield","Active","POINT (-73.74345177449617 40.689597518152105)"
"Q123-DF0869","Bottle Filler High Low","Out_in_Open,Just_Outside_Playground",,"Q123","Astoria Health Playground","Q123","Q","3","Q-01","Bottle Filler High Low, Out_in_Open,Just_Outside_Playground","Active","POINT (-73.93256792319093 40.76784661290272)"
"Q425-DF0570","D","In Playground, Under Tree","No","Q425","Yellowstone Park","Q425","Q","1","Q-06","D, In Playground, Under Tree","Active","POINT (-73.84828014187919 40.72629516166868)"
"Q300-DF0743","Bottle Filler High Low","Under Tree","No","Q300","Kissena Corridor Park","Q300-03","Q","3","Q-07","Bottle Filler High Low, Under Tree","Active","POINT (-73.82298860782514 40.749871730081445)"
"Q005-DF0319","C","Out in Open, Under Tree","No","Q005","Baisley Pond Park","Q005-04","Q","1","Q-12","C, Out in Open, Under Tree","Active","POINT (-73.78227280906414 40.6776455425353)"
"X005-DF0058","E","Out in Open","Yes","X005","Bryan Park","X005","X","1","X-07","E, Out in Open","Active","POINT (-73.89400367311778 40.862140587198446)"
"B349-DF0076","C","Out in Open, Under Tree","Yes","B349","Bath Playground","B349","B","1","B-11","C, Out in Open, Under Tree","Active","POINT (-73.99266664738435 40.59520568963135)"
"M235-DF0297","CS Metal","In Playground, Near Ballfield,In_Playground,Near_Ballfield","Yes","M235","Sol Lain Plgd","M235","M","1","M-03","CS Metal, In Playground, Near Ballfield,In_Playground,Near_Ballfield","Active","POINT (-73.98399128872857 40.71437233015957)"
"Q377-DF0394","C","Near Ballfield","Yes","Q377","Playground Sixty Two LXII","Q377","Q","1","Q-06","C, Near Ballfield","Active","POINT (-73.85295454667163 40.73621173235278)"
"M263-DF0031","Bottle Filler High Low","Just Outside Playground","Yes","M263","Bellevue South Park","M263","M","3","M-06","Bottle Filler High Low, Just Outside Playground","Active","POINT (-73.97826735112393 40.739742793750764)"
"X233-DF0267","D","Under Tree, In Playground","Yes","X233","Fountain Of Youth Playground","X233","X","1","X-01","D, Under Tree, In Playground","Active","POINT (-73.9053338343462 40.81352720103621)"
"R022-DF0154","A","Under Tree","Yes","R022","Silver Lake Park","R022-ZN01","R","1","R-01","A, Under Tree","Active","POINT (-74.09421989896165 40.62682071365756)"
"Q096B-DF0745","C","Out in Open, Near Ballfield","No","Q096B","Southern Fields","Q096B","Q","1","Q-10","C, Out in Open, Near Ballfield","Active","POINT (-73.82569812957794 40.665375963277675)"
"M144-DF0355","E","Near Ballfield","Yes","M144","John V. Lindsay East River Park","M144-ZN02","M","1","M-03","E, Near Ballfield","Active","POINT (-73.97758931659271 40.711737978050444)"
"X193-DF0049","C","Under Tree, In Shade","No","X193","Stars & Stripes Playground","X193","X","1","X-12","C, Under Tree, In Shade","Active","POINT (-73.83954454473145 40.88591344385104)"
"B324-DF0551","A","Out in Open, Near Ballfield","Yes","B324","Jacob Joffe Fields","B324","B","1","B-18","A, Out in Open, Near Ballfield","Active","POINT (-73.9190851521163 40.625942451867395)"
"M264-DF0336","E","Under Tree, In Playground","Yes","M264","Playground Eighty Nine LXXXIX","M264","M","1","M-07","E, Under Tree, In Playground","Active","POINT (-73.97189095458897 40.78877967583126)"
"B245-DF0472","E","Out in Open","No","B245","St. John's Park","B245","B","1","B-08","E, Out in Open","Active","POINT (-73.93458907223871 40.67415580803046)"
"X002-DF0070","A","Out in Open","No","X002","Bronx Park","X002-ZN02","X","1","X-06","A, Out in Open","Active","POINT (-73.87122286524018 40.8590453403186)"
"B343-DF0120","A","Under Tree, In Shade, In Playground","Yes","B343","Osborn Playground","B343","B","1","B-16","A, Under Tree, In Shade, In Playground","Active","POINT (-73.90625197519773 40.656120661005076)"
"M010-DF0885","E and Dog",,,"M010","Central Park","M010-ZN12&13","M","2","M-13","E and Dog,","Active","POINT (-73.96969377594637 40.77180823892089)"
"M098-DF0609","E","Under Tree, Just Outside Playground","Yes","M098","Washington Square Park","M098-ZN01","M","1","M-02","E, Under Tree, Just Outside Playground","Active","POINT (-73.99843493235078 40.731182490167605)"
"Q131-DF0177","F High Low","Under Tree, Near Ballfield","No","Q131","Frank Principe Park","Q131","Q","2","Q-05","F High Low, Under Tree, Near Ballfield","Active","POINT (-73.90538681753549 40.7283397320696)"
"Q310-DF0693","A","Near Ballfield","No","Q310","Glen Oaks Oval","Q310","Q","1","Q-13","A, Near Ballfield","Active","POINT (-73.71493851680779 40.74945675859759)"
"Q099-DF0793","A","Under Tree","No","Q099","Flushing Meadows Corona Park","Q099-ZN25","Q","1","Q-15","A, Under Tree","Active","POINT (-73.8379059221793 40.73267087946979)"
"B129-DF0355","C","Out in Open, In Playground","No","B129","Kaiser Park","B129-01","B","1","B-13","C, Out in Open, In Playground","Active","POINT (-73.99534397138845 40.5783493764021)"
"Q367-DF0190","A","Near Ballfield","No","Q367","Hammel Playground","Q367","Q","1","Q-14","A, Near Ballfield","Active","POINT (-73.80921625429845 40.588089677526604)"
"Q102-DF0409","C","In Playground","No","Q102","Juniper Valley Park","Q102-03","Q","1","Q-05","C, In Playground","Active","POINT (-73.8825278452856 40.71844338388738)"
"Q099-DF0932","Indoor Drinking Fountain","Indoor",,"Q099","Flushing Meadows Corona Park","Q099","Q","1","Q-15","Indoor Drinking Fountain, Indoor","Active","POINT (-73.83377790153129 40.751409211946985)"
"M066-DF0205","C","Under Tree, Near Ballfield, In Playground","No","M066","Dr. Gertrude B. Kelly Playground","M066","M","1","M-04","C, Under Tree, Near Ballfield, In Playground","Active","POINT (-74.00207383450633 40.74167978046715)"
"MT03-DF1084","Bottle Filler Fountain","Indoor",,"MT03","Arsenal West","MT03","M","2","M-07","Bottle Filler Fountain, Indoor","Active","POINT (-73.98291968422912 40.76978352235619)"
"M242-DF0446","F","Out in Open","Yes","M242","Collect Pond Park","M242","M","1","M-01","F, Out in Open","Active","POINT (-74.0017241553743 40.7160210651971)"
"M005-DF0282","E","Under Tree","Yes","M005","The Battery","M005-ZN01","M","1","M-01","E, Under Tree","Active","POINT (-74.01596779848006 40.70260399561272)"
