"status","date","start_time","end_time","type","event","borough","event_location","event_address","actual_participants","postcode","latitude","longitude","community_board","council_district","bin","bbl","census_tract","nta"
"Completed (59)","2017-03-23T00:00:00.000","01:00 PM","02:00 PM","RNY General Presentation (GEN)","RNY Presentation: City College AccessAbility Center/Student Disability Services","Manhattan","City College","160 Convent Ave North  Academic Center Rm 1/115","0","10031","40.819196","-73.950221","109","9","1084081","1019570200","21703","MN0902"
"Completed (59)","2017-03-23T00:00:00.000","05:30 PM","06:30 PM","RNY General Presentation (GEN)","RNY ESOL","Queens","I.S.5","50-40 Jacobus St","50","11373","40.737718","-73.887429","404","30","4454423","4024500017","489","QN0203"
"Completed (59)","2017-03-23T00:00:00.000","09:00 AM","12:00 PM","RNY for Kids (KIDS)","Ready NY for Pre-K with Ready Girl","Bronx","Rose Hill Pre-K Center","2512 Marion Ave","180","10458","40.861316","-73.893236","205","15","2118012","2030260014","39902","BX0503"
"Completed (59)","2017-03-23T00:00:00.000","12:00 PM","02:00 PM","RNY Fair (FAIR)","PCEPN 3rd Annual Emergency Preparedness Seminar","Manhattan","Baruch College- 7th floor RM H750","151 E 25th Street 7th floor NY NY 10010","80","10010","40.740492","-73.983079","106","2","1018107","1008810031","68","MN0602"
"Completed (59)","2017-03-24T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Queens","District 24 Pre-K Center","44-15 Judge Street","155","11373","40.742964","-73.877449","404","25","4439252","4015710019","467","QN0401"
"Completed (59)","2017-03-25T00:00:00.000","11:00 AM","12:30 PM","RNY General Presentation (GEN)","RNY Presentation at the Arabic Family Language Conference","Brooklyn","PS IS 30","7002 4th Ave Brooklyn NY 11209","50","11209","40.63359","-74.023948","310","47","3146550","3058910048","68","BK1001"
"Completed (59)","2017-03-25T00:00:00.000","11:00 AM","02:30 PM","RNY General Presentation (GEN)","ESOL University Settlement","Manhattan","University Settlement","175 Eldridge St","30","10002","40.720412","-73.990822","103","1","1005602","1004200062","18","MN0302"
"Completed (59)","2017-03-25T00:00:00.000","11:00 AM","11:59 AM","RNY General Presentation (GEN)","General Ready New York Presentation","Queens","Queens Library at Cambria Heights","218-13 Linden Boulevard Jamaica, NY 11411","8","11411","40.69554","-73.74138","413","27","4536041","4113190001","598","QN1304"
"Completed (59)","2017-03-27T00:00:00.000","11:30 AM","12:30 PM","RNY General Presentation (GEN)","RNY Seniors Workshop","Manhattan","PSS King Towers","50 Lenox Ave","35","10026","40.799593","-73.951421","110","9","1083312","1015960001","186","MN1001"
"Completed (59)","2017-03-27T00:00:00.000","10:30 AM","12:00 PM","RNY General Presentation (GEN)","RNY Bilingual Presenation for Seniors","Bronx","Arturo Schomburg Neighborhood Senior Center","1315 Franklin Ave Bronx NY 10456","15","10456","40.832062","-73.901641","203","16","2009713","2029310086","149","BX0301"
"Completed (59)","2017-03-27T00:00:00.000","09:00 AM","11:00 PM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","District 20 Pre-K Center","2165 71st Street","100","11204","40.610983","-73.985835","311","43","3157508","3061750048","258","BK1101"
"Completed (59)","2017-03-27T00:00:00.000","09:00 AM","10:30 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Queens","Pre-K Center at 378","46-16 76th Street","80","11373","40.740076","-73.888241","404","25","4038257","4015290073","485","QN0401"
"Completed (59)","2017-03-27T00:00:00.000","09:00 AM","11:00 AM","RNY Fair (FAIR)","Tabling Event at ENY Gotham Health Center","Brooklyn","2094 Pitkin Ave 2nd floor Community Affairs","2094 Pitkin Ave Floor Community","100","11207","40.671977","-73.895248","305","42","3083929","3037380015","1144","BK0502"
"Completed (59)","2017-03-28T00:00:00.000","01:00 PM","02:00 PM","RNY General Presentation (GEN)","RNY Presentation @ Farragut Senior Center","Brooklyn","Farragut Senior Center","228 York St Brooklyn NY 11201","10","11201","40.701304","-73.981762","302","35","3325909","3000710001","23","BK0202"
"Completed (59)","2017-03-28T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","District 20 Pre-K Center","1355 84th Street","120","11228","40.614466","-74.011425","310","50","3335077","3063090048","150","BK1002"
"Completed (59)","2017-03-28T00:00:00.000","08:45 AM","11:15 AM","RNY for Kids (KIDS)","Ready New York for Kids","Bronx","Lewis and Clark School, P12X","2555 Tratman Avenue","210","10461","40.840145","-73.844419","210","18","2041864","2039830001","200","BX1001"
"Completed (59)","2017-03-28T00:00:00.000","09:00 AM","09:30 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Queens","District 24 Pre-K Center","45-45 42nd Street","30","11104","40.742572","-73.922603","402","26","4540402","4001690006","18102","QN0202"
"Completed (59)","2017-03-29T00:00:00.000","11:30 AM","12:30 PM","RNY General Presentation (GEN)","Ready NY Teleconference for Homebound Persons","Brooklyn","Teleconference 1877-950-2020 pw: 5114712#","165 Cadman Plaza E| 94-11 217th st Qns Village 11428 Mailable Area","8","11201","40.698761","-73.98987","302","33","3000172","3000850006","13","BK0202"
"Completed (59)","2017-03-29T00:00:00.000","01:00 PM","02:00 PM","RNY General Presentation (GEN)","Family Preparedness Presentation","Manhattan","Cravath, Swaine & Moore LLP","825 8th Ave","20","10019","40.762074","-73.986275","104","3","1076203","1010400029","127","MN0402"
"Completed (59)","2017-03-29T00:00:00.000","11:00 AM","12:30 PM","RNY General Presentation (GEN)","RNY Senior Center Workshop","Brooklyn","Vandalia Neighborhood Senior Center","47 Vandalia Ave","30","11239","40.649799","-73.88676","305","42","3348859","3044310100","105804","BK0504"
"Completed (59)","2017-03-29T00:00:00.000","02:30 PM","04:30 PM","RNY General Presentation (GEN)","Presentation for the Swiss Consulate","Manhattan","Consulate General of Switzerland","633 3rd Ave, 30th Floor","40","10017","40.74991","-73.975061","106","4","1037174","1013147502","88","MN0603"
"Completed (59)","2017-03-29T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","District 20 Pre-K Center","21 Bay 11th St. Brooklyn","225","11228","40.609976","-74.008608","311","50","3336436","3063620029","172","BK1102"
"Completed (59)","2017-03-29T00:00:00.000","11:30 AM","12:00 PM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","District 20 Pre-K Center","8401 5th Ave","20","11209","40.62275","-74.025382","310","47","3253432","3060270009","142","BK1001"
"Completed (59)","2017-03-29T00:00:00.000","10:00 AM","11:30 AM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Staten Island","Todt Hill Friendship Club","184 Schmidts Ln","80","10314","40.609058","-74.119053","502","49","5108960","5007060001","173","SI0203"
"Completed (59)","2017-03-30T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation for Older Adults","Brooklyn","Northside Senior Center","179 N 6th St Brooklyn NY 11211","15","11211","40.716685","-73.957339","301","34","3062100","3023280025","553","BK0102"
"Completed (59)","2017-03-30T00:00:00.000","03:00 PM","03:30 PM","RNY General Presentation (GEN)","Ready Girl Skype Call","Brooklyn","Seattle Emergency Operation Center","Seattle, Washington","50",,,,,,,,,
"Completed (59)","2017-03-30T00:00:00.000","09:00 AM","10:30 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","District 20","7415 Fort Hamilton Parkway","225","11228","40.626158","-74.015894","310","38","3148471","3059340001","206","BK1002"
"Completed (59)","2017-03-30T00:00:00.000","12:00 PM","04:00 PM","RNY Fair (FAIR)","Community Preparedness Fair","Bronx","Jacobi Medical Center
Building 8, Atrium","1400 Pelham Parkway South
Bronx, NY 10461","200","10461","40.857427","-73.847079","211","13","2097550","2042050001","296","BX1102"
"Completed (59)","2017-03-31T00:00:00.000","09:00 AM","10:00 AM","RNY for Kids (KIDS)","Ready Girl","Brooklyn","PS 277","2529 Gerritsen Ave","60","11229","40.596145","-73.928793","318","46","3242369","3085900650","666","BK1891"
"Completed (59)","2017-03-31T00:00:00.000","09:00 AM","09:45 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","District 20 Pre-K Center","148 58th St.","115","11220","40.645261","-74.022738","307","38",,,"1804","BK0702"
"Completed (59)","2017-03-31T00:00:00.000","10:00 AM","11:30 PM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","District 20 Pre-K Center","550 59th St.","70","11220","40.639386","-74.014449","307","38","3337343","3008640001","102","BK0703"
"Completed (59)","2017-04-01T00:00:00.000","01:00 PM","05:00 PM","RNY Fair (FAIR)","RNY ESOL Spanish Fair","Manhattan","Resurrection Church","325 E. 101st St","100","10029","40.787181","-73.944132","111","8","1052654","1016737501","164","MN1101"
"Completed (59)","2017-04-03T00:00:00.000","02:30 PM","03:30 PM","RNY General Presentation (GEN)","Emergency Readiness Presentation","Queens","PS 12Q","42-00 72nd Street
Woodside, NY 11377","100","11377","40.742633","-73.892805","402","26","4031853","4013490028","48302","QN0203"
"Completed (59)","2017-04-03T00:00:00.000","08:30 AM","11:00 AM","RNY for Kids (KIDS)","Ready NY for Kids","Queens","PS307Q","40-20 100th Street
Corona, NY 11368","1025","11368","40.748838","-73.865161","404","21","4040271","4016080058","40701","QN0402"
"Completed (59)","2017-04-03T00:00:00.000","09:00 AM","11:15 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","The Joan Snow Pre-K Center","3610 Glenwood Road","45","11210","40.63436","-73.941795","317","45","3206141","3075640047","784","BK1702"
"Completed (59)","2017-04-03T00:00:00.000","09:00 AM","10:30 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","District 20 Pre-K Center","1668 46th St.","75","11204","40.631768","-73.98221","312","44","3324164","3054370038","476","BK1202"
"Completed (59)","2017-04-04T00:00:00.000","07:00 PM","08:45 PM","RNY General Presentation (GEN)","RNY General Presentation for PTA","Queens","Ps223
125-20 sutphin blvd
Jamaica NY 11434","125-20
Sutphin blvd
Jamaica NY 11434","15",,,,,,,,,
"Completed (59)","2017-04-04T00:00:00.000","08:30 AM","12:00 PM","RNY General Presentation (GEN)","Presentation for the Swiss Consulate","Manhattan","Consulate General of Switzerland","633 3rd Ave, 30th Floor","40","10017","40.74991","-73.975061","106","4","1037174","1013147502","88","MN0603"
"Completed (59)","2017-04-04T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","RNY Presentation United Cerebral Palsy of NYC","Brooklyn","United Cerebral Palsy of NYC","175 Lawrence Ave","30","11230","40.6308","-73.973311","314","40","3328479","3054200069","480","BK1402"
"Completed (59)","2017-04-04T00:00:00.000","01:00 PM","02:00 PM","RNY General Presentation (GEN)","RNY Bilingual Presentation For Older Adults","Queens","CCNS Hillcrest Senior Center","16801 Hillside Ave Jamaica NY 11432","50","11432","40.710071","-73.79461","408","24","4210504","4098400001","454","QN0805"
"Completed (59)","2017-04-04T00:00:00.000","01:30 PM","02:30 PM","RNY for Kids (KIDS)","Ready NY for Kids","Bronx","PS 6 Auditorium","1000 East Tremont","300",,,,,,,,,
"Completed (59)","2017-04-04T00:00:00.000","08:30 AM","10:00 AM","RNY for Kids (KIDS)","Ready NY for Kids","Staten Island","P.S. 21","168 Hooker Place","375","10302","40.631523","-74.144297","501","49","5026335","5011350001","213","SI0106"
"Completed (59)","2017-04-04T00:00:00.000","01:00 PM","02:00 PM","RNY for Kids (KIDS)","Ready NY for Kids","Manhattan","PS 325","500 West 138th St.","20","10031","40.820953","-73.951145","109","7","1084132","1019880166","22301","MN0902"
"Completed (59)","2017-04-04T00:00:00.000","09:00 AM","10:00 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Brooklyn","District 20 Pre-K Center","1258 65th St.","140","11219","40.626555","-74.002486","310","43","3328857","3057530026","194","BK1002"
"Completed (59)","2017-04-04T00:00:00.000","01:00 PM","02:00 PM","RNY for Kids (KIDS)","Ready NY for Kids","Manhattan","PS 325","500 West 138th St.","225","10031","40.820953","-73.951145","109","7","1084132","1019880166","22301","MN0902"
"Completed (59)","2017-04-05T00:00:00.000","11:00 AM","12:00 PM","RNY General Presentation (GEN)","RNY Bilingual Presentation Emegency Preparedness","Queens","Corona Senior Center","10724 Corona Ave   Corona NY 11368","45","11368","40.743551","-73.855705","404","21","4431694","4019420053","439","QN0402"
"Completed (59)","2017-04-05T00:00:00.000","06:00 PM","07:00 PM","RNY General Presentation (GEN)","RNY presentation for BX CB 5 Health and Human Services Committee Meeting","Bronx","Davidson Community Center","2038 Davidson Avenue","25","10453","40.853537","-73.908741","205","14","2008399","2028630028","243","BX0501"
"Completed (59)","2017-04-05T00:00:00.000","09:00 AM","10:45 PM","RNY for Kids (KIDS)","Ready Girl","Queens","PS 90 School Auditorium","86-50 109th St.","700","11418","40.697033","-73.839213","409","29","4192167","4092040028","128","QN0902"
"Completed (59)","2017-04-05T00:00:00.000","10:40 AM","11:30 AM","RNY for Kids (KIDS)","Ready NY for Tweens","Queens","PS/IS 113","78-23 87th Street","250","11385","40.705516","-73.862208","405","32","4094055","4038460040","637","QN0503"
"Completed (59)","2017-04-05T00:00:00.000","09:00 AM","10:30 AM","RNY for Kids (KIDS)","Ready NY for Kids","Queens","PS/IS 113","78-23 87th Street","560","11385","40.705516","-73.862208","405","32","4094055","4038460040","637","QN0503"
"Completed (59)","2017-04-05T00:00:00.000","09:00 AM","10:00 AM","RNY for Kids (KIDS)","Ready NY for Kids","Manhattan","PS 84","32 West 92nd St.","525","10025","40.789526","-73.967574","107","6","1081042","1012050006","177","MN0702"
"Completed (59)","2017-04-06T00:00:00.000","10:30 AM","11:30 AM","RNY General Presentation (GEN)","RNY Bilingual Presentation For Older Adults","Queens","Elmhurst Jackson Hts Senior Center","7501 Broadway 3rd Fl, Elmhurst NY 11373","60","11373","40.746172","-73.890208","404","25","4036730","4014860013","267","QN0401"
"Completed (59)","2017-04-06T00:00:00.000","02:00 PM","04:00 PM","RNY General Presentation (GEN)","RNY Presentation St. John's University Students with Disabilities","Queens","St. John's Univeristy Marillac Hall Rm 131","8000 Utopia Pkway Jamaica NY 11439","2","11432","40.722189","-73.790334","408","24","4462481","4070210001","1267","QN0802"
"Completed (59)","2017-04-06T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready New York for Kids","Queens","PS 239","17-15 Weirfield Street","600","11385","40.699149","-73.903799","405","34","4435561","4035610001","553","QN0502"
"Completed (59)","2017-04-07T00:00:00.000","10:00 AM","10:45 AM","RNY for Kids (KIDS)","Extreme Weather for Kids","Queens","PS 16","45-15 104th Street","250","11368","40.746855","-73.860141","404","21","4537353","4019890084","415","QN0402"
"Completed (59)","2017-04-07T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Queens","District 24 Pre-K Center","41-15 104th Street","70","11368","40.748987","-73.86123","404","21","4048820","4019850001","40301","QN0402"
"Completed (59)","2017-04-07T00:00:00.000","09:30 AM","02:30 PM","RNY Fair (FAIR)","Building Hope for Family Well Being Fair","Brooklyn","LIU Brooklyn","1 University Plaza","100","11201","40.69175","-73.981544","302","35","3338885","3020850001","3101","BK0203"
"Completed (59)","2017-04-08T00:00:00.000","08:00 AM","01:00 PM","RNY Fair (FAIR)","RNY Fair:  2017 Foundation for Fighting Blindness Vision Walk","Queens","Fountain of the Planets (Flushing Meadows Corona Park)","Fountain of the Planets (Flushing Meadows Corona Park)","50","11355","40.748712","-73.838183","481","21","4558016","4020180001","38302","QN8191"
"Completed (59)","2017-04-08T00:00:00.000","09:00 AM","02:00 PM","RNY Fair (FAIR)","Key to the City ESOL Fair","Brooklyn","PS 109","1001 E. 45th St.","150","11203","40.636455","-73.933582","317","45","3114526","3050220002","836","BK1702"
"Completed (59)","2017-04-10T00:00:00.000","04:45 PM","05:45 PM","RNY General Presentation (GEN)","RNY Presentation for Glenwood Family Residence","Brooklyn","WIN Glenwood Family Residence","4612 Glenwood Rd Rm 101 Bklyn NY 11234","0","11234","40.634967","-73.932067","318","45","3213393","3077290025","726","BK1801"
"Completed (59)","2017-04-11T00:00:00.000","10:30 AM","11:30 AM","RNY General Presentation (GEN)","Senior Presentation at Peter Cardella","Queens","Peter Cardella Senior Center","6852 Fresh Pond Rd Ridgewood NY 11385","100","11385","40.703874","-73.895674","405","30","4085200","4035350024","583","QN0502"
"Completed (59)","2017-04-12T00:00:00.000","11:00 AM","12:00 PM","RNY for Kids (KIDS)","Bring Your Kids to Work Day","Manhattan","Manhattan District Attorney's Office","80 Centre Street","40","10013","40.715447","-74.00189","101","1","1001830","1001660027","2901","MN0102"
"Completed (59)","2017-04-13T00:00:00.000","12:30 PM","01:30 PM","RNY General Presentation (GEN)","RNY Older Adult Presentation","Queens","International Neighborhood Senior Center","90-20 170th St Jamaica NY 11432","0","11432","40.708578","-73.790579","412","27","4209721","4098020041","460","QN1201"
