"workscheduleprojectlocationid","boroughname","day","date","onstreetname","fromstreetname","tostreetname","communityboard","area","worktype","crewtype","shifttype","oftcode"
"19567","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","AVENUE D","EAST 7 STREET","EAST 8 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117130117150"
"14853","MANHATTAN","Monday","2020-06-01T00:00:00.000","AVENUE D","EAST 7 STREET","EAST 8 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117130117150"
"16833","MANHATTAN","Tuesday","2020-06-09T00:00:00.000","AVENUE D","EAST 7 STREET","EAST 8 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117130117150"
"16822","MANHATTAN","Monday","2020-06-08T00:00:00.000","AVENUE D","EAST 7 STREET","EAST 8 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117130117150"
"19595","MANHATTAN","Friday","2020-06-19T00:00:00.000","AVENUE D","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112410117150117170"
"19618","MANHATTAN","Wednesday","2020-06-17T00:00:00.000","AVENUE D","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117150117170"
"19549","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","AVENUE D","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117150117170"
"19572","MANHATTAN","Thursday","2020-06-18T00:00:00.000","AVENUE D","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112410117150117170"
"16838","MANHATTAN","Wednesday","2020-06-10T00:00:00.000","AVENUE D","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117150117170"
"14858","MANHATTAN","Tuesday","2020-06-02T00:00:00.000","AVENUE D","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117150117170"
"22824","MANHATTAN","Thursday","2020-06-25T00:00:00.000","5 AVENUE","EAST 67 STREET","EAST 68 STREET","164","Upper East Side-Carnegie Hill","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118330118350"
"22876","MANHATTAN","Friday","2020-06-26T00:00:00.000","5 AVENUE","EAST 67 STREET","EAST 68 STREET","164","Upper East Side-Carnegie Hill","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118330118350"
"14696","MANHATTAN","Thursday","2020-06-04T00:00:00.000","5 AVENUE","EAST 67 STREET","EAST 68 STREET","164","Upper East Side-Carnegie Hill","CONTRACT WORK","MILLING","NIGHT SHIFT","110410118330118350"
"14748","MANHATTAN","Friday","2020-06-05T00:00:00.000","5 AVENUE","EAST 67 STREET","EAST 68 STREET","164","Upper East Side-Carnegie Hill","CONTRACT WORK","MILLING","NIGHT SHIFT","110410118330118350"
"19089","MANHATTAN","Thursday","2020-06-18T00:00:00.000","5 AVENUE","EAST 67 STREET","EAST 68 STREET","164","Upper East Side-Carnegie Hill","CONTRACT WORK","MILLING","NIGHT SHIFT","110410118330118350"
"19141","MANHATTAN","Friday","2020-06-19T00:00:00.000","5 AVENUE","EAST 67 STREET","EAST 68 STREET","164","Upper East Side-Carnegie Hill","CONTRACT WORK","MILLING","NIGHT SHIFT","110410118330118350"
"22878","MANHATTAN","Friday","2020-06-26T00:00:00.000","5 AVENUE","EAST 68 STREET","EAST 69 STREET","164","Upper East Side-Carnegie Hill","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118350118370"
"22826","MANHATTAN","Thursday","2020-06-25T00:00:00.000","5 AVENUE","EAST 68 STREET","EAST 69 STREET","164","Upper East Side-Carnegie Hill","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118350118370"
"14698","MANHATTAN","Thursday","2020-06-04T00:00:00.000","5 AVENUE","EAST 68 STREET","EAST 69 STREET","164","Upper East Side-Carnegie Hill","CONTRACT WORK","MILLING","NIGHT SHIFT","110410118350118370"
"14750","MANHATTAN","Friday","2020-06-05T00:00:00.000","5 AVENUE","EAST 68 STREET","EAST 69 STREET","164","Upper East Side-Carnegie Hill","CONTRACT WORK","MILLING","NIGHT SHIFT","110410118350118370"
"19091","MANHATTAN","Thursday","2020-06-18T00:00:00.000","5 AVENUE","EAST 68 STREET","EAST 69 STREET","164","Upper East Side-Carnegie Hill","CONTRACT WORK","MILLING","NIGHT SHIFT","110410118350118370"
"19143","MANHATTAN","Friday","2020-06-19T00:00:00.000","5 AVENUE","EAST 68 STREET","EAST 69 STREET","164","Upper East Side-Carnegie Hill","CONTRACT WORK","MILLING","NIGHT SHIFT","110410118350118370"
"180432","MANHATTAN","Monday","2023-05-08T00:00:00.000","5 AVENUE","EAST 94 STREET","EAST 95 STREET","164","Upper East Side-Carnegie Hill","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410118850118870"
