"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_therms","es_commodity","underlying_utility"
"LOW HOUSES","BROOKLYN","LOW HOUSES","BLD 02 - Community Center","Not Applicable","Community Center","169","276","K216900","FEDERAL","NY005011690P","DIRECT ENERGY BUSINESS (32179)","12150503","2022-12","2022-11-24T00:00:00.000","2022-12-23T00:00:00.000","29","538921300","N","44.62","NA","Exception","103","BROKERED GAS","NatGrid NYC"
"STERLING PLACE REHABS (STERLING-BUFFALO)","BROOKLYN","STERLING PLACE REHABS (STERLING-BUFFALO)","BLD 07","Not Applicable",,"368","837","K036800","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12151434","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","303075631","N","858.24","NA","Yes","1981","BROKERED GAS","NatGrid NYC"
"COLLEGE AVENUE-EAST 165TH STREET","BRONX","COLLEGE AVENUE-EAST 165TH STREET","BLD 01","Not Applicable",,"236","351","B023600","FEDERAL","NY005013080P","DIRECT ENERGY BUSINESS (32179)","12150593","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","754.77","NA","Yes","1600","BROKERED GAS","ConEd"
"CASTLE HILL","BRONX","CASTLE HILL","BLD 04","NONE","BLD 1-14","80","431","B008000","MIXED FINANCE/LLC1","NY005020800P","CONSOLIDATED EDISON COMPANY OF NY","12059857","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3377623","N","359734.54","TRMDHDF","Yes","380849","UTILITY GAS","ConEd"
"LEAVITT STREET-34TH AVENUE","QUEENS","LEAVITT STREET-34TH AVENUE","BLD 01","Not Applicable",,"201","386","Q020100","FEDERAL","NY005011860P","DIRECT ENERGY BUSINESS (32179)","12150526","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","2.95416E+14","N","3215.79","NA","Exception","6817","BROKERED GAS","ConEd"
"EAST 165TH STREET-BRYANT AVENUE","BRONX","EAST 165TH STREET-BRYANT AVENUE","BLD 02","Not Applicable",,"304","552","B030400","FEDERAL","NY005015300P","DIRECT ENERGY BUSINESS (32179)","12150601","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","1356.23","NA","Yes","2875","BROKERED GAS","ConEd"
"LOW HOUSES","BROOKLYN","LOW HOUSES","BLD 01","Not Applicable",,"169","276","K016900","FEDERAL","NY005011690P","DIRECT ENERGY BUSINESS (32179)","12151612","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","537618010","N","35021.39","NA","Yes","80836","BROKERED GAS","NatGrid NYC"
"BOSTON ROAD PLAZA","BRONX","BOSTON ROAD PLAZA","BLD 02 - Community Center","AMR",,"189","304","B218900","FEDERAL","NY005010390P","CONSOLIDATED EDISON COMPANY OF NY","12037296","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3591216","N","2070.56","TR II NR","Yes","2167","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 27","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12104699","2022-12","2022-09-22T00:00:00.000","2022-10-24T00:00:00.000","32","3267826","Y","27.98","TRMDH","Yes","0","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 27","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12104679","2022-12","2022-07-25T00:00:00.000","2022-08-23T00:00:00.000","29","3267826","Y","25.49","TRMDH","Yes","0","UTILITY GAS","ConEd"
"HOLMES TOWERS","MANHATTAN","HOLMES TOWERS","BLD 01","NONE","BLD 1-2","159","277","M015900","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","12038029","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3318746","N","65045.95","TRMDHDF","Yes","68196","UTILITY GAS","ConEd"
"LEAVITT STREET-34TH AVENUE","QUEENS","LEAVITT STREET-34TH AVENUE","BLD 01","NONE","BLD 1","201","386","Q020100","FEDERAL","NY005011860P","CONSOLIDATED EDISON COMPANY OF NY","12059718","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","4078760","N","902.5","TR I NR","Yes","1202","UTILITY GAS","ConEd"
"BORINQUEN PLAZA I","BROOKLYN","BORINQUEN PLAZA I","BLD 04 - Community Center","AMR",,"243","353","K224300","FEDERAL","NY005012430P","National Grid NYC","12079509","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5577461","N","40.67","T2-2 TRAN GENERAL","Yes","0","UTILITY GAS","NatGrid NYC"
"PARK ROCK REHAB","BROOKLYN","PARK ROCK REHAB","BLD 09","AMR","BLD 7-9","351","765","K035100","FEDERAL","NY005013510P","National Grid NYC","12079788","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5154644","N","600.23","T3 TRAN MULT FAM","Yes","1113","UTILITY GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 27","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12094045","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3267826","N","27.31","TRMDH","Yes","1","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 35","Not Applicable",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","DIRECT ENERGY BUSINESS (32179)","12151117","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","3649.31","NA","Yes","7736","BROKERED GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 06","Not Applicable",,"302","565","K030200","FEDERAL","NY005012470P","DIRECT ENERGY BUSINESS (32179)","12151596","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","488930201","NA","0","NA","Yes","0","BROKERED GAS","NatGrid NYC"
"PARK ROCK REHAB","BROOKLYN","PARK ROCK REHAB","BLD 06","AMR","BLD 06","351","765","K035100","FEDERAL","NY005013510P","National Grid NYC","12079789","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","4653387","N","1613.09","T3 TRAN MULT FAM","Yes","3622","UTILITY GAS","NatGrid NYC"
"STERLING PLACE REHABS (STERLING-BUFFALO)","BROOKLYN","STERLING PLACE REHABS (STERLING-BUFFALO)","BLD 05","Not Applicable",,"368","837","K036800","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12151451","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","304949731","N","1306.22","NA","Yes","3015","BROKERED GAS","NatGrid NYC"
"HOPE GARDENS","BROOKLYN","HOPE GARDENS","BLD 02","AMR",,"247","546","K024700","FEDERAL","NY005012470P","National Grid NYC","12079578","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","9550056","N","4482.54","T3 TRAN MULT FAM","Yes","10941.19","UTILITY GAS","NatGrid NYC"
"BORINQUEN PLAZA I","BROOKLYN","BORINQUEN PLAZA I","BLD 08","AMR","BLD 8","243","353","K024300","FEDERAL","NY005012430P","National Grid NYC","12079548","2022-12","2022-11-09T00:00:00.000","2022-12-27T00:00:00.000","48","7358286","N","5667.18","T1B TRAN RES HEAT","Yes","4296","UTILITY GAS","NatGrid NYC"
"LONG ISLAND BAPTIST HOUSES","BROOKLYN","LONG ISLAND BAPTIST HOUSES","BLD 01","Not Applicable",,"276","502","K027600","FEDERAL","NY005012610P","DIRECT ENERGY BUSINESS (32179)","12151623","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","548910021","N","2337.33","NA","Yes","5395","BROKERED GAS","NatGrid NYC"
"QUEENSBRIDGE NORTH","QUEENS","QUEENSBRIDGE NORTH","BLD 14","Not Applicable",,"505","398","Q050500","FEDERAL","NY005005050P","DIRECT ENERGY BUSINESS (32179)","12150541","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","2.95416E+14","N","27476.39","NA","Yes","58246","BROKERED GAS","ConEd"
"CLAREMONT REHAB (GROUP 3)","BRONX","CLAREMONT REHAB (GROUP 3)","BLD 04","Not Applicable",,"308","750","B030800","FEDERAL","NY005013080P","DIRECT ENERGY BUSINESS (32179)","12150748","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","2070.42","NA","Yes","4389","BROKERED GAS","ConEd"
"OCEAN HILL-BROWNSVILLE","BROOKLYN","OCEAN HILL-BROWNSVILLE","BLD 05","AMR",,"313","287","K031300","FEDERAL","NY005013510P","National Grid NYC","12079776","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","1315793","N","710.84","T3 TRAN MULT FAM","Yes","1387","UTILITY GAS","NatGrid NYC"
"BUTLER","BRONX","BUTLER","BLD 03","NONE","BLD 1-6","113","435","B011300","FEDERAL","NY005001130P","CONSOLIDATED EDISON COMPANY OF NY","12036303","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3383894","N","239019.42","TRMDHDF","Yes","252775","UTILITY GAS","ConEd"
"STEBBINS AVENUE-HEWITT PLACE","BRONX","STEBBINS AVENUE-HEWITT PLACE","BLD 01","Not Applicable",,"353","770","B035300","FEDERAL","NY005013420P","DIRECT ENERGY BUSINESS (32179)","12150653","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","1662.38","NA","Yes","3524","BROKERED GAS","ConEd"
"PATTERSON","BRONX","PATTERSON","BLD 13","NONE","BLD 1-15","24","522","B002400","FEDERAL","NY005000240P","CONSOLIDATED EDISON COMPANY OF NY","12037402","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3661304","N","239289.95","TRMDHDF","Yes","253062","UTILITY GAS","ConEd"
"SOUTH BRONX AREA (SITE 402)","BRONX","SOUTH BRONX AREA (SITE 402)","BLD 02","NONE",,"305","550","B030500","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12057562","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3571445","Y","2420.53","TRMDH","Yes","2018","UTILITY GAS","ConEd"
"BORINQUEN PLAZA I","BROOKLYN","BORINQUEN PLAZA I","BLD 04","Not Applicable",,"243","353","K024300","FEDERAL","NY005012430P","DIRECT ENERGY BUSINESS (32179)","12151234","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","58920820","N","1173.21","NA","Yes","2708","BROKERED GAS","NatGrid NYC"
"SOUTH BRONX AREA (SITE 402)","BRONX","SOUTH BRONX AREA (SITE 402)","BLD 02","Not Applicable",,"305","550","B030500","FEDERAL","NY005013420P","DIRECT ENERGY BUSINESS (32179)","12150617","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","951.95","NA","Yes","2018","BROKERED GAS","ConEd"
"HOPE GARDENS","BROOKLYN","HOPE GARDENS","BLD 02","AMR","BLD 1-3","247","546","K024700","FEDERAL","NY005012470P","National Grid NYC","12079578","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","6587981","N","5851.98","T3 TRAN MULT FAM","Yes","14283.81","UTILITY GAS","NatGrid NYC"
"STANTON STREET","MANHATTAN","STANTON STREET","BLD 01","NONE",,"559","841","M055900","FEDERAL","NY005013590P","CONSOLIDATED EDISON COMPANY OF NY","12036842","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3523070","N","3148.12","TRMDH","Yes","2638","UTILITY GAS","ConEd"
"CASSIDY-LAFAYETTE","STATEN ISLAND","CASSIDY-LAFAYETTE","BLD 02","AMR","BLD 1-5","206","319","S020600","FEDERAL","NY005011170P","National Grid NYC","12079506","2022-12","2022-11-28T00:00:00.000","2022-12-23T00:00:00.000","25","811387","N","16519.9","T3 TRAN MULT FAM","Yes","38830","UTILITY GAS","NatGrid NYC"
"SOUTH BRONX AREA (SITE 402)","BRONX","SOUTH BRONX AREA (SITE 402)","BLD 04","Not Applicable",,"305","550","B030500","FEDERAL","NY005013420P","DIRECT ENERGY BUSINESS (32179)","12150623","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","510.88","NA","Yes","1083","BROKERED GAS","ConEd"
"CLINTON","MANHATTAN","CLINTON","BLD 04","NONE","BLD 1-4, 7","123","245","M012300","FEDERAL","NY005001230P","CONSOLIDATED EDISON COMPANY OF NY","12056195","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","2937439","N","91131.75","TRMDHDF","Yes","95872","UTILITY GAS","ConEd"
"EAST 165TH STREET-BRYANT AVENUE","BRONX","EAST 165TH STREET-BRYANT AVENUE","BLD 03","Not Applicable",,"304","552","B030400","FEDERAL","NY005015300P","DIRECT ENERGY BUSINESS (32179)","12150603","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","2036.93","NA","Yes","4318","BROKERED GAS","ConEd"
"STANTON STREET","MANHATTAN","STANTON STREET","BLD 01","Not Applicable",,"559","841","M055900","FEDERAL","NY005013590P","DIRECT ENERGY BUSINESS (32179)","12150973","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","1244.42","NA","Yes","2638","BROKERED GAS","ConEd"
"PATTERSON","BRONX","PATTERSON","BLD 13","Not Applicable",,"24","522","B002400","FEDERAL","NY005000240P","DIRECT ENERGY BUSINESS (32179)","12150777","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","119376.94","NA","Yes","253062","BROKERED GAS","ConEd"
"LEAVITT STREET-34TH AVENUE","QUEENS","LEAVITT STREET-34TH AVENUE","BLD 01","NONE","BLD 1","201","386","Q020100","FEDERAL","NY005011860P","CONSOLIDATED EDISON COMPANY OF NY","12059720","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3319222","N","7193.67","TRMDH","Yes","6817","UTILITY GAS","ConEd"
"BETHUNE GARDENS","MANHATTAN","BETHUNE GARDENS","BLD 01","Not Applicable",,"160","271","M016000","FEDERAL","NY005010030P","DIRECT ENERGY BUSINESS (32179)","12151208","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","11585.22","NA","Yes","24559","BROKERED GAS","ConEd"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 03","Not Applicable",,"205","322","K020500","FEDERAL","NY005011670P","DIRECT ENERGY BUSINESS (32179)","12151521","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","328925940","N","256.92","NA","Exception","593","BROKERED GAS","NatGrid NYC"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 06","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12079829","2022-12","2022-11-23T00:00:00.000","2022-12-27T00:00:00.000","34","1122676","N","157.2","T1B TRAN RES HEAT","Yes","162","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 02","Not Applicable",,"302","565","K030200","FEDERAL","NY005012470P","DIRECT ENERGY BUSINESS (32179)","12150501","2022-12","2022-11-27T00:00:00.000","2022-12-23T00:00:00.000","26","488920711","N","448.4","NA","Yes","1035","BROKERED GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 27","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12104683","2022-12","2022-05-24T00:00:00.000","2022-06-23T00:00:00.000","30","3267826","Y","26.2","TRMDH","Yes","0","UTILITY GAS","ConEd"
"OCEAN HILL-BROWNSVILLE","BROOKLYN","OCEAN HILL-BROWNSVILLE","BLD 03","AMR","BLD 2-3","313","287","K031300","FEDERAL","NY005013510P","National Grid NYC","12079781","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5594412","N","1092.73","T3 TRAN MULT FAM","Yes","2333","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 01","Not Applicable",,"302","565","K030200","FEDERAL","NY005012470P","DIRECT ENERGY BUSINESS (32179)","12151590","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","488920831","N","408.54","NA","Exception","943","BROKERED GAS","NatGrid NYC"
"BOSTON ROAD PLAZA","BRONX","BOSTON ROAD PLAZA","BLD 02 - Community Center","Not Applicable","Community Center","189","304","B218900","FEDERAL","NY005010390P","DIRECT ENERGY BUSINESS (32179)","12150801","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","1022.24","NA","Exception","2167","BROKERED GAS","ConEd"
"STERLING PLACE REHABS (STERLING-BUFFALO)","BROOKLYN","STERLING PLACE REHABS (STERLING-BUFFALO)","BLD 04","Not Applicable",,"368","837","K036800","FEDERAL","NY005013510P","DIRECT ENERGY BUSINESS (32179)","12151449","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","304946631","N","887.71","NA","Yes","2049","BROKERED GAS","NatGrid NYC"
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BROOKLYN","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BLD 03","AMR",,"366","801","K036600","FEDERAL","NY005013510P","National Grid NYC","12079749","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5318828","N","1337.78","T3 TRAN MULT FAM","Yes","2940","UTILITY GAS","NatGrid NYC"
"EAST NEW YORK CITY LINE","BROOKLYN","EAST NEW YORK CITY LINE","BLD 29","AMR","BLD 28-29","263","378","K026300","FEDERAL","NY005010700P","National Grid NYC","12079982","2022-12","2022-11-26T00:00:00.000","2022-12-27T00:00:00.000","31","5610421","N","446.76","T3 TRAN MULT FAM","Yes","795","UTILITY GAS","NatGrid NYC"
"RALPH AVENUE REHAB","BROOKLYN","RALPH AVENUE REHAB","BLD 01","Not Applicable",,"352","771","K035200","FEDERAL","NY005011670P","DIRECT ENERGY BUSINESS (32179)","12151572","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","348935001","N","815.36","NA","Exception","1882","BROKERED GAS","NatGrid NYC"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 1",,"BACKUP GENERATOR","51","573","Q005100","FEDERAL","NY005010980P","National Grid LI","12083145","2022-12","2022-12-01T00:00:00.000","2022-12-30T00:00:00.000","29","4973285","N","42.35","250 Gas Non Resid General Use","Yes","3","UTILITY GAS","NatGrid LI"
"SURFSIDE GARDENS","BROOKLYN","SURFSIDE GARDENS","BLD 03","NONE","BLD 1-3","170","278","K017000","FEDERAL","NY005011700P","National Grid NYC","12080085","2022-12","2022-11-23T00:00:00.000","2022-12-27T00:00:00.000","34","12564577","N","27615.06","T3 TRAN MULT FAM","Yes","67511","UTILITY GAS","NatGrid NYC"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 04","Not Applicable",,"205","322","K020500","FEDERAL","NY005011670P","DIRECT ENERGY BUSINESS (32179)","12151520","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","328925840","N","203.19","NA","Exception","469","BROKERED GAS","NatGrid NYC"
"LOWER EAST SIDE I INFILL","MANHATTAN","LOWER EAST SIDE I INFILL","BLD 05","Not Applicable",,"326","784","M032600","FEDERAL","NY005011000P","DIRECT ENERGY BUSINESS (32179)","12150948","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","1374.62","NA","Yes","2914","BROKERED GAS","ConEd"
"LATIMER GARDENS","QUEENS","LATIMER GARDENS","BLD 03 - Community Center","Not Applicable","Community Center","186","290","Q218600","FEDERAL","NY005011860P","DIRECT ENERGY BUSINESS (32179)","12150535","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","2.95416E+14","N","706.66","NA","Exception","1498","BROKERED GAS","ConEd"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 02","Not Applicable",,"205","322","K020500","FEDERAL","NY005011670P","DIRECT ENERGY BUSINESS (32179)","12151522","2022-12","2022-11-24T00:00:00.000","2022-12-27T00:00:00.000","33","328926040","N","61.95","NA","Exception","143","BROKERED GAS","NatGrid NYC"
"EAST NEW YORK CITY LINE","BROOKLYN","EAST NEW YORK CITY LINE","BLD 17","Not Applicable",,"263","378","K026300","FEDERAL","NY005010700P","DIRECT ENERGY BUSINESS (32179)","12150508","2022-12","2022-11-27T00:00:00.000","2022-12-23T00:00:00.000","26","578910040","N","655.93","NA","Yes","1514","BROKERED GAS","NatGrid NYC"
"GOWANUS","BROOKLYN","GOWANUS",,,,"25","515","K002500","FEDERAL","NY005000250P","National Grid NYC","12079694","2022-12","2022-11-23T00:00:00.000","2022-12-27T00:00:00.000","34","7309571","N","50.23","T3 TRAN MULT FAM","Yes","5","UTILITY GAS",
"RANGEL","MANHATTAN","RANGEL","BLD 04","NONE","BLD 1-8","37","317","M003700","FEDERAL","NY005000370P","CONSOLIDATED EDISON COMPANY OF NY","12031908","2022-12","2022-04-25T00:00:00.000","2022-05-24T00:00:00.000","29","3333977","N","42131.01","TRMDHDF","Yes","47560","UTILITY GAS","ConEd"
"CASTLE HILL","BRONX","CASTLE HILL","BLD 04","Not Applicable",,"80","431","B008000","MIXED FINANCE/LLC1","NY005020800P","DIRECT ENERGY BUSINESS (32179)","12150680","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","179657.9","NA","Yes","380849","BROKERED GAS","ConEd"
"BOSTON ROAD PLAZA","BRONX","BOSTON ROAD PLAZA","BLD 01","Not Applicable",,"189","304","B018900","FEDERAL","NY005010390P","DIRECT ENERGY BUSINESS (32179)","12150802","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","3.95416E+14","N","12509.15","NA","Exception","26518","BROKERED GAS","ConEd"
"EAST 165TH STREET-BRYANT AVENUE","BRONX","EAST 165TH STREET-BRYANT AVENUE","BLD 02","NONE",,"304","552","B030400","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12057591","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3571444","Y","3426.23","TRMDH","Yes","2875","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 34","Not Applicable",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","DIRECT ENERGY BUSINESS (32179)","12151099","2022-12","2022-11-23T00:00:00.000","2022-12-23T00:00:00.000","30","4.95416E+14","N","1624.64","NA","Yes","3444","BROKERED GAS","ConEd"
"STUYVESANT GARDENS I","BROOKLYN","STUYVESANT GARDENS I","BLD 03","Not Applicable",,"221","337","K022100","FEDERAL","NY005012210P","DIRECT ENERGY BUSINESS (32179)","12151423","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","248912530","N","9169.09","NA","Yes","21164","BROKERED GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 08","Not Applicable",,"302","565","K030200","FEDERAL","NY005012470P","DIRECT ENERGY BUSINESS (32179)","12151587","2022-12","2022-11-27T00:00:00.000","2022-12-27T00:00:00.000","30","488920431","N","370.42","NA","Yes","855","BROKERED GAS","NatGrid NYC"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 33","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12037268","2022-12","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3267843","Y","3517.73","TRMDH","Yes","2953","UTILITY GAS","ConEd"
