"court_index_number","docket_number","eviction_address","eviction_apt_num","executed_date","marshal_first_name","marshal_last_name","residential_commercial_ind","borough","eviction_zip","ejectment","eviction_possession","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"B33386/17","098968","1105 BOYNTON AVE","3C","2017-11-03T00:00:00.000","Darlene","Barone","Residential","BRONX","10472","Not an Ejectment","Possession","40.826442","-73.877733","9","18","5002","2023839","2037400001","Soundview-Bruckner"
"67863/18","013726","75-25 153RD STREET","507","2018-10-15T00:00:00.000","George","Essock, Jr.","Residential","QUEENS","11367","Not an Ejectment","Possession","40.725735","-73.813781","8","24","77908","4531846","4068090001","Kew Gardens Hills"
"060897/17","075960","238 EAST 26TH STREET","B2","2017-11-03T00:00:00.000","Henry","Daley","Residential","BROOKLYN","11226","Not an Ejectment","Possession","40.643933","-73.952730","17","40","792","3119045","3051690022","Erasmus"
"067308/18","097453","2326 GLEASON AVENUE","1FT","2020-01-07T00:00:00.000","Henry","Daley","Residential","BRONX","10462","Not an Ejectment","Possession","40.832469","-73.846948","9","18","96","2027023","2038290020","Westchester-Unionport"
"30808/15","327485","2715 GRAND CONCOURSE","5G","2017-01-03T00:00:00.000","Thomas","Bia","Residential","BRONX","10468","Not an Ejectment","Possession","40.867480","-73.893320","7","14","40304","2017426","2033140041","Van Cortlandt Village"
"90804/17","076195","169 LOTT AVENUE","3A","2018-03-05T00:00:00.000","Justin","Grossman","Residential","BROOKLYN","11212","Not an Ejectment","Possession","40.658036","-73.907181","16","42","916","3342605","3036150001","Brownsville"
"95202/16A","064703","1181 SUTTER AVENUE","1","2017-06-16T00:00:00.000","Justin","Grossman","Residential","BROOKLYN","11208","Not an Ejectment","Possession","40.672439","-73.874317","5","42","1196","3394007","3042470003","East New York"
"81642/16","465649","735 W. 172ND ST. AKA  135-143 HAVEN AVE.","A52","2017-03-17T00:00:00.000","Danny","Weinheim","Residential","MANHATTAN","10032","Not an Ejectment","Possession","40.844948","-73.941398","12","10","255","1063439","1021390329","Washington Heights South"
"300471/23","005588","850 AMSTERDAM AVENUE","CELLULAR PHONE STORE","2023-06-12T00:00:00.000","David","Smith","Commercial","MANHATTAN","10025","Not an Ejectment","Possession","40.797587","-73.967801","7","7","187","1056510","1018730031","Upper West Side"
"22465/18","062241","24 MOTHER GASTON BLV","08F","2019-05-06T00:00:00.000","Howard","Schain","Residential","BROOKLYN","11233","Not an Ejectment","Eviction","40.681271","-73.908725","16","37","369","3041566","3015280033","Ocean Hill"
"89246/18","089856","2335-2337 CONEY ISLA ND AVENUE","ENTIRE","2019-02-15T00:00:00.000","Justin","Grossman","Commercial","BROOKLYN","11223","Not an Ejectment","Possession",,,,,,,,
"N82093/16","077186","330 EAST 38TH STREET","49-B","2017-06-15T00:00:00.000","Ileana","Rivera","Residential","MANHATTAN","10016","Not an Ejectment","Possession","40.746742","-73.972741","6","4","78","1076166","1009437501","Murray Hill-Kips Bay"
"51574/17","076067","599 MORRIS AVENUE","6G","2018-01-23T00:00:00.000","Henry","Daley","Residential","BRONX","10451","Not an Ejectment","Possession","40.818491","-73.922269","1","17","65","2091242","2024400001","Melrose South-Mott Haven North"
"313824/21","107723","1012 GARRISON AVENUE","STORE #4","2022-07-25T00:00:00.000","Justin","Grossman","Commercial","BRONX","10474","Not an Ejectment","Possession","40.818907","-73.890211","2","17","93","2005940","2027400001","Hunts Point"
"62630/17","022301","10559 FLATLANDS 4TH  STREET RM 1 REAR",,"2017-07-17T00:00:00.000","Gary","Rose","Residential","BROOKLYN","11236","Not an Ejectment","Possession",,,,,,,,
"51258/18","081100","96-10 57TH AVENUE","14B","2018-04-18T00:00:00.000","Henry","Daley","Residential","QUEENS","11368","Not an Ejectment","Possession","40.736982","-73.864614","4","21","455","4047315","4019180052","Corona"
"26102/18","085031","961 EAST 173RD ST","4C","2018-09-20T00:00:00.000","Henry","Daley","Residential","BRONX","10460","Not an Ejectment","Possession","40.834770","-73.885979","3","17","161","2010881","2030020001","Crotona Park East"
"50015/22","108539","66-59 SAUNDERS STREE T","1ST FLOOR","2022-09-09T00:00:00.000","Justin","Grossman","Residential","QUEENS","11374","Not an Ejectment","Possession","40.726533","-73.855244","6","29","71306","4074788","4031590087","Forest Hills"
"54036/19","207902","117-56 122ND PLACE","2","2019-09-16T00:00:00.000","Richard","Capuano","Residential","QUEENS","11420","Not an Ejectment","Possession","40.675190","-73.815548","10","28","840","4253620","4117150074","South Ozone Park"
"78312/17","16900","109-53 153RD STREET",,"2018-05-14T00:00:00.000","Edward","Guida","Residential","QUEENS","11433","Not an Ejectment","Possession","40.690624","-73.796224","12","28","260","4263263","4121450008","South Jamaica"
"K095758/17","390663","1035 NOSTRAND AVENUE","STORE","2018-03-19T00:00:00.000","Richard","McCoy","Residential","BROOKLYN","11225","Not an Ejectment","Possession","40.662962","-73.950864","9","40","329","3035093","3013210006","Prospect Lefferts Gardens-Wingate"
"57342/17-2","292815","60-01 D 194TH STREET","3B","2017-08-16T00:00:00.000","George","Essock","Residential","QUEENS","11365","Not an Ejectment","Possession","40.741455","-73.781796","8","23","1347","4618116","4071170300","Fresh Meadows-Utopia"
"K57646/19","098479","1352 NEW YORK AVENUE","2A","2019-12-11T00:00:00.000","Ileana","Rivera","Residential","BROOKLYN","11210","Not an Ejectment","Possession","40.639917","-73.945505","17","45","830","3337097","3049640040","East Flatbush-Farragut"
"7282/17","166943","2954 VALENTINE AVE","C6","2018-01-12T00:00:00.000","Alfred","Locascio","Residential","BRONX","10458","Not an Ejectment","Possession","40.871531","-73.886639","7","11","413","2017113","2033030001","Bedford Park-Fordham North"
"64238/18","013085","198-01 D 67TH AVENUE    UNIT D","D","2018-12-05T00:00:00.000","George","Essock, Jr.","Residential","QUEENS","11365","Not an Ejectment","Possession","40.739395","-73.776498","8","23","1347",,,"Fresh Meadows-Utopia"
"B23571/18B","109563","2707 SEDGWICK AVENUE","3C","2019-06-05T00:00:00.000","Darlene","Barone","Residential","BRONX","10468","Not an Ejectment","Possession","40.870053","-73.903107","8","14","273","2015500","2032530001","Van Cortlandt Village"
"85257/16A","059086","533 OCEAN AVENUE","C3","2017-02-06T00:00:00.000","Justin","Grossman","Residential","BROOKLYN","11226","Not an Ejectment","Possession","40.649651","-73.960918","14","40","51002","3117155","3051010093","Flatbush"
"75895/16","108669","212-29 HILLSIDE AVE","E4D","2017-02-28T00:00:00.000","Maxine","Chevlowe","Residential","QUEENS","11427","Not an Ejectment","Possession","40.725215","-73.753250","13","23","552","4228877","4106810056","Queens Village"
"28214/17","065726","1975 GRAND AVENUE","3H","2017-08-29T00:00:00.000","Justin","Grossman","Residential","BRONX","10453","Not an Ejectment","Possession","40.852257","-73.910775","5","14","243","2008619","2028690159","University Heights-Morris Heights"
"68376/18A","487928","420 EAST 61ST ST. AK A ONE SUTTON PL NO","3C","2019-04-29T00:00:00.000","Danny","Weinheim","Residential","MANHATTAN","10065","Not an Ejectment","Possession","40.760575","-73.960412","8","5","10602","1087436","1014550013","Lenox Hill-Roosevelt Island"
"50998/17","075996","11-15 PORT RICH AVE.","24","2017-08-09T00:00:00.000","Kenneth","Giachetta","Residential","STATEN ISLAND","10302","Not an Ejectment","Possession",,,,,,,,
"082496/17","079342","264 CANAL STREET FIFTH (5TH) FLOOR EAST",,"2018-03-13T00:00:00.000","Henry","Daley","Commercial","MANHATTAN","10013","Not an Ejectment","Possession",,,,,,,,
"63332/16","333229","1040 ANDERSON AVENUE","2J","2017-05-02T00:00:00.000","Thomas","Bia","Residential","BRONX","10452","Not an Ejectment","Possession","40.833203","-73.926458","4","8","193","2003052","2025040094","Highbridge"
"75703/17","153152","1745 EAST 8TH STREET","11D","2018-02-05T00:00:00.000","Ronald","Pazant","Residential","BROOKLYN","11223","Not an Ejectment","Possession","40.606276","-73.964566","15","44","418","3177559","3066650034","Homecrest"
"52129/17","152864","245 MILL ROAD","2P","2017-09-29T00:00:00.000","Ronald","Pazant","Residential","STATEN ISLAND","10306","Not an Ejectment","Possession","40.563124","-74.111060","3","50","12806","5105549","5039830045","Oakwood-Oakwood Beach"
"306165/21","001956","1703 BOSTON ROAD BARBER SHOP",,"2023-01-25T00:00:00.000","David","Smith","Commercial","BRONX","10460","Not an Ejectment","Possession",,,,,,,,
"K300281/22","120646","330 WILSON AVENUE","3G","2022-10-12T00:00:00.000","Darlene","Barone","Residential","BROOKLYN","11221","Not an Ejectment","Possession","40.695962","-73.917403","4","37","417","3076116","3033240019","Bushwick South"
"B062962/18","404512","790 CONCOURSE VILLAGE WEST","1B","2019-08-29T00:00:00.000","Richard","McCoy","Residential","BRONX","10451","Not an Ejectment","Possession","40.824382","-73.922613","4","16","61","2101571","2024439080","East Concourse-Concourse Village"
"52666/17","076269","260 PARKHILL AVENUE","6C","2018-07-11T00:00:00.000","Kenneth","Giachetta","Residential","STATEN ISLAND","10304","Not an Ejectment","Possession","40.612677","-74.083078","1","49","40","5106237","5029220001","Grymes Hill-Clifton-Fox Hills"
"B53275/17","102665","2334 BOSTON ROAD","2K","2018-01-29T00:00:00.000","Darlene","Barone","Residential","BRONX","10467","Not an Ejectment","Possession","40.860558","-73.867067","11","13","330","2050046","2043470007","Bronxdale"
"68974/19","097326","5609 15TH AVENUE","6K","2019-08-12T00:00:00.000","Henry","Daley","Residential","BROOKLYN","11219","Not an Ejectment","Possession","40.628325","-73.991905","12","44","240","3130764","3054910001","Borough Park"
"15235/18","114819","466 WEST 26TH STREET","#03A","2019-02-04T00:00:00.000","Maxine","Chevlowe","Residential","MANHATTAN","10001","Not an Ejectment","Eviction","40.749430","-74.002422","4","3","93","1083578","1007230001","Hudson Yards-Chelsea-Flatiron-Union Square"
"64299/19","25738","91-13 31ST AVENUE",,"2019-12-05T00:00:00.000","Edward","Guida","Commercial","QUEENS","11369","Not an Ejectment","Possession","40.760143","-73.877450","3","22","351","4033590","4013890028","Jackson Heights"
"69666/18A","083345","36 KENILWORTH PLACE","STORAGE ROOM 8","2018-11-07T00:00:00.000","Justin","Grossman","Commercial","BROOKLYN","11210","Not an Ejectment","Possession","40.635050","-73.951324","14","45","770","3121601","3052480022","Flatbush"
"60435/17","002893","335 E. 148TH STREET","22","2018-01-11T00:00:00.000","Vadim","Barbarovich","Residential","BRONX","10451","Not an Ejectment","Possession","40.816050","-73.920549","1","17","65","2000903","2023300051","Melrose South-Mott Haven North"
"B041602/19","409830","3040 HULL AVENUE","1D","2022-11-04T00:00:00.000","Richard","McCoy","Residential","BRONX","10467","Not an Ejectment","Possession","40.871743","-73.879371","7","11","425","2017912","2033320007","Norwood"
"82608/17*","168264","1338 BERGEN STREET","4","2017-11-28T00:00:00.000","Alfred","Locascio","Residential","BROOKLYN","11213","Not an Ejectment","Possession","40.675561","-73.940256","8","36","311","3030822","3012230023","Crown Heights North"
"67484/16","6321","46-01 67TH STREET","G16","2017-01-18T00:00:00.000","Edward","Guida","Residential","QUEENS","11377","Not an Ejectment","Possession","40.739553","-73.897653","2","30","243","4056316","4024310023","Elmhurst-Maspeth"
"69666/18B","083346","36 KENILWORTH PLACE","STORAGE ROOM 8","2018-11-07T00:00:00.000","Justin","Grossman","Commercial","BROOKLYN","11210","Not an Ejectment","Possession","40.635050","-73.951324","14","45","770","3121601","3052480022","Flatbush"
"67278/18","351896","1755 JARVIS AVENUE","4C","2019-03-25T00:00:00.000","Thomas","Bia","Residential","BRONX","10461","Not an Ejectment","Possession","40.846866","-73.830018","10","13","26602","2046215","2041750007","Pelham Bay-Country Club-City Island"
"K53182/18","102185","350 STERLING STREET","5K","2020-02-03T00:00:00.000","Ileana","Rivera","Residential","BROOKLYN","11225","Not an Ejectment","Possession","40.663206","-73.949469","9","40","329","3035095","3013210021","Prospect Lefferts Gardens-Wingate"
"210806/17","082249","1345 FIFTH AVENUE","04A","2019-10-22T00:00:00.000","Henry","Daley","Residential","MANHATTAN","10029","Not an Ejectment","Possession","40.798305","-73.948171","11","9","184","1080500","1016180001","East Harlem North"
"212/18*","169592","2718 BAINBRIDGE AVE","5E","2018-06-13T00:00:00.000","Alfred","Locascio","Residential","BRONX","10458","Not an Ejectment","Possession","40.866040","-73.890911","7","15","40502","2016626","2032870053","Bedford Park-Fordham North"
"76698/16","12386","143-10 HILLSIDE AVENUE",,"2017-09-18T00:00:00.000","Edward","Guida","Residential","QUEENS","11435","Not an Ejectment","Possession","40.704922","-73.812580","12","24","214","4206933","4096850017","Briarwood-Jamaica Hills"
"901311/17","340984","935 EAST 163RD STREET","STORE#8","2018-02-06T00:00:00.000","Thomas","Bia","Commercial","BRONX","10459","Not an Ejectment","Possession","40.821007","-73.896650","2","17","87","2005456","2027030025","Longwood"
"89293/17*","062080","6914 RIDGE BOULEVARD","A7","2018-12-06T00:00:00.000","Howard","Schain","Residential","BROOKLYN","11209","Not an Ejectment","Possession","40.636188","-74.028817","10","43","36","3145572","3058700044","Bay Ridge"
"13113/17*","032854","919 MYRTLE AVENUE","07J","2018-01-10T00:00:00.000","Bruce","Kemp","Residential","BROOKLYN","11206","Not an Ejectment","Eviction","40.695866","-73.945027","3","36","25902","3324250","3017400001","Bedford"
"43652/16","317524","1951 SOUTHERN BOULEVARD","14","2017-01-27T00:00:00.000","John","Villanueva","Residential","BRONX","10460","Not an Ejectment","Possession","40.842540","-73.885705","6","17","36502","2010159","2029600070","East Tremont"
"74839/18","016743","97-01 109TH STREET  1ST FLOOR APARTMENT",,"2019-04-18T00:00:00.000","George","Essock, Jr.","Residential","QUEENS","11419","Not an Ejectment","Possession",,,,,,,,
"71221/17","342392","1321 FINDLAY AVENUE","1","2018-09-12T00:00:00.000","Thomas","Bia","Residential","BRONX","10456","Not an Ejectment","Possession","40.835566","-73.910717","4","16","17702","2007209","2027830068","East Concourse-Concourse Village"
"70595/17","203213","408 EAST 92ND STREET","28A","2017-10-10T00:00:00.000","Richard","Capuano","Residential","MANHATTAN","10128","Not an Ejectment","Possession","40.780515","-73.946184","8","5","152","1086205","1015710049","Yorkville"
"308083/21","107990","75-16 BROADWAY","RESTAURANT","2022-05-19T00:00:00.000","Justin","Grossman","Commercial","QUEENS","11373","Not an Ejectment","Possession","40.746108","-73.890100","4","25","267","4036729","4014860008","Elmhurst"
"307095/21N","117852","10 HANOVER SQUARE","12Y","2023-06-22T00:00:00.000","Justin","Grossman","Residential","MANHATTAN","10005","Not an Ejectment","Possession","40.704328","-74.009230","1","1","7","1000859","1000310001","Battery Park City-Lower Manhattan"
"806731/16","065438","1760 STORY AVENUE","08D","2017-04-24T00:00:00.000","Henry","Daley","Residential","BRONX","10473","Not an Ejectment","Possession","40.823177","-73.866437","9","18","42","2092756","2036370001","Soundview-Castle Hill-Clason Point-Harding Park"
"79859/16B","063592","332 TROY AVENUE","1R","2017-05-22T00:00:00.000","Justin","Grossman","Residential","BROOKLYN","11213","Not an Ejectment","Possession","40.667498","-73.936817","9","35","335","3037676","3014000049","Crown Heights South"
"B8538/19A","113503","3573 DEKALB AVENUE","3-A","2019-05-22T00:00:00.000","Darlene","Barone","Residential","BRONX","10467","Not an Ejectment","Possession","40.884258","-73.878925","7","11","431","2017845","2033290060","Norwood"
"79194/17","011056","4-75 48TH AVENUE","2802","2018-07-05T00:00:00.000","George","Essock, Jr.","Residential","QUEENS","11109","Not an Ejectment","Possession","40.744596","-73.956445","2","26","1","4439033","4000190019","Hunters Point-Sunnyside-West Maspeth"
"19765/15","322342","159-26 HARLEM RIVER DRIVE","5F","2017-04-10T00:00:00.000","Thomas","Bia","Residential","MANHATTAN","10039","Not an Ejectment","Eviction","40.832882","-73.935438","10","9","24302","1084182","1021060320","Central Harlem North-Polo Grounds"
"63599/18B","081218","1281 JEFFERSON AVE","ENTIRE 2ND FLOOR","2018-09-05T00:00:00.000","Justin","Grossman","Residential","BROOKLYN","11221","Not an Ejectment","Possession","40.692305","-73.912290","4","37","415","3077604","3033830046","Bushwick South"
