"objectid","wotype","wostatus","wopriority","boroughcode","communityboard","buildingnumber","streetname","locationdetails","actualfinishdate","wocontract","parkname","parkzone","cancelreason","wocategory","sanitationassigneddate","sanitationremovaldate","sanitationupdateddate","wowoodremains","woequipment","zipcode","citycouncil","statesenate","stateassembly","congressional","sanitationzone","physicalid","crossstreet1","crossstreet2","plantingspaceglobalid","treepointglobalid","inspectionglobalid","globalid","sidewalkdamage","wowireconflict","crewglobalid","geometry","closeddate","canceldate","createddate","updateddate","woentity","projstartdate","woproject","recommendedspecies","latitude","longitude","census_tract","bin","bbl","nta","location"
"7207382","Tree Removal","Closed","9","Queens","407.0","14-17","131 STREET","POSTED FOR 2-2-19 AS PER CREW 3 /""CARS PARKED AS PER CREW 1 ON 1/16/2019"" CAR PARKED AS PER CREW 3 //1F 13' LINDEN B/T","2019-02-02 05:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris","Bucket & Chipper","11356.0","19.0","11.0","27.0","14.0","4075C","93436","15 AVENUE","14 AVENUE",,,"1F21C14C-2C49-41FF-B102-766191C57B13","5F035F06-D7DE-4FC2-ABE7-007CB5CCF0E0",,"No Util Conflict Present","80DE6CA3-47A2-464A-9588-3FE7C6D44334","POINT (-73.8375173842791384 40.7854703644338912)","2019-02-02 18:45:00.0000000",,"2017-12-04 10:45:00.0000000","2019-02-02 18:45:00.0000000","In-House",,"SubStatus 3",,"40.785678","-73.837551","945","4098531","4040990014","College Point","POINT (-73.83751738427914 40.78547036443389)"
"5756373","Block Pruning","Closed",,"Brooklyn","305.0","1138","BELMONT AVENUE","1S","2017-03-20 11:11:11.0000000","BP-B17",,,,"Block Pruning",,,,"No Wood Debris",,"11208.0","42.0","19.0","60.0","8.0","3053C","74054","SHERIDAN AVENUE","LINCOLN AVENUE",,,"DB3ACE83-C12B-49C1-A785-55CEF03363EC","0AFE7EA8-D3A4-49B7-8C52-0123E21D71FA",,"No Util Conflict Present",,"POINT (-73.8668932541377927 40.6746536564203822)","2017-08-09 11:11:11.0000000",,"2017-01-31 13:00:11.0000000","2017-08-09 11:11:11.0000000","Expense",,,,,,,,,,"POINT (-73.86689325413779 40.67465365642038)"
"6659396","Tree Removal","Closed","9","Brooklyn","314.0","1350","EAST  17 STREET",,"2017-09-15 10:00:00.0000000","TRS-B18",,,,"Risk Mitigation",,,,"No Wood Debris",,"11230.0","48.0","17.0","45.0","9.0","3144C","88222","AVENUE N","CEDAR STREET",,,"C34A96DF-C396-4F48-A409-35152D77B510","F70AE4BA-EC12-438E-934E-006FB15FF91A",,"No Util Conflict Present",,"POINT (-73.9580413913103598 40.6172952531928004)","2017-09-15 10:00:00.0000000",,"2017-08-01 12:40:00.0000000","2017-09-15 10:00:00.0000000","Expense",,,,"40.617173","-73.957958","538","3181028","3067450124","Midwood","POINT (-73.95804139131036 40.6172952531928)"
"15161080","Block Pruning","Closed",,"Brooklyn","303.0","709","JEFFERSON AVENUE","1f","2023-02-10 05:00:00.0000000","BP-B22",,,,"Block Pruning",,,,"No Wood Debris",,"11221.0","36.0","25.0","56.0","8.0","3034A",,"JEFFERSON AV","MALCOLM X BLVD",,,"E1D86E28-5547-4D95-9F4E-6CC81859D950","C83A5257-808B-4FDC-84EF-00CEF00F0E0B",,"No Util Conflict Present",,"POINT (-73.9298141214681124 40.6856569914444179)","2023-03-03 15:00:00.0000000",,"2021-09-13 16:35:00.0000000","2023-03-03 15:00:00.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-73.92981412146811 40.68565699144442)"
"10663379","Pest & Disease Treatment","Cancel",,"Brooklyn","318.0","30","PAERDEGAT  1 STREET","1F",,"EAB-TRT-B20",,,"EAB Treatment Work Order has expired. Trees require inspection for future EAB contracts.","Misc Work",,,,"No Wood Debris",,"11236.0","46.0","19.0","59.0","8.0","3182C","89507","EAST  78 STREET","EAST  77 STREET",,,"0EB62EA8-0EB5-4946-B384-561E8B98318A","D818FE88-C10B-4F4C-982B-0183007A0954",,"No Util Conflict Present",,"POINT (-73.9125590367612517 40.6326044152316186)",,"2021-07-27 00:00:00.0000000","2019-09-18 09:52:42.0000000","2019-09-18 13:52:42.0000000","Expense",,"P&D - EAB",,"40.632368","-73.912841","998","3225374","3080290014","Canarsie","POINT (-73.91255903676125 40.63260441523162)"
"6040110","Block Pruning","Closed",,"Queens","414.0","12-41","AUGUSTINA AVENUE","8A","2018-01-25 05:00:00.0000000","BP-Q17",,,,"Block Pruning",,,,"No Wood Debris",,"11691.0","31.0","10.0","23.0","5.0","4143D","99794","WHEATLEY STREET","MINTON STREET",,,"097E720C-2C5A-4422-9F92-3A8B9E25F83E","077AFB71-1086-44B8-A199-014BE15816DF",,"No Util Conflict Present",,"POINT (-73.7480351285638704 40.6091586429944655)","2018-01-25 17:38:00.0000000",,"2017-03-29 14:08:00.0000000","2018-01-25 17:38:00.0000000","Expense",,,,,,,,,,"POINT (-73.74803512856387 40.609158642994466)"
"9905633","Block Pruning","Closed",,"Queens","412.0","90-21","170 STREET","1F","2019-06-07 04:00:00.0000000","BP-Q20",,,,"Block Pruning",,,,"No Wood Debris",,"11432.0","27.0","14.0","29.0","5.0","4121D","93252","JAMAICA AVENUE","90 AVENUE",,,"00194943-74ED-4D28-A8B5-ACA5CE1D28D0","6FC99CEC-F14C-403D-B76B-011E3DFA11E9",,"No Util Conflict Present",,"POINT (-73.7902484263192946 40.7081405487178287)","2019-06-07 12:40:00.0000000",,"2019-04-08 15:21:00.0000000","2019-06-07 12:40:00.0000000","Expense",,"Block Pruning",,"40.708584","-73.790561","462","4538974","4098040026","Jamaica","POINT (-73.7902484263193 40.70814054871783)"
"5942335","Block Pruning","Closed",,"Queens","409.0","118","82 DRIVE","F1","2019-04-10 04:00:00.0000000","BP-Q18",,,,"Block Pruning",,,,"No Wood Debris",,"11415.0","29.0","15.0","27.0","6.0","4094C","100143","KEW GARDENS ROAD","AUSTIN STREET",,,"616454D6-2EE2-4016-A159-AACE92BC04D0","32F23567-8293-4A7B-9ED0-0275BFBB2C97",,"No Util Conflict Present",,"POINT (-73.8298069262765324 40.7102563263261388)","2019-04-10 13:21:00.0000000",,"2017-03-08 12:03:00.0000000","2019-04-10 13:21:00.0000000","Expense",,"SubStatus 1",,"40.710865","-73.828795","775","4080104","4033520065","Kew Gardens","POINT (-73.82980692627653 40.71025632632614)"
"10379490","Block Pruning","Closed",,"Queens","411.0","32-02","215 STREET","1F","2021-01-25 05:00:00.0000000","BP-Q20",,,,"Block Pruning",,,,"No Wood Debris",,"11361.0","19.0","11.0","26.0","6.0","4112D","101721","32 ROAD","DEAD END",,,"CEADC078-5E48-403D-B955-7998CAE28D7C","B9CC52E1-DAFD-40D5-A0DC-0024FB0A1FAC",,"No Util Conflict Present",,"POINT (-73.7714937157786466 40.7742480960467759)","2021-01-25 12:01:00.0000000",,"2019-08-05 12:52:00.0000000","2021-01-25 12:01:00.0000000","Expense",,"Block Pruning",,"40.773645","-73.771228","1093","4134771","4060560075","Bayside","POINT (-73.77149371577865 40.774248096046776)"
"5786181","Block Pruning","Closed",,"Queens","407.0","16-33","163 STREET","1F","2017-04-21 11:11:11.0000000","BP-Q17",,,,"Block Pruning",,,,"No Wood Debris",,"11357.0","19.0","11.0","26.0","3.0","4078E","25392","17 AVENUE","16 ROAD",,,"0154CB3C-67DD-444C-982B-98BAAC9F72D6","6E016662-0971-486D-A0A7-006053880A57",,"No Util Conflict Present",,"POINT (-73.8000013562777468 40.7834558690076108)","2017-04-21 11:11:11.0000000",,"2017-02-06 09:08:23.0000000","2017-04-27 11:11:11.0000000","Expense",,"Block Pruning",,"40.783623","-73.800049","1017","4618950","4047670001","Bay Terrace-Clearview","POINT (-73.80000135627775 40.78345586900761)"
"7134475","Block Pruning","Closed","1","Staten Island","503.0",,,"PARK 34Z. LAWN","2017-12-29 08:27:40.0000000","BP-S18","Greencroft Playground",,,"Block Pruning",,,,"All Wood Removed",,,,,,,"5033E",,,,,,"EE24224D-CAB7-4D53-93F3-4DDE03C9F718","4AC6C63B-78CE-4086-A281-001530DE63E4",,"No Util Conflict Present",,"POINT (-74.1359638538667269 40.5516173243852052)","2018-01-02 13:24:01.0000000",,"2017-11-16 09:35:26.0000000","2018-01-02 13:24:01.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-74.13596385386673 40.551617324385205)"
"6225622","Limb Down","Closed",,"Queens","409.0","84-40","85 AVENUE","also open w\o prune(low growth\obstruting side walk & street)w\o #5415227","2017-07-26 04:00:00.0000000",,,,,"Post-Failure Tree/Debris Removal",,,,"No Wood Debris",,"11421.0","32.0","15.0","38.0","7.0","4092D","78820","85 STREET","FOREST PARKWAY",,,"8806765F-A9D2-42C1-B481-B28251507EE0","BBB0D714-AECB-4A86-9E57-014455AD3DE7",,"No Util Conflict Present","0FB60795-41F9-4244-91EA-82F8098FC236","POINT (-73.8424479946703087 40.6994475017538591)","2017-07-27 12:08:00.0000000",,"2017-05-11 09:11:00.0000000","2019-09-19 12:38:39.0000000","In-House",,,,"40.695785","-73.861279","12","4181621","4088570051","Woodhaven","POINT (-73.84244799467031 40.69944750175386)"
"8471928","Pruning","Closed","7","Queens","413.0","87-03","256 STREET","2 F PRUNE TREE AWAY FROM ENTRANCE AND PRUNE DEADWOOD","2018-12-03 05:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris",,"11001.0","23.0","11.0","33.0","3.0","4131E","33433","87 TERRACE","87 AVENUE",,,"BAA16FFE-D5B4-4B82-8861-E51599B562AD","7149C226-08AD-4269-B448-02688105D6E6",,"No Util Conflict Present","8325FE07-9703-42E3-9686-1E8412F34C94","POINT (-73.7097095160280560 40.7307882710156690)","2018-12-03 19:25:00.0000000",,"2018-07-03 12:06:00.0000000","2018-12-03 19:25:24.0000000","In-House",,"SubStatus 7",,"40.730721","-73.709745","1579.03","4180596","4088240033","Glen Oaks-Floral Park-New Hyde Park","POINT (-73.70970951602806 40.73078827101567)"
"16032077","Block Pruning","Closed",,"Queens","410.0","161-15","97 STREET","1F","2022-12-13 05:00:00.0000000","BP-Q22",,,,"Block Pruning",,,,"No Wood Debris",,"11414.0","32.0","15.0","23.0","8.0","4104E","84110","161 AV","97 ST",,,"F0EEC726-EAB9-42EA-94FE-E934133CEBB4","C78B8DF2-A5C1-4E28-B6A1-001A348B9F21",,"Electric Utility Open",,"POINT (-73.8351218217406000 40.6559043492274910)","2023-06-02 14:55:00.0000000",,"2021-12-22 15:34:00.0000000","2023-06-02 14:55:00.0000000","Expense",,"Block Pruning",,"40.655948","-73.835182","884","4295726","4141930055","Howard Beach-Lindenwood","POINT (-73.8351218217406 40.65590434922749)"
"18456070","Tree Plant-Street Tree Block","Closed",,"Queens","414.0","649","BEACH 69 STREET","1 F LP 72X52 WIRES TIER1 [HVI5] [DT]","2022-11-15 05:00:00.0000000","QG-1319M",,,,"Tree Planting",,,,"No Wood Debris",,"11692.0","31.0","10.0","31.0","5.0","4142E","14453","BAYFIELD AVENUE","DE COSTA AVENUE",,,"29D6837C-DA53-4258-9805-F035017C27C2","79431673-838B-4CA7-B5E2-027383FE0C94",,"No Util Conflict Present",,"POINT (-73.7988240499088590 40.5983775227573318)","2022-11-28 20:24:00.0000000",,"2022-07-21 13:54:00.0000000","2022-11-28 20:24:00.0000000","Capital",,,,"40.598360","-73.798731","954","4302912","4160450036","Rockaway Beach-Arverne-Edgemere","POINT (-73.79882404990886 40.59837752275733)"
"5762970","Block Pruning","Closed",,"Staten Island","501.0","20","BAY STREET LANDING","pit: strip 6f","2017-03-06 04:00:00.0000000","BP-S17",,,,"Block Pruning",,,,"No Wood Debris",,"10301.0","49.0","23.0","61.0","11.0","5012C","165023","DEAD END","VICTORY BOULEVARD",,,"B5069C29-CFBF-438C-AFDA-D6BD9A958DCA","8FDE414A-2867-4D74-B850-019E5C5C7C01",,"No Util Conflict Present",,"POINT (-74.0744198780275980 40.6378746042441676)","2017-03-06 11:21:39.0000000",,"2017-02-01 08:21:37.0000000","2017-03-06 11:21:39.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-74.0744198780276 40.63787460424417)"
"20732578","Tree Removal","Open","7","Brooklyn","305.0","447","JEROME STREET","1F Jerome gardens NP TUES FRI 11AM-1230PM",,,,,,"Risk Mitigation",,,,"No Wood Debris",,"11207.0","42.0","19.0","60.0","8.0","3054E","74011","JEROME ST","SUTTER AV",,,"6638C604-A647-496F-92C1-410D725E87F0","EA7690A3-2B72-4986-8C13-00CF586DE101",,"No Util Conflict Present",,"POINT (-73.8857930931343390 40.6707068161964713)",,,"2023-06-05 13:06:56.0000000",,"In-House",,,,,,,,,,"POINT (-73.88579309313434 40.67070681619647)"
"9833762","Block Pruning","Closed",,"Manhattan","107.0","215","WEST  92 STREET","5F","2019-05-20 05:00:00.0000000","BP-M19",,,,"Block Pruning",,,,"No Wood Debris",,"10025.0","6.0","30.0","67.0","10.0","1074B","97383","BROADWAY","AMSTERDAM AVENUE",,,"DB0FCF12-EE67-4DD3-B98D-C45075393831","0FF8D19F-2C5F-44C5-B67B-0125FC77E17B",,"No Util Conflict Present",,"POINT (-73.9732648654228484 40.7919821342354467)","2019-06-14 15:02:50.0000000",,"2019-03-27 10:59:10.0000000","2019-06-14 19:02:51.0000000","Expense",,"Block Pruning",,"40.791748","-73.972802","179","1033612","1012400024","Upper West Side (Central)","POINT (-73.97326486542285 40.79198213423545)"
"7629571","Block Pruning","Closed",,"Queens","414.0","10-66","VIRGINIA STREET","1FX","2018-11-15 05:00:00.0000000","BP-Q18",,,,"Block Pruning",,,,"No Wood Debris",,"11691.0","31.0","15.0","23.0","5.0","4143C","81108","EMPIRE AVENUE","ALMONT ROAD",,,"2765C099-C890-46F3-AD75-4CA3963BE628","FFC99DB8-245A-4532-8010-0273C839EA85",,"No Util Conflict Present",,"POINT (-73.7432058655737563 40.6066533932125182)","2018-11-15 14:16:00.0000000",,"2018-02-05 10:05:00.0000000","2018-11-15 14:16:00.0000000","Expense",,"SubStatus 1",,,,,,,,"POINT (-73.74320586557376 40.60665339321252)"
"709325","Tree Plant-Street Tree","Closed",,"Queens","411.0","218-004","STEWART ROAD","2 S LP (48X72)  BLK PLANT","2015-11-30 00:00:00.0000000","QG-215M",,,,"Tree Planting",,,,"No Wood Debris",,"11427.0","23.0","11.0","24.0","6.0","4115C","27505","219 STREET","UNION TURNPIKE",,,"30ECDB6B-39F1-42C1-95D8-8272679FC8FB","94D8FB7B-3993-416A-9C5C-003936EB440C",,"No Util Conflict Present",,"POINT (-73.7527102871458737 40.7346079579236431)","2017-04-13 10:00:00.0000000",,"2015-07-31 15:05:00.0000000","2017-04-13 10:00:00.0000000","Capital","2015-10-15 00:00:00.0000000","SubStatus 2",,,,,,,,"POINT (-73.75271028714587 40.73460795792364)"
"2870266","Tree Down","Closed",,"Queens","413.0","234-17","121 AVENUE","TREE DOWN  STREET SIDE 2 14""  SUGAR MAPLE poor hydrant ASAP","2016-02-26 05:00:00.0000000",,,,,"Post-Failure Tree/Debris Removal",,,,"No Wood Debris",,"11411.0","27.0","14.0","33.0","5.0","4135C",,"235 STREET","234 STREET",,,"54ABB6B0-36C6-4AB6-9951-0CE7AE261BAA","3A801F02-28C0-4291-AA75-009FDF671FC1",,"No Util Conflict Present","A3F3F51E-0274-41D2-84B7-21AE7B71AEE5","POINT (-73.7305106357570281 40.6847212288189084)","2016-02-29 13:13:00.0000000",,"2016-02-26 14:45:00.0000000","2019-01-04 15:47:27.0000000","In-House",,"ASAP",,"40.684789","-73.731092","614","4276380","4128190054","Cambria Heights","POINT (-73.73051063575703 40.68472122881891)"
"6945601","Tree Plant-Street Tree","Closed","12","Brooklyn","315.0","1837","EAST  24 STREET","2 F NP 100X45  (CM DEUTSCH PRIORITY) B12 MARKED","2019-05-03 04:00:00.0000000","BG-516MR",,,,"Tree Planting",,,,"No Wood Debris",,"11229.0","48.0","17.0","41.0","9.0","3152D","45965","AVENUE S","AVENUE R",,,"94A366CF-9AAB-4ED2-8FF8-8DB84C0E6FA9","E61A3165-8AAC-409A-A3B3-004595DD35BD",,"No Util Conflict Present",,"POINT (-73.9486592520154318 40.6057711639487948)","2019-05-10 23:52:00.0000000",,"2017-10-14 12:45:00.0000000","2019-05-10 23:52:00.0000000","Capital","2019-03-15 00:00:00.0000000","Substatus 11",,"40.605825","-73.948720","562","3184360","3068300071","Madison","POINT (-73.94865925201543 40.605771163948795)"
"12581825","Tree Down","Closed","8","Queens","409.0","109-001","85 AVENUE","TD","2020-08-30 04:00:00.0000000","EM-Q21",,,,"Post-Failure Tree/Debris Removal","2020-08-19 18:34:00.0000000","2020-08-21 19:34:06.0000000","2020-08-21 19:34:06.0000000","All Wood Removed","Loader","11418.0","32.0","15.0","28.0","6.0","4093D","33830","110 STREET","109 STREET",,,"29432479-F0B9-493F-B1E8-44CB176545E2","F5042C85-4908-477A-94DE-0098803E1990","1.0","All Conflicts Resolved",,"POINT (-73.8405206511528576 40.6999227182486791)","2020-08-30 15:09:00.0000000",,"2020-08-19 18:34:00.0000000","2020-08-30 15:09:00.0000000","Expense",,"Storm",,"40.699903","-73.840498","128","4191864","4091950026","Richmond Hill","POINT (-73.84052065115286 40.69992271824868)"
"9157436","Block Pruning","Closed",,"Staten Island","502.0","109","NEW DORP PLAZA","PIT: PIT 1F","2019-02-19 08:35:16.0000000","BP-S19",,,,"Block Pruning",,,,"All Wood Removed",,"10306.0","50.0","24.0","62.0","11.0","5022C","88534","ROSS AVENUE","ROSE AVENUE",,,"8FE724F0-F7DD-4982-8519-8749668EE0CF","A2D0FD16-BA1B-4AF4-9334-001B31A29710",,"No Util Conflict Present",,"POINT (-74.1187236935972322 40.5727450362076780)","2019-02-19 14:17:46.0000000",,"2018-11-09 15:49:22.0000000","2019-02-19 19:17:47.0000000","Expense",,"Block Pruning",,,,,,,,"POINT (-74.11872369359723 40.57274503620768)"
"5988114","Block Pruning","Closed",,"Brooklyn","315.0","3165","NOSTRAND AVENUE","6F","2017-06-07 11:11:11.0000000","BP-B17",,,,"Block Pruning",,,,"No Wood Debris",,"11229.0","48.0","19.0","41.0","9.0","3152E","44467","AVENUE S","AVENUE R",,,"D6826AE6-D050-4B85-97C9-3DD8C8826D13","CDB20D04-1327-4AB6-866A-01D9D3496A77",,"No Util Conflict Present",,"POINT (-73.9429662784131949 40.6066412210487826)","2017-08-09 11:11:11.0000000",,"2017-03-20 15:35:10.0000000","2017-08-09 11:11:11.0000000","Expense",,,,,,,,,,"POINT (-73.9429662784132 40.60664122104878)"
"11098712","Block Pruning","Closed",,"Queens","403.0","31-046","81 STREET","1f","2020-05-01 04:00:00.0000000","BP-Q20",,,,"Block Pruning",,,,"No Wood Debris",,"11370.0","25.0","13.0","34.0","14.0","4031D","71022","32 AVENUE","31 AVENUE",,,"79551A34-AEFA-4C4E-AF37-C2AB1191CD78","CF7B605B-AB94-45AA-8FDB-016308214082",,"No Util Conflict Present",,"POINT (-73.8867799292135174 40.7577514173118090)","2020-05-01 11:31:00.0000000",,"2020-02-05 21:02:00.0000000","2020-05-01 11:31:00.0000000","Expense",,,,"40.758393","-73.886842","309.03","4025817","4011510029","Jackson Heights","POINT (-73.88677992921352 40.75775141731181)"
"7958639","Tree Removal for Tree Planting","Cancel",,"Bronx","201.0","545","EAST 142 STREET","2 S EP 96X62  TR <6 ESD ECD BT12 HVI",,"XG-116M",,,"Void Duplicate work order","Tree Planting",,,,"No Wood Debris",,"10454.0","8.0","29.0","84.0","15.0","2012A","88116","ST ANNS AVENUE","BROOK AVENUE",,,"6A38A448-E934-4EF6-8366-0EEDB4FC52C0","D02188A9-46FC-4246-899F-016B4B07EE9F",,"No Util Conflict Present",,"POINT (-73.9158143157123249 40.8098024861861362)","2018-07-16 15:46:00.0000000","2018-07-16 15:46:00.0000000","2018-03-23 14:46:00.0000000","2018-07-16 15:46:00.0000000","Capital",,"SubStatus 2",,"40.809973","-73.916434","41","2090354","2022690021","Mott Haven-Port Morris","POINT (-73.91581431571232 40.809802486186136)"
"20550275","Block Pruning","Open",,"Queens","413.0","147-07","230 STREET","1F",,"BP-Q23",,,,"Block Pruning",,,,"No Wood Debris",,"11413.0","31.0","10.0","31.0","5.0","4138D","26021","147 AV","230 ST",,,"819566CD-AAC0-4719-A993-79BB06DA26B1","3E4918EF-0814-4C39-B92C-010EB2CF8A5D",,"Electric Utility Open",,"POINT (-73.7521832083324114 40.6576075407443014)",,,"2023-05-10 15:58:34.0000000",,"Expense",,"Block Pruning",,"40.657663","-73.752206","694","4291373","4137100062","Springfield Gardens (South)-Brookville","POINT (-73.75218320833241 40.6576075407443)"
"9265398","Limb Down","Closed","8","Queens","401.0","33-02","34 AVENUE","1F,19""DBH,PIN,L/D","2018-12-14 05:00:00.0000000",,,,,"Post-Failure Tree/Debris Removal",,,,"No Wood Debris",,"11106.0","26.0","12.0","36.0","12.0","4014C","24715","34 STREET","33 STREET",,,"950E3C03-92CC-4638-BD07-A0CDCDBDA31C","80314738-A675-4603-87E1-026D5C9FBB42",,"No Util Conflict Present","CB85B0F0-AD57-4988-9C31-2895FC22CAD5","POINT (-73.9254803165462988 40.7587565869713089)","2018-12-14 19:23:00.0000000",,"2018-12-05 12:18:00.0000000","2018-12-14 19:23:12.0000000","In-House",,,,"40.758853","-73.925526","57","4008233","4006100025","Astoria (Central)","POINT (-73.9254803165463 40.75875658697131)"
"11020497","Block Pruning","Open",,"Bronx","201.0","*","*","EAST SIDE,  NORTH OF ENTRANCE",,"BP-X23","Grove Hill Community Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2012B",,,,,,"096108F2-25E6-4C4D-8F26-AB8449343CD3","74D4A0A8-865A-41C4-BB64-0131B84B6F3F",,"No Util Conflict Present",,"POINT (-73.9088479854238045 40.8200815454060546)",,,"2020-01-23 16:32:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.9088479854238 40.820081545406055)"
"622256","Pruning","Closed",,"Brooklyn","301.0","72","NOBLE STR","CREW # 6726: [OT] AMPS #  /DIA # 75360 & 75359 [AMERICAN PLGD[5-30-15]","2015-05-30 04:00:00.0000000",,"American Playground",,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,,,,,,,"B39D7299-76BB-4598-9F8F-2EAC26726F75","FC9F99F0-B90D-45B1-BE79-01DD179F3404",,"No Util Conflict Present",,"POINT (-73.9579278627261516 40.7285164555028700)","2015-06-26 20:36:00.0000000",,"2015-06-26 20:33:00.0000000","2015-06-26 20:36:00.0000000","In-House",,,,,,,,,,"POINT (-73.95792786272615 40.72851645550287)"
"19226188","Tree Plant-Street Tree","Closed",,"Brooklyn","301.0","193","METROPOLITAN AVENUE","24008","2022-12-21 05:00:00.0000000",,,,,"Tree Planting",,,,"No Wood Debris",,"11249.0","34.0","18.0","50.0","12.0","3012B","46655","BEDFORD AV","METROPOLITAN AV",,,"A78F13F1-C0F7-4611-A73F-E26F9542CA61","D83B9C3B-47BE-4C33-8CBE-00D7751907EE",,"No Util Conflict Present",,"POINT (-73.9606196809071292 40.7154443622544164)","2022-12-21 14:20:44.0000000",,"2022-10-18 13:07:40.0000000","2022-12-21 14:20:44.0000000","Permitted",,"PPR - Offsite tree planting - zoning",,,,,,,,"POINT (-73.96061968090713 40.715444362254416)"
"18319439","Pruning","Open","4","Staten Island","503.0","78","ALEXANDER AVENUE","3S Inspected by AD",,"EAB-TRT-S23",,,,"Risk Mitigation",,,,"No Wood Debris",,"10312.0","51.0","24.0","63.0","11.0","5035E",,"ALEXANDER AV","VON BRAUN AV",,,"0F6C84A1-9C36-413F-BEEF-DA852E2068C0","BDDEC370-C539-48E4-A5F9-0152ED439A27",,"No Util Conflict Present",,"POINT (-74.1793421675152445 40.5564327559901230)",,,"2022-07-06 18:46:20.0000000","2022-07-25 18:45:44.0000000","Expense",,"P&D - EAB",,,,,,,,"POINT (-74.17934216751524 40.55643275599012)"
"17209618","Pruning","Closed","3","Brooklyn","317.0","3011","BEVERLY ROAD",,"2022-03-22 04:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris",,"11226.0","45.0","21.0","42.0","9.0","3174B","45716","EAST   31 STREET","NOSTRAND AVENUE",,,"A14D8ADA-1E18-4433-96F3-06D3DA3DA7D4","FC59E46F-921A-49D8-97A0-016D321D6036",,"No Util Conflict Present","4BB44B08-E3C6-41E8-A9DF-8BB6FA4F2305","POINT (-73.9484185106684890 40.6452270269072358)","2022-03-24 15:09:30.0000000",,"2022-03-24 15:06:00.0000000","2022-03-24 15:09:30.0000000","In-House",,,,,,,,,,"POINT (-73.94841851066849 40.645227026907236)"
"1664734","Pruning","Cancel",,"Brooklyn","315.0","2559","EAST  29 STREET",,,,,,"No Risk Rating","Risk Mitigation",,,,"No Wood Debris",,"11235.0","48.0","19.0","41.0","9.0","3154E","44576","AVENUE Z","AVENUE Y",,,"5216B3DE-28EC-42C1-BB9F-59380091B4D5","2A69DA85-52B7-4ECA-AA55-0149DF3B0CB8",,"No Util Conflict Present",,"POINT (-73.9408887943295952 40.5901080846239708)","2018-04-05 20:12:00.0000000","2018-04-05 20:12:00.0000000","2015-10-15 19:30:00.0000000","2018-12-28 14:40:46.0000000","In-House",,,,"40.590374","-73.940994","596","3204739","3074450042","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","POINT (-73.9408887943296 40.59010808462397)"
