"school_year","busbreakdown_id","run_type","bus_no","route_number","reason","schools_serviced","occurred_on","created_on","boro","bus_company_name","how_long_delayed","number_of_students_on_the_bus","has_contractor_notified_schools","has_contractor_notified_parents","have_you_alerted_opt","informed_on","incident_number","last_updated_on","breakdown_or_running_late","school_age_or_prek"
"2015-2016","1229399","Special Ed AM Run","186","W655","Heavy Traffic","75912","2015-11-13T08:20:00.000","2015-11-13T08:20:00.000","Westchester","MAR-CAN TRANSPORT CO. INC","20MINS","4","Yes","No","No","2015-11-13T08:20:00.000",,"2015-11-13T08:20:36.000","Running Late","School-Age"
"2015-2016","1229403","Special Ed AM Run","30","M278","Heavy Traffic","02699","2015-11-13T08:19:00.000","2015-11-13T08:23:00.000","Manhattan","CAREFUL BUS","20min","6","Yes","Yes","No","2015-11-13T08:23:00.000",,"2015-11-13T08:23:00.000","Running Late","School-Age"
"2015-2016","1229404","Pre-K/EI","899","10","Heavy Traffic","C601","2015-11-13T08:22:00.000","2015-11-13T08:24:00.000","Bronx","G.V.C., LTD.","5minutes","13","Yes","Yes","No","2015-11-13T08:24:00.000",,"2015-11-13T08:24:27.000","Running Late","Pre-K"
"2015-2016","1229407","Pre-K/EI","2532","WOC 5","Other","C455","2015-11-13T08:15:00.000","2015-11-13T08:26:00.000","Brooklyn","THOMAS BUSES, INC.","15 mins","9","Yes","Yes","Yes","2015-11-13T08:26:00.000",,"2015-11-13T08:26:46.000","Running Late","Pre-K"
"2015-2016","1229408","Special Ed AM Run","57","M673","Heavy Traffic","02622","2015-11-13T08:27:00.000","2015-11-13T08:33:00.000","Manhattan","CAREFUL BUS","30min","9","Yes","Yes","No","2015-11-13T08:33:00.000",,"2015-11-13T08:33:59.000","Running Late","School-Age"
"2015-2016","1229409","Pre-K/EI","9308","4","Other","E017","2015-11-13T08:33:00.000","2015-11-13T08:36:00.000","Bronx","G.V.C., LTD.","10MINUTES","12","Yes","Yes","No","2015-11-13T08:36:00.000",,"2015-11-13T08:36:00.000","Running Late","Pre-K"
"2015-2016","1229416","Special Ed Field Trip","VN24660","X332","Flat Tire","11096","2015-11-13T09:13:00.000","2015-11-13T09:15:00.000","Bronx","VAN TRANS LLC (B2192)","30mins","0","Yes","Yes","Yes","2015-11-13T09:15:00.000",,"2015-11-13T09:15:01.000","Running Late","School-Age"
"2015-2016","1229417","Pre-K/EI","52224","B0916A","Accident","C311","2015-11-13T07:05:00.000","2015-11-13T09:15:00.000","Brooklyn","L & M BUS CORP.","20 MINS","2","Yes","Yes","Yes","2015-11-13T09:15:00.000",,"2015-11-13T09:15:51.000","Running Late","Pre-K"
"2017-2018","1377521","Pre-K/EI","119","4","Heavy Traffic","C465","2017-10-17T08:07:00.000","2017-10-17T08:09:00.000","Bronx","G.V.C., LTD.","16-30 Min","13","Yes","Yes","No","2017-10-17T08:09:00.000",,"1900-01-01T00:00:00.000","Running Late","Pre-K"
"2017-2018","1386109","Pre-K/EI","2714","CASS4","Mechanical Problem","C955","2017-11-14T15:39:00.000","2017-11-14T15:42:00.000","Bronx","SELBY TRANSPORTATION",,"0","Yes","Yes","Yes","2017-11-14T15:42:00.000",,"2017-11-14T16:38:05.000","Breakdown","Pre-K"
"2018-2019","1456628","Special Ed AM Run","87D","X966","Mechanical Problem","12006,12009,12134,12314","2018-09-05T07:10:00.000","2018-09-05T07:29:00.000","Bronx","LITTLE LISA BUS CO. INC.",,"0","Yes","Yes","No","2018-09-05T07:29:00.000",,"1900-01-01T00:00:00.000","Breakdown","School-Age"
"2015-2016","1229418","General Ed AM Run","11337","K2247","Mechanical Problem","20728","2015-11-13T09:15:00.000","2015-11-13T09:22:00.000","Brooklyn","BORO TRANSIT, INC.",,"0","Yes","No","No","2015-11-13T09:22:00.000",,"2015-11-13T09:22:17.000","Breakdown","School-Age"
"2015-2016","1229419","General Ed Field Trip","26664","K3348","Mechanical Problem","20170","2015-11-13T09:10:00.000","2015-11-13T09:25:00.000","Brooklyn","SNT BUS INC",,"0","Yes","No","No","2015-11-13T09:25:00.000",,"2015-11-13T09:28:48.000","Running Late","School-Age"
"2015-2016","1229420","General Ed Field Trip","27734","M1094","Heavy Traffic","06103","2015-11-13T09:25:00.000","2015-11-13T09:33:00.000","Manhattan","SNT BUS INC","15-20 MIN","0","Yes","No","Yes","2015-11-13T09:33:00.000",,"2015-11-13T09:35:58.000","Running Late","School-Age"
"2015-2016","1229423","Pre-K/EI","2402","NY1","Heavy Traffic","E052","2015-11-13T10:05:00.000","2015-11-13T10:18:00.000","Bronx","DON THOMAS BUSES, INC.","15 MIN.","5","Yes","Yes","No","2015-11-13T10:18:00.000",,"2015-11-13T10:18:36.000","Running Late","Pre-K"
"2015-2016","1229424","General Ed Field Trip","26295","K2218","Other","22767","2015-11-13T10:35:00.000","2015-11-13T10:40:00.000","Brooklyn","BORO TRANSIT, INC.",,"0","Yes","No","No","2015-11-13T10:40:00.000",,"2015-11-13T10:40:17.000","Breakdown","School-Age"
"2015-2016","1229425","Special Ed PM Run","3212","L741","Other","14646","2015-11-13T11:37:00.000","2015-11-13T11:39:00.000",,"RELIANT TRANS, INC. (B232","25","0","Yes","Yes","Yes","2015-11-13T11:39:00.000",,"2015-11-13T11:39:26.000","Running Late","School-Age"
"2015-2016","1229426","General Ed AM Run","19584","M1486","Mechanical Problem","02011","2015-11-13T11:30:00.000","2015-11-13T11:55:00.000","Manhattan","SNT BUS INC",,"0","Yes","No","No","2015-11-13T11:55:00.000",,"2015-11-13T11:55:00.000","Breakdown","School-Age"
"2015-2016","1229427","Special Ed PM Run","3265","L741","Heavy Traffic","14646","2015-11-13T11:37:00.000","2015-11-13T12:18:00.000","Brooklyn","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-13T12:18:00.000",,"2015-11-13T12:18:51.000","Running Late","School-Age"
"2015-2016","1229428","Special Ed PM Run","4101","K030","Heavy Traffic","21723","2015-11-13T12:28:00.000","2015-11-13T12:30:00.000","Brooklyn","L & M BUS CORP. (B2192)","20 MINS","0","Yes","Yes","No","2015-11-13T12:30:00.000",,"2015-11-13T14:10:15.000","Running Late","School-Age"
"2015-2016","1229429","Special Ed PM Run","102","W677","Heavy Traffic","75955","2015-11-13T12:41:00.000","2015-11-13T12:44:00.000","Westchester","MAR-CAN TRANSPORT CO. INC","10 mins","0","Yes","Yes","No","2015-11-13T12:44:00.000",,"2015-11-13T12:45:26.000","Running Late","School-Age"
"2015-2016","1229430","Special Ed PM Run","40262","K809","Won`t Start","17456","2015-11-13T12:45:00.000","2015-11-13T12:50:00.000","Brooklyn","BORO TRANSIT, INC.",,"4","Yes","Yes","No","2015-11-13T12:50:00.000",,"2015-11-13T13:20:29.000","Breakdown","School-Age"
"2015-2016","1229431","Special Ed PM Run","108","K702","Mechanical Problem","21423,21465,22725","2015-11-13T12:40:00.000","2015-11-13T12:54:00.000","Brooklyn","Y & M TRANSIT CORP (B2192",,"0","Yes","No","No","2015-11-13T12:54:00.000",,"2015-11-13T12:58:00.000","Breakdown","School-Age"
"2015-2016","1229432","Special Ed PM Run","1369","M959","Other","ps 112","2015-11-13T13:09:00.000","2015-11-13T13:11:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20 Min","0","Yes","Yes","No","2015-11-13T13:11:00.000",,"2015-11-13T13:11:25.000","Running Late","School-Age"
"2015-2016","1229438","Special Ed PM Run","24658","X312","Mechanical Problem","11407","2015-11-13T13:13:00.000","2015-11-13T13:26:00.000","Bronx","VAN TRANS LLC (B2192)","30 mins","10","Yes","Yes","Yes","2015-11-13T13:26:00.000",,"2015-11-13T13:26:16.000","Running Late","School-Age"
"2015-2016","1229439","General Ed PM Run","855","X9041","Late return from Field Trip","07005","2015-11-13T13:37:00.000","2015-11-13T13:44:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minutes","0","Yes","No","No","2015-11-13T13:44:00.000",,"2015-11-13T13:44:34.000","Running Late","School-Age"
"2015-2016","1229440","Special Ed PM Run","49100","K804","Won`t Start","20200","2015-11-13T13:43:00.000","2015-11-13T13:46:00.000","Brooklyn","BORO TRANSIT, INC.",,"0","Yes","Yes","No","2015-11-13T13:46:00.000",,"2015-11-13T13:46:02.000","Breakdown","School-Age"
"2015-2016","1229441","Special Ed AM Run","40267","K814","Other","22902","2015-11-13T13:44:00.000","2015-11-13T13:46:00.000","Brooklyn","BORO TRANSIT, INC.","30 mins","0","Yes","Yes","No","2015-11-13T13:46:00.000",,"2015-11-13T13:46:18.000","Running Late","School-Age"
"2015-2016","1229442","General Ed Field Trip","5335","K9736","Heavy Traffic","13875,17181,17375","2015-11-13T13:45:00.000","2015-11-13T13:49:00.000","Brooklyn","JOFAZ TRANSPORTATION INC.","15/20min","0","Yes","Yes","No","2015-11-13T13:49:00.000",,"2015-11-13T13:49:48.000","Running Late","School-Age"
"2015-2016","1229443","General Ed PM Run","5328","K9708","Heavy Traffic","13874,17397,17091","2015-11-13T13:48:00.000","2015-11-13T13:51:00.000","Brooklyn","JOFAZ TRANSPORTATION INC.","20min","0","Yes","Yes","No","2015-11-13T13:51:00.000",,"2015-11-13T13:51:46.000","Running Late","School-Age"
"2015-2016","1229444","Special Ed AM Run","NI-0315","N869","Heavy Traffic","75907","2015-11-13T13:50:00.000","2015-11-13T13:52:00.000","Nassau County","NEW DAWN TRANSIT, LLC (B2","30 MINS","0","Yes","Yes","No","2015-11-13T13:52:00.000",,"2015-11-13T13:52:01.000","Running Late","School-Age"
"2015-2016","1229445","Special Ed PM Run","NI510","K000","Late return from Field Trip","21199","2015-11-13T13:50:00.000","2015-11-13T13:52:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","45 MINS","0","Yes","Yes","No","2015-11-13T13:52:00.000",,"2015-11-13T13:52:50.000","Running Late","School-Age"
"2015-2016","1216627","Pre-K/EI","9304","4","Heavy Traffic","C195","2015-09-22T07:45:00.000","2015-09-22T07:47:00.000","Bronx","G.V.C., LTD.","15 MINUTES","15","Yes","Yes","Yes","2015-09-22T07:47:00.000",,"2015-09-22T07:47:03.000","Running Late","Pre-K"
"2015-2016","1226017","Special Ed AM Run","10278","X178","Mechanical Problem","08123","2015-10-29T07:40:00.000","2015-10-29T07:48:00.000","Bronx","CONSOLIDATED BUS TRANS. I","30MINS","13","Yes","Yes","No","2015-10-29T07:48:00.000",,"2015-10-29T07:48:55.000","Running Late","School-Age"
"2015-2016","1229446","General Ed PM Run","10614","M9141","Late return from Field Trip","02041,02397","2015-11-13T13:50:00.000","2015-11-13T13:52:00.000","Manhattan","SNT BUS INC",,"0","Yes","No","No","2015-11-13T13:52:00.000",,"2015-11-13T14:29:48.000","Breakdown","School-Age"
"2015-2016","1229447","Special Ed AM Run","2039","L560","Heavy Traffic","20470","2015-11-13T13:46:00.000","2015-11-13T13:55:00.000","Brooklyn","RELIANT TRANS, INC. (B232","30mins","0","Yes","Yes","Yes","2015-11-13T13:55:00.000",,"2015-11-13T13:55:31.000","Running Late","School-Age"
"2015-2016","1229448","Special Ed Field Trip","NI-0632","K016","Late return from Field Trip","13463","2015-11-13T13:54:00.000","2015-11-13T13:56:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","60 MINS","0","Yes","Yes","No","2015-11-13T13:56:00.000",,"2015-11-13T13:57:07.000","Running Late","School-Age"
"2015-2016","1229449","Special Ed PM Run","632","L848","Other","22902","2015-11-13T13:57:00.000","2015-11-13T13:59:00.000","Brooklyn","HAPPY CHILD TRANS LLC (B2","60 min","2","Yes","Yes","No","2015-11-13T13:59:00.000",,"2015-11-13T13:59:30.000","Running Late","School-Age"
"2015-2016","1229450","Special Ed PM Run","GT1461","Y958","Heavy Traffic","07029","2015-11-13T13:57:00.000","2015-11-13T13:59:00.000","Bronx","DON THOMAS BUSES, INC. (B","25mins","0","Yes","No","Yes","2015-11-13T13:59:00.000",,"2015-11-13T13:59:32.000","Running Late","School-Age"
"2015-2016","1229451","Special Ed PM Run","530","L954","Other","14680","2015-11-13T14:00:00.000","2015-11-13T14:00:00.000","Brooklyn","HAPPY CHILD TRANS LLC (B2","60 min","2","Yes","Yes","No","2015-11-13T14:00:00.000",,"2015-11-13T14:00:58.000","Running Late","School-Age"
"2015-2016","1229452","Special Ed PM Run","1438","M627","Heavy Traffic","04057","2015-11-13T13:58:00.000","2015-11-13T14:01:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30-40mints","0","Yes","No","No","2015-11-13T14:01:00.000",,"2015-11-13T14:03:09.000","Running Late","School-Age"
"2015-2016","1229453","General Ed PM Run","713","R9234","Heavy Traffic","31006","2015-11-13T13:58:00.000","2015-11-13T14:03:00.000","Staten Island","PIONEER TRANSPORTATION CO","15MINS","0","Yes","No","No","2015-11-13T14:03:00.000",,"2015-11-13T14:03:21.000","Running Late","School-Age"
"2015-2016","1229454","Special Ed PM Run","4117","K254","Late return from Field Trip","19089","2015-11-13T14:02:00.000","2015-11-13T14:03:00.000","Brooklyn","L & M BUS CORP. (B2192)","20 MINS","22","Yes","Yes","No","2015-11-13T14:03:00.000",,"2015-11-13T14:08:39.000","Running Late","School-Age"
"2015-2016","1229455","Special Ed PM Run","813D","Q311","Won`t Start","24527","2015-11-13T13:50:00.000","2015-11-13T14:05:00.000","Queens","LORINDA ENT. LTD.",,"0","Yes","Yes","No","2015-11-13T14:05:00.000",,"2015-11-13T14:05:09.000","Breakdown","School-Age"
"2015-2016","1229457","Special Ed PM Run","249","K675","Heavy Traffic","22350","2015-11-13T14:04:00.000","2015-11-13T14:06:00.000","Brooklyn","Y & M TRANSIT CORP (B2192","30 MIN","0","Yes","Yes","No","2015-11-13T14:06:00.000",,"2015-11-13T14:08:52.000","Running Late","School-Age"
"2015-2016","1229458","Special Ed PM Run","2307","K291","Late return from Field Trip","14126","2015-11-13T14:00:00.000","2015-11-13T14:08:00.000","Brooklyn","EMPIRE CHARTER SERVICE IN",,"30","Yes","Yes","No","2015-11-13T14:08:00.000",,"2015-11-13T14:12:24.000","Running Late","School-Age"
"2015-2016","1229459","Special Ed PM Run","634","P992","Other","30502","2015-11-13T14:01:00.000","2015-11-13T14:08:00.000","Queens","HAPPY CHILD TRANS LLC (B2","60 min","3","Yes","Yes","No","2015-11-13T14:08:00.000",,"2015-11-13T14:08:43.000","Running Late","School-Age"
"2015-2016","1229460","Special Ed PM Run","09","M661","Heavy Traffic","02655,02908,02948","2015-11-13T14:00:00.000","2015-11-13T14:08:00.000","Manhattan","CAREFUL BUS","20 minutes","0","Yes","No","No","2015-11-13T14:08:00.000",,"2015-11-13T14:08:38.000","Running Late","School-Age"
"2015-2016","1229461","Special Ed Field Trip","9964","M083","Heavy Traffic","01134","2015-11-13T14:09:00.000","2015-11-13T14:10:00.000","Manhattan","HAPPY CHILD TRANS LLC (B2","60 min","3","Yes","Yes","No","2015-11-13T14:10:00.000",,"2015-11-13T14:10:19.000","Running Late","School-Age"
"2015-2016","1229462","Special Ed PM Run","149","K684","Heavy Traffic","13044","2015-11-13T14:00:00.000","2015-11-13T14:10:00.000","Brooklyn","Y & M TRANSIT CORP (B2192","??","0","Yes","Yes","No","2015-11-13T14:10:00.000",,"2015-11-13T14:35:40.000","Running Late","School-Age"
"2015-2016","1229463","Special Ed PM Run","876D","P560","Won`t Start","25927","2015-11-13T02:08:00.000","2015-11-13T14:10:00.000","Queens","LOGAN BUS COMPANY INC.",,"0","Yes","Yes","No","2015-11-13T14:10:00.000",,"2015-11-13T14:10:43.000","Breakdown","School-Age"
"2017-2018","1423861","Special Ed PM Run","7117","L600","Heavy Traffic","20185,20784,20802","2018-03-23T15:40:00.000","2018-03-23T15:51:00.000",,"TWENTY FIRST AV TRANSP (B2192)","31-45 Min","1","Yes","Yes","Yes","2018-03-23T15:51:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2017-2018","1423865","General Ed AM Run","688","Q8378","Flat Tire","29052,29116,29134,29135,29195,29569","2018-03-26T05:45:00.000","2018-03-26T05:49:00.000","Queens","QUALITY TRANSPORTATION CORP.","31-45 Min","0","No","No","No","2018-03-26T05:49:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2015-2016","1226219","Special Ed PM Run","503D","X524","Won`t Start","10045","2015-10-29T14:48:00.000","2015-10-29T14:49:00.000","Bronx","LITTLE RICHIE BUS SERVICE",,"0","Yes","Yes","No","2015-10-29T14:49:00.000",,"2015-10-29T14:49:57.000","Breakdown","School-Age"
"2015-2016","1229464","Special Ed PM Run","598","P874","Other","24008","2015-11-13T14:09:00.000","2015-11-13T14:11:00.000","Queens","HAPPY CHILD TRANS LLC (B2","60 min","2","Yes","Yes","No","2015-11-13T14:11:00.000",,"2015-11-13T14:11:40.000","Running Late","School-Age"
"2015-2016","1229469","Special Ed AM Run","2525","K787","Heavy Traffic","15010","2015-11-13T13:59:00.000","2015-11-13T14:14:00.000","Brooklyn","RELIANT TRANS, INC. (B232","35mins","0","Yes","Yes","Yes","2015-11-13T14:14:00.000",,"2015-11-13T14:14:21.000","Running Late","School-Age"
"2015-2016","1229470","General Ed PM Run","11621","M9139","Late return from Field Trip","01539","2015-11-13T14:00:00.000","2015-11-13T14:15:00.000","Manhattan","SNT BUS INC",,"0","No","No","No","2015-11-13T14:15:00.000",,"2015-11-13T14:33:05.000","Running Late","School-Age"
"2015-2016","1229471","General Ed PM Run","21105","Q9937","Late return from Field Trip","29095","2015-11-13T14:10:00.000","2015-11-13T14:15:00.000","Queens","ALLIED TRANSIT CORP.","30 min","33","Yes","Yes","No","2015-11-13T14:15:00.000",,"2015-11-13T14:15:11.000","Running Late","School-Age"
"2015-2016","1229472","Special Ed PM Run","GT1435","Y914","Heavy Traffic","12057","2015-11-13T14:14:00.000","2015-11-13T14:15:00.000","Bronx","DON THOMAS BUSES, INC. (B","25mins","0","Yes","No","Yes","2015-11-13T14:15:00.000",,"2015-11-13T14:15:22.000","Running Late","School-Age"
"2015-2016","1229473","Special Ed PM Run","NI2113","K107","Late return from Field Trip","21225","2015-11-13T14:00:00.000","2015-11-13T14:16:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","55 MIN","0","Yes","Yes","No","2015-11-13T14:16:00.000",,"2015-11-13T14:16:28.000","Running Late","School-Age"
"2015-2016","1229475","Special Ed PM Run","GC0088","X982","Heavy Traffic","07004","2015-11-13T14:17:00.000","2015-11-13T14:18:00.000","Bronx","G.V.C. LTD. (B2192)","10mins","0","Yes","No","No","2015-11-13T14:18:00.000",,"2015-11-13T14:18:45.000","Running Late","School-Age"
"2015-2016","1229476","Special Ed PM Run","NI1482","K106","Late return from Field Trip","21225","2015-11-13T14:00:00.000","2015-11-13T14:20:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","55 MIN","0","Yes","Yes","No","2015-11-13T14:20:00.000",,"2015-11-13T14:20:32.000","Running Late","School-Age"
"2015-2016","1229477","Special Ed AM Run","2507","L517","Mechanical Problem","22657","2015-11-13T14:18:00.000","2015-11-13T14:21:00.000",,"RELIANT TRANS, INC. (B232","45 mins","0","Yes","Yes","Yes","2015-11-13T14:21:00.000",,"2015-11-13T14:21:39.000","Running Late","School-Age"
"2015-2016","1229481","General Ed PM Run","3007","K9605","Heavy Traffic","16335","2015-11-13T14:28:00.000","2015-11-13T14:29:00.000","Brooklyn","MV TRANSPORTATION, INC.","20 min","0","Yes","Yes","Yes","2015-11-13T14:29:00.000",,"2015-11-13T14:29:17.000","Running Late","School-Age"
"2015-2016","1229482","Special Ed PM Run","810D","L361","Heavy Traffic","20470","2015-11-13T14:31:00.000","2015-11-13T14:32:00.000","Brooklyn","LORINDA ENT. LTD.","30 mins.","0","Yes","Yes","No","2015-11-13T14:32:00.000",,"2015-11-13T14:32:40.000","Running Late","School-Age"
"2015-2016","1229483","Special Ed PM Run","TN0309","M632","Heavy Traffic","02699","2015-11-13T14:30:00.000","2015-11-13T14:34:00.000","Manhattan","TWENTY FIRST AV TRANSP (B","30 mins","0","Yes","No","No","2015-11-13T14:34:00.000",,"2015-11-13T14:34:23.000","Running Late","School-Age"
"2015-2016","1229484","Special Ed PM Run","5526D","P207","Heavy Traffic","24530","2015-11-13T14:28:00.000","2015-11-13T14:35:00.000","Queens","LOGAN BUS COMPANY INC.",,"0","Yes","Yes","No","2015-11-13T14:35:00.000",,"2015-11-13T14:35:22.000","Running Late","School-Age"
"2015-2016","1229485","Special Ed PM Run","16166","X429","Late return from Field Trip","12486","2015-11-13T14:25:00.000","2015-11-13T14:37:00.000","Bronx","PRIDE TRANSPORTATION (SCH","15 min","0","Yes","Yes","Yes","2015-11-13T14:37:00.000",,"2015-11-13T14:37:36.000","Running Late","School-Age"
"2015-2016","1229488","Special Ed PM Run","124D","Q399","Heavy Traffic","28048","2015-11-13T02:41:00.000","2015-11-13T14:41:00.000","Queens","LORINDA ENT. LTD.","30MINS","0","Yes","Yes","No","2015-11-13T14:41:00.000",,"2015-11-13T14:41:21.000","Running Late","School-Age"
"2015-2016","1229489","Special Ed PM Run","TNO364","M249","Heavy Traffic","02217","2015-11-13T14:30:00.000","2015-11-13T14:41:00.000","Manhattan","TWENTY FIRST AV TRANSP (B","20mins","0","No","No","No","2015-11-13T14:41:00.000",,"2015-11-13T14:41:37.000","Running Late","School-Age"
"2015-2016","1229495","General Ed PM Run","2904","K9406","Late return from Field Trip","14037","2015-11-13T14:50:00.000","2015-11-13T14:53:00.000","Brooklyn","ALLIED TRANSIT CORP.","20MINS","0","Yes","Yes","No","2015-11-13T14:53:00.000",,"2015-11-13T14:53:01.000","Running Late","School-Age"
"2015-2016","1229496","General Ed PM Run","20174","K9963","Other","22790","2015-11-13T14:50:00.000","2015-11-13T14:55:00.000","Brooklyn","BORO TRANSIT, INC.",,"0","Yes","No","No","2015-11-13T14:55:00.000",,"2015-11-13T14:55:25.000","Running Late","School-Age"
