"bin","borough","zip","house_num","street_name","block","lot","confirmation_num","reporting_year","tank_num","inspection_by_firm","inspection_performed","inspection_date","gi_req_internal_structure","gi_result_internal_structure","gi_req_external_structure","gi_result_external_structure","gi_req_overflow_pipes","gi_result_overflow_pipes","gi_req_access_ladders","gi_result_access_ladders","gi_req_air_vents","gi_result_air_vents","gi_req_roof_access","gi_result_roof_access","si_req_sediment","si_result_sediment","si_req_biological_growth","si_result_biological_growth","si_req_debris_insects","si_result_debris_insects","si_req_rodent_bird","si_result_rodent_bird","sample_collected","lab_name","nys_certified","analytes","coliform","ecoli","meet_standards","deleted","latitude","longitude","community_board","council_district","census_tract","bbl","nta","batch_date"
"1090495","MANHATTAN","10019","242","West 53rd Street","01024","0052","WTI3108622208","2019","4","Rosenwach Tank Co. LLC","Y","12/12/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.763767","-73.983799","5","3","131","1010240052","Midtown-Midtown South","2023-08-25T12:15:39.000"
"1090397","MANHATTAN","10002","215","Chrystie Street","00427","7507","WTI7161652607","2019","2","Isseks Bros. Inc.","Y","07/17/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions, LLC","Y","B","A","A",,"No","40.722786","-73.991464","3","1","3601","1004277507","Chinatown","2023-08-25T12:15:38.000"
"1081146","MANHATTAN","10022","300","PARK AVENUE","01285","0036","WTI3678022774","2018","2","ISSEKS BROS INC","Y","12/28/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.756802","-73.974271","5","4","102","1012850036","Midtown-Midtown South","2023-08-25T12:15:29.000"
"1030930","MANHATTAN","10023","315","WEST 70 STREET","01182","0020","WTI7039236240","2015","1","ISSEKS BROS INC","Y","04/28/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.778748","-73.986073","7","6","159","1011820020","Lincoln Square","2023-08-25T12:15:12.000"
"1051264","MANHATTAN","10028","525","EAST   86 STREET","1583","12","WTI3239817719","2019","1","Rosenwach Tank Co. LLC","Y","08/08/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.775509","-73.946102","8","5","14402","1015830012","Yorkville","2023-08-25T12:15:10.000"
"4438544","QUEENS","11102","25-40","Shore Boulevard","00905","7501","WTI7778804375","2021","1","Rosenwach Tank Co. LLC","Y","10/01/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.775801","-73.928785","1","22","91","4009057501","Old Astoria","2023-08-25T12:15:25.000"
"1082671","MANHATTAN","10003","5","EAST 3RD STREET","00459","7501","WTI4688580637","2022","1","ISSEKS BROS., INC.","Y","06/17/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS, LLC","Y","B","A","A",,"No","40.72619","-73.991291","3","2","38","1004597501","East Village","2023-08-25T12:15:25.000"
"1040145","MANHATTAN","10022","400","EAST 52 STREET","01363","0043","WTI8603514537","2020","1","ISSEKS BROS INC","Y","11/02/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.754974","-73.964898","6","4","8603","1013630043","Turtle Bay-East Midtown","2023-08-25T12:15:31.000"
"1077862","MANHATTAN","10022","57","East 57th Street","01293","7501","WTI3846876335","2022","1","isseks bros., inc.","Y","03/16/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.762058","-73.971793","5","4","11202","1012937501","Midtown-Midtown South","2023-08-25T12:15:33.000"
"1076173","MANHATTAN","10036","1177","Avenue Of the Americas","00998","0029","WTI8110126310","2020","2","American Pipe and Tank","Y","06/17/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.757256","-73.982364","5","4","119","1009980029","Midtown-Midtown South","2023-08-25T12:15:24.000"
"1086171","MANHATTAN","10128","1619","3 AVENUE","1536","7501","WTI5827907790","2016","1","Rosenwach Tank Co. LLC","Y","06/23/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.781868","-73.951751","8","5","154","1015367501","Yorkville","2023-08-25T12:15:20.000"
"1018953","MANHATTAN","10016","137","EAST   36 STREET","892","25","WTI2700487681","2019","1","Rosenwach Tank Co. LLC","Y","12/05/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.747795","-73.978447","6","4","80","1008920025","Murray Hill-Kips Bay","2023-08-25T12:15:39.000"
"1042771","MANHATTAN","10021","110","EAST 71 STREET","01405","7501","WTI4671287155","2020","1","ISSEKS BROS INC","Y","12/08/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.770163","-73.963724","8","4","128","1014057501","Upper East Side-Carnegie Hill","2023-08-25T12:15:26.000"
"1036147","MANHATTAN","10017","355","Lexington Avenue","01295","0023","WTI8634083759","2022","1","Rosenwach Tank Co. LLC","Y","09/18/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.750245","-73.976909","6","4","80","1012950023","Murray Hill-Kips Bay","2023-08-25T12:15:37.000"
"1089447","MANHATTAN","10023","160","WEST 62 STREET","01132","0035","WTI7021612799","2015","1","ISSEKS BROS INC","Y","10/27/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.771782","-73.985053","7","3","145","1011320035","Lincoln Square","2023-08-25T12:15:19.000"
"1025144","MANHATTAN","10019","300","West 49th Street","01039","0032","WTI9655812328","2021","1","Rosenwach Tank Co. LLC","Y","06/17/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.761805","-73.986925","4","3","127","1010390032","Clinton","2023-08-25T12:15:35.000"
"1034512","MANHATTAN","10019","75","Rockefeller Plaza","01267","0022","WTI8218803527","2021","2","Rosenwach Tank Co. LLC","Y","09/18/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.759764","-73.977901","5","4","104","1012670022","Midtown-Midtown South","2023-08-25T12:15:27.000"
"3002108","BROOKLYN","11241","16","Court Street","00250","0044","WTI0573409053","2015","1","Rosenwach Tank Co. LLC","Y","11/14/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.693445","-73.990577","2","33","9","3002500044","Brooklyn Heights-Cobble Hill","2023-08-25T12:15:18.000"
"1015055","MANHATTAN","10001","158","w 27 st","00802","0075","WTI8886111016","2019","1","ATLANTANK","Y","08/15/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ATLAS ENVIROMENTAL LAB CORP","Y","B","A","A",,"No","40.746089","-73.992576","5","3","95","1008020075","Midtown-Midtown South","2023-08-25T12:15:30.000"
"1009127","MANHATTAN","10003","41","east 11th street","00563","0001","WTI1313880694","2015","1","adk water","Y","12/31/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","emsl labs","Y","B","A","A",,"No","40.733241","-73.993148","2","2","61","1005630001","West Village","2023-08-25T12:15:14.000"
"1015805","MANHATTAN","10001","1250","Broadway","00833","0011","WTI3219641918","2015","1","American Pipe & Tank","Y","09/15/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.747571","-73.988018","5","4","76","1008330011","Midtown-Midtown South","2023-08-25T12:15:19.000"
"1064460","MANHATTAN","10040","179","Bennett Avenue","02180","0486","WTI3859480696","2021","1","Rosenwach Tank Co. LLC","Y","03/18/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.856285","-73.933948","12","10","279","1021800486","Washington Heights North","2023-08-25T12:15:39.000"
"1036525","MANHATTAN","10022","160","EAST   56 STREET","1310","41","WTI5209912184","2017","1","Rosenwach Tank Co. LLC","Y","12/23/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.759971","-73.968978","6","4","100","1013100041","Turtle Bay-East Midtown","2023-08-25T12:15:17.000"
"1017595","MANHATTAN","10016","90","Park Avenue","00869","0034","WTI6358692947","2015","2","Isseks Bros.","Y","10/19/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.750504","-73.978865","6","4","82","1008690034","Murray Hill-Kips Bay","2023-08-25T12:15:13.000"
"1047413","MANHATTAN","10128","1136","5 AVENUE","1506","69","WTI6359735789","2017","1","Rosenwach Tank Co. LLC","Y","08/31/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.787019","-73.956399","8","4","16001","1015060069","Upper East Side-Carnegie Hill","2023-08-25T12:15:18.000"
"1018055","MANHATTAN","10010","144","EAST   24 STREET","879","54","WTI4211934854","2018","1","Rosenwach Tank Co. LLC","Y","05/02/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.740028","-73.983949","6","2","68","1008790054","Gramercy","2023-08-25T12:15:24.000"
"1024663","MANHATTAN","10036","220","West 42 Street","01013","0042","WTI6744011986","2019","1","Amercian Pipe and Tank","Y","09/16/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.756412","-73.987858","5","3","113","1010130042","Midtown-Midtown South","2023-08-25T12:15:35.000"
"1090233","MANHATTAN","10022","252","East 57th Street","1330","7502","WTI3006218634","2020","3","Rosenwach Tank Co. LLC","Y","08/06/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.759731","-73.966318","6","4","108","1013307502","Turtle Bay-East Midtown","2023-08-25T12:15:38.000"
"1073878","MANHATTAN","10028","455","EAST 86 STREET","01566","7501","WTI8378628231","2015","1","ISSEKS BROS INC","Y","08/21/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.776091","-73.947484","8","5","14402","1015667501","Yorkville","2023-08-25T12:15:13.000"
"1024736","MANHATTAN","10036","247","West 46th Street","01018","7502","WTI2015714478","2021","1","Rosenwach Tank Co. LLC","Y","11/01/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.759228","-73.986572","5","3","125","1010187502","Midtown-Midtown South","2023-08-25T12:15:10.000"
"1080990","MANHATTAN","10036","620","West 47th Street","01094","0045","WTI0853461064","2022","1","Rosenwach Tank Co. LLC","Y","09/29/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.764246","-73.996607","4","3","129","1010940045","Clinton","2023-08-25T12:15:37.000"
"2013302","BRONX","10457","1880","Valentine Ave","03142","0200","WTI7078861259","2016","1","Isseks Bros Inc","Y","02/11/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.849265","-73.900889","5","15","379","2031420200","Mount Hope","2023-08-25T12:15:20.000"
"1041917","MANHATTAN","10022","121","EAST   60 STREET","1395","10","WTI3983193943","2016","1","Rosenwach Tank Co. LLC","Y","12/30/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.763171","-73.968446","8","4","11402","1013950010","Upper East Side-Carnegie Hill","2023-08-25T12:15:12.000"
"1007574","MANHATTAN","10012","561","BROADWAY","498","7","WTI6288877136","2018","2","Rosenwach Tank Co. LLC","Y","08/23/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.723925","-73.998063","2","1","49","1004980007","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:29.000"
"1072675","MANHATTAN","10021","343","EAST 74 STREET","01449","7502","WTI4697809683","2015","1","ISSEKS BROS INC","Y","10/26/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.769678","-73.956334","8","5","134","1014497502","Lenox Hill-Roosevelt Island","2023-08-25T12:15:12.000"
"1061186","MANHATTAN","10032","409","EDGECOMBE AVENUE","2054","62","WTI9391680125","2018","1","Rosenwach Tank Co. LLC","Y","04/17/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.829116","-73.939876","9","9","23501","1020540062","Hamilton Heights","2023-08-25T12:15:23.000"
"1015756","MANHATTAN","10001","39","WEST 29TH ST","00831","0010","WTI0139236558","2023","1","ISSEKS BROS., INC.","Y","05/03/2023","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS, LLC","Y","B","A","A",,"No","40.746199","-73.988957","5","3","76","1008310010","Midtown-Midtown South","2023-08-25T12:15:31.000"
"1035348","MANHATTAN","10017","330","MADISON AVENUE","01277","0014","WTI8072075394","2019","3","ISSEKS BROS INC","Y","12/30/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.753383","-73.978871","5","4","94","1012770014","Midtown-Midtown South","2023-08-25T12:15:39.000"
"1038761","MANHATTAN","10017","304","EAST   45 STREET","1337","7501","WTI7498617106","2016","1","Rosenwach Tank Co. LLC","Y","05/25/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.75157","-73.970393","6","4","90","1013377501","Turtle Bay-East Midtown","2023-08-25T12:15:12.000"
"1018123","MANHATTAN","10016","373-381","Park Ave South","00882","0003","WTI2920090389","2019","1","Isseks Bros. Inc.","Y","04/22/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.742375","-73.984757","5","2","68","1008820003","Gramercy","2023-08-25T12:15:30.000"
"1014441","MANHATTAN","10018","229","West 36th Street","00786","0023","WTI8938498206","2019","1","Rosenwach Tank Co. LLC","Y","11/09/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.752707","-73.990681","5","3","109","1007860023","Midtown-Midtown South","2023-08-25T12:15:30.000"
"1001227","MANHATTAN","10007","195","Broadway","00080","0001","WTI1697956848","2022","1","Atlantank, LLC","Y","05/14/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Atlas Environmental","Y","B","A","A",,"No","40.710536","-74.009378","1","1","13","1000800001","Battery Park City-Lower Manhattan","2023-08-25T12:15:37.000"
"1089699","MANHATTAN","10016","400","PARK AVENUE SOUTH","857","46","WTI2201910629","2019","1","Rosenwach Tank Co. LLC","Y","03/20/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.743182","-73.98419","5","2","56","1008577503","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:23.000"
"2017320","BRONX","10468","3131","GRAND CONCOURSE","3311","1","WTI2877864320","2016","1","Rosenwach Tank Co. LLC","Y","12/09/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.875129","-73.886304","7","11","411","2033110001","Bedford Park-Fordham North","2023-08-25T12:15:15.000"
"1051458","MANHATTAN","10029","1158","Fifth Ave","01602","0069","WTI3509864203","2016","1","Isseks Bros Inc","Y","08/26/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.788352","-73.954993","11","4","16002","1016020069","East Harlem South","2023-08-25T12:15:18.000"
"1036061","MANHATTAN","10022","595","Madison Avenue","01293","0026","WTI3085241193","2021","3","Rosenwach Tank Co. LLC","Y","10/23/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.762384","-73.97228","5","4","11202","1012930026","Midtown-Midtown South","2023-08-25T12:15:27.000"
"1076168","MANHATTAN","10016","415","EAST   37 STREET","969","7501","WTI1724959035","2019","1","Rosenwach Tank Co. LLC","Y","09/24/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.745564","-73.971822","6","4","8601","1009697501","Turtle Bay-East Midtown","2023-08-25T12:15:10.000"
"1055893","MANHATTAN","10025","127","West 96th Street","01851","0012","WTI4912690682","2015","1","Rosenwach Tank Co. LLC","Y","11/06/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.793267","-73.968475","7","7","181","1018510012","Upper West Side","2023-08-25T12:15:15.000"
"1027095","MANHATTAN","10036","643","WEST 43 STREET","01091","0001","WTI2903512886","2021","1","ISSEKS BROS INC","Y","04/17/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.761976","-73.998928","4","3","129","1010910001","Clinton","2023-08-25T12:15:22.000"
"1081088","MANHATTAN","10029","320","East 115 Street","01684","0001","WTI3690733999","2021","1","American Pipe and Tank","Y","11/01/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.795994","-73.937569","11","8","180","1016840001","East Harlem North","2023-08-25T12:15:30.000"
"1014499","MANHATTAN","10018","231","West 39th Street","00789","0021","WTI8473646335","2021","1","Isseks","Y","06/18/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.754576","-73.989363","5","3","113","1007890021","Midtown-Midtown South","2023-08-25T12:15:25.000"
"1083348","MANHATTAN","10038","90","BEEKMAN STREET","94","1","WTI1818645656","2018","1","Rosenwach Tank Co. LLC","Y","07/10/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.708439","-74.003704","1","1","1501","1000940001","Battery Park City-Lower Manhattan","2023-08-25T12:15:28.000"
"1006576","MANHATTAN","10003","57","Second Avenue","00459","0032","WTI0846337431","2021","1","Rosenwach Tank Co. LLC","Y","01/12/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.7258","-73.989725","3","2","38","1004590032","East Village","2023-08-25T12:15:35.000"
"1015912","MANHATTAN","10018","50","WEST   36 STREET","837","72","WTI8342229784","2019","1","Rosenwach Tank Co. LLC","Y","02/14/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.750587","-73.985697","5","4","84","1008370072","Midtown-Midtown South","2023-08-25T12:15:30.000"
"1047669","MANHATTAN","10028","103","EAST 84 STREET","01513","0005","WTI9826535690","2022","1","ISSEKS BROS INC","Y","10/14/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.778706","-73.957769","8","4","14801","1015130005","Upper East Side-Carnegie Hill","2023-08-25T12:15:35.000"
"1080609","MANHATTAN","10018","1372","BROADWAY","00813","0023","WTI0835829410","2021","1","ISSEKS BROS INC","Y","12/11/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.75227","-73.987454","5","4","109","1008130023","Midtown-Midtown South","2023-08-25T12:15:40.000"
