"permitno","expiration_date","companyname","city","state","zipcode","issuedate","permitprintdate","permittype","location","validdates","validtimes","platestate","reason","purpose","conditionrestrictions"
"845","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"846","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015-DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"847","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015-DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"848","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"849","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTAION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"850","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"851","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"852","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"853","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"854","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG  ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"855","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"856","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTAION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"857","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"858","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"859","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"860","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"861","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31 , 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"862","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"863","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"864","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"865","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"866","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"867","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LOND ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"868","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"869","2015-12-31T00:00:00.000","NEW YORK DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"870","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31,  2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"871","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"872","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"873","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"874","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"875","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 07, 2015 - DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"876","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MONDAY, MAY 4, 2015 - THURSDAY, DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"877","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MONDAY, MAY 4, 2015 - THURSDAY, DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"878","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MONDAY, MAY 4, 2015 - THURSDAY, DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"879","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MONDAY, MAY 4, 2015 - THURSDAY, DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"880","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MONDAY, MAY 4, 2015 - THURSDAY, DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"881","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MONDAY, MAY 4, 2015 - THURSDAY, DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"882","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MONDAY, MAY 4, 2015 - THURSDAY, DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"883","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MONDAY, MAY 4, 2015 - THURSDAY, DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"884","2015-12-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MONDAY, MAY 4, 2015 - THURSDAY, DECEMBER 31, 2015","7 DAYS A WEEK 24 HOURS A DAY","NY","OFFICIAL CITY BUSINESS","MAINTENANCE AND REPAIRS","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
