"job_number","filing_type_name","filing_number","filing_status_name","permit_number","filing_date","permit_issued_date","permit_expiration_date","laasign_off_date","work_type_name","location_bin","location_house_no","location_street_name","location_borough_name","proposed_work_summary","building_type_name","inspection_type_name","inspection_date","latitude","longitude","zip_code","community_board","council_district","census_tract","nta"
"M00106215","PAA","P1","Approved",,"2019-02-13T00:00:00.000",,,,"Fire Suppression Work","1001986","225","WEST BROADWAY","MANHATTAN","Rearrange 8 sprinkler heads on the 1st floor, using 10 feet of 1 inches pipe, System to be shut for 4 hours","Other",,,"40.719303","-74.006241","10013","1","1","33","SoHo-TriBeCa-Civic Center-Little Italy"
"B-00140172","New Job Filing","EWN","Expired",,"2019-03-11T00:00:00.000",,"2019-03-13T00:00:00.000",,,"3172183","6301","BAY PARKWAY","BROOKLYN","FILING IN CONJUNCTION W/ EWN-B-00138370. DUE TO LEAK & GAS SHUTDOWN, TEST EXISTING LINE FOR COOKING IN APT #B6 ON THE 2ND FL AND MAKE NECESSARY REPAIRS.",,,,"40.614918","-73.980298","11204","11","44","436","Bensonhurst East"
"M00159854","New Job Filing","I1","Signed off","M00159854-I1-LA","2019-04-26T00:00:00.000","2019-04-26T00:00:00.000","2020-04-26T00:00:00.000","2020-01-18T00:00:00.000","Gas Plumbing Work","1086217","325","EAST  115 STREET","MANHATTAN","IN 1ST FLOOR. WORK DONE FROM SHUT OFF VALVE TO DRYERS. REMOVE 3 GAS FLEX CONNECTORS AND REPLACE WITH APPROX.6 feetof 3/4 inches OF GAS PIPE BEHIND EACH DRYER.TOTALING APPROX. 20 feetof 3/4 inchesOF GAS PIPE. FOR 3 EXISTING GAS DRYERS. ALL VENTED THRU EXISTING EXHAUST SYSTEM. LAUNDRY ROOM ON CO 103369016(9/26/03). DRYER GAS AUTHORIZED ON JOB#101234512. SPRINKLER ON JOB#101249052. NO GAS PIPE IN PUBLIC HALLWAYS. FIRESTOPS WILL NOT BE COMPROMISED.","Other","Pass-Final","2020-01-16T00:00:00.000","40.795922","-73.937352","10029","11","8","188","East Harlem North"
"Q00114858","New Job Filing","I1","Signed off","Q00114858-I1-LA","2019-01-03T00:00:00.000","2019-01-03T00:00:00.000","2020-07-11T00:00:00.000","2019-07-16T00:00:00.000","Oil Work","4001956","45-21","45 STREET","QUEENS","EMERGENCY WK# Q-00114112. TO INSTALL ONE REPLACEMENT OIL BOILER/BURNER UNIT (BOILER: PEERLESS,  MODEL: SCT-6, INPUT: 490,000 BTU feetS, ETL UL726; BURNER: CARLIN, MODEL: 201CRD, UL MP1868) CONNECTED TO THE EXISTING CHIMNEY.","Other","Pass-Final","2019-07-15T00:00:00.000","40.742515","-73.919767","11104","2","26","183","Hunters Point-Sunnyside-West Maspeth"
"Q08007072","PAA","P1","Approved",,"2022-09-28T00:00:00.000",,,,"Gas Plumbing Work","4052426","109-20","71 ROAD","QUEENS","DUE TO UTILITY COMPANY GAS METER LOCK IN CELLAR FOR APT. 4D ON THE 4TH FL, DISCONNECT EXISTING GAS METER & TEST EXISTING GAS LINE FROM CELLAR TO THE 4TH FLOOR. INSTALL (1) APPLIANCE VALVE BEHIND THE STOVE & REPLACE (1) GAS RANGE. METER IS EXISTING. GAS AUTHORIZATION IS REQUIRED. THIS IS FOR COOKING ONLY. PAA WILL FOLLOW IF ADDITIONAL WORK IS REQUIRED.","Other",,,"40.72132","-73.842279","11375","6","29","739","Forest Hills"
"B00163927","New Job Filing","I1","Signed off","B00163927-I1-LA","2019-08-06T00:00:00.000","2019-08-06T00:00:00.000","2020-08-06T00:00:00.000","2019-11-10T00:00:00.000","Water Plumbing Work","3087472","59","VAN SICLEN AVENUE","BROOKLYN","LAA FILED TO REMOVE VIOL#35242286Y. REMOVE & CAP ILLEGAL WATER & WASTE LINE FOR 3-PC BATHROOM: (1-TOILET, 1-LAVATORY, 1-SHOWER), 1-RESIDENTIAL SINK AND ILLEGAL GAS LINE FOR 1-STOVE @CELLAR. RESTORE ALL TO PRIOR LEGAL CONDITION.","2 Family","Pass-Final","2019-11-08T00:00:00.000","40.678943","-73.891898","11207","5","37","1146","Cypress Hills-City Line"
"M00202010","New Job Filing","I1","Signed off","M00202010-I1-LA","2019-07-30T00:00:00.000","2019-07-30T00:00:00.000","2020-07-30T00:00:00.000","2019-11-02T00:00:00.000","Gas Plumbing Work","1014041","210","WEST   21 STREET","MANHATTAN","APT 1RE ON THE 1ST FLOOR REPLACE 40 feet OF 3/4 inches GAS PIPING FROM METER IN APT TO STOVE.  IN APT.  2RE ON THE 2ND FLOOR  REPLACE  40 feet OF 3/4 inches GAS PIPING FROM METER IN APT TO STOVE. TOTAL 80 FT.  FIRESTOPS WILL NOT BE COMPROMISED. NO GAS PIPING IN PUBLIC AREAS.  REPLACE METER BARS.","Other","Pass-Final","2019-10-31T00:00:00.000","40.743054","-73.997171","10011","4","3","87","Hudson Yards-Chelsea-Flatiron-Union Square"
"B00173645","PAA","P2","Approved",,"2021-05-05T00:00:00.000",,,,"Gas Plumbing Work","3051277","417A","MONROE STREET","BROOKLYN","REPLACE OIL BOILER W/ 1-GAS BOILER & 1-HWH IN CEL.CONNECT TO EXG CHIMNEY IN GOOD WORKING CONDITION.REPLACE METER BAR FOR EXG METER #2 & RUN APX 50 feet X 1 1/4 inches & 30 feet X 3/4 inches GAS PIPE IN CEL TO BOILER & HWH & TO EXG 2ND FL COOKING RISER IN CEL. DISCONNECT EXG 2ND FL COOKING LINE FROM METER #1 & RECONNECT TO EXG METER #2 THAT WAS NOT BEING USED. REPLACE APX 10 feet X 3/4 inches GAS PIPE IN CEL FOR METER #1 & CONNECT TO EXG 3RD FL COOKING RISER IN CEL (2 EXG METERS AT PREMISES) FIRESTOPS WILL NOT BE COMPROMISED.","2 Family",,,"40.68662","-73.940646","11221","3","36","277","Stuyvesant Heights"
"B00476630","New Job Filing","I1","Signed off","B00476630-I1-LA","2021-02-25T00:00:00.000","2021-02-25T00:00:00.000","2021-08-20T00:00:00.000","2021-03-11T00:00:00.000","Gas Plumbing Work","3162682","7902","16 AVENUE","BROOKLYN","IN APT 2RE ON THE 2ND FL REMOVE & CAP GAS LINE & STOVE & REPLACE W/ ELECTRIC STOVE. ELECTRICAL PERMIT #B00470743-I1-EL. GAS METER WILL BE REMOVED.","Other","Pass-Final","2021-03-10T00:00:00.000","40.613948","-74.003299","11214","11","43","186","Bensonhurst West"
"B00356418","New Job Filing","I1","Signed off","B00356418-I1-LA","2020-06-10T00:00:00.000","2020-06-10T00:00:00.000","2020-11-14T00:00:00.000","2020-07-08T00:00:00.000","Gas Plumbing Work","3083744","1841","PITKIN AVENUE","BROOKLYN","Utility company shut of gas. We will replace 2 3/4  inchesgas valves behind the stove and do integrity test from the meter until the stove. Boiler and water heater were signed under application 302004890 on 3/20/2007. If additional work has to be done a PAA will follow.","3 Family","Pass-Final","2020-06-29T00:00:00.000","40.670572","-73.90486","11212","16","37","908","Brownsville"
"M00551482","PAA","P3","Approved",,"2021-10-27T00:00:00.000",,,,"Gas Plumbing Work","1026863","440","WEST   57 STREET","MANHATTAN","Utility gas shutdown. Test 2 risers. 1st riser from cel to 19th fl absorbor with booster under Appl.#101758616. 2nd riser from cel to 1st fl kitchen. Kitchen to remain locked off by utility.Repaired leak at meter flange in cellar.Capped off existing 2 inches line for kitchen supply after utility locked riser valve. Any work for the kitchen riser to be done under separate application.2 metes located in cel. Install new 4 inches lubricated plug valve and approx. 4 feet of 4 inches piping before booster to meter.","Other",,,"40.768434","-73.986956","10019","4","3","139","Clinton"
"M00617362","New Job Filing","I1","Signed off","M00617362-I1-LA","2021-10-22T00:00:00.000","2021-10-22T00:00:00.000","2022-10-22T00:00:00.000","2022-02-10T00:00:00.000","Water Plumbing Work","1022564","114","WEST   41 STREET","MANHATTAN","IN THE CELLAR, INSTALL (1) 4 inches BACKFLOW DIRECT DERRINGER 40 RPZ DEVICE AND (1) 2.5 inches BACKFLOW DIRECT DERRINGER 30 DCDA DRAINING INTO NEW 2 inches DRAIN TO EXISTING BUILDING DRAIN AS PER DEP APPROVAL# 21088170 USING APPROX 30 FT OF 2 inches CAST IRON DRAIN PIPE, 30 FT OF 4 inches WATER PIPE AND 20 FT OF 2 inches WATER PIPE. (NO DRAINAGE NECESSARY FOR DCDA) INSTALLATION IN COMPLIANCE WITH NYC PC SECTION 608.1.  FIRESTOPS WILL NOT BE COMPROMISED.","Other","Pass-Final","2022-02-09T00:00:00.000","40.75446","-73.985292","10036","5","4","113","Midtown-Midtown South"
"M00170581","New Job Filing","I1","Permitted","M00170581-I1-LA","2019-05-22T00:00:00.000","2019-05-22T00:00:00.000","2019-07-23T00:00:00.000",,"Fire Suppression Work","1015247","134","WEST   37 STREET","MANHATTAN","WE WILL REARRANGE 5 SPRINKLER HEADS ON GROUND LEVEL. WE WILL REPLACEMENT OF 5 SPRINKLER HEADS FROM 004,005,006,007 AND 10 FLOORS ON EXISTING SPRINKLER SYSTEM ALL PIPES ARE EXPOSED SPRINKLER SYSTEM WILL NOT BE DOWN NO LONGER THAN 7 HOURS AND WILL BE RESTORED BACK TO SERVICE.","Other",,,"40.752377","-73.988028","10018","5","3","109","Midtown-Midtown South"
"X-08022773","New Job Filing","EWN","Expired",,"2022-10-18T00:00:00.000",,"2022-10-20T00:00:00.000",,,"2082478","147","SCHOFIELD STREET","BRONX","Replace (1) heating boiler & (1) hw heater in cellar. Vent to existing brick chimney in good condition. Existing gas meter & piping to boiler room in cellar and existing stove in 1st floor. Replace approx 15 feet of 3/4 inches black pipe in boiler room. Fire stop will not be disturb.",,,,"40.84524","-73.785237","10464","10","13","516","Pelham Bay-Country Club-City Island"
"Q08002219","New Job Filing","I1","Signed off","Q08002219-I1-LA","2022-09-13T00:00:00.000","2022-09-13T00:00:00.000","2023-04-07T00:00:00.000","2022-10-20T00:00:00.000","Gas Plumbing Work","4298477","4","GREENWOOD COURT","QUEENS","IN BASEMENT WE WILL DO AN OIL TO GAS BOILER COVERISON. WE REGISTER/REPLACE ONE HOT WATER HEATER VENTED THROUGH EXISTING CHIMENY IN GOOD WORKING CONDITION. WE WILL REGISTER ON DIRECT VENT DRY WE WILL REPLACE 50 FT OF 1 1/4 & 20 FT OF 3/4 OF BLACK PIPE IN BASEMENT. WE WILL REPLACE ONE METER BAR. WE WILL REPLACE ONE FLEX CONNECTOR AND ONE 3/4 GAS VALVE BEHIND THE STOVE ON THE 1ST FLOOR. WE WILL TEST GAS FROM METER IN THE BASEMENT TO BEHIND THE STOVE ON THE 1ST FLOOR. FIRESTOP WILL NOT BE DISTRUB.","2 Family","Pass-Final","2022-10-19T00:00:00.000","40.602174","-73.747979","11691","14","31","101001","Far Rockaway-Bayswater"
"B00465772","New Job Filing","I1","Permitted","B00465772-I1-LA","2021-02-04T00:00:00.000","2021-02-04T00:00:00.000","2022-06-27T00:00:00.000",,"Gas Plumbing Work","3067667","58","RUSSELL STREET","BROOKLYN","REPLACE METER RIG IN THE CELLAR FOR 3 GAS METERES FOR COOKING FOR APARTMENT 1 2 and 3 in bas, 1 and, 2.  Existing hwh and bl in the cellar. Replace horizontal gas lines in the cellar. Test gas piping and get gas authorization. All comp. fire stop as a result of work will be restored to prior legal conditions as per Sections713 of Building Code. Use approximately 80 feet of 3/4 inches gas piping and 15 feet of 1.25 inches gas piping","3 Family",,,"40.722529","-73.943976","11222","1","33","591","Greenpoint"
"X-00411272","New Job Filing","EWN","Expired",,"2020-10-09T00:00:00.000",,"2020-10-14T00:00:00.000",,,"2055915","1077","ADEE AVENUE","BRONX","FILING EMERGENCY WORK FOR INSTALLATION OF 50 GALLON  ELECTRIC HOT WATER TANK CONED SHUT OFF GAS. ELECTRICAL PERMIT TO FOLLOW",,,,"40.869521","-73.856358","10469","11","12","344","Allerton-Pelham Gardens"
"M-00550589","New Job Filing","EWN","Expired",,"2021-07-01T00:00:00.000",,"2021-07-06T00:00:00.000",,,"1026055","308","WEST   58 STREET","MANHATTAN","DUE TO GAS SHUTDOWN BY UTILITY COMPANY, WE WILL TEST GAS LINE RUNNING TO BOILER AND RTU IN ORDER TO RESTORE HOT WATER TO THE BUILDING. LAA TO FOLLOW",,,,"40.767634","-73.98296","10019","4","3","139","Clinton"
"M00681220","New Job Filing","I1","Signed off","M00681220-I1-LA","2022-02-15T00:00:00.000","2022-02-15T00:00:00.000","2023-04-01T00:00:00.000","2022-07-06T00:00:00.000","Water Plumbing Work","1043180","150","EAST   77 STREET","MANHATTAN","Replacing kitchen sink/dishwasher, with new ones along with a new stove on the existing roughing and location in Apt # 11G on the 11th floor.  Also replacing washer and dryer with new ones with automatic, shut off valves and pan.","Other","Pass-Final","2022-07-05T00:00:00.000","40.773403","-73.959314","10075","8","4","128","Upper East Side-Carnegie Hill"
"Q00491069","New Job Filing","I1","Signed off","Q00491069-I1-LA","2021-03-23T00:00:00.000","2021-03-23T00:00:00.000","2021-09-05T00:00:00.000","2021-09-17T00:00:00.000","Water Plumbing Work","4291328","147-52","230 STREET","QUEENS","REGISTER/REPLACE 1-DIRECT HIGH EFFICIENCY COMBI GAS BOILER IN CEL.DUE TO VACANCY/GAS SHUTDOWN REPLACE 2-METER BARS FOR EXG METERS & REPLACE APX 15 feetX1 inches GAS PIPE IN CEL & APX 90 feet X 3/4 inches GAS PIPE FROM CEL & TO EXG 1ST & 2ND FL STOVES.FIRESTOPS WILL BE RESTORED.PIPE THRU APTS.NOT IN HALLWAYS(CONDENSING BOILER BEING DRAINED INTO AN INDIRECT WASTE NEUTRALIZER KIT & PIPE TO EXG FL DRAIN W/ VAPOR TRAP) ON 1ST & 2ND FL REPLACE ON EXG ROUGH 1-KITCHEN SINK, 1-DISHWASHER, 1-TOILET, 1-LAV & 1-TUB ON EACH FL","2 Family","Pass-Final","2021-09-16T00:00:00.000","40.657148","-73.752565","11413","13","31","694","Springfield Gardens South-Brookville"
"M-00230135","New Job Filing","EWN","Expired",,"2019-09-18T00:00:00.000",,"2019-09-20T00:00:00.000",,,"1017893","132","EAST   19 STREET","MANHATTAN","Con Ed locked the building house gas contvalve for 15 Apt feets for cooking, heat and hot water. Meter for heat and hot water located in cellar, meters for apt feets located in apt feets. 6 floors,1st floor has 3 apt feets,2nd  floor has 3 apts, 3rd floor has 3apts,4th floor has 2 apt, 5th and 6 th floor has 2 each. Water heater replaced under LAA#140398406, boiler replaced under job#140782703. Once the work is determined an LAA will be submitted within two business days and if required any additional permits .",,,,"40.736891","-73.986176","10003","6","2","50","Gramercy"
"Q00090080","New Job Filing","I1","Signed off","Q00090080-I1-LA","2018-10-19T00:00:00.000","2018-10-19T00:00:00.000","2019-10-19T00:00:00.000","2019-06-08T00:00:00.000","Gas Plumbing Work","4040879","23-57","101 STREET","QUEENS","EWN#17257 & PREVIOUS EWN-Q-00088374. REGISTER/REPLACE 1-GAS BOILER & 1-HW HEATER. CONNECT TO EX feetG CHIMNEY THAT IS IN GOOD WORKING CONDITION.DUE TO LEAK REPLACE APPROX 40 feet X 1 inches & 15 feet X 3/4 inches GAS PIPE IN CELLAR BOILER, WATER HEATER & EX feetG 1ST FL STOVE. REPLACE APPROX 45 feet X 3/4 inches GAS PIPE FROM CELLAR TO EX feetG 2ND FL STOVE. (METERS EX feetG). FIRESTOPS WILL BE RESTORED. PIPE THRU APTS.NOT IN HALLWAYS. BOX SELECTED MUST BE CHECKED TO PROCESS THIS APPLICATION. FULL SCOPE OF WORK IS STATED IN WORK SUMMARY.","2 Family","Pass-Final","2019-06-06T00:00:00.000","40.767663","-73.869379","11369","3","21","357","East Elmhurst"
"Q00632760","PAA","P1","Approved",,"2021-12-13T00:00:00.000",,,,"Gas Plumbing Work","4450639","147-41","68 DRIVE","QUEENS","MASTER GAS MTR FOR COOK GAS TO PART OF GARDEN APT COMPLEX SHUT & LOCKED BY CON ED DUE TO MULTIPLE LEAKS. MTR LOCATED IN CELLAR OF 147-37 68TH DR SERVES STOVES 1ST & 2ND FLR APTS AT 147-35 THRU 147-45 68TH DRIVE(6 ADRS, 12 APTS). TEST ENTIRE GAS PIPE SYSTEM. REPLACE APPROX 15FT 1.5 inches, 20FT 1 inches PIPE, 10FT  3/4 inches PIPE IN CELLAR, 1ST & 2ND FL, INSTALL NEW 1 inches RISER VALVE & 3/4 inches STOVE VALVES. SECURING 6 SEP PERM AS PREV REQD BY DOB FOR GARDEN APTS. THIS PERMIT IS FOR 147-41 68TH DRIVE.","Other",,,"40.731935","-73.820684","11367","8","24","809","Kew Gardens Hills"
"M00509995","New Job Filing","I1","Signed off","M00509995-I1-LA","2021-04-25T00:00:00.000","2021-04-25T00:00:00.000","2022-04-25T00:00:00.000","2021-05-12T00:00:00.000","Water Plumbing Work","1039997","303","EAST   57 STREET","MANHATTAN","THIS IS BEING FILED FOR DIRECT REPLACEMENT ON EXISTING ROUGHING OF (3) RES. LAVATORIES, (3) RES. TOILETS, (1) RES. KITCHEN SINK AND (5) EXISTING/DAMAGED 1/2 inches WATER SHUT-OFF VALVES IN APT#46G ON 46th FLOOR.","Other","Pass-Final","2021-05-11T00:00:00.000","40.75922","-73.965059","10022","6","5","108","Turtle Bay-East Midtown"
"B08014276","New Job Filing","I1","Permitted","B08014276-I1-LA","2022-10-03T00:00:00.000","2022-10-03T00:00:00.000","2023-03-24T00:00:00.000",,"Water Plumbing Work","3125127","230","DAHILL ROAD","BROOKLYN","REPLACE THE EXISTING UNDERGROUND WATER WASTE LINE WITH 40 feet X 4 inches CAST IRON PIPING AND REPLACE 30 feet X 3/4 inches COLD WATER SUPPLY LINE. ALL WORK WAS DONE IN CELLAR. NO EXISTING FIRE STOPS/BUILDING MATERIALS COMPROMISED/DISTURBED.","1 Family",,,"40.641677","-73.980297","11218","12","39","228","Borough Park"
"Q00777386","New Job Filing","I1","Signed off","Q00777386-I1-LA","2022-07-19T00:00:00.000","2022-07-19T00:00:00.000","2023-04-17T00:00:00.000","2022-10-08T00:00:00.000","Gas Plumbing Work","4443809","36-24","214 PLACE","QUEENS","DUE TO GAS SHUTDOWN BY UTILITY CO BECAUSE OF LEAK ON EXTENSION SERVICE, WILL PERFORM REPAIR ON EXTENSION SERVICE ONLY. TEST GAS FOR BL, HWH & DRYER IN CEL & 1ST FL STOVE. APPLIANCES FILED & SIGNED OFF ON JOB#401786126. NO GAS PIPE IN PUBLIC HALLWAYS. FIRESTOPS WILL NOT BE COMPROMISED.","3 Family","Pass-Final","2022-10-07T00:00:00.000","40.768198","-73.770698","11361","11","19","1123","Bayside-Bayside Hills"
"M00558747","New Job Filing","I1","Signed off","M00558747-I1-LA","2021-07-15T00:00:00.000","2021-07-15T00:00:00.000","2022-07-15T00:00:00.000","2022-02-08T00:00:00.000","Gas Plumbing Work","1022051","300","EAST   40 STREET","MANHATTAN","ON THE 20TH FLOOR APT 21G REMOVE AND REPLACE SINK, DW,GAS STOVE, GAS FLEX REFRIG ICE LINE. REMOVE AND REPLACE WATER BRANCH LINES. USE APPROXIMATELY 30 feet OF 1/2 COPPER PIPE. PAA TO REMOVE AND REPLACE SHOWER BODY","Other","Pass-Final","2022-02-07T00:00:00.000","40.74848","-73.973022","10016","6","4","88","Turtle Bay-East Midtown"
"M00492686","New Job Filing","I1","Withdrawn","M00492686-I1-LA","2021-03-25T00:00:00.000","2021-03-25T00:00:00.000","2022-03-25T00:00:00.000",,"Gas Plumbing Work","1082714","440","WEST   24 STREET","MANHATTAN","Cellar to 17 flr- Line shut down by Con Ed. Remove exist. branch lines from riser to exist. stove in each apt.  Line serves A & B apts. from 1st flr. to 17 flr. Total apts. 34.  Replace appliance valve in each apt. Gas for cooking. Pressure test line.    No firestops compromised.","Other",,,"40.747668","-74.00209","10011","4","3","93","Hudson Yards-Chelsea-Flatiron-Union Square"
"Q00697734","New Job Filing","I1","Permitted","Q00697734-I1-LA","2022-04-08T00:00:00.000","2022-04-08T00:00:00.000","2023-04-08T00:00:00.000",,"Water Plumbing Work","4445672","35-06","CLEARVIEW EXPRESSWAY","QUEENS","IN UNIT#346 ON THE SECOND FLOOR, DIRECT REPLACEMENT OF 1-TOILET 1-LAVATORY SINK 1-DISHWASHER 1-RESIDENTIAL KITCHEN SINK ONTO THEIR EXISTING PLUMBING ROUGHS & REPLACE 1-GAS RANGE ONTO ITS EXISTING APPLIANCE VALVE.  ALSO, INSTALL APPROX. 2FT OF 2 INCH CAST IRON PIPING TO REPLACE BATHTUB WITH SHOWERSTALL.","Other",,,"40.766723","-73.781735","11361","11","19","1133","Bayside-Bayside Hills"
"X00324041","Subsequent Filing","S1","Pre-Filing",,,,"2021-05-01T00:00:00.000",,,"2046095","1751","CROSBY AVENUE","BRONX","DIRECT REPLACEMENT OF ONE HW HEATER CAT 1 ATMOSPHERIC VENT IN THE BASEMENT FOR APT 1F CONNECT TO EXISTING CHIMNEY IN GOOD WORKING CONDITION. (METER IS EXISTING) GAS VALVES NOT TO BE TOUCHED. GAS AUTHORIZATION NOT REQUIRED FROM DOB","Other",,,"40.846166","-73.831725","10461","10","13","26602","Pelham Bay-Country Club-City Island"
"S-00476965","New Job Filing","EWN","Expired",,"2021-02-26T00:00:00.000",,"2021-03-02T00:00:00.000",,,"5031145","60","NADAL PLACE","STATEN ISLAND","National Grid shut gas down at premise due to leak behind dryer.  Registering replacement fixtures.",,,,"40.612058","-74.167454","10314","2","50","29104","New Springville-Bloomfield-Travis"
"Q00375599","New Job Filing","I1","Signed off","Q00375599-I1-LA","2020-08-17T00:00:00.000","2020-08-17T00:00:00.000","2021-08-17T00:00:00.000","2021-01-29T00:00:00.000","Gas Plumbing Work","4459707","196-68","69 AVENUE","QUEENS","DUE TO FIRE & GAS SHUTDOWN TEST EXISTING GAS LINES FOR COOKING ONLY IN (2) FAMILY GARDEN APTS #1 & #2 ON THE 1ST & 2ND FLOOR. REPLACE GAS VALVE & FLEX BEHIND EACH EXISTING STOVE. REPLACE APPROX 25 feet OF 3 inches GAS PIPE IN CELLAR, APPROX 5 feet OF 1 inches GAS PIPE TO THE 1ST FL & APPROX 10 feet OF 3/4 inches GAS PIPE TO THE 2ND FL. FIRESTOPS TO BE RESTORED. PIPE THRU APTS & NOT IN HALLWAYS. EXISTING METER IS LOCATED AT 196-64 69 AVE. SUPERSEDE LAA #Q00349673","Other","Pass-Final","2021-01-28T00:00:00.000","40.73735","-73.776433","11365","8","23","1347","Fresh Meadows-Utopia"
"B00596806","PAA","P2","Approved",,"2021-10-29T00:00:00.000",,,,"Gas Plumbing Work","3014656","524","54 STREET","BROOKLYN","REMOVE 3/4 feet feet BLACK FUTURE TEE TO COMPLY WITH LOCAL LAW 152. REGISTERING REPLACEMENT BOILER AND WATER HEATER VENTING THROUGH EXISITING CHIMNEY.  ALL FIRESTOPPING TO BE MINTAINED OR RESTORED. METER IN CELLAR. RISER CELLAR -1. GAS LINES CONNECTING TO BOILER&  WATER HEATER  IN CELLAR AND 1 RESIDENTAIL STOVE ON 1ST FL.","3 Family",,,"40.642433","-74.011945","11220","7","38","100","Sunset Park East"
