"name","boro","geo_dist","projdesc","award","consttype","buildingid","building_address","city","zip_code","borough","latitude","longitude","community_board","community_council","bin","bbl","census_tract","nta","location_1","data_as_of"
"P.S. 48 - BROOKLYN","K","20","PATH OF TRAVEL PLAYGROUND UPGRADE / PLAYGROUNDS","1600000","CIP","K048","6015 18 AVENUE","Brooklyn","11225","BROOKLYN","40.621871","-73.987396","312","44","3132140","3055190001","244","BK1204","(40.621871, -73.987396)","23-May"
"I.S. 143 - MANHATTAN","M","6","FACADE REMEDIATION @ M143 / WINDOWS","25645000","CIP","M143","511 WEST 182 STREET","Manhattan","11225","MANHATTAN","40.848908","-73.930948","112","10","1063703","1021550035","269","MN1202","(40.848908, -73.930948)","23-May"
"P.S. 92 - BROOKLYN","K","17","NYS AUDITORIUM UPGRADE","448000","CIP","K092","601 PARKSIDE AVENUE","Brooklyn","11225","BROOKLYN","40.656046","-73.953742","309","40","3115866","3050490055","802","BK0902","(40.656046, -73.953742)","23-May"
"P.S. 20 - QUEENS","Q","25","CERTIFICATE OF OCCUPANCY / FIRE ALARM SYSTEM / MECHANICAL SYSTEMS REPAIR","9411000","CIP","Q020","142-30 BARCLAY AVENUE","Queens","11225","QUEENS","40.758689","-73.824832","407","20","4114657","4050470001","855","QN0707","(40.758689, -73.824832)","23-May"
"DEWITT CLINTON HS - X","X","10","FY20 RESO A AUDITORIUM UPGRADE","184000","CIP","X440","100 WEST MOSHOLU PARKWAY SOUTH","Bronx","11225","BRONX","40.882178","-73.88691","207","11","2095215","2032510201","409","BX0702","(40.882178, -73.88691)","23-May"
"P.S. / I.S. 498 - BRONX","X","11","FY18 RESO A AUDITORIUM UPGRADE","71550","CIP","X498","1640 BRONXDALE AVENUE","Bronx","11225","BRONX","40.84473","-73.858207","211","13","2116414","2040910001","244","BX1102","(40.84473, -73.858207)","23-May"
"P.S. 79 - QUEENS","Q","25","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7872000","CIP","Q079","147-27 15 DRIVE","Queens","11225","QUEENS","40.785909","-73.818058","407","19","4105232","4046470001","1039","QN0702","(40.785909, -73.818058)","23-May"
"P.S. 319 - BROOKLYN","K","14","ROOFS / WINDOWS","2658000","CIP","K319","360 KEAP STREET","Brooklyn","11225","BROOKLYN","40.709674","-73.954217","301","34","3063189","3024240001","527","BK0102","(40.709674, -73.954217)","23-May"
"P.S. 151 - QUEENS","Q","30","LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","34230","CIP","Q151","50-05 31 AVENUE","Queens","11225","QUEENS","40.757499","-73.908898","401","26","4014094","4007520001","163","QN0104","(40.757499, -73.908898)","23-May"
"P.S. 153 - QUEENS","Q","24","PA SYSTEM REPLACEMENT","989999","CIP","Q153","60-02 60 LANE","Queens","11225","QUEENS","40.716609","-73.903669","405","30","4060987","4027320018","599","QN0501","(40.716609, -73.903669)","23-May"
"I.S. 285 - BROOKLYN","K","18","NYS AUDITORIUM UPGRADE","1124700","CIP","K285","5905 BEVERLY ROAD","Brooklyn","11225","BROOKLYN","40.646877","-73.921006","317","45","3104599","3047440001","936","BK1703","(40.646877, -73.921006)","23-May"
"P.S. 92 - BROOKLYN","K","17","EXTERIOR MASONRY / PARAPETS / ROOFS","11488000","CIP","K092","601 PARKSIDE AVENUE","Brooklyn","11225","BROOKLYN","40.656046","-73.953742","309","40","3115866","3050490055","802","BK0902","(40.656046, -73.953742)","23-May"
"BROOKLYN TECH HS - K","K","13","LL 26-EXIT SIGNS","319643.28","CIP","K430","29 FT GREENE PLACE","Brooklyn","11225","BROOKLYN","40.688834","-73.976905","302","35","3058752","3020980013","33","BK0203","(40.688834, -73.976905)","23-May"
"THE QUEENS SCHOOL OF INQUIRY-Q","Q","25","PA SYSTEM REPLACEMENT","718000","CIP","Q168","158-40 76 ROAD","Queens","11225","QUEENS","40.724458","-73.810216","408","24","4147847","4068260001","1257","QN0802","(40.724458, -73.810216)","23-May"
"FORT HAMILTON HS - K","K","20","LOW VOLTAGE ELECTRICAL SYSTEM","3051000","CIP","K490","8301 SHORE ROAD","Brooklyn","11225","BROOKLYN","40.627898","-74.039985","310","47","3152318","3060130001","46","BK1001","(40.627898, -74.039985)","23-May"
"P.S. 188 - MANHATTAN","M","1","LL 26-EXIT SIGNS","82572.27","CIP","M188","442 EAST HOUSTON STREET","Manhattan","11225","MANHATTAN","40.719598","-73.977904","103","2","1004349","1003560100","20","MN0303","(40.719598, -73.977904)","23-May"
"P.S. 183 - MANHATTAN","M","2","FY19 RESO A SUPPLEMENTAL COOLING","388000","CIP","M183","419 EAST 66 STREET","Manhattan","11225","MANHATTAN","40.763736","-73.95815","108","5","1045569","1014610007","116","MN0801","(40.763736, -73.95815)","23-May"
"P.S. 125 - MANHATTAN","M","5","FY18 RESO A PLAYGROUNDS","2047975","CIP","M125","425 WEST 123 STREET","Manhattan","11225","MANHATTAN","40.810431","-73.955809","109","7","1059526","1019640012","20901","MN0901","(40.810431, -73.955809)","23-May"
"P.S. @ 763 PRESIDENT STREET - BROOKLYN","K","15","Lease","21167000","CAP","K347","763 PRESIDENT STREET","Brooklyn","11235","BROOKLYN","40.674465","-73.977497","306","39","3020189","3009570017","157","BK0602","(40.674465, -73.977497)","23-May"
"P.S. 61 - BRONX","X","12","ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","124500","CIP","X061","1550 CROTONA PARK EAST","Bronx","11225","BRONX","40.836575","-73.892817","203","15","2009865","2029390045","153","BX0303","(40.836575, -73.892817)","23-May"
"P.S. 59 - BRONX","X","10","ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","87500","CIP","X059","2185 BATHGATE AVENUE","Bronx","11225","BRONX","40.852774","-73.893524","206","15","2011538","2030490037","395","BX0602","(40.852774, -73.893524)","23-May"
"J.H.S. 189 - QUEENS","Q","25","LOW VOLTAGE ELECTRICAL SYSTEM","900000","CIP","Q189","144-80 BARCLAY AVENUE","Queens","11225","QUEENS","40.759844","-73.820548","407","20","4114763","4050510027","863","QN0704","(40.759844, -73.820548)","23-May"
"GROVER CLEVELAND HS - QUEENS","Q","24","SCIENCE LAB UPGRADES","2309400","CIP","Q485","21-27 HIMROD STREET","Queens","11225","QUEENS","40.711033","-73.908814","405","30","4080227","4033630001","59501","QN0502","(40.711033, -73.908814)","23-May"
"P.S. 169 - QUEENS","Q","25","Addition","63848893","CAP","Q169","18-25 212 STREET","Queens","11360","QUEENS","40.782248","-73.779063","407","19","4131147","4058650050","99704","QN0703","(40.782248, -73.779063)","23-May"
"P.S. 9 - BRONX","X","10","CRACKED MASONRY / PARAPETS / ROOF / ROOFS","17406397.21","CIP","X930","230 EAST 183 STREET","Bronx","11225","BRONX","40.857067","-73.898936","205","15","2013561","2031500010","38301","BX0503","(40.857067, -73.898936)","23-May"
"P.S. 179 - BROOKLYN","K","20","PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT / TCU REMOVAL/PLAYGROUND REDEVELOPMENT","1897975","CIP","K179","202 AVENUE C","Brooklyn","11225","BROOKLYN","40.640463","-73.977642","312","39","3126001","3053710001","488","BK1203","(40.640463, -73.977642)","23-May"
"I.S. 129 - BRONX","X","12","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","9220000","CIP","X129","2055 MAPES AVENUE","Bronx","11225","BRONX","40.845878","-73.886184","206","15","2012957","2031090001","371","BX0602","(40.845878, -73.886184)","23-May"
"P.S. 5 - BROOKLYN","K","16","ELECTRICAL SYSTEMS / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","16795000","CIP","K005","820 HANCOCK STREET","Brooklyn","11225","BROOKLYN","40.685687","-73.922532","303","41","3039906","3014900001","377","BK0302","(40.685687, -73.922532)","23-May"
"TOTTENVILLE HS - STATEN ISLAND","R","31","FY20 RESO A GYMNASIUM UPGRADE","587977","CIP","R455","100 LUTEN AVENUE","Staten Island","11225","STATEN IS","40.528092","-74.192032","503","51","5082634","5066130001","198","SI0304","(40.528092, -74.192032)","23-May"
"I.S. 529 - BRONX","X","11","ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","115999","CIP","X142","3750 BAYCHESTER AVENUE","Bronx","11225","BRONX","40.884953","-73.840524","212","12","2066190","2049350001","48402","BX1202","(40.884953, -73.840524)","23-May"
"I.S. 227 - QUEENS","Q","30","FY20 RESO A SCIENCE LAB UPGRADES","2100000","CIP","Q227","32-02 JUNCTION BOULEVARD","Queens","11225","QUEENS","40.758408","-73.874472","403","21","4034891","4014230001","353","QN0302","(40.758408, -73.874472)","23-May"
"JOHN BOWNE HS - QUEENS","Q","25","IDA GYM FLOOR REPLACEMENT","850211","CIP","Q425","63-25 MAIN STREET","Queens","11225","QUEENS","40.738139","-73.824944","408","24","4439900","4065070001","809","QN0801","(40.738139, -73.824944)","23-May"
"P.S. 161 - BROOKLYN","K","17","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","16588000","CIP","K161","330 CROWN STREET","Brooklyn","11225","BROOKLYN","40.666181","-73.949013","309","35","3034181","3012970026","319","BK0901","(40.666181, -73.949013)","23-May"
"SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1","K","14","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7606000","CIP","K033","70 TOMPKINS AVENUE","Brooklyn","11225","BROOKLYN","40.697152","-73.946641","303","36","3048517","3017430018","257","BK0301","(40.697152, -73.946641)","23-May"
"THE JOAN SNOW PRE-K CENTER","K","22","COVID VENTILATION","287500","CIP","K063","1340 EAST 29 STREET","Brooklyn","11225","BROOKLYN","40.61845","-73.94633","314","45","3337357","3076640041","756","BK1403","(40.61845, -73.94633)","23-May"
"Q075 SPED - QUEENS","Q","28","LSP DOMESTIC WATER HEATER","148607.82","CIP","Q048","155-02 108 AVENUE","Queens","11225","QUEENS","40.694119","-73.797003","412","28","4216099","4101440042","25401","QN1202","(40.694119, -73.797003)","23-May"
"P.S. 83 - MANHATTAN","M","4","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","5984000","CIP","M083","219 EAST 109 STREET","Manhattan","11225","MANHATTAN","40.793194","-73.942548","111","8","1052436","1016590012","180","MN1102","(40.793194, -73.942548)","23-May"
"THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS","M","3","FY17 RESO A ROOM CONVERSIONS/PARTITIONING","434500","CIP","M470","145 WEST 84 STREET","Manhattan","11225","MANHATTAN","40.785803","-73.974614","107","6","1032128","1012150001","169","MN0702","(40.785803, -73.974614)","23-May"
"P.S. 295 - BROOKLYN","K","15","CAFETERIA/GYMNASIUM FLOOR SUBSTRATE / CLASSROOMS & CORRIDOR FLOORS / EXTERIOR MASONRY / FLOOD ELIMINATION / FY13 RESO A GYMNASIUM UPGRADE / GYMNASIUM FLOOR / PARAPETS / ROOFS","9114000","CIP","K845","330 18 STREET","Brooklyn","11225","BROOKLYN","40.660976","-73.988297","307","39","3331274","3008800001","147","BK0702","(40.660976, -73.988297)","23-May"
"HS FOR CONST.TRADES,ENGG.,& ARCH-Q","Q","27","FY19 RESO A AUDITORIUM UPGRADE","475000","CIP","Q650","94-06 104 STREET","Queens","11225","QUEENS","40.689591","-73.840717","409","29","4438609","4093810044","114","QN0904","(40.689591, -73.840717)","23-May"
"P.S. 078 - STATEN ISLAND","R","31","EXTERIOR MASONRY / PARAPETS / ROOFS","2262000","CIP","R014","100 TOMPKINS AVENUE","Staten Island","11225","STATEN IS","40.622293","-74.078425","501","49","5014176","5005450110","29","SI0102","(40.622293, -74.078425)","23-May"
"Q177 SPED - QUEENS","Q","26","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7221000","CIP","Q177","56-37 188 STREET","Queens","11225","QUEENS","40.74391","-73.788133","411","20","4128231","4056740002","1417","QN1101","(40.74391, -73.788133)","23-May"
"P.S. 124 - QUEENS","Q","27","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","5414000","CIP","Q124","129-15 150 AVENUE","Queens","11225","QUEENS","40.665058","-73.811701","410","28","4257530","4118820001","84602","QN1001","(40.665058, -73.811701)","23-May"
"P.S. @ 1302 EDWARD L GRANT HIGHWAY - BRONX","X","9","New","57533000","CAP","X468","1302 EDWARD L GRANT HIGHWAY","Bronx","10452","BRONX","40.838744","-73.921721","204","16","2000000","2028710061","219","BX0403","(40.838744, -73.921721)","23-May"
"I.S. 127 - BRONX","X","11","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","9603000","CIP","X127","1560 PURDY STREET","Bronx","11225","BRONX","40.837931","-73.853524","209","18","2041247","2039480055","222","BX0904","(40.837931, -73.853524)","23-May"
"NEW DORP HS - STATEN ISLAND","R","31","EXTERIOR MASONRY / PARAPETS / ROOFS","29474103","CIP","R435","465 NEW DORP LANE","Staten Island","11225","STATEN IS","40.569393","-74.107737","502","50","5055367","5039300010","11204","SI9592","(40.569393, -74.107737)","23-May"
"P.S. 333 - QUEENS","Q","27","SANDY NEW A/C CHILLERS","1278870.32","CIP","Q198","3-65 BEACH 56 STREET","Queens","11225","QUEENS","40.593967","-73.786182","414","31","4301929","4158940011","97204","QN1402","(40.593967, -73.786182)","23-May"
"P.S. 56 - QUEENS","Q","27","TCU REMOVAL/PLAYGROUND REDEVELOPMENT","1225000","CIP","Q056","86-10 114 STREET","Queens","11225","QUEENS","40.69919","-73.835299","409","29","4192689","4092260057","130","QN0902","(40.69919, -73.835299)","23-May"
"P.S. 105 - BROOKLYN","K","20","LSP - REPLACE DOMESTIC WATER HEATER","120028","CIP","K105","1031 59 STREET","Brooklyn","11225","BROOKLYN","40.632936","-74.00374","312","43","3140612","3057020001","214","BK1202","(40.632936, -74.00374)","23-May"
"RICHMOND HILL HS - QUEENS","Q","27","LOCKER ROOM UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / POOL WATER HEATER & FILTRATION","23999723","CIP","Q475","89-30 114 STREET","Queens","11225","QUEENS","40.695888","-73.833681","409","29","4195688","4093210001","124","QN0902","(40.695888, -73.833681)","23-May"
"P.S. 2 - MANHATTAN","M","2","FY20 RESO A AUDITORIUM UPGRADE","44000","CIP","M002","122 HENRY STREET","Manhattan","11225","MANHATTAN","40.713273","-73.991339","103","1","1003248","1002730001","6","MN0301","(40.713273, -73.991339)","23-May"
"P.S. 166 - MANHATTAN","M","3","FIRE ALARM/MECHANICAL SYSTEMS","1375000","CIP","M166","132 WEST 89 STREET","Manhattan","11225","MANHATTAN","40.788865","-73.971847","107","6","1032308","1012190047","173","MN0702","(40.788865, -73.971847)","23-May"
"P.S. 112 - QUEENS","Q","30","FY17 RESO A PLAYGROUND REDEVELOPMENT","1067000","CIP","Q112","25-05 37 AVENUE","Queens","11225","QUEENS","40.756891","-73.934523","401","26","4004170","4003440001","3302","QN0105","(40.756891, -73.934523)","23-May"
"SCHOOL OF DIPLOMACY","X","11","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","27327000","CIP","X113","3710 BARNES AVENUE","Bronx","11225","BRONX","40.880873","-73.860904","212","12","2058396","2046750020","390","BX1201","(40.880873, -73.860904)","23-May"
"P.S. 244 - QUEENS","Q","25","IPDVS FULL CAMERA UPGRADE","255000","CIP","Q244","137-20 FRANKLIN AVENUE","Queens","11225","QUEENS","40.754654","-73.826759","407","20","4541682","4051370043","79701","QN0707","(40.754654, -73.826759)","23-May"
"P.S. 90 - QUEENS","Q","27","AUDITORIUM UPGRADE","929000","CIP","Q090","86-50 109 STREET","Queens","11225","QUEENS","40.697033","-73.839213","409","29","4192167","4092040028","128","QN0902","(40.697033, -73.839213)","23-May"
"I.S. 201 - BROOKLYN","K","20","FY18 RESO A ROOM CONVERSION","1485800","CIP","K201","8010 12 AVENUE","Brooklyn","11225","BROOKLYN","40.618676","-74.012722","310","38","3162973","3062780022","166","BK1002","(40.618676, -74.012722)","23-May"
"P.S. 197 - MANHATTAN","M","5","ELECTRICAL WORK FOR A/C INITIATIVE","17108.35","CIP","M197","2230 5TH AVENUE","Manhattan","11225","MANHATTAN","40.813184","-73.937322","110","9","1076433","1017330017","212","MN1002","(40.813184, -73.937322)","23-May"
"P.S. 152 - MANHATTAN","M","6","NYS AUDITORIUM UPGRADE","1457880","CIP","M152","93 NAGLE AVENUE","Manhattan","11225","MANHATTAN","40.860412","-73.927936","112","10","1064149","1021730001","283","MN1202","(40.860412, -73.927936)","23-May"
"P.S. 174 - QUEENS","Q","28","EXISTING BUILDING-IPDVS","29225","CIP","Q174","65-10 DIETERLE CRESCENT","Queens","11225","QUEENS","40.720924","-73.86135","406","30","4073904","4031340024","69702","QN0601","(40.720924, -73.86135)","23-May"
"RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS -","R","31","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","14559000","CIP","R600","290 ST MARKS PLACE","Staten Island","11225","STATEN IS","40.642793","-74.07873","501","49","5000000","5000190004","9","SI0101","(40.642793, -74.07873)","23-May"
"P.S. 123 - MANHATTAN","M","5","RPZ BACKFLOW PREVENTION DEVICES","674101","CIP","M123","301 WEST 140 STREET","Manhattan","11225","MANHATTAN","40.819767","-73.944433","110","9","1060726","1020420035","22102","MN1002","(40.819767, -73.944433)","23-May"
"P.S. 81 - QUEENS","Q","24","FY21 RESO A CAFETERIA UPGRADE / PATH OF TRAVEL RESO A CAFETERIA UPGRADE","229446.1","CIP","Q848","511 SENECA AVENUE","Queens","11225","QUEENS","40.705315","-73.911909","405","34","4081987","4034340001","545","QN0502","(40.705315, -73.911909)","23-May"
"BENJAMIN N. CARDOZO HS - QUEENS","Q","26","AUDITORIUM CEILING","2445000","CIP","Q415","57-00 223 STREET","Queens","11225","QUEENS","40.752333","-73.75599","411","23","4161735","4075290001","138501","QN1102","(40.752333, -73.75599)","23-May"
"EDUCATIONAL CAMPUS @ 2202 60TH STREET - BROOKLYN","K","21","Lease","27222000","CAP","K597","2202 60TH STREET","Brooklyn","11204","BROOKLYN","40.616479","-73.978093","312","44","3329154","3065490001","446","BK1204","(40.616479, -73.978093)","23-May"
"P.S. 116 - QUEENS","Q","29","LSP REPLACE WATER HEATER","210158.76","CIP","Q116","107-25 WREN PLACE","Queens","11225","QUEENS","40.700606","-73.782302","412","27","4218416","4102500001","414","QN1202","(40.700606, -73.782302)","23-May"
"P.S. 87 - BRONX","X","11","EXISTING SCHOOL RENOVATION WORK","4415061.85","CIP","X087","1935 BUSSING AVENUE","Bronx","11225","BRONX","40.895104","-73.845968","212","12","2069061","2050180001","428","BX1203","(40.895104, -73.845968)","23-May"
"HS FOR HEALTH CAREER & SCIENCE - M","M","6","LOW VOLTAGE ELECTRICAL SYSTEM / SWIMMING POOLS","21673000","CIP","M465","549 AUDUBON AVENUE","Manhattan","11225","MANHATTAN","40.855855","-73.92712","112","10","1076751","1021600018","277","MN1202","(40.855855, -73.92712)","23-May"
"P.S. 398 - BROOKLYN","K","17","PLAYGROUND REDEVELOPMENT","2640000","CIP","K398","60 EAST 94 STREET","Brooklyn","11225","BROOKLYN","40.663559","-73.926959","317","41","3323072","3045950015","882","BK1704","(40.663559, -73.926959)","23-May"
"P.S. 754 SPED - BRONX","X","7","IPDVS CAMERA INSTALLATION","248820","CIP","X155","470 JACKSON AVENUE","Bronx","11225","BRONX","40.811162","-73.909804","201","8","2003910","2025780027","35","BX0101","(40.811162, -73.909804)","23-May"
"P.S. 84 - BROOKLYN","K","14","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6230000","CIP","K084","250 BERRY STREET","Brooklyn","11225","BROOKLYN","40.714785","-73.963","301","34","3062766","3023910001","551","BK0102","(40.714785, -73.963)","23-May"
"P.S. 40 - QUEENS","Q","28","ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","133163.78","CIP","Q040","109-20 UNION HALL STREET","Queens","11225","QUEENS","40.694125","-73.790675","412","28","4263341","4121510001","260","QN1202","(40.694125, -73.790675)","23-May"
"P.S. 185 - BROOKLYN","K","20","COVID VENTILATION","1209512","CIP","K185","8601 RIDGE BOULEVARD","Brooklyn","11225","BROOKLYN","40.623986","-74.033779","310","47","3153416","3060430001","60","BK1001","(40.623986, -74.033779)","23-May"
"PROGRESS HS - K","K","14","LL 26-EXIT SIGNS","240439.59","CIP","K450","850 GRAND STREET","Brooklyn","11225","BROOKLYN","40.712184","-73.939722","301","34","3325733","3030160001","485","BK0104","(40.712184, -73.939722)","23-May"
"P.S. 129 - MANHATTAN","M","5","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","33993.47","CIP","M129","425 WEST 130 STREET","Manhattan","11225","MANHATTAN","40.814637","-73.951912","109","9","1059407","1019570010","21703","MN0902","(40.814637, -73.951912)","23-May"
"I.S. 35 - BROOKLYN","K","16","IPDVS CAMERA INSTALLATION","554995","CIP","K035","272 MACDONOUGH STREET","Brooklyn","11225","BROOKLYN","40.681904","-73.935895","303","36","3047054","3016740011","273","BK0302","(40.681904, -73.935895)","23-May"
