"the_geom","job_number","job_type","residflag","nonresflag","job_status","compltyear","permityear","classainit","classaprop","classanet","hotelinit","hotelprop","otherbinit","otherbprop","unitsco","boro","bin","bbl","addressnum","addressst","occ_init","occ_prop","job_desc","datefiled","datepermit","datelstupd","datecomplt","zoningdst1","zoningdst2","zoningdst3","specldst1","specldst2","landmark","floorsinit","floorsprop","enlargemnt","ownership","cenblock10","bctcb2010","bct2010","nta2010","ntaname10","commntydst","councildst","schsubdist","schcommnty","schelmntry","schmiddle","firecmpany","firebattln","firedivsn","policepcnt","pl_firm07","pl_pfirm15","latitude","longitude","geomsource","dcpedited","version","location","bldg_class","centract10","cenblock20","centract20","bctcb2020","bct2020","nta2020","ntaname20","cdta2020","cdtaname20"
"POINT (1004626.6734735072 187507.1033820957)","320527373","Alteration","Residential",,"5. Completed Construction","2014","2013","1.0","1.0","0.0","0","0","0","0","1.0","3","3047872","3016870037","262","BAINBRIDGE STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)",,"2012-12-31T00:00:00.000","2013-03-22T00:00:00.000","2014-07-15T00:00:00.000","2014-07-15T00:00:00.000","R6B",,,,,,"3.0","3.0",,"Private For-Profit: Individual","360470381003000","30381003000","3038100","BK61","Crown Heights North","303","36","16_1","16","67","293","L111","37","15","081",,,"40.6813252097","-73.9265345061","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9265345061 40.6813252097)","A5","36047038100","360470381003000","36047038100","30381003000","3038100","BK0302","Bedford-Stuyvesant (East)","BK03","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"POINT (1046366.7533790022 220085.2403254211)","421426674","New Building","Residential",,"9. Withdrawn",,,"0.0","1.0","1.0","0","0","0","0","0.0","4","4135811","4061090016","212-02","33 ROAD","Empty Site","Residential: 1-2 Family Houses (R-3)","NEW ONE FAMILY DWELLING","2017-03-06T00:00:00.000",,"2017-03-14T00:00:00.000",,"R2A",,,,,,"0.0","1.0",,"Private For-Profit: Individual","360811097002002","41097002002","4109700","QN46","Bayside-Bayside Hills","411","19","26_2","26","474","338","E306","53","14","111",,,"40.7705494994","-73.7757427539","BIN DOB buildingfootprints",,"22Q4","POINT (-73.7757427539 40.7705494994)","A3","36081109700","360811097002002","36081109700","41097002002","4109700","QN1102","Bayside","QN11","QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation)"
"POINT (1052985.099066168 214311.381466344)","421428921","New Building","Residential",,"2. Approved Application",,,"0.0","1.0","1.0","0","0","0","0","0.0","4","4161278","4075130023","56-11","228 STREET","Empty Site","Residential: 1-2 Family Houses (R-3)",,"2017-09-22T00:00:00.000",,"2017-12-01T00:00:00.000",,"R2",,,,,,"0.0","2.0",,"Private For-Profit: Individual","360811385014003","41385014003","4138501","QN42","Oakland Gardens","411","23","26_2","26","476","338","E313","53","14","111",,,"40.7546528209","-73.7519078495","BIN DOB buildingfootprints",,"22Q4","POINT (-73.7519078495 40.7546528209)","A2","36081138501","360811385014003","36081138501","41385014003","4138501","QN1102","Bayside","QN11","QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation)"
"POINT (1003915.0971407592 215889.16407191753)","421434521","Alteration","Residential",,"1. Filed Application",,,"2.0","6.0","4.0","0","0","0","0","0.0","4","4007360","4005850043","34-38","30 STREET","Residential: 1-2 Family Houses (J-3)","Residential: 3 or More Units (R-2)",,"2017-03-10T00:00:00.000",,"2018-01-02T00:00:00.000",,"R5",,,,,,"2.0","3.0","Horizontal and Vertical","Private For-Profit: Corporation","360810053003001","40053003001","4005300","QN70","Astoria","401","26","30_3","30","376","74","E260","45","14","114",,,"40.7592287191","-73.9290171347","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9290171347 40.7592287191)","C2","36081005300","360810053003001","36081005300","40053003001","4005300","QN0103","Astoria (Central)","QN01","QN01 Astoria-Queensbridge (CD 1 Equivalent)"
"POINT (980296.2080269307 163652.23672184348)","320308779","Alteration","Residential",,"2. Approved Application",,,"1.0","2.0","1.0","0","0","0","0","0.0","3","3164860","3063210019","1232","84 STREET","Residential: 1-2 Family Houses (J-3)","Residential: 1-2 Family Houses (R-3)",,"2011-05-17T00:00:00.000",,"2011-10-11T00:00:00.000",,"R3X",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360470148002002","30148002002","3014800","BK30","Dyker Heights","310","43","20_2","20","216","217","E284","42","08","068",,,"40.6158713281","-74.0142426337","BIN DOB buildingfootprints",,"22Q4","POINT (-74.0142426337 40.6158713281)","B3","36047014800","360470148002002","36047014800","30148002002","3014800","BK1002","Dyker Heights","BK10","BK10 Bay Ridge-Dyker Heights (CD 10 Approximation)"
"POINT (996507.673963502 206624.03791716695)","320775390","New Building","Residential",,"5. Completed Construction","2017","2014","0.0","10.0","10.0","0","0","0","0","10.0","3","3064043","3025120056","147","GREEN STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2013-06-25T00:00:00.000","2014-06-09T00:00:00.000","2017-07-11T00:00:00.000","2017-07-11T00:00:00.000","M1-2/R6A",,,"MX-8","GW",,"0.0","6.0",,"Private For-Profit: Individual","360470563003001","30563003001","3056300","BK76","Greenpoint","301","33","14_3","14","44","403","L106","28","11","094",,,"40.733811643","-73.9557722932","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9557722932 40.733811643)","D3","36047056300","360470563013001","36047056300","30563013001","3056301","BK0101","Greenpoint","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (994661.4476690888 191406.74256442487)","321210300","Alteration","Residential",,"2. Approved Application",,,"1.0","1.0","0.0","0","0","0","0","0.0","3","3339205","3019220001","224","WILLOUGHBY AVENUE","Residential: 1-2 Family Houses (J-3)","Residential: 1-2 Family Houses (R-3)",,"2015-08-24T00:00:00.000",,"2015-12-03T00:00:00.000",,"R7-1",,,,,"Yes","3.0","3.0",,"Government, Unspecified: Government Agency","360470193003001","30193003001","3019300","BK69","Clinton Hill","302","35","13_3","13","244","288","L119","31","11","088",,,"40.6920461563","-73.9624575291","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9624575291 40.6920461563)","W6","36047019300","360470193003000","36047019300","30193003000","3019300","BK0204","Clinton Hill","BK02","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"POINT (1035129.4353025109 213803.2847135067)","421474906","Alteration","Residential",,"9. Withdrawn",,,"1.0","2.0","1.0","0","0","0","0","0.0","4","4619740","4052040041","45-45","SMART STREET","Residential: 1-2 Family Houses (J-3)","Residential: 1-2 Family Houses (R-3)",,"2017-05-12T00:00:00.000",,"2017-08-03T00:00:00.000",,"R3A",,,,,,"2.0","2.0",,"Private For-Profit: Corporation","360811201001005","41201001005","4120100","QN52","East Flushing","407","20","25_2","25","315","24","E274","52","14","109",,,"40.753379","-73.81636","Lat/Lon geosupport",,"22Q4","POINT (-73.81636 40.753379)","B1","36081120100","360811201001005","36081120100","41201001005","4120100","QN0705","East Flushing","QN07","QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation)"
"POINT (991975.5737757534 190963.93701958656)","320314913","New Building","Residential",,"5. Completed Construction","2015","2012","0.0","2.0","2.0","0","0","0","0","2.0","3","3397451","3020900019","231","CARLTON AVENUE","Empty Site","Residential: 1-2 Family Houses (R-3)","NEW BUILDING - TWO FAMILY DWELLING","2011-06-01T00:00:00.000","2012-01-19T00:00:00.000","2015-06-08T00:00:00.000","2015-02-09T00:00:00.000","R6B",,,,,"Yes","0.0","4.0",,"Private For-Profit: Partnership","360470183002000","30183002000","3018300","BK68","Fort Greene","302","35","13_2","13","245","291","E210","31","11","088",,,"40.6908335088","-73.9721433585","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9721433585 40.6908335088)","B1","36047018300","360470183002000","36047018300","30183002000","3018300","BK0203","Fort Greene","BK02","BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation)"
"POINT (1024355.6881492585 208179.60632833838)","421489231","New Building","Residential",,"2. Approved Application",,,"0.0","10.0","10.0","0","0","0","0","0.0","4","4048160","4019570002","104-04","OTIS AVENUE","Empty Site","Residential: 3 or More Units (R-2)","NEW 5 STORY BUILDING (10 DWELLING UNITS)","2017-06-09T00:00:00.000",,"2019-04-24T00:00:00.000",,"R6B",,,,,,"0.0","5.0",,"Private For-Profit: Individual","360810437023000","40437023000","4043702","QN25","Corona","404","21","24_1","24","746","413","E324","46","14","110",,,"40.7379988594","-73.8552796265","BIN DOB buildingfootprints",,"22Q4","POINT (-73.8552796265 40.7379988594)","V0","36081043702","360810437023000","36081043702","40437023000","4043702","QN0402","Corona","QN04","QN04 Elmhurst-Corona (CD 4 Approximation)"
"POINT (997548.687629506 164150.7462235093)","320729208","Alteration","Residential",,"1. Filed Application",,,"1.0","1.0","0.0","0","0","0","0","0.0","3","3254456","3076580078","1368","EAST 23 STREET","Residential: Not Specified (RES)","Residential: 1-2 Family Houses (R-3)","ENLARGE EXISTING ONE FAMILY RESIDENCE AS PER PLANS FILED OBTAIN NEW CERTIFICATE OF OCCUPANCY","2013-03-21T00:00:00.000",,"2013-03-27T00:00:00.000",,"R2",,,,,,"3.0","3.0",,"Private For-Profit: Individual","360470758001002","30758001002","3075800","BK43","Midwood","314","48","22_1","22","8","234","L156","33","15","070",,,"40.6172305376","-73.9520998209","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9520998209 40.6172305376)","A1","36047075800","360470758001002","36047075800","30758001002","3075800","BK1403","Midwood","BK14","BK14 Flatbush-Midwood (CD 14 Approximation)"
"POINT (1016957.4204655141 210507.93828584254)","421528243","New Building","Residential",,"3. Permitted for Construction",,"2018","0.0","2.0","2.0","0","0","0","0","0.0","4","4618905","4015070068","42-67","KETCHAM STREET","Empty Site","Residential: 1-2 Family Houses (R-3)",,"2017-07-17T00:00:00.000","2018-08-23T00:00:00.000","2020-02-19T00:00:00.000",,"R5",,,,,,"0.0","2.0",,"Private For-Profit: Individual","360810269022001","40269022001","4026902","QN29","Elmhurst","404","25","24_1","24","394","50","E289","46","14","110",,,"40.74442","-73.881965","Lat/Lon geosupport",,"22Q4","POINT (-73.881965 40.74442)","B9","36081026902","360810269022001","36081026902","40269022001","4026902","QN0401","Elmhurst","QN04","QN04 Elmhurst-Corona (CD 4 Approximation)"
"POINT (1006098.066200003 184778.15149092674)","320444523","New Building","Residential",,"5. Completed Construction","2013","2012","0.0","2.0","2.0","0","0","0","0","2.0","3","3413797","3014510068","1413","ST MARKS AVENUE","Empty Site","Residential: 1-2 Family Houses (R-3)",,"2012-03-05T00:00:00.000","2012-06-21T00:00:00.000","2013-09-10T00:00:00.000","2013-09-10T00:00:00.000","R6",,,,,,"0.0","4.0",,"Private For-Profit: Corporation","360470303002004","30303002004","3030300","BK79","Ocean Hill","316","41","23_2","23","47","248","L176","44","15","073",,,"40.6738313453","-73.9212383322","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9212383322 40.6738313453)","C0","36047030300","360470303002004","36047030300","30303002004","3030300","BK1601","Ocean Hill","BK16","BK16 Ocean Hill-Brownsville (CD 16 Approximation)"
"POINT (1004586.9911381751 194555.13423350453)","320781052","Alteration","Residential",,"9. Withdrawn",,"2013","20.0","20.0","0.0","0","0","0","0","0.0","3","3072713","3031960038","1085","WILLOUGHBY AVENUE","Residential: 3 or More Units (J-2)","Residential: 3 or More Units (R-2)",,"2013-06-28T00:00:00.000","2013-07-18T00:00:00.000","2013-07-18T00:00:00.000",,"R6",,,,,,"4.0","4.0",,"Private For-Profit: Partnership","360470423002001","30423002001","3042300","BK78","Bushwick South","304","34","32_2","32","78","302","E218","28","11","083",,,"40.7006705174","-73.926656303","BIN DOB buildingfootprints",,"22Q4","POINT (-73.926656303 40.7006705174)","C1","36047042300","360470423002001","36047042300","30423002001","3042300","BK0401","Bushwick (West)","BK04","BK04 Bushwick (CD 4 Equivalent)"
"POINT (1001334.6150970012 189585.14679817855)","320871801","Alteration","Residential",,"5. Completed Construction","2016","2014","2.0","6.0","4.0","0","0","0","0","6.0","3","3044628","3016340079","467","MONROE STREET","Residential: 1-2 Family Houses (J-3)","Residential: 3 or More Units (R-2)",,"2013-12-31T00:00:00.000","2014-09-10T00:00:00.000","2016-11-21T00:00:00.000","2016-11-21T00:00:00.000","R6B",,,,,,"3.0","4.0","Horizontal and Vertical","Private For-Profit: Individual","360470277001001","30277001001","3027700","BK35","Stuyvesant Heights","303","36","16_2","16","75","293","E214","37","15","081",,,"40.6870359295","-73.938398562","BIN DOB buildingfootprints",,"22Q4","POINT (-73.938398562 40.6870359295)","C2","36047027700","360470277001001","36047027700","30277001001","3027700","BK0302","Bedford-Stuyvesant (East)","BK03","BK03 Bedford-Stuyvesant (CD 3 Approximation)"
"POINT (1015429.3185348362 203371.6143039167)","421545625","New Building","Residential",,"5. Completed Construction","2022","2018","0.0","2.0","2.0","0","0","0","0","2.0","4","4617553","4028200107","72-35","CALDWELL AVENUE","Empty Site","Residential: 1-2 Family Houses (R-3)",,"2017-08-28T00:00:00.000","2018-04-04T00:00:00.000","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","R4-1",,,,,,"0.0","3.0",,"Private For-Profit: Corporation","360810495001011","40495001011","4049500","QN30","Maspeth","405","30","24_3","24","742","32","L136","46","14","104",,,"40.7248380812","-73.8875127683","BIN DOB buildingfootprints",,"22Q4","POINT (-73.8875127683 40.7248380812)","B1","36081049500","360810495001007","36081049500","40495001007","4049500","QN0501","Maspeth","QN05","QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation)"
"POINT (975794.2934743464 167193.75654166937)","320711949","Alteration","Residential","Non-Residential","3. Permitted for Construction",,"2013","3.0","2.0","-1.0","0","0","0","0","0.0","3","3152386","3060160038","8304","3 AVENUE","Residential: 3 or More Units (J-2)","Residential: 1-2 Family Houses (R-3)","PROPOSAL TO REMOVE EXISTING 1ST FLOOR 1-FAMILY APARTMENT AND EXPAND EXISTING RETAIL STORE INTO VACATED AREA. RENOVATION OF EXISTING CELLAR.  NO CHANGES TO 2ND AND 3RD FLOORS.__LEGALIZATION OF CHANGES TO 1ST FLOOR AND CELLAR PLANS DONE PRIOR TO THIS APPLI","2013-01-31T00:00:00.000","2013-08-14T00:00:00.000","2013-09-23T00:00:00.000",,"R6B",,,"BR",,,"3.0","3.0",,"Private For-Profit: Corporation","360470062003001","30062003001","3006200","BK31","Bay Ridge","310","43","20_1","20","772","217","E241","40","08","068",,,"40.6255889105","-74.0304625488","BIN DOB buildingfootprints",,"22Q4","POINT (-74.0304625488 40.6255889105)","S4","36047006200","360470062003001","36047006200","30062003001","3006200","BK1001","Bay Ridge","BK10","BK10 Bay Ridge-Dyker Heights (CD 10 Approximation)"
"POINT (998497.9488543421 181907.0597921759)","320322780","Alteration","Residential",,"5. Completed Construction","2012","2012","3.0","3.0","0.0","0","0","0","0","3.0","3","3034183","3012970039","338","CROWN STREET","Residential: 1-2 Family Houses (J-3)","Residential: 1-2 Family Houses (R-3)","APPLICATION HEREBY FILED TO SECURE A CERTIFICATE OF OCCUPANCY FOR WORK COMPLETED UNDER APPLICATION # ALT 378/89 FOR ENLARGEMENT OF EXISTING GARAGE","2011-06-21T00:00:00.000","2012-02-09T00:00:00.000","2012-09-24T00:00:00.000","2012-09-24T00:00:00.000","R6",,,,,,"2.0","2.0",,"Private For-Profit: Individual","360470319003000","30319003000","3031900","BK63","Crown Heights South","309","35","17_2","17","166","265","L132","38","15","071",,,"40.6659663338","-73.948643105","BIN DOB buildingfootprints",,"22Q4","POINT (-73.948643105 40.6659663338)","C0","36047031900","360470319003000","36047031900","30319003000","3031900","BK0901","Crown Heights (South)","BK09","BK09 Crown Heights (South) (CD 9 Approximation)"
"POINT (997315.9574519247 198911.11174200475)","320912312","New Building","Residential",,"5. Completed Construction","2021","2019","0.0","27.0","27.0","0","0","0","0","27.0","3","3062539","3023740016","56","AINSLIE STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2018-04-27T00:00:00.000","2019-11-19T00:00:00.000","2022-02-10T00:00:00.000","2021-01-05T00:00:00.000","M1-2/R6A",,,"MX-8","GW",,"0.0","8.0",,"Private For-Profit: Corporation","360470513003001","30513003001","3051300","BK73","North Side-South Side","301","34","14_2","14","42","309","L104","35","11","090",,,"40.7126403698","-73.9528707505","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9528707505 40.7126403698)","D1","36047051300","360470513003001","36047051300","30513003001","3051300","BK0102","Williamsburg","BK01","BK01 Williamsburg-Greenpoint (CD 1 Equivalent)"
"POINT (986728.6059232503 169493.29918667674)","B08037169","New Building","Residential",,"1. Filed Application",,,"0.0","2.0","2.0","0","0","0","0","0.0","3","3138438","3056570069","1415","52 STREET","Empty Site",,"NEW 4 STORY AND CELLAR 2 FAMILY BUILDING","2022-11-10T00:00:00.000",,"2023-02-15T00:00:00.000",,,,,,,,"0.0","0.0",,"Private For-Profit: Individual","360470236002001","30236002001","3023600","BK88","Borough Park","312","44","20_3","20","228","219","L148","48","11","066",,,"40.6319043618","-73.9910715874","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9910715874 40.6319043618)","2 Family","36047023600","360470236002001","36047023600","30236002001","3023600","BK1202","Borough Park","BK12","BK12 Borough Park-Kensington (CD 12 Approximation)"
"POINT (980933.4613455832 185395.07578200102)","320911741","New Building","Residential",,"2. Approved Application",,,"0.0","1.0","1.0","0","0","0","0","0.0","3","3426137","3005880008","61","DIKEMAN STREET","Empty Site","Residential: 1-2 Family Houses (R-3)",,"2018-03-22T00:00:00.000",,"2018-12-07T00:00:00.000",,"R5",,,,,,"0.0","3.0",,"Private For-Profit: Partnership","360470053004004","30053004004","3005300","BK33","Carroll Gardens-Columbia Street-Red Hook","306","38","15_3","15","100","280","L101","32","11","076","1","1","40.675551","-74.011958","Lat/Lon geosupport",,"22Q4","POINT (-74.011958 40.675551)","V0","36047005300","360470053012012","36047005300","30053012012","3005301","BK0601","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","BK06","BK06 Park Slope-Carroll Gardens (CD 6 Approximation)"
"POINT (1047669.0260369182 215799.27580025792)","421555711","Demolition","Residential",,"5. Completed Construction","2018","2018","2.0","0.0","-2.0","0","0","0","0","0.0","4","4618379","4073140005","45-39","211 STREET","Residential: 1-2 Family Houses (J-3)","Empty Site",,"2017-11-01T00:00:00.000","2018-02-09T00:00:00.000","2018-08-20T00:00:00.000","2018-02-09T00:00:00.000","R3A",,,,,,"2.0","0.0",,"Private For-Profit: Individual","360811447001003","41447001003","4144700","QN46","Bayside-Bayside Hills","411","19","26_2","26","473","338","L164","53","14","111",,,"40.7587764245","-73.7710816465","BBL DOB MapPLUTO",,"22Q4","POINT (-73.7710816465 40.7587764245)","B1","36081144700","360811447001003","36081144700","41447001003","4144700","QN1102","Bayside","QN11","QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation)"
