"centername","legalname","building","street","borough","zipcode","phone","permitnumber","permitexp","status","agerange","maximumcapacity","dc_id","programtype","facilitytype","childcaretype","bin","url","datepermitted","actual","violationratepercent","violationavgratepercent","totaleducationalworkers","averagetotaleducationalworkers","publichealthhazardviolationrate","averagepublichealthhazardiolationrate","criticalviolationrate","avgcriticalviolationrate","inspectiondate","regulationsummary","violationcategory","healthcodesubsection","violationstatus","inspectionsummaryresult"
"BRONX RIVER EARLY LEARN CENTER","TREMONT CROTONA DAY CARE CENTER,INC.","1555","EAST 174 STREET","BRONX","10472","718-842-6582","6464","2023-02-27T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","54","DC1623","PRESCHOOL","GDC","Child Care - Pre School","2092903",,"2004-09-20T00:00:00.000","N","50","21.905","7","11.9769","0","6.1285","50","18.9541","2021-09-22T00:00:00.000","Epi auto injector Not provided, Not maintained or expired.","CRITICAL","47.29(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"THE LEARNING EXPERIENCE","MV 1975, LLC","339","GREENE AVENUE","BROOKLYN","11238","917-833-2863","104712","2023-01-15T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","107","DC36858","PRESCHOOL","GDC","Child Care - Pre School","3396753",,"2019-01-15T12:50:17.000","Y","0","21.905","14","11.9769","0","6.1285","0","18.9541","2021-10-01T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.","EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.","30","EAST 111 STREET","MANHATTAN","10029","212-860-7201","6385","2023-01-24T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","87","DC11067","PRESCHOOL","GDC","Child Care - Pre School","1085254",,"2005-01-21T00:00:00.000","N","0","21.905","10","11.9769","0","6.1285","0","18.9541","2023-03-08T00:00:00.000","At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.","GENERAL","47.41(h)","OPEN","Initial Annual Inspection - Reinspection Not Required"
"BEANSTALK CHILD CARE ACADEMY","NYC EARLY LEARNING COMPANY, INC","950","WESTCHESTER AVENUE","BRONX","10459","718-991-5465","104871","2023-06-13T00:00:00.000","Permitted","0 YEARS - 2 YEARS","50","DC36660","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","2114693",,"2019-06-13T10:26:43.000","Y","80","17.4391","69","8.4034","20","4.9984","80","15.3835","2022-06-15T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"YELED V' YALDA EARLY CHILDHOOD CENTER, INC.","YELED V'YALDA EARLY CHILDHOOD CENTER,INC.","6012","FARRAGUT ROAD","BROOKLYN","11236","718-209-1122","6055","2023-11-08T00:00:00.000","Permitted",,"94","DC14454","PRESCHOOL","GDC","Child Care - Pre School","3223428","www.yeled.org","2005-11-08T00:00:00.000","N","50","21.905","20","11.9769","0","6.1285","50","18.9541","2021-11-03T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"BRIGHT MINDS CENTER","ALPHAWIT MT LLC","341","WEST   50 STREET","MANHATTAN","10019","212-379-6640","105416","2023-06-28T00:00:00.000","Permitted","2 YEARS - 5 YEARS","92","DC34223","PRESCHOOL","GDC","Child Care - Pre School","1082646",,"2021-06-28T10:42:40.000","Y","0","21.905","6","11.9769","0","6.1285","0","18.9541","2022-11-16T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"SHAAREI ZION OHEL BRACHA","BETH GAVRIEL BUKHARIAN CONGREGATION","75-24","GRAND CENTRAL PARKWAY","QUEENS","11375","718-268-3444",,"2116-06-09T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC17534","PRESCHOOL","SBCC","School Based Child Care","4052771",,,,"100","45.1817","6","8.0094","100","23.3017","0","35.2291","2021-03-10T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Reinspection Required"
"BRIGHT BEGINNINGS EARLY LEARNING CENTER","SIDI INC.","2160","EAST TREMONT AVENUE","BRONX","10462","718-822-2586","98297","2023-10-08T00:00:00.000","Permitted","2 YEARS - 5 YEARS","40","DC25256","PRESCHOOL","GDC","Child Care - Pre School","2096717","brightbeginningsearlylearning.weebly.com","2015-10-08T00:00:00.000","Y","83.3333","21.905","2","11.9769","16.6667","6.1285","66.6667","18.9541","2022-10-20T00:00:00.000","At time of inspection it was observed that children and staff failed to wash hands after using lavatory, after diaper changing, prior to preparation of food or when else required.","PUBLIC HEALTH HAZARD","47.35(a)","CORRECTED","Monitoring Inspection Non-Routine - Reinspection Required; Fines pending"
"KINGSBRIDGE MONTESSORI SCHOOL","JASMINE EDUCATIONAL ENTERPRISES INC.","2519","CRESTON AVE","BRONX","10468","718-304-5393","105513","2023-09-27T00:00:00.000","Permitted","2 YEARS - 5 YEARS","56","DC40002","PRESCHOOL","GDC","Child Care - Pre School","2000000",,"2021-09-27T11:42:53.000","Y","0","21.905","8","11.9769","0","6.1285","0","18.9541","2022-09-13T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"KIDS IN THE GAME LLC","Kids in the Game, LLC","4","East  90  Street","MANHATTAN","10128","212-641-0260","104882","2022-09-15T00:00:00.000","Expired-In Renewal","0 YEARS - 16 YEARS","100","DC38262","ALL AGE CAMP","Camp","Camp","1046979",,"2019-06-20T17:07:24.000","Y","0","26.8868","0","1","0","14.2558","0","21.8553","2022-08-18T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Previously cited violations corrected"
"BROOKLYN BUREAU COMMUNITY SERVICES","Brooklyn Bureau Community Services","180","Myrtle Avenue","BROOKLYN","11201","718-522-5299","105624","2024-05-04T00:00:00.000","Permitted","2 YEARS - 5 YEARS","64","DC40932","PRESCHOOL","GDC","Child Care - Pre School","3398227",,"2022-05-04T12:26:07.000","Y","100","21.905","2","11.9769","100","6.1285","100","18.9541","2023-01-11T00:00:00.000","Milk observed stored at a temperature above 41 deg. F at time of inspection. Milk observed stored in child care service beyond the expiration date.","PUBLIC HEALTH HAZARD","47.61(d)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"MAGIC KINGDOM","MAGIC KINGDOM LLC.","5215","CHURCH AVENUE","BROOKLYN","11203","929-234-2451","14118","2022-09-08T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","30","DC22420","PRESCHOOL","GDC","Child Care - Pre School","3102219",,"2013-02-07T00:00:00.000","N","100","21.905","11","11.9769","0","6.1285","100","18.9541","2023-03-14T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A",
"ST. ADALBERT'S SUMMER CAMP","ST. ADALBERT ROMAN CATHOLIC CHURCH","52-17","83 STREET","QUEENS","11373","718-639-0212","34520","2023-09-15T00:00:00.000","Permitted","0 YEARS - 16 YEARS","200","DC23511","ALL AGE CAMP","Camp","Camp","4443149","Adalbertchurch.org","2013-06-24T00:00:00.000","N","0","26.8868","0","1","0","14.2558","0","21.8553","2022-07-22T00:00:00.000","Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean","GENERAL","131.09(f)","OPEN","Initial Annual Inspection - Reinspection Not Required"
"HOLY ROSARY SCHOOL","CATHOLIC SCHOOL REGION OF STATEN ISLAND-HOLY ROSARY SCHOOL","100","JEROME AVENUE","STATEN ISLAND","10305","718-447-1195",,"2115-11-23T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC1382","PRESCHOOL","SBCC","School Based Child Care","5047668","www.archny.org/education",,,"50","45.1817","2","8.0094","0","23.3017","50","35.2291","2021-11-04T00:00:00.000","Person in charge of school prohibits staff from attending in absence of immunization documentation","GENERAL","43.11(c)(3)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"Kinder Prep Childcare 2 Inc.","Kinder Prep Childcare 2, Inc.","15","BRIDGE PARK DR","BROOKLYN","11201","917-753-6577","105555","2023-12-03T00:00:00.000","Permitted","0 YEARS - 2 YEARS","50","DC39998","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3424597","kinderprepchildcare.com","2021-12-03T12:56:36.000","Y","0","17.4391","24","8.4034","0","4.9984","0","15.3835","2023-02-17T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"MAGIC DAY CAMP","MAGIC DAY CAMP",,"216-01 Union Turnpike","QUEENS","11364","718-634-8109","104016","2023-09-15T00:00:00.000","Permitted","0 YEARS - 16 YEARS","0","DC35571","ALL AGE CAMP","Camp","Camp","4438342","www.magicdaycamp.com","2017-05-16T12:46:43.000","Y","66.6667","26.8868","0","1","66.6667","14.2558","66.6667","21.8553","2022-08-16T00:00:00.000","Medical records for campers obtained prior to admission. Medical exam less than 1 year old. Recommendations for care and immunization status included. Immunizations complete. Records including immunization medical exemption requests available upon request","CRITICAL","48.17(b)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"ST. EPHREM CATHOLIC ACADEMY","ST. EPHREM CATHOLIC ACADEMY SUMMER CAMP/SCHOOL","924","74TH ST","BROOKLYN","11228","718-833-1440","105350","2023-09-15T00:00:00.000","Permitted","0 YEARS - 16 YEARS","0","DC40466","ALL AGE CAMP","Camp","Camp","3328831","stephremacademy.org","2021-05-27T10:57:48.000","Y","0","26.8868","0","1","0","14.2558","0","21.8553","2021-07-20T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"KIDDIE ACADEMY OF WILLIAMSBURG","NORTHSTAR CHILDCARE LLC","288","SOUTH 5 STREET","BROOKLYN","11211","718-599-5437","104311","2023-12-08T00:00:00.000","Permitted","0 YEARS - 2 YEARS","40","DC34857","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3335970","KIDDYACADEMY.COM/WILLIAMSBURG","2017-12-08T10:21:31.000","Y","25","17.4391","12","8.4034","0","4.9984","25","15.3835","2023-02-02T00:00:00.000","Required food protection procedures were Not implemented at time of inspection. Holder of food protection certificate was Not on site during hours of food preparation activity.","CRITICAL","47.61(a)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"KIDDIE ACADEMY OF WILLIAMSBURG","NORTHSTAR CHILDCARE LLC","288","SOUTH 5 STREET","BROOKLYN","11211","718-599-5437","104311","2023-12-08T00:00:00.000","Permitted","0 YEARS - 2 YEARS","40","DC34857","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3335970","KIDDYACADEMY.COM/WILLIAMSBURG","2017-12-08T10:21:31.000","Y","25","17.4391","12","8.4034","0","4.9984","25","15.3835","2023-02-02T00:00:00.000","Required food protection procedures were Not implemented at time of inspection. Holder of food protection certificate was Not on site during hours of food preparation activity.","CRITICAL","47.61(a)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"NORTHEAST BRONX DAY CARE CENTER,INC.","NORTHEAST BRONX DAY CARE CENTER,INC.","3440","WHITE PLAINS RD.","BRONX","10467","718-655-5500","7972","2024-12-01T00:00:00.000","Permitted","2 YEARS - 5 YEARS","60","DC19160","PRESCHOOL","GDC","Child Care - Pre School","2093518",,"2008-12-01T00:00:00.000","Y","20","21.905","15","11.9769","20","6.1285","20","18.9541","2023-01-19T00:00:00.000","Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.","GENERAL","47.33(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"NORTHEAST BRONX DAY CARE CENTER,INC.","NORTHEAST BRONX DAY CARE CENTER,INC.","3440","WHITE PLAINS RD.","BRONX","10467","718-655-5500","7972","2024-12-01T00:00:00.000","Permitted","2 YEARS - 5 YEARS","60","DC19160","PRESCHOOL","GDC","Child Care - Pre School","2093518",,"2008-12-01T00:00:00.000","Y","20","21.905","15","11.9769","20","6.1285","20","18.9541","2023-01-19T00:00:00.000","Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.","GENERAL","47.33(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"NORTHEAST BRONX DAY CARE CENTER,INC.","NORTHEAST BRONX DAY CARE CENTER,INC.","3440","WHITE PLAINS RD.","BRONX","10467","718-655-5500","7972","2024-12-01T00:00:00.000","Permitted","2 YEARS - 5 YEARS","60","DC19160","PRESCHOOL","GDC","Child Care - Pre School","2093518",,"2008-12-01T00:00:00.000","Y","20","21.905","15","11.9769","20","6.1285","20","18.9541","2023-01-19T00:00:00.000","Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.","GENERAL","47.33(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"TREVOR DAY SCHOOL","TREVOR DAY SCHOOL","1","WEST   88 STREET","MANHATTAN","10024","212-426-3305",,"1900-01-01T00:00:00.000","Active","3 YEARS - 5 YEARS","0","DC39362","PRESCHOOL","SBCC","School Based Child Care","1077191",,,,"0","45.1817","0","8.0094","0","23.3017","0","35.2291","2021-12-07T00:00:00.000","Staff submitted immunization record. File maintained confidential. File including electronic available for inspection on site","GENERAL","43.11(c)(2)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"HOSPITAL CLINIC HOME CENTER INSTRUCTIONAL CORPORATION","HOSPITAL CLINIC HOME CENTER INSTRUCTIONAL CORPORATION","1419-23","BROADWAY","BROOKLYN","11221","718-443-3917","6971","2024-05-12T00:00:00.000","Permitted","2 YEARS - 5 YEARS","130","DC747","PRESCHOOL","GDC","Child Care - Pre School","3251950","aceintegration.org","2004-05-12T00:00:00.000","N","0","21.905","11","11.9769","0","6.1285","0","18.9541","2021-06-03T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"Splat Camp","Voices Advance, LLC","405","Gold Street","BROOKLYN","11201","917-200-0357","105744","2022-09-15T00:00:00.000","Expired-In Renewal","0 YEARS - 16 YEARS","0","DC41381","ALL AGE CAMP","Camp","Camp","3000000","www.splatcamps.com","2022-07-19T15:04:37.000","Y","100","26.8868","0","1","0","14.2558","100","21.8553","2022-07-27T00:00:00.000","Medical records for campers obtained prior to admission. Medical exam less than 1 year old. Recommendations for care and immunization status included. Immunizations complete. Records including immunization medical exemption requests available upon request","CRITICAL","48.17(b)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC. (PROMESA)","PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC. (PROMESA)","300","EAST 175TH STREET","BRONX","10457","347-649-3209","7380","2023-04-15T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","119","DC12081","PRESCHOOL","GDC","Child Care - Pre School","2112731","acacia network","2005-04-15T00:00:00.000","N","60","21.905","14","11.9769","0","6.1285","60","18.9541","2023-03-08T00:00:00.000","Proper ventilation Not provided or maintained at time of inspection. Indoor air quality nuisance allowed to exist at time of inspection.","CRITICAL","47.45(a)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"Korean Church of Queens, Inc.","Korean Church of Queens, Inc.","89-00","23 Avenue","QUEENS","11369","718-672-1150","105704","2022-09-15T00:00:00.000","Expired-In Renewal","6 YEARS - 16 YEARS","0","DC41183","SCHOOL AGE CAMP","Camp","Camp","4023535",,"2022-06-28T11:40:37.000","Y","100","26.8868","0","1","100","14.2558","100","21.8553","2022-07-21T00:00:00.000","Camp Director completed training in recognizing and reporting child abuse","CRITICAL","48.09(c)(5)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"THE MONTESSORI IN SOHO LLC","THE MONTESSORI IN SOHO LLC","73-75","SULLIVAN STREET","MANHATTAN","10012","212-226-3800","103618","2024-05-11T00:00:00.000","Permitted",,"39","DC32600","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1007348","www.themontesorrischools.org","2016-05-11T18:12:21.000","Y","0","17.4391","9","8.4034","0","4.9984","0","15.3835","2021-12-15T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"DREAM CHARTER SCHOOL","DREAM CHARTER SCHOOL","433","EAST 100 STREET","MANHATTAN","10029","646-518-0739",,"2115-01-23T00:00:00.000","Active","2 YEARS - 5 YEARS","0","DC33115","PRESCHOOL","SBCC","School Based Child Care","1083933",,,,"100","45.1817","2","8.0094","50","23.3017","50","35.2291","2021-11-18T00:00:00.000","Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap","GENERAL","43.11(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required"
