"clientid","resp","qrep","qkey","qcell","sc1","sc2","sc3","sc4","sc4a_1","sc4a_2","sc4c","sc4b","sc4b1","sc4b2","selchild","sc4d","sc4d1","sc5","sc6","sc6a","sc7","mp1","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el3","el4","el7","el8","el9","el10","el11","el12_1","el12_2","el12_3","el12wks","el12mns","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","cp1","cp2","cp3","cp4","cp5","cp6a","cp6b","cp6c","cp7","cp8","cp9","cp10_1","cp10_2","cp10_3","cp10wks","cp10mns","ih1","ih2","ih3","ih4_1","ih4_2","ih4_3","ih4_4","ih4_5","ih5","ih5a_1","ih5a_2","ih5a_3","ih5a_4","bf1_1","bf1_2","bf1_3","bf1_4","bf1_5","bf1wks","bf1mns","bf1a_1","bf1a_2","bf1a_3","bf1a_4","bf1awks","bf1amns","bf2","mh1","mh2","mh3","mh3a","mh4","cc1","sd1_1","sd1_2","sd1wks","sd1mns","sd2","d1","d1yob","d2","fixd2","d3","d4_1","d4_2","d4_3","d4_4","d4_5","d4_6","d5","d6","d7","de1","de2_1","de2_2","de2_3","de2_4","de2_5","de2_6","de3","st1","st2","st3","st4","st5","es1a","es1b","es2","es3","es4","fulladra","qc1","lang","samp_weight","pop_weight","stratum","odate","fdate"
"3798","548","11","203798","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","4","1","3","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","3","2","2","77","777",,,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"8",,"5","2",,,"2",,,,,,,"1","1985","1","11249","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","4","3","4","2","77","7","1","2","1","2.005232709041179","204.40168901304421","2","7-Mar-16","7-Mar-16"
"3808","255","7","203808","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","1","2","2","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","3","2","1","6","1","50","1","1",,,,,"1","1","2","3",,,,,"2",,,,,"4",,,,,,"6","3",,,,,"5","5","1","1","1","1","3",,,,,,,"1","1982","1","11377","1","8",,,,,,"1",,"6","2","2",,,,,,"40","4","4","4","4","3","2","4","1","10","4","1","1","1","0.5028569253725641","51.258292573536743","1","26-Feb-16","26-Feb-16"
"3811","784","15","203811","1","1","1","2","1",,,,"1",,,,"1","2",,"1","1","1","1","3","11","1","1","3","77","2","1","2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","3","5","3","6","1","777",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"8","3",,,,,"4","3","3","2",,,"3",,,,,,,"1","1993","1","10456","1","1",,,,,,"56","1","3","1","1",,,,,,"56","4","3","4","4","3","4","4","2","1","5","1","1","2","1.5089281313459755","153.81130442156586","2","14-Mar-16","14-Mar-16"
"3816","834","12","203816","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","4","1","2","1","1","2","1",,,,"1","4","1","2","1","1","777","77",,,,,,,,,,,,"1",,"2","2","2","2","1","2","2",,,,,,,,,,,,,,,,"1","1","77","6",,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"1","4",,,,,"1","99",,"1","11206","2","1",,,,,,"1",,"4",,,,,,,,,"4","4","4","4","4","4","4","2","77","7","1","2","1","0.68955341527914582","70.289040325481764","1","15-Mar-16","15-Mar-16"
"3824","417","4","203824","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","3","4","5","1","1","4","1",,,,"1","2","1","2","1","1","40","2","2",,,"4",,,,,,,"1","1",,"1","2","1","2","2","2","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"3","1",,,,,,"1","5","2",,,"4","6","1",,"8",,"1","1","1978","1","21205","2","2",,,,,,"1",,"4",,,,,,,,,"4","4","4","4","4","2","4","2","5","4","1","2","1","0.75754638917547279","77.219846232829283","1","2-Mar-16","2-Mar-16"
"3825","1055","19","203825","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","3","7","1","2","3","1",,,,"1","1","3","1","7","1","63","4",,,,,,,,,,,,"2","8",,,,,,,"1","1","1","1","3","2","1","3","1","70","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"16","3",,,,,"6","5","5","2",,,"1",,,,,,,"1","1984","1","11239","2","2",,,,,,"58","1","6","2","2",,,,,,"58","4","2","4","4","3","4","4","1","77","6","1","1","1","1.8759789988093143","191.22632210252311","2","20-Mar-16","20-Mar-16"
"3841","1491","23","203841","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","2","1","5","1","1","2","1",,,,"1","2","1","1","5","1","65","1","3",,,,"6","77","77","6","77","0","2","1",,"1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","777",,,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"99","1","1","3","3","7",,,,,"1","1","1986","1","11230","2","2","1",,,,,"1",,"4","2","2","1",,,,,"1","4","4","4","4","4","4","4","2","77","5","1","2","1","0.78825240421905518","80.349837734299101","1","29-Mar-16","29-Mar-16"
"3843","495","1","203843","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","3","9","1","1","3","1",,,,"1","2","1","2","2","1","20","2","3",,,,"3",,,,,,"2","1",,"1","2","1","1","1","1","1","1","2","1","2","1","1","2","1","40","4",,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"3","1",,,,,,"5","3","2",,,"1","2",,,,,"1","1","1975","1","11237","1","8",,,,,,"26","3","3","1","8",,,,,,"1","4","4","4","4","4","3","4","2","1","2","1","2","2","0.58308749086520972","59.436526961609282","1","5-Mar-16","5-Mar-16"
"3849","511","5","203849","1","1","1","2","1",,,,"1",,,,"1","2",,"1","1","1","0","3","3","1","1","2","1",,,,"1","2","1","1","7","1","30","1","2",,,"6",,"0","6","0","0","0","1","2","4",,,,,,,"1","1","1","1","2","3","3","4","2","30","4",,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"15","3",,,,,"6","3","5","2",,,"2",,,,,,,"1","1990","1","11225","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","2","2","4","3","4","2","1","4","1","2","1","0.45703640112541266","46.587616444351085","1","6-Mar-16","6-Mar-16"
"3853","648","15","203853","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","6","1","2","3","1",,,,"1","1","1","1","7","1","40","1","2",,,"3",,"12","0","0","0","0","1","1",,"1","2","2","1","2","1","1","1","1","1","1","1","6","3","1","40","1","2",,,"1",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"8","3",,,,,"6","1","5","2",,,"3","5",,,,,"1","99",,"1","11238","2","3",,,,,,"83","3","6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3",,"2","1","0.94733864287735059","96.566158031625775","1","9-Mar-16","9-Mar-16"
"3854","653","12","203854","1","1","1","2","1",,,,"1",,,,"1","2",,"1","1","1","2","4","9","1","1","2","1",,,,"1","3","1","2","6","1","20","2","3",,,,"12",,,,,,"2","2","2",,,,,,,"1","1","1","1","1","1","1","2","1","30","2","2",,,"1",,"2","1","1",,,,,,"2",,,,,"4",,,,,,"14","3",,,,,"6","4","3","1","1","1","4",,,,,,,"1","1969","1","11368","1","8",,,,,,"28","3","2","1","8",,,,,,"28","4","4","4","4","1","1","4","1","6","4","1","1","2","2.2209031420361773","226.38587098633303","2","9-Mar-16","9-Mar-16"
"3855","261","6","203855","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","3","4","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","2","1","3","1","40","1","2",,,"1",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","3",,,,,"5","4","5","2",,,"3",,,,,,,"1","1986","1","10458","1","1",,,,,,"56","2","2","1","1",,,,,,"56","4","4","4","4","4","1","4","2","1","5","1","1","2","1.3766699030996341","140.32967452517772","2","27-Feb-16","27-Feb-16"
"3858","541","11","203858","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","1","1","4","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","1","1","4","1","55","1","2",,,"4",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","3",,,,,"6","7","5","2",,,"1",,,,,,,"1","1985","1","10306","2","1",,,,,,"79","3","5","2","1",,,,,,"67","4","4","4","4","4","4","4","2","12","4","1","2","1","1.3612790865753135","138.76082474595924","2","7-Mar-16","7-Mar-16"
"3863","380","2","203863","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","1","9","1","2","4","1",,,,"1","2","1","1","6","1","60","2","2",,,"2",,,,,,,"1","1",,"1","1","2","2","2","1","1","1","1","1","3","5","5","6","1","70","4",,,,,,"1","1","2","6",,,,,"2",,,,,"1",,,,,,,,,,,,,,"2","2",,,"1","5",,,,,"1","1","1973","1","10014","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","2","4","4","4","4","4","2","12","4",,"2","1","3.0044903685443187","306.26016780243481","2","1-Mar-16","1-Mar-16"
"3864","1375","24","203864","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","1","8","1","2","3","1",,,,"1","77","1","1","9","1","26","1","3",,,,"4","77","4","12","0","0","2","1",,"2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","0",,,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"3","2",,,"3","1",,,,,"1","1","1972","1","10314","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","1","4","4","4","2","12","4","1","2","1","0.63359698604378933","64.585169350668707","1","25-Mar-16","25-Mar-16"
"3865","736","11","203865","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","3","1","1","1","1",,,,"1","2","1","2","9","2","25","2","77",,,,,,,,,,,"2","2",,,,,,,"1","1","2","1","2","1","1","2","1","35","3","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"4","4","3","2",,,"1",,,,,,,"1","1977","1","11385","1","1",,,,,,"26","3","4","1","1",,,,,,"26","4","4","4","4","4","4","2","2","1","2","1","1","1","0.47803772963738927","48.728368986443037","1","11-Mar-16","18-Mar-16"
"3867","1397","25","203867","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","1","7","1","2","3","1",,,,"1","2","1","2","5","1","40","2","3",,,,"3",,,,,,"1","1",,"1","1","1","2","2","2","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"6",,"5","2",,,"1","5",,,,,"1","1","1976","1","11236","2","2",,,,,,"76","3","5",,,,,,,,,"4","4","4","4","3","4","4","1","7","2","1","1","1","0.68612701681361221","69.939773315010129","1","25-Mar-16","25-Mar-16"
"3871","796","15","203871","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","3","3","8","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","2","1","1","1","1","2","2","666",,,,,,,"1","1","1",,,,,,"2",,,,,"3",,,,,"3",,"3",,,,,"6","6","5","2",,,"1",,,,,,,"1","1991","1","11434","2","2",,,,,,"1",,"3","2","2",,,,,,"1","4","4","4","4","4","4","4","2","1","4","1","2","1","1.6296290057393819","166.11484529247076","2","14-Mar-16","14-Mar-16"
"3877","1183","22","203877","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","0","2","1","1","1","2","1",,,,"1","2","1","1","9","1","40","3","2",,,"12",,"0","0","7","5","0","1","1",,"1","1","2","2","2","1","2",,,,,,,,,,,,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"6","5","3","2",,,"4","5",,,,,"3","1","1981","1","11420","2","3",,,,,,"1",,"4",,,,,,,,,"4","1","4","4","2","4","4","2","12","3","1","2","1","1.2891432338343036","131.40771801067714","1","22-Mar-16","22-Mar-16"
"3878","698","14","203878","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","3","5","1","1","2","1",,,,"1","1","1","1","9","1","32","1","3",,,,"3","77","0","0","0","0","1","2","2",,,,,,,"1","1","1","2","4","5","6","6","1","777",,,,,,,"3","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"1","1","1","2","3",,,,,,,"1","1985","1","10034","1","2",,,,,,"1",,"3","1","2",,,,,,"1","4","99","4","77","1","1","4","2","2","3","1","2","1","0.28515967021694538","29.06750820886861","1","10-Mar-16","15-Mar-16"
"3887","193","5","203887","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","2","8","1","2","2","1",,,,"1","2","1","1","7","1","40","1","3",,,,"2","6","0","0","0","0","1","1",,"1","1","2","1","1","1","1","1","1","1","2","2","3","3","1","45","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"4","5","5","2",,,"2","2",,,,,"1","1","1980","1","11369","1","1",,,,,,"1",,"5","1","1",,,,,,"1","4","4","4","2","4","2","4","2","6","4","1","1","2","0.5028569253725641","51.258292573536743","1","26-Feb-16","26-Feb-16"
"3894","1134","18","203894","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","8","1","2","3","1",,,,"1","2","1","1","9","1","50","1","2",,,"14",,"5","9","9","0","0","1","1",,"2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","50","1","2",,,"4",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"8","1",,,,,,"1","5","2",,,"1","6","2",,,"3","1","1","1975","1","11215","1","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3","1","2","1","0.41042090624854166","41.835905660834413","1","21-Mar-16","21-Mar-16"
"3897","196","3","203897","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","4","1","1","3","1",,,,"1","3","1","1","6","1","35","2","3",,,,"3",,,,,,"1","1",,"1","1","1","1","2","2","1","1","1","1","3","4","3","2","1","25","1","1",,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","1",,,,,,"3","5","2",,,"1","3",,,,,"1","1","1985","1","11237","1","8",,,,,,"28","3","5","1","8",,,,,,"56","4","4","4","4","4","4","4","1","5","4","1","1","1","0.31333379779118825","31.939413916709302","1","26-Feb-16","26-Feb-16"
"3899","1316","24","203899","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","2","2","1","1","2","1",,,,"1","1","3","2","6","2","25","77",,,,,,,,,,,,"2","10",,,,,,,"2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"15","3",,,,,"4","3","5","2",,,"3",,,,,,,"1","1991","1","11221","2","2",,,,,,"1",,"5",,,,,,,,,"4","4","1","4","2","4","4","2","1","2","1","2","1","2.066656077998331","210.66282783404247","2","24-Mar-16","26-Mar-16"
"3900","650","10","203900","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","2","11","1","2","3","1",,,,"1","2","1","1","6","1","30","2","3",,,,"1",,,,,,"2","1",,"1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","48","4",,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"15","1",,,,,,"3","5","2",,,"2","2",,,,,"1","1","1987","1","11226","2","2",,,,,,"41","2","3","2","2",,,,,,"41","4","4","4","4","3","2","2","1","5","5","1","1","1","0.56308649159602076","57.397742129236519","1","9-Mar-16","9-Mar-16"
"3905","1208","23","203905","1","1","1","2","1",,,,"1",,,,"2","2",,"1","2","1","1","1","10","1","1","2","1",,,,"1","2","1","1","7","1","18","2","2",,,"8",,,,,,,"1","1",,"1","2","1","2","2","2","1","1","1","1","2","1","3","2","1","777",,,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"10","3",,,,,"5","7","5","2",,,"3","5",,,,,"2","99",,"1","11210","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","4","1","2","1","0.5402911802795658","55.074121477302569","1","22-Mar-16","22-Mar-16"
"3911","999","20","203911","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","2","2","1","2","4","1",,,,"1","2","1","1","9","1","40","1","2",,,"8",,"1","0","7","0","0","2","1",,"1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","40","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","3",,,,,"6","2","5","2",,,"2","6","2",,,"2","1","1","1980","1","10469","2","1",,,,,,"1",,"6","2","1",,,,,,"31","4","4","4","4","4","4","4","2","12","3",,"2","1","0.72095803537312164","73.490243537996193","1","18-Mar-16","18-Mar-16"
"3930","1038","18","203930","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","3","8","1","1","2","2","2","1","1","1","2","1","1","77","1","24","4",,,,,,,,,,,,"1",,"2","2","1","2","1","2","2",,,,,,,,,,,,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"6","1",,,,,,"1","3","2",,,"3","3",,,,,"77","1","1982","1","11219","2","3",,,,,,"81","2","4",,,,,,,,,"4","4","1","77","3","3","77","1","2","3","1","2","1","1.1410221922871127","116.30912574549612","1","19-Mar-16","24-Mar-16"
"3932","665","12","203932","1","1","1","2","1",,,,"1",,,,"1","2",,"1","1","1","2","3","12","1","1","2","1",,,,"1","2","1","1","6","1","40","3","2",,,"15",,"77","77","77","77","77","2","1",,"2","2","1","2","1","2","1","1","1","1","3","4","4","4","1","777",,,,,,,"2","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"1",,"5","2",,,"2","3",,,,,"1","1","1973","1","11233","2","2",,,,,,"58","3","6","2","2",,,,,,"58","4","4","4","1","4","4","4","2","77","4","1","1","1","0.77691966450002803","79.194644559327386","1","9-Mar-16","11-Mar-16"
"3936","792","14","203936","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","6","1","2","2","1",,,,"1","3","1","1","8","1","40","1","3",,,,"3","2","0","6","0","0","1","1",,"1","2","1","2","1","1","1","1","1","1","2","2","2","2","2","40","2","3",,,,"1","1","1","1",,,,,,"2",,,,,"4",,,,,,"7","3",,,,,"7","1","5","2",,,"2","3",,,,,"1","1","1984","1","10304","1","1",,,,,,"22","3","6","2","1",,,,,,"31","4","4","4","4","4","4","4","2","12","3","1","1","1","0.36746898527907279","37.457638164533599","1","14-Mar-16","18-Mar-16"
"3938","675","13","203938","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","1","3","10","1","1","2","1",,,,"1","3","3","1","77","1","40","1","3",,,,"6","24","0","24","0","0","2","1",,"2","1","2","2","1","2","1","1","1","1","4","2","2","3","1","40","2","1",,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"10","3",,,,,"5","5","5","2",,,"2","5",,,,,"2","1","1975","1","11211","2","1",,,,,,"34","3","6","2","1",,,,,,"1","4","4","4","4","2","4","4","2","11","4","1","2","1","0.94819987891044066","96.653947393433398","1","9-Mar-16","11-Mar-16"
"3939","1164","22","203939","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","10","1","1","3","1",,,,"1","4","1","2","1","2","25","2","2",,,"13",,,,,,,"2","1",,"2","2","1","2","1","2","1","1","1","1","2","1","2","3","1","40","1","2",,,"12",,"1","1","1",,,,,,"1","5",,,,"4",,,,,,"12","3",,,,,"5","3","4","2",,,"2","5",,,,,"2","1","1981","1","11375","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3",,"2","1","0.60897434149105201","62.075281041020162","1","22-Mar-16","22-Mar-16"
"3945","1200","21","203945","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","2","1","5","1","2","3","1",,,,"1","2","1","1","9","1","45","1","3",,,,"3","0","0","12","0","0","1","1",,"1","2","2","2","2","2","1","1","1","1","3","3","3","3","1","40","4",,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"1","1",,,,,"1","1","1979","1","10312","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","99","5",,"99","1","0.63359698604378933","64.585169350668707","1","22-Mar-16","22-Mar-16"
"3949","1396","17","203949","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","10","1","2","3","1",,,,"1","2","1","1","7","2","40","2","3",,,,"4",,,,,,"1","2","8",,,,,,,"1","1","1","1","1","1","1","2","1","40","2","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"12","5","3","2",,,"1",,,,,,,"1","1976","1","11226","2","3",,,,,,"2","2","6","2","1",,,,,,"1","4","4","2","2","4","4","4","2","12","3","1","2","1","1.0681565986343924","108.88163349165401","1","25-Mar-16","25-Mar-16"
"3952","259","9","203952","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","3","12","1","2","3","1",,,,"1","2","1","1","3","2","25","4",,,,,,,,,,,,"2","1",,,,,,,"1","1","1","2","3","4","2","2","77","777",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"8","3",,,,,"6","5","5","2",,,"3",,,,,,,"1","1989","1","10453","1","8",,,,,,"26","3","5","1","8",,,,,,"77","4","4","4","4","4","1","2","2","1","4","1","1","2","0.77389389408855291","78.886215228465886","1","26-Feb-16","3-Mar-16"
"3958","1049","17","203958","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","1","3","10","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1","5","3","1","777",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","3",,,,,"4","3","5","2",,,"1",,,,,,,"1","1976","1","11369","1","1",,,,,,"30","3","3","1","8",,,,,,"28","4","4","4","4","4","4","4","2","5","4","1","1","2","1.137624960554215","115.96283182108419","2","20-Mar-16","31-Mar-16"
"4477","637","15","204477","1","1","1","2","1",,,,"1",,,,"1","1",,"1","1","1","2","3","12","1","1","2","2","1","1","1","1","4","1","2","77","1","25","4",,,,,,,,,,,,"2","4",,,,,,,"2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"3",,"5","2",,,"3",,,,,,,"1","1981","1","10468","1","8",,,,,,"56","3","4",,,,,,,,,"4","4","4","4","4","3","4","1","1","4","1","2","2","0.77389389408855291","78.886215228465886","1","9-Mar-16","9-Mar-16"
"3996","1189","23","203996","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","5","1","12","2","1","2","1",,,,"1","1","1","1","7","1","36","1","2",,,"9",,"3","3","3","0","0","1","1",,"2","2","2","2","1","2","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","3",,,,,"6","3","5","2",,,"3","7",,,,,"1","1","1982","1","10469","1","8",,,,,,"1",,"6",,,,,,,,,"4","4","4","4","4","4","4","2","5","8","1","2","1","0.69395092161149163","70.737296389590583","1","22-Mar-16","22-Mar-16"
"3962","1350","14","203962","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","3","9","1","2","3","2","2","2","1","1","1","1","2","1","1","25","1","3",,,,"2","8","77","8","0","0","1","1",,"1","1","2","1","1","2","1","1","1","1","3","1","1","1","1","777",,,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"1","1",,,,,,"1","5","2",,,"3","1",,,,,"1","1","1987","1","11368","1","1",,,,,,"26","1","4","1","1",,,,,,"26","4","4","4","3","4","3","77","2","77","4","1","1","2","0.34894021479301846","35.568923719766993","1","24-Mar-16","24-Mar-16"
"3963","1204","23","203963","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","8","1","1","2","1",,,,"1","2","1","1","77","1","40","3","2",,,"10",,"0","6","0","4","0","1","1",,"1","2","2","2","2","1","1","1","1","1","2","2","2","6","2","60","2","2",,,"4",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","1",,,,,,"3","3","2",,,"2","7",,,,,"1","1","1980","1","10023","2","3",,,,,,"2","3","6","2","3",,,,,,"45","4","1","4","4","4","4","4","1","12","4","1","2","1","1.217399590356335","124.09459079271028","1","22-Mar-16","26-Mar-16"
"3966","778","8","203966","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","3","2","3","1","1","2","1",,,,"1","1","1","2","3","1","40","1","2",,,"6",,"6","0","4","2","0","2","1",,"2","2","2","2","1","2","1","1","1","1","1","3","3","3","1","40","4",,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"1","6","2",,,"7","1","1","1984","1","11238","2","2",,,,,,"1",,"6","2","2",,,,,,"1","4","4","4","4","4","4","4","2","11","3","1","2","1","2.5904295235090262","264.05322808028598","2","13-Mar-16","13-Mar-16"
"3968","496","10","203968","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","0","3","11","1","2","3","1",,,,"1","2","1","1","9","1","50","3","3",,,,"12","12","0","12","12","0","1","1",,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","45","2","2",,,"2",,"1","1","1",,,,,,"1","5",,,,"4",,,,,,"12","3",,,,,"7","1","1","1","1","3","3","1",,,,,"1","1","1985","1","11423","2","3",,,,,,"45","3","6","2","3",,,,,,"2","4","4","4","2","3","4","4","2","12","2","1","1","1","1.167245406416207","118.9821667522432","1","5-Mar-16","5-Mar-16"
"3971","236","5","203971","0","1",,,"1",,,,"1",,,,"2","2",,"1","2","1","2","1","8","1","1","2","1",,,,"1","2","1","1","8","1","40","3","2",,,"12",,"6","6","0","6","0","1","1",,"1","2","2","1","2","2","1","1","1","1","4","1","2","4","1","45","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"3",,,,,"7",,"2",,,,"2",,"2","5","2",,,"2","2",,,,,"1","1","1979","1","10314","1","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","2","2","2","4","4","1","9","5","1","2","1","0.31388747326205674","31.995852354452882","1","26-Feb-16","26-Feb-16"
"3972","646","15","203972","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","0","2","11","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","2","3","3","1","35","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"5","3",,,,,"6","7","5","2",,,"2",,,,,,,"1","1992","1","60659","2","1",,,,,,"1",,"5","2","1",,,,,,"99","4","4","2","4","3","3","4","2","77","4","1","2","1","0.45703640112541266","46.587616444351085","1","9-Mar-16","9-Mar-16"
"3979","738","14","203979","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","6","1","1","2","1",,,,"1","2","1","1","9","1","50","1","2",,,"14",,"2","12","12","0","0","1","1",,"2","1","2","2","1","2","1","1","1","1","2","1","1","3","1","80","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"5","3",,,,,"3","1","5","2",,,"1","5",,,,,"1","1","1973","1","10025","2","1",,,,,,"17","3","6","2","1",,,,,,"17","4","4","4","4","4","4","4","2","12","3",,"2","1","0.93965752534475233","95.783189855367809","1","11-Mar-16","11-Mar-16"
