"developmentteamdwid","projectid","type","entityname","firstname","lastname","entityindividualindicator","parententityname","individualrole","individualtitle","individualofficerequivalence","careof","housenumber","streetname","apartmentsuitefloor","city","state","zip","tradetype","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"77186","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Susan","Akselrod","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77574","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Pamela","Bell","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77575","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Alan","Belzer","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77576","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Russell","Berman","Individual","Project Renewal Fund, Inc.","Officer","Trustee, Treasurer",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77577","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Thomas","Brodsky","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77578","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Colleen","Cavanaugh","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77579","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","James","Davidson","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77580","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Eric","Fry","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77581","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Jenny","Kane","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77582","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Richard","Lowe","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77583","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Georg","Machinist","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77584","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Colin","Meagher","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77585","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Jim","Perell","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77586","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Geoff","Proulx","Individual","Project Renewal Fund, Inc.","Officer","Trustee, Vice-Chairman",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77587","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Jules","Ranz","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77588","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Inglefield","Reid","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77724","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Claudia","Rosen","Individual","Project Renewal Fund, Inc.","Officer","Trustee, Chairman",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77725","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Carl","Rosoff","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77726","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","James","Stevens","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77727","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Timothy","Valz","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77728","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Ashley","Venetos","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77729","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Marlene","Zurack","Individual","Project Renewal Fund, Inc.",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77730","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Mitchell","Netburn","Individual","Project Renewal Fund, Inc.","Officer","President & CEO","CEO",,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77731","48686","BORROWER LEGAL ENTITY","Project Renewal Fund, Inc.","Suzanne","Kaiser","Individual","Project Renewal Fund, Inc.","Officer","Secretary",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77732","48686","BORROWER LEGAL ENTITY","Holland Hotel HDFC",,,"Entity","Project Renewal Fund, Inc.",,,,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77733","48686","BORROWER LEGAL ENTITY","Holland Hotel HDFC","Alan","Belzer","Individual","Holland Hotel HDFC",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77734","48686","BORROWER LEGAL ENTITY","Holland Hotel HDFC","Thomas","Brodsky","Individual","Holland Hotel HDFC","Officer","Trustee, Chairman",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77735","48686","BORROWER LEGAL ENTITY","Holland Hotel HDFC","James","Davidson","Individual","Holland Hotel HDFC",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"77736","48686","BORROWER LEGAL ENTITY","Holland Hotel HDFC","Colin","Meagher","Individual","Holland Hotel HDFC",,"Trustee",,,"200","Varick Street","Floor 9","NY","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"80350","49938","SUB CONTRACTOR","MDU Security Systems, Inc.",,,"Entity","MDU Security Systems, Inc.",,,,,"200","Varick Street","Suite 608","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"80351","49938","SUB CONTRACTOR","MDU Security Systems, Inc.","Ronald","TumSuden","Individual","MDU Security Systems, Inc.","Owner","President",,,"200","Varick Street","Suite 608","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"80352","49938","SUB CONTRACTOR","MDU Security Systems, Inc.","David","Higgins","Individual","MDU Security Systems, Inc.","Owner","Vice President",,,"200","Varick Street","Suite 608","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"83855","60327","BORROWER LEGAL ENTITY","10 Minerva Place L.P.",,,"Entity","10 Minerva Place L.P.",,,,"Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"83856","60327","BORROWER LEGAL ENTITY","10 Minerva Place L.P.","Mitchell","Netburn","Individual","10 Minerva Place L.P.","Officer","President","CEO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"83857","60327","BORROWER LEGAL ENTITY","10 Minerva Place L.P.","Steven","Jones","Individual","10 Minerva Place L.P.","Officer","Treasurer","CFO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"83858","60327","BORROWER LEGAL ENTITY","10 Minerva Place L.P.","Suzanne","Kaiser","Individual","10 Minerva Place L.P.","Officer","Secretary","COO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"83859","60327","BORROWER LEGAL ENTITY","10 Minerva Place GP, Inc.",,,"Entity","10 Minerva Place L.P.",,,,,"200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"83860","60327","BORROWER LEGAL ENTITY","10 Minerva Place GP, Inc.","Mitchell","Netburn","Individual","10 Minerva Place GP, Inc.","Officer","President","CEO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"83861","60327","BORROWER LEGAL ENTITY","10 Minerva Place GP, Inc.","Steven","Jones","Individual","10 Minerva Place GP, Inc.","Officer","Treasurer","CFO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"83862","60327","BORROWER LEGAL ENTITY","10 Minerva Place GP, Inc.","Suzanne","Kaiser","Individual","10 Minerva Place GP, Inc.","Officer","Secretary","COO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84201","60327","BORROWER LEGAL ENTITY","10 Minerva Place HDFC",,,"Entity","10 Minerva Place GP, Inc.",,,,"Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84202","60327","BORROWER LEGAL ENTITY","10 Minerva Place HDFC","Mitchell","Netburn","Individual","10 Minerva Place HDFC","Officer","President","CEO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84203","60327","BORROWER LEGAL ENTITY","10 Minerva Place HDFC","Steven","Jones","Individual","10 Minerva Place HDFC","Officer","Treasurer","CFO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84204","60327","BORROWER LEGAL ENTITY","10 Minerva Place HDFC","Suzanne","Kaiser","Individual","10 Minerva Place HDFC","Officer","Secretary","COO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84205","60327","BORROWER LEGAL ENTITY","Project Renewal, Inc.",,,"Entity","10 Minerva Place HDFC",,,,"Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84206","60327","BORROWER LEGAL ENTITY","Project Renewal, Inc.","Alan","Belzer","Individual","Project Renewal, Inc.","Officer","Trustee, Member of Housing Committee",,"Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84207","60327","BORROWER LEGAL ENTITY","Project Renewal, Inc.","James","Davidson","Individual","Project Renewal, Inc.","Officer","Trustee, Chairman of Housing Committee",,"Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84208","60327","BORROWER LEGAL ENTITY","Project Renewal, Inc.","Claudia","Rosen","Individual","Project Renewal, Inc.","Officer","Trustee, Member of Housing Committee, Chairman of the Board of Trustees",,"Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84302","60327","BORROWER LEGAL ENTITY","Project Renewal, Inc.","Mitchell","Netburn","Individual","Project Renewal, Inc.","Officer","President and Chief Executive Officer","CEO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"84303","60327","BORROWER LEGAL ENTITY","Project Renewal, Inc.","Steven","Jones","Individual","Project Renewal, Inc.","Officer","Chief Financial Officer and Chief Administrative Officer","CFO","Project Renewal, Inc.","200","Varick Street","9th Floor","New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"85609","45675","BORROWER LEGAL ENTITY","PRI Villa Avenue HDFC","Samuel","Wells","Individual","PRI Villa Avenue HDFC",,,,,"200","Varick Stree",,"New York City","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"85609","45675","BORROWER LEGAL ENTITY","PRI Villa Avenue HDFC",,,"Entity","PRI Villa Avenue HDFC",,,,,"200","Varick Stree",,"New York City","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"85764","45675","BORROWER LEGAL ENTITY","PROJECT RENEWAL",,,"Entity","PROJECT RENEWAL",,,,,"200","Varick Street",,"New York City","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"86057","66645","BORROWER LEGAL ENTITY","2880 JEROME AVENUE L.P.","Woody","Paul","Individual","2880 JEROME AVENUE L.P.",,,,,"200","Varick Street",,"New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"86059","66645","BORROWER LEGAL ENTITY","PROJECT RENEWAL, INC.",,,"Entity","PROJECT RENEWAL, INC.",,,,,"200","Varick Street",,"New York","NEW YORK","10014",,"Manhattan","40.728347","-74.005343","2","3","37","1008118","1005200001","MN24"
"78293","44865","BORROWER LEGAL ENTITY","El Rio HDFC","Rosa","Gil","Individual","El Rio HDFC","Officer","President","CEO",,"21","King Street",,"New York","NEW YORK","10014",,"Manhattan","40.727732","-74.003796","2","3","37","1077103","1005200042","MN24"
"78296","44865","BORROWER LEGAL ENTITY","Comunilife, Inc.","Rosa","Gil","Individual","Comunilife, Inc.","Officer","CEO","CEO",,"21","King Street",,"New York","NEW YORK","10014",,"Manhattan","40.727732","-74.003796","2","3","37","1077103","1005200042","MN24"
"78677","44865","BORROWER LEGAL ENTITY","El Rio GP, Inc.","Rosa","Gil","Individual","El Rio GP, Inc.","Officer","President","CEO",,"21","King Street",,"New York","NEW YORK","10014",,"Manhattan","40.727732","-74.003796","2","3","37","1077103","1005200042","MN24"
"83015","58671","BORROWER LEGAL ENTITY","Comunilife, Inc.","Rosa","Gil","Individual","Comunilife, Inc.","Officer","Director","CEO",,"21","King Street",,"New York","NEW YORK","10014",,"Manhattan","40.727732","-74.003796","2","3","37","1077103","1005200042","MN24"
"84558","58388","BORROWER LEGAL ENTITY","Comunilife Inc","Rosa","Gil","Individual","Comunilife Inc","Officer","President","CEO",,"21","King Street",,"New York","NEW YORK","10014",,"Manhattan","40.727732","-74.003796","2","3","37","1077103","1005200042","MN24"
