"complaint_inquiry_number","license_type","account_name","bic_number","date_complaint_inquiry","industry_type","account_status","source_of_complaint_inquiry","complaint_inquiry_disposition","complaint_inquiry_status","total_response_time","complaint_or_inquiry","nature_of_complaint_inquiry","complaint_inquiry_street","complaint_inquiry_city","complaint_inquiry_state","complaint_inquiry_zip","complaint_inquiry_borough","account_focus_of_complaint","account_address","account_city","account_state","account_zip","account_phone","vehicle_make","vehicle_model","vehicle_type","vehicle_year","vehicle_color","contacted_complainant","unable_to_contact_complainant","method_used_to_contact","export_date","borough","latitude","longitide","community_board","council_district","census_tract","bin","bbl","nta"
"2011-01400",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,"11218-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00485",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-01982",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Referred back to 311","Closed",,"Inquiry","Misinformation - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00062",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred To Licensing","Closed",,"Inquiry","Licensing - All",,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-196301",,,,"2021-12-30T00:00:00.000","Trade Waste",,"MAIL","Unable to Contact Complainant","Closed","0.0","Complaint","Unlicensed Carter - Trade Waste",,,,,,,,,,,,,,,,,"False","True",,"2023-08-25",,,,,,,,,
"2009-00668",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred to Another Agency","Closed",,"Inquiry","Recycling - Trade Waste",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-01425",,,,,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Quality of Life-Noise - Trade Waste","187 Old Town Road","Grasmere","NY","10305-",,"N/A",,,,"10305-",,,,,,,"False","False",,"2023-08-25","STATEN IS","40.595956","-74.08683","2","50","9601","5048991","5033230033","Old Town-Dongan Hills-South Beach"
"COMP-196263","Trade Waste;Transfer Station","A & L CESSPOOL SERVICE CORP.","BIC-775 / TS-43","2021-11-22T00:00:00.000","Trade Waste","Active","WEB-MAIL","Resolved","Closed","0.0","Complaint","Waste Oil - Trade Waste",,,,,,"A & L CESSPOOL SERVICE CORP.","38-40 REVIEW AVENUE","LONG ISLAND CITY","NY","11101",,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2010-01041",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unable to Contact Complainant","Closed",,"Inquiry","Licensing - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-01802",,,,,"Trade Waste",,"MAIL","Resolved","Closed",,"Complaint","FOIL - All",,,"NY",,,"N/A",,,,"01938-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-01115",,"FALLETTA CARTING CORP.","TWC-296",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Complaint","Quality of Life-Noise - Trade Waste","Madison Ave. (betw 97 & 98)","nyc","NY",,"NYC","FALLETTA CARTING CORP.","162 21ST STREET","BROOKLYN","RENEWAL PENDING",,"(718) 788-0739",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-193488",,"K & P WASTE DISPOSAL SERVICES INC","BIC-490697","2017-05-23T00:00:00.000","Trade Waste","Active","PHONE - 6300","Resolved","Closed","0.0","Complaint","Waste Oil - Trade Waste","2613 Webster Ave","Bronx","NY","10458","Bronx","K & P WASTE DISPOSAL SERVICES INC","4008 WICKHAM AVE UNIT B1","BRONX","NY","10466",,,,,,,"True","False","Phone Call","2023-08-25","BRONX","40.862929","-73.88969","7","15","397","2016336","2032760005","Belmont"
"2009-01795",,,"TWC-NaN",,"Trade Waste",,"MAIL","Violation Written","Closed",,"Complaint","Unlicensed Carter - Trade Waste","146-21 15 Ave.","nyc","NY",,"Queens","N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-01873",,,,,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Service - All",,,"NY",,,"N/A",,,,"10001-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-190361",,,,"2014-03-26T00:00:00.000","Trade Waste",,"WEB-MAIL","Referred To Licensing","Closed","1.0","Inquiry","Information - All;Licensing - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2010-02015",,"IMPERIAL SANITATION CORP.","TWC-340",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Complaint","Billing - All;Containers-Unremoved - Trade Waste","20-02 123 St.","nyc","NY",,"NYC","IMPERIAL SANITATION CORP.","18-61 41ST STREET","ASTORIA","RENEWAL PENDING",,"(718) 721-2323",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-189855",,,,"2013-12-06T00:00:00.000","Trade Waste",,"MAIL","Referred to Another Agency","Closed","3.0","Inquiry","Misinformation - All",,,,,,,,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-192411",,,,"2015-09-11T00:00:00.000","Trade Waste",,"MAIL","Referred back to 311","Closed","3.0","Complaint","Misinformation - All","92 Morning Avenue","New York","NY",,"Manhattan",,,,,,,,,,,,"True","False","Letter","2023-08-25",,,,,,,,,
"INQ-192571",,,,"2015-11-05T00:00:00.000","Trade Waste",,"WEB-MAIL","Resolved","Closed","0.0","Inquiry","Information - All",,,,,,,,,,,,,,,,,"True","False","E-Mail","2023-08-25",,,,,,,,,
"2011-00364",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry",,,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-00397",,"ACTION CARTING ENVIRONMENTAL SERVICES INC.","TWC-1181",,"Trade Waste",,"PHONE","Resolved","Closed",,"Complaint","Quality of Life-Noise - Trade Waste","58th and 7th",,"NY",,"NYC","ACTION CARTING ENVIRONMENTAL SERVICES INC.","451 FRELINGHUYSEN AVENUE","NEWARK","RENEWAL EXTENSION","10019-","(973) 623-7600",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-00595",,,"TWC-NaN",,"Trade Waste",,"PHONE","Referred To Licensing","Closed",,"Inquiry","Licensing - All",,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2012-00441",,"CROWN WASTE CORP","TWC-311",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Complaint","Other - All;Service - All","35-40 Union Street","Flushing","NY",,,"CROWN WASTE CORP","326 BROADWAY SUITE A","BETHPAGE","RENEWAL APPROVED",,"(516) 827-5060",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-02118",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-00872",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unable to Contact Complainant","Closed",,"Inquiry","Unlicensed Carter - Trade Waste","117-20 Farmers Blvd.","nyc","NY",,"Bronx","N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-191989",,,,"2015-06-08T00:00:00.000","Trade Waste",,"311/PHONE - 9278","Resolved","Closed","0.0","Inquiry","Information - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2007-00078",,"IMPERIAL SANITATION CORP.","TWC-340",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Complaint","Quality of Life-Spillage - Trade Waste","33-04 DITMARS BLVD,",,"NY","11105-","Queens","IMPERIAL SANITATION CORP.","18-61 41ST STREET","ASTORIA","RENEWAL APPROVED",,"(718) 721-2323",,,,,,"False","False",,"2023-08-25","QUEENS","40.775285","-73.909517","1","22","117","4017007","4008320053","Steinway"
"2010-00633",,"ROYAL WASTE SERVICES INC.","TWC-1240",,"Trade Waste",,"WEB-MAIL","Resolved","Closed",,"Complaint","Other - All","169-16 Liberty Ave. (& adj lots)","nyc","NY",,"Queens","ROYAL WASTE SERVICES INC.","187 40 HOLLIS AVENUE","HOLLIS","RENEWAL PENDING","11433-","(718) 468-8679",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00910",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Recycling - Trade Waste",,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00738",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Other - All",,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-191623",,,,"2015-02-10T00:00:00.000","Trade Waste",,"311/PHONE - 9278","Resolved","Closed","0.0","Inquiry","Information - All","2721 Broadway","New York","NY","10025-3940","Manhattan",,,,,,,,,,,,"True","False","Phone Call","2023-08-25","MANHATTAN","40.799945","-73.968158","7","6","191","1056583","1018760007","Upper West Side"
"2013-00304",,"CITY WASTE SERVICES OF NEW YORK, INC.","TWC-1153",,"Trade Waste",,"WEB-MAIL","Resolved","Closed",,"Complaint","Contracts - Trade Waste",,,,,,"CITY WASTE SERVICES INC.","167 33 PORTER ROAD","JAMAICA","RENEWAL PENDING","10003-","(718) 328-8582",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2012-01022",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unable to Contact Complainant","Closed",,"Inquiry","Other - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-194215",,,,"2018-07-27T00:00:00.000","Trade Waste",,"PHONE - 6300","Insufficient Information","Closed","6.0","Complaint","Unlicensed Landscaper - Trade Waste","Fleet Street btwn 69th and 70th avenue","Forest Hills","NY",,"Queens",,,,,,,,,,,,"False","True",,"2023-08-25",,,,,,,,,
"2009-01279",,"AJ CONTAINERS CORP.","TWC-2983",,"Trade Waste",,"EMAIL","Unsubstantiated","Closed",,"Inquiry","Quality of Life-Spillage - Trade Waste","57-40 58 St","nyc","NY",,"Queens","AJ CONTAINERS CORP.","1225 OCEAN PKWY","BROOKLYN","APPROVED",,"(718) 473-4473",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-195914",,,,"2021-04-29T00:00:00.000","Trade Waste",,"WEB-MAIL","Resolved","Closed","5.0","Inquiry","Other - All",,,,,,,,,,,,,,,,,"False","True",,"2023-08-25",,,,,,,,,
"COMP-193230","Trade Waste","FIVE STAR CARTING, INC.","BIC-1719","2016-11-09T00:00:00.000","Trade Waste","Active","PHONE - 6300","Resolved","Closed","0.0","Complaint","Containers-Theft - Trade Waste","180 St Nicholas Ave","New York","NY",,"Manhattan","FIVE STAR CARTING, INC.","5835 47TH STREET","MASPETH","NY","11378-",,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"INQ-191648",,,,"2015-02-17T00:00:00.000","Trade Waste",,"PHONE - 6300","Referred To Licensing","Closed","0.0","Inquiry","Information - All;Licensing - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2011-00268",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unsubstantiated","Closed",,"Inquiry",,,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00805",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","FOIL - All",,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2013-00457",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unsubstantiated","Closed",,"Complaint","Illegal Dumping - Trade Waste","555 St. Marks Ave.","Brooklyn","NY",,"Brooklyn","N/A",,,,"11216-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2011-00411",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Referred back to 311","Closed",,"Inquiry","Illegal Dumping - Trade Waste",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-01776",,,"TWC-NaN",,"Trade Waste",,"WEB-MAIL","Resolved","Closed",,"Complaint","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00694",,"DISANO CONTRACTING DEVELOPMENT, INC.","TWC-2263",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Complaint","Containers-Unremoved - Trade Waste",,,"NY",,,"DISANO CONTRACTING DEVELOPMENT, INC.","46-16 162 STREET (TRAILER)","FLUSHING","APPROVED",,"(718) 961-3700",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-190730","Trade Waste","CROWN WASTE CORP","BIC-311","2014-06-25T00:00:00.000","Trade Waste","Active","PHONE - 6300","Resolved","Closed","5.0","Complaint","Contracts - Trade Waste;Service - All","25-25 Astoria Blvd","Astoria","NY","11106","Queens","CROWN WASTE CORP","P.O. BOX 1133","BETHPAGE","NY","11714-",,,,,,,"True","False","E-Mail","2023-08-25","QUEENS","40.771233","-73.922382","1","22","69","4594245","4008610005","Old Astoria"
"2011-00636",,,"TWC-1923",,"Trade Waste",,"WEB-MAIL","Violation Written","Closed",,"Complaint","Other - All",,,,,,"PRECISE CONSTRUCTION CONTRACTING INC.","287 EAST 236TH STREET","BRONX","RENEWAL PENDING","11598-","(718) 652-6783",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-192271",,,,"2015-08-03T00:00:00.000","Trade Waste",,"WEB-MAIL","Resolved","Closed","2.0","Inquiry","Information - All",,,,,,,,,,,,,,,,,"True","False","E-Mail","2023-08-25",,,,,,,,,
"2011-00775",,"NEW YORK DIRT CONTRACTING CORP.","TWC-653",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Complaint","Information - All;FOIL - All",,,,,,"NEW YORK DIRT CONTRACTING CORP.","121 EAST SECOND STREET","MINEOLA","DENIED",,"(516) 294-3217",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2013-00662",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Misinformation - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-01248",,"STATEN ISLAND CARTING INC.","TWC-1730",,"Trade Waste",,"311/PHONE - 9278","Unable to Contact Complainant","Closed",,"Inquiry","Quality of Life-Odor - Trade Waste","59 St Mary's Ave","nyc","NY",,"Staten Island","STATEN ISLAND CARTING","137 SOUTH GOFF AVENUE","STATEN ISLAND","RENEWAL APPROVED",,"(718) 227-5570",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2013-00721",,,"TWC-NaN",,"Trade Waste",,"WEB-MAIL","Referred to Another Agency","Closed",,"Complaint","Misinformation - All",,,,,,"N/A",,,,"11216-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-00584",,,,,"Trade Waste",,"MAIL","Unsubstantiated","Closed",,"Inquiry","Unlicensed Carter - Trade Waste",,,"NY",,"Staten Island","N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00184",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry",,,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-00424",,,"TWC-NaN",,"Trade Waste",,"PHONE - 6275","Unable to Contact Complainant","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2012-00126",,,"TWC-NaN",,"Trade Waste",,"WEB-MAIL","Referred back to 311","Closed",,"Complaint","Misinformation - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2006-00846",,,,,"Trade Waste",,"PHONE - 6300",,"Closed",,"Complaint","Other - All",,,"NY",,,,,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-191468","Trade Waste","CITYWIDE CONTAINER SERVICE CORP.","BIC-252","2014-12-23T00:00:00.000","Trade Waste","Active","311/PHONE - 9278","Referred to Another Agency","Closed","1.0","Complaint","Quality of Life-Odor - Trade Waste;Quality of Life-Spillage - Trade Waste","319 E 148Th St","Bronx","NY","10451-5724","Bronx","CITYWIDE CONTAINER SERVICE CORP.","60 ANTHONY STREET","BROOKLYN","NY","11222-",,,,,,,"True","False","Phone Call","2023-08-25","BRONX","40.81616","-73.920982","1","17","65","2000905","2023300057","Melrose South-Mott Haven North"
"2013-00427",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-190532","Trade Waste","FILCO CARTING CORP.","BIC-390","2014-05-08T00:00:00.000","Trade Waste","Active","311/PHONE - 9278","Resolved","Closed","5.0","Complaint","Quality of Life-Noise - Trade Waste","2 Cumberland Street","Brooklyn","NY","11205","Brooklyn","FILCO CARTING CORP.","111 GARDNER AVENUE","BROOKLYN","NY","11237-1120",,,,,,,"True","False","Phone Call","2023-08-25","BROOKLYN","40.697743","-73.974748","2","35","211","3335214","3020290024","Fort Greene"
"2013-00504",,"ACTION CARTING ENVIRONMENTAL SERVICES INC.","TWC-1181",,"Trade Waste",,"WEB-MAIL","Resolved","Closed",,"Complaint","Contracts - Trade Waste","1663 Lexington Ave","NY","NY","10029-","NYC","ACTION CARTING ENVIRONMENTAL SERVICES INC.","451 FRELINGHUYSEN AVENUE","NEWARK","RENEWAL PENDING","10029-","(973) 623-7600",,,,,,"False","False",,"2023-08-25","MANHATTAN","40.791272","-73.946977","11","8","166","1051987","1016320154","East Harlem South"
"INQ-192835",,,,"2016-04-12T00:00:00.000","Trade Waste",,"311/PHONE - 9278","Resolved","Closed","0.0","Inquiry","Information - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2012-00957",,"BROOKLYN BIO DIESEL INC.","TWC-2892",,"Trade Waste",,"PHONE - 6300","Violation Written","Closed",,"Complaint","Waste Oil - Trade Waste",,,,,,"BROOKLYN BIO DIESEL INC.","35 SEA COAST TERRACE APT 20R","BROOKLYN","RENEWAL PENDING",,"(888) 552-4637",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-194394","Trade Waste","D. DANIELS CONTRACTING LTD.","BIC-1187 / BIC-600","2018-10-09T00:00:00.000","Trade Waste","Active","PHONE - 6300","Resolved","Closed","2.0","Complaint","Quality of Life-Odor - Trade Waste;Service - All","109-50 Merrick Blvd","Jamaica","NY","11433","Queens","D. DANIELS CONTRACTING LTD.","32 Gates Ave","Inwood","NY","11096-1612",,,,,,,"True","False","Phone Call","2023-08-25","QUEENS","40.696408","-73.783289","12","27","258","4216878","4101890008","South Jamaica"
"COMP-192924",,,,"2016-05-31T00:00:00.000","Trade Waste",,"REFERRED BY OTHER AGENCY","Unable to Contact Complainant","Closed","10.0","Complaint","Other - All","3rd Ave & East 45th St",,,,,,,,,,,,,,,,"False","True",,"2023-08-25",,,,,,,,,
"COMP-191330",,,,"2014-11-10T00:00:00.000","Trade Waste",,"WEB-MAIL","Referred to Another Agency","Closed","3.0","Complaint","Misinformation - All;Other - All","6250 65Th St","Middle Village","NY","11379-1029","Queens",,,,,,,,,,,,"True","False","E-Mail","2023-08-25","QUEENS","40.714229","-73.896963","5","30","603","4062088","4027720065","Middle Village"
"2009-01089",,,"TWC-901",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Containers-Unremoved - Trade Waste","234 and Broadway","nyc",,,"Bronx","ARJR TRUCKING INC.","1014 SAW MILL RIVER ROAD","YONKERS","RENEWAL APPROVED",,"(914) 476-2838",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"INQ-191095",,,,"2014-09-10T00:00:00.000","Trade Waste",,"311/PHONE - 9278","Resolved","Closed","0.0","Inquiry","Information - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2009-01605",,,,,"Trade Waste",,"311/PHONE - 9278","Referred To Licensing","Closed",,"Inquiry","Licensing - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-01012",,,,,"Trade Waste",,"PHONE - 6300","Referred To Licensing","Closed",,"Inquiry","Licensing - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-00770",,,"TWC-1182",,"Trade Waste",,"PHONE - 6300","Referred To Licensing","Closed",,"Inquiry","Information - All;Licensing - All",,,,,,"CUSTOMLINE INC.","1640 SUIMMERFIELD STREET","RIDGEWOOD","RENEWAL APPROVED",,"(718) 326-6969",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-192290",,,,"2015-08-07T00:00:00.000","Trade Waste",,"311/PHONE - 9278","Unable to Contact Complainant","Closed","0.0","Complaint","Quality of Life-Odor - Trade Waste;Disposal - All","620 West 55th St.",,"NY",,"Manhattan",,,,,,,,,,,,"False","True","Phone Call","2023-08-25",,,,,,,,,
"2009-01559",,,"TWC-0",,"Trade Waste",,"MAIL","Violation Written","Closed",,"Complaint","Unlicensed Carter - Trade Waste","117-25 225 St","nyc","NY",,"Queens","Escobar Landscaping","191 W.Broadway","nyc","UNLICENSED",,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-01111",,"WEST COAST RECLAMATION INC.","TWC-2683",,"Trade Waste",,"PHONE - OTHER","Resolved","Closed",,"Inquiry","Unlicensed Carter - Trade Waste",,,"NY",,,"WEST COAST RECLAMATION INC.","880 EAST BAY DRIVE","WEST ISLIP","APPROVED",,"(631) 539-6353",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-189768","Trade Waste","IMPERIAL SANITATION CORP.","BIC-340","2013-11-19T00:00:00.000","Trade Waste","Active","PHONE - 6300","Resolved","Closed","2.0","Complaint","Containers-Unremoved - Trade Waste","43rd St Between 23rd Ave. & Ditmars Blvd.","Astoria","NY",,"Queens","IMPERIAL SANITATION CORP.","18-61 41ST STREET","ASTORIA","NY","11105-",,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"COMP-190431",,,,"2014-04-09T00:00:00.000","Trade Waste",,"PHONE - 6300","Resolved","Closed","48.0","Complaint","Other - All;Criminal - All","142-28 230 Place","Queens","NY","11413","Queens",,,,,,,,,,,,"True","False","Phone Call","2023-08-25","QUEENS","40.665042","-73.746242","13","31","680","4287600","4135140025","Springfield Gardens South-Brookville"
"INQ-190834",,,,"2014-07-21T00:00:00.000","Trade Waste",,"PHONE - 6300","Resolved","Closed","0.0","Inquiry","Information - All",,,,,,,,,,,,,,,,,"True","False","Phone Call","2023-08-25",,,,,,,,,
"2009-02246",,,"TWC-0",,"Trade Waste",,"MAIL","Violation Written","Closed",,"Complaint","Unlicensed Carter - Trade Waste","115-67 196 St.","nyc","NY",,"Queens","Carlos Benavides","46-06 Bowne St.","nyc","UNLICENSED",,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2012-00921",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unable to Contact Complainant","Closed",,"Inquiry","Other - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2013-00439",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All;Service - All",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2007-00723",,"ROYAL CARTING CO. INC.","TWC-239",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Quality of Life-Noise - Trade Waste",,,"NY",,,"ROYAL CARTING CO. INC.","170-21 DOUGLAS AVENUE","JAMAICA","SOLD",,"(718) 526-2623",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2008-00761",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Inquiry","Information - All",,,"NY",,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2009-01443",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Unable to Contact Complainant","Closed",,"Inquiry","Recycling - Trade Waste",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2010-00180",,,"TWC-223",,"Trade Waste",,"PHONE - 6300","Resolved","Closed",,"Inquiry","Information - All",,,,,,"CANAL CARTING INC.","54 HOOK ROAD","BAYONNE","WITHDRAWN",,"(800) 522-6106",,,,,,"False","False",,"2023-08-25",,,,,,,,,
"2011-00901",,,"TWC-NaN",,"Trade Waste",,"311/PHONE - 9278","Resolved","Closed",,"Complaint","Containers-Unremoved - Trade Waste",,,,,,"N/A",,,,,,,,,,,"False","False",,"2023-08-25",,,,,,,,,
