"the_geom","cornerid","rampid","ramp_onstr","geocyclora","borough","stname1","stname2","curb_reveal","ramp_running_slope_total","dws_conditions","gutter_slope","lnd_width","lnd_length","lnd_cross_slope","counter_slope","ramp_width","ramp_right_flare","ramp_left_flare","ramp_length","ramp_cross_slope","ponding","obstacles_ramp","obstacles_landing"
"POINT (-73.86537872135874 40.740195285496114)","1026595","24154","CHRISTIE AVENUE","2018-05-08T00:00:00.000","4","CHRISTIE AVENUE","97 STREET","0.7","6.3","Missing","3.5","51.6","60.0","6.8","-2.1","53.7","12.9","57.4","-12.9","4.5","No","None","None"
"POINT (-73.89478483389863 40.82107550034204)","1005621","1066","EAST 163 STREET","2018-03-20T00:00:00.000","2","TIFFANY STREET","EAST 163 STREET","0.6","6.3","Missing","0.4","49.3","60.0","2.1","-5.3","49.8","8.4","68.9","-2.7","0.6","Yes","None","None"
"POINT (-74.03101528470002 40.63826429397978)","1139451","24816","68 STREET","2018-05-23T00:00:00.000","3","68 STREET","COLONIAL ROAD","1.3","2.3","Good Condition","-4.3","45.2","60.0","-3.2","-2.4","39.4","3.0","42.1","-17.5","-2.7","No","None","None"
"POINT (-73.89561981542703 40.81826987760635)","1005845","975","FOX STREET","2018-08-06T00:00:00.000","2","FOX STREET","INTERVALE AVENUE","0.4","3.6","Missing","0.6","42.0","60.0","3.4","-3.2","42.5","10.1","68.5","-2.5","1.8","No","None","None"
"POINT (-73.84278008147808 40.890178820662875)","1012921","2155","STRANG AVENUE","2018-04-12T00:00:00.000","2","STRANG AVENUE","BAYCHESTER AVENUE","0.6","9.3","Good Condition","1.1","47.3","56.6","0.3","5.2","46.0","14.0","62.4","-17.4","-0.2","No","None","None"
"POINT (-73.9865772249933 40.68044408002313)","1108498","16152","DEGRAW STREET","2018-04-15T00:00:00.000","3","NEVINS STREET","DEGRAW STREET","1.2","2.3","Good Condition","2.4","46.8","43.5","1.6","-8.9","47.4","5.1","57.5","-4.1","1.2","No","None","None"
"POINT (-73.85399456230128 40.84922377376765)","1019701","6931","MORRIS PARK AVENUE","2018-04-11T00:00:00.000","2","MORRIS PARK AVENUE","LURTING AVENUE","0.6","8.7","Missing","-0.4","56.0","60.0","-1.8","-8.5","46.3","19.7","59.2","-17.5","-2.5","Yes","None","None"
"POINT (-74.0211298181073 40.633457850595285)","1138220","24528","BAY RIDGE AVENUE","2018-05-24T00:00:00.000","3","5 AVENUE","BAY RIDGE AVENUE","0.5","5.5","Missing","2.3","61.2","60.0","2.3","-6.7","61.3","10.9","62.9","-8.2","1.6","No","None","None"
"POINT (-73.87699843696704 40.68429186388377)","1114548","12292","RIDGEWOOD AVENUE","2018-05-08T00:00:00.000","3","RICHMOND STREET","RIDGEWOOD AVENUE","0.5","3.8","Missing","0.0","42.1","60.0","-2.5","-5.8","49.9","5.5","57.7","-9.5","-0.1","No","None","None"
"POINT (-73.80474075077399 40.712317699287084)","1070118","26378","160 STREET","2018-04-15T00:00:00.000","4","85 AVENUE","160 STREET","0.7","12.0","Missing","3.1","61.0","54.7","2.3","0.5","64.7","13.2","58.2","-8.4","2.8","No","None","None"
"POINT (-73.93167753057843 40.66266126676745)","1140578","6630","UTICA AVENUE","2018-04-12T00:00:00.000","3","UTICA AVENUE","EAST NEW YORK AVENUE","0.9","9.0","Missing","-0.7","44.7","60.0","-1.9","0.4","46.2","16.2","57.2","-17.7","-2.5","No","None","None"
"POINT (-74.154151576879 40.55712368560733)","1153400","36633","LEVERETT AVENUE","2018-05-01T00:00:00.000","5","LEVERETT AVENUE","STIEG AVENUE","1.7","9.0","Good Condition","1.4","58.3","60.0","2.9","-2.2","54.5","11.0","38.5","-5.5","2.1","No","None","None"
"POINT (-73.97018371846033 40.79407961665869)","1091104","8616","WEST 96 STREET","2018-04-10T00:00:00.000","1","WEST 96 STREET","AMSTERDAM AVENUE","1.1","4.4","Good Condition","1.7","49.3","60.0","3.6","-5.6","48.5","8.8","52.5","-5.6","1.9","No","None","None"
"POINT (-73.82163916621062 40.826304897565116)","1017991","34633","EAST TREMONT AVENUE","2018-05-28T00:00:00.000","2","EAST TREMONT AVENUE","RANDALL AVENUE","0.6","6.0","Good Condition","1.8","48.7","60.0","0.5","-8.1","49.9","9.7","52.3","-14.8","2.9","No","None","None"
"POINT (-73.9515203067961 40.80950574127964)","1093849","13494","FREDERICK DOUGLASS BOULEVARD","2018-03-26T00:00:00.000","1","FREDERICK DOUGLASS BOULEVARD","WEST 124 STREET","0.8","2.3","Good Condition","-1.7","54.3","60.0","-1.5","-6.1","54.6","6.0","64.2","-8.2","-0.7","Yes","None","None"
"POINT (-73.87336785830736 40.727943130028166)","1029230","22044","85 STREET, ELIOT AVENUE","2018-05-15T00:00:00.000","4","85 STREET","ELIOT AVENUE","0.7","8.6","Good Condition","1.2","61.8","60.0","0.2","6.3","68.9","12.4","64.5","-10.7","0.9","No","None","None"
"POINT (-73.89082976089787 40.702377665334595)","1030157","23015","CENTRAL AVENUE","2018-05-10T00:00:00.000","4","CENTRAL AVENUE","65 STREET","0.4","2.8","Missing","2.1","47.8","60.0","0.4","-4.5","48.9","13.1","56.0","-6.0","3.0","No","None","None"
"POINT (-73.86591943244385 40.75943860901115)","1028660","33471","32 AVENUE","2018-04-06T00:00:00.000","4","32 AVENUE","103 STREET","0.6","6.8","Missing","1.3","68.2","60.0","-2.4","-5.0","53.8","9.7","41.1","-7.1","-1.5","No","None","None"
"POINT (-73.88251531275979 40.75596922983303)","1027995","35389","NORTHERN BOULEVARD","2018-04-06T00:00:00.000","4","NORTHERN BOULEVARD","85 STREET","0.3","7.8","Good Condition","-0.3","48.2","60.0","-0.6","-6.7","49.9","17.3","60.7","-22.1","-0.2","Yes","None","Utility access"
"POINT (-74.0016248321018 40.67610225072012)","1140100","18041","HAMILTON AVENUE","2018-05-23T00:00:00.000","3","HAMILTON AVENUE","GOWANUS EXPRESSWAY","0.4","6.8","Missing","-1.0","49.9","60.0","0.9","1.0","47.9","21.7","55.8","-26.4","0.8","No","None","None"
"POINT (-74.21304611253413 40.55427479417001)","1160404","16144","VETERANS ROAD EAST","2018-05-14T00:00:00.000","5","VETERANS ROAD EAST","ROSSVILLE AVENUE","0.4","7.7","Missing","-2.5","32.7","38.1","-2.9","-6.3","41.2","15.3","51.6","-15.0","-2.4","Yes","None","None"
"POINT (-73.94662891268551 40.60457943846574)","1131396","5797","AVENUE S","2018-05-10T00:00:00.000","3","EAST 26 STREET","AVENUE S","0.5","6.5","Missing","-1.4","54.8","55.2","-0.9","-1.1","58.5","4.0","48.5","-7.3","-0.8","No","None","None"
"POINT (-73.83923455461469 40.72292803748352)","1035796","21514","112 STREET","2018-05-06T00:00:00.000","4","112 STREET","71 AVENUE","0.5","7.4","Missing","-0.2","50.6","60.0","1.7","-3.4","47.1","7.1","63.3","-15.7","0.4","Yes","None","None"
"POINT (-74.1509303962661 40.59005482010241)","1154803","20538","ROCKLAND AVENUE","2018-05-05T00:00:00.000","5","ROCKLAND AVENUE","KELLY BOULEVARD","0.9","6.4","Good Condition","-6.8","49.6","51.5","-6.4","5.1","47.9","7.0","55.2","-20.3","-7.6","No","None","Utility access"
"POINT (-73.99330797927806 40.71542743205481)","1086388","26955","ELDRIDGE STREET","2018-05-25T00:00:00.000","1","ELDRIDGE STREET","CANAL STREET","0.8","8.6","Missing","0.6","44.2","60.0","-2.0","-9.8","42.1","38.4","55.2","-43.3","-0.8","No","None","None"
"POINT (-73.9930583191817 40.714431013394034)","1086407","14394","ALLEN STREET","2018-05-25T00:00:00.000","1","ALLEN STREET","DIVISION STREET","1.2","11.6","Good Condition","1.3","61.6","60.0","2.0","-2.0","61.0","15.9","67.1","-14.8","1.6","No","None","None"
"POINT (-73.95292282534282 40.70660400450243)","1105779","12414","HEWES STREET","2018-08-06T00:00:00.000","3","BROADWAY","HEWES STREET","0.7","2.8","Missing","3.0","59.5","60.0","4.9","-0.4","43.6","9.2","58.8","-6.7","3.7","No","None","None"
"POINT (-73.95913396762244 40.59861665307903)","1132855","7510","HOMECREST AVENUE","2018-05-10T00:00:00.000","3","AVENUE U","HOMECREST AVENUE","0.9","5.1","Good Condition","-1.2","51.9","60.0","0.4","-5.4","50.8","17.9","58.0","-11.8","2.1","No","None","None"
"POINT (-73.95258650912645 40.7469017500445)","1037796","27728","46 AVENUE","2018-03-28T00:00:00.000","4","VERNON BOULEVARD","46 AVENUE","1.5","4.2","Missing","1.6","31.9","60.0","1.9","-3.6","33.6","7.1","56.9","-10.0","2.5","Yes","None","None"
"POINT (-73.81665377652864 40.78296762580152)","1060307","16230","18 AVENUE","2018-04-15T00:00:00.000","4","149 STREET","18 AVENUE","0.9","1.2","Missing","-0.2","50.1","60.0","-0.2","-4.2","48.9","7.4","57.2","-8.7","-0.5","No","None","None"
"POINT (-73.95186664970336 40.586005281350594)","1133180","5236","SHEEPSHEAD BAY ROAD","2018-05-11T00:00:00.000","3","SHEEPSHEAD BAY ROAD","VOORHIES AVENUE","1.7","4.9","Missing","-0.7","42.9","60.0","0.3","-3.0","45.3","6.0","61.2","-5.1","-3.6","No","None","Utility access"
"POINT (-73.81238132029885 40.791285998083545)","1060098","10544","12 AVENUE","2018-04-20T00:00:00.000","4","CLINTONVILLE STREET","12 AVENUE","0.7","1.0","Missing","-0.1","50.8","60.0","-0.7","-4.2","49.3","4.7","56.2","-3.2","0.0","No","None","None"
"POINT (-73.92793644077538 40.637644105057014)","1121038","23578","EAST 51 STREET","2018-04-14T00:00:00.000","3","EAST 51 STREET","FARRAGUT ROAD","0.3","10.3","Missing","1.8","62.9","60.0","0.5","3.4","59.9","10.8","56.5","-3.0","1.1","No","None","None"
"POINT (-73.83540675060567 40.857864998346066)","1020538","13513","STILLWELL AVENUE","2018-05-18T00:00:00.000","2","WICKHAM AVENUE","STILLWELL AVENUE","0.7","12.3","Missing","1.4","50.0","60.0","0.6","-6.6","43.9","20.2","55.8","-12.3","2.3","Yes","None","None"
"POINT (-73.85133834697584 40.85044153084219)","1019709","7399","WILLIAMSBRIDGE ROAD","2018-04-11T00:00:00.000","2","MORRIS PARK AVENUE","WILLIAMSBRIDGE ROAD","0.6","7.0","Missing","-0.8","54.6","60.0","-5.4","-5.2","49.2","7.7","47.9","-16.2","-3.1","No","None","None"
"POINT (-73.90237759284237 40.67699442186938)","1144912","10955","HERKIMER STREET","2018-05-07T00:00:00.000","3","HERKIMER STREET","WILLIAMS PLACE","0.8","7.4","Good Condition","0.6","48.7","60.0","1.2","-3.1","43.8","15.1","43.5","-10.3","1.5","Yes","None","None"
"POINT (-73.98834902019522 40.641984886534765)","1128621","2976","12 AVENUE","2018-04-18T00:00:00.000","3","12 AVENUE","39 STREET","0.5","8.7","Good Condition","0.5","51.8","60.0","-0.3","-10.4","50.4","19.4","55.1","-26.2","0.7","No","None","None"
"POINT (-74.14060310137008 40.60572461727012)","1156131","31145","WESTWOOD AVENUE","2018-05-05T00:00:00.000","5","WESTWOOD AVENUE","WOOLLEY AVENUE","0.3","7.2","Good Condition","-0.1","48.3","40.1","-0.4","-0.5","48.4","12.5","51.9","-21.5","-0.2","Yes","None","None"
"POINT (-74.09942380601635 40.57925060544602)","1150842","10403","HUNTER AVENUE","2018-04-05T00:00:00.000","5","HUNTER AVENUE","BOUNDARY AVENUE","0.6","2.6","Good Condition","0.3","50.1","50.2","-1.9","1.3","48.9","8.1","58.3","-15.5","-0.7","Yes","None","None"
"POINT (-73.81335958350246 40.70976924136965)","1041649","30073","143 STREET","2018-04-15T00:00:00.000","4","143 STREET","85 ROAD","0.9","2.6","Good Condition","4.5","59.3","32.0","4.9","-0.5","68.1","12.8","55.9","-7.5","4.2","No","None","None"
"POINT (-73.82027525411507 40.84419042942367)","1018734","12466","STADIUM AVENUE","2018-05-28T00:00:00.000","2","STADIUM AVENUE","GRISWOLD AVENUE","0.4","8.6","Good Condition","0.7","49.6","60.0","1.4","-3.2","49.8","4.6","62.8","-7.9","-0.8","No","None","None"
"POINT (-73.9449790600899 40.634238844333645)","1121440","5926","GLENWOOD ROAD","2018-04-14T00:00:00.000","3","NEW YORK AVENUE","GLENWOOD ROAD","0.4","10.5","Missing","-2.8","53.8","60.0","0.0","-6.0","50.4","14.2","57.0","-13.3","-1.5","No","None","None"
"POINT (-73.96993718739365 40.693218351536714)","1107452","14715","VANDERBILT AVENUE","2018-04-23T00:00:00.000","3","VANDERBILT AVENUE","MYRTLE AVENUE","0.5","6.4","Good Condition","-3.7","36.7","60.0","-2.2","1.2","36.0","2.1","43.9","-15.9","-3.1","No","None","None"
"POINT (-73.98084132911426 40.68525012457236)","1108355","18102","3 AVENUE","2018-04-15T00:00:00.000","3","ATLANTIC AVENUE","3 AVENUE","1.3","10.8","Missing","2.6","43.9","60.0","1.5","-8.5","48.9","21.4","57.4","-4.3","1.3","Yes","None","None"
"POINT (-73.79793805036655 40.76269305452437)","1057774","10697","168 STREET","2018-04-21T00:00:00.000","4","168 STREET","CROCHERON AVENUE","0.6","2.5","Missing","-1.4","56.4","51.2","-5.5","-4.8","68.0","5.1","46.9","-9.4","-0.8","No","None","None"
"POINT (-73.89942798954894 40.83312780889733)","1006693","32999","CLINTON AVENUE","2018-08-17T00:00:00.000","2","JEFFERSON PLACE","CLINTON AVENUE","0.7","12.1","Missing","1.1","48.8","60.0","1.1","-7.4","62.8","30.1","65.5","-33.6","0.9","No","None","None"
"POINT (-73.91705390355939 40.817424731624634)","1004932","35238","MELROSE AVENUE","2018-08-09T00:00:00.000","2","EAST 151 STREET","MELROSE AVENUE","0.3","3.5","Missing","1.0","47.4","60.0","7.2","-1.5","47.5","14.9","56.3","-7.2","2.6","No","None","None"
"POINT (-73.98125711977929 40.575429630912495)","1134118","13520","STILLWELL AVENUE","2018-05-26T00:00:00.000","3","STILLWELL AVENUE","SURF AVENUE","0.8","6.6","Good Condition","0.4","48.5","60.0","-0.6","-4.8","61.1","4.3","59.3","-8.7","-3.1","No","None","None"
"POINT (-73.98831810399281 40.76410216970623)","1088274","9795","WEST 51 STREET","2018-05-28T00:00:00.000","1","9 AVENUE","WEST 51 STREET","0.9","8.6","Good Condition","-0.7","48.1","60.0","1.4","5.3","48.8","14.1","56.5","-9.9","0.8","No","None","None"
"POINT (-73.92680620235637 40.71537294191056)","1033104","32514","GRAND STREET","2018-05-06T00:00:00.000","3","GARDNER AVENUE","GRAND STREET","1.7","10.5","Good Condition","0.7","39.2","60.0","0.7","-1.6","55.9","4.6","45.1","-8.7","1.8","Yes","None","None"
"POINT (-73.93097238002413 40.6395945996401)","1120609","5786","EAST 48 STREET","2018-04-14T00:00:00.000","3","FOSTER AVENUE","EAST 48 STREET","1.0","3.2","Good Condition","-1.8","46.8","60.0","-0.4","-6.3","47.1","11.7","55.5","-14.3","-0.6","No","None","None"
"POINT (-73.70799244649395 40.73928526352361)","1079022","36569","261 STREET, 83 AVENUE","2018-05-26T00:00:00.000","4","261 STREET","83 AVENUE","0.3","12.0","Missing","-1.4","50.3","60.0","-2.1","-5.6","58.4","29.7","47.7","-23.0","-1.2","Yes","None","None"
"POINT (-73.99044735121426 40.75654022976762)","1088187","8729","8 AVENUE","2018-04-29T00:00:00.000","1","WEST 41 STREET","8 AVENUE","1.1","6.7","Good Condition","0.3","49.4","60.0","0.8","-4.7","41.8","14.0","49.6","-6.7","1.7","Yes","None","None"
"POINT (-74.12229866759998 40.60057565409634)","1157140","29852","FANNING STREET","2018-05-03T00:00:00.000","5","PORTAGE AVENUE","FANNING STREET","0.8","2.4","Good Condition","4.9","47.9","32.1","10.6","8.3","49.7","21.9","59.7","-1.8","4.8","No","None","None"
"POINT (-74.1340906464621 40.59754658188001)","1146074","21491","SOREN STREET","2018-05-04T00:00:00.000","5","SOREN STREET","ROANOKE STREET","0.3","-1.6","Missing","0.6","33.4","60.0","2.8","0.9","38.4","-0.1","69.7","3.3","0.5","No","None","None"
"POINT (-73.84386788028564 40.69884686501537)","1041112","35967","105 STREET","2018-04-23T00:00:00.000","4","85 AVENUE","105 STREET","1.7","5.0","Good Condition","2.0","50.7","32.6","3.8","-0.3","48.7","9.4","62.1","-1.1","1.4","No","None","None"
"POINT (-73.84318312887262 40.86511757312925)","1014708","2008","ALLERTON AVENUE","2018-05-18T00:00:00.000","2","EASTCHESTER ROAD","ALLERTON AVENUE","1.4","7.9","Missing","4.6","64.3","60.0","1.5","-3.5","54.1","28.9","60.4","-19.9","3.0","No","None","None"
"POINT (-74.15858040194637 40.548295381306225)","1153989","15987","WILSON AVENUE, ESCANABA AVENUE","2018-05-02T00:00:00.000","5","WILSON AVENUE","ESCANABA AVENUE","1.4","10.3","Good Condition","1.3","71.3","55.3","-1.7","-4.0","76.3","3.4","43.8","-3.4","-0.2","Yes","None","Utility access"
"POINT (-73.80978319853926 40.719835964088674)","1178374","29944","154 STREET","2018-04-20T00:00:00.000","4","154 STREET","UNION TURNPIKE","0.3","7.4","Missing","-0.3","61.9","60.0","0.2","-2.8","63.9","15.8","46.2","-13.2","-0.8","Yes","None","None"
"POINT (-73.88011750334347 40.685273650393974)","1114514","18395","ETNA STREET","2018-05-24T00:00:00.000","3","NORWOOD AVENUE","ETNA STREET","0.7","10.1","Missing","-0.4","48.6","60.0","0.4","-2.6","45.9","7.8","53.3","-11.0","-1.0","Yes","None","None"
"POINT (-73.79193866182158 40.74324914956239)","1077086","28779","56 AVENUE","2018-04-12T00:00:00.000","4","56 AVENUE","184 STREET","0.5","7.8","Good Condition","0.6","52.4","45.6","0.5","-2.2","49.5","19.0","45.5","-7.6","1.1","Yes","None","None"
"POINT (-74.15179786853648 40.62729172116552)","1098400","22186","WENLOCK STREET, LAKE AVENUE","2018-04-09T00:00:00.000","5","WENLOCK STREET","LAKE AVENUE","0.6","8.6","Good Condition","0.7","62.3","13.3","0.4","-4.2","60.6","8.9","51.6","-12.3","-0.2","No","None","None"
"POINT (-73.83802142904403 40.698765024450864)","1041208","20503","111 STREET","2018-04-23T00:00:00.000","4","86 AVENUE","111 STREET","1.1","8.1","Good Condition","0.1","46.4","60.0","-1.0","-8.8","44.0","11.8","57.9","-12.5","-1.1","No","None","None"
"POINT (-73.84232701226584 40.68309751651989)","1043934","20113","103 AVENUE","2018-04-26T00:00:00.000","4","98 STREET","103 AVENUE","0.8","2.4","Missing","-1.8","49.5","60.0","-3.7","-1.4","46.3","-0.2","57.0","-12.1","-1.2","No","None","Utility access"
"POINT (-73.83708295521916 40.86500348746745)","1014730","2366","ALLERTON AVENUE","2018-05-18T00:00:00.000","2","LODOVICK AVENUE","ALLERTON AVENUE","1.6","5.0","Good Condition","2.7","47.3","48.3","6.5","-1.3","48.2","17.5","60.8","-7.3","3.6","No","None","None"
"POINT (-73.96625450820933 40.6096642447278)","1130600","2522","EAST 7 STREET","2018-04-23T00:00:00.000","3","EAST 7 STREET","AVENUE P","1.2","7.0","Missing","-2.9","67.3","47.5","-2.8","-3.6","67.7","7.0","46.0","-9.5","-4.0","No","None","None"
"POINT (-73.91382328214188 40.8009413195447)","1002858","219","WILLOW AVENUE","2018-03-26T00:00:00.000","2","EAST 133 STREET","WILLOW AVENUE","0.6","7.8","Missing","1.9","51.3","60.0","5.1","-6.7","51.6","21.4","47.4","-21.1","3.2","Yes","None","None"
"POINT (-73.90692161139346 40.813565623107735)","1022717","1713","WALES AVENUE","2018-03-25T00:00:00.000","2","WALES AVENUE","EAST 150 STREET","0.8","13.6","Good Condition","-1.4","47.1","60.0","-0.3","-4.4","46.9","38.5","37.8","-42.4","0.0","No","None","None"
"POINT (-73.88957580388202 40.823235737840044)","1005594","764","ALDUS STREET","2018-03-20T00:00:00.000","2","FAILE STREET","ALDUS STREET","0.6","12.7","Missing","-0.9","44.5","60.0","-0.4","-1.0","40.5","24.2","45.9","-29.2","-0.9","No","None","None"
"POINT (-73.96519401985579 40.77513474007506)","1171245","17302","5 AVENUE","2018-04-05T00:00:00.000","1","5 AVENUE","EAST 76 STREET","0.5","8.7","Missing","0.8","66.3","60.0","-0.2","-0.8","57.1","20.5","67.5","-18.2","-0.7","No","None","None"
"POINT (-73.77806668951075 40.752423215706365)","1075853","27240","48 AVENUE","2018-04-12T00:00:00.000","4","202 STREET","48 AVENUE","0.9","4.0","Missing","-2.3","50.1","60.0","-0.2","1.3","54.4","22.6","48.3","-1.3","-1.6","No","None","None"
"POINT (-73.97135149009172 40.68599984362659)","1107607","18359","CARLTON AVENUE","2018-04-17T00:00:00.000","3","GREENE AVENUE","CARLTON AVENUE","0.5","6.2","Missing","-1.2","43.7","60.0","-1.4","-5.9","49.7","9.7","55.2","-15.7","-2.7","No","None","None"
"POINT (-73.70524923821826 40.74001007129831)","1079033","36577","83 AVENUE","2018-05-26T00:00:00.000","4","264 STREET","83 AVENUE","0.6","12.6","Missing","-0.1","39.8","52.5","-0.3","-2.5","44.9","17.3","53.3","-24.1","0.9","No","None","None"
"POINT (-73.7899766956934 40.70270535284982)","1054622","28032","168 PLACE","2018-04-28T00:00:00.000","4","LIBERTY AVENUE","168 PLACE","0.3","5.6","Missing","1.8","53.9","34.3","-4.2","-0.2","36.5","2.2","64.0","-9.7","-0.4","No","None","None"
"POINT (-74.15850910774112 40.55843093815479)","1153504","31934","BARLOW AVENUE","2018-05-02T00:00:00.000","5","BROOKFIELD AVENUE","BARLOW AVENUE","0.9","3.0","Good Condition","7.9","49.0","41.4","9.0","4.6","56.3","15.5","57.2","-1.8","7.4","No","None","None"
"POINT (-73.92857500530602 40.81191610363424)","1022609","565","CANAL PLACE, EAST 138 STREET","2018-03-26T00:00:00.000","2","CANAL PLACE","EAST 138 STREET","0.4","3.2","Missing","-6.9","56.7","60.0","-1.6","-6.6","60.9","3.7","47.2","-14.3","-6.6","No","None","None"
"POINT (-73.86881691570792 40.739227050887344)","1025999","22488","53 AVENUE","2018-05-08T00:00:00.000","4","94 STREET","53 AVENUE","1.0","12.4","Missing","0.0","39.9","60.0","-3.7","-1.2","35.2","10.8","50.0","-12.0","2.7","No","None","Utility access"
"POINT (-73.94244871278174 40.602737394288404)","1131261","6253","AVENUE T","2018-05-10T00:00:00.000","3","NOSTRAND AVENUE","AVENUE T","0.9","5.3","Missing","0.0","52.7","60.0","-0.8","1.8","51.5","9.6","56.7","-8.7","-0.2","Yes","None","None"
"POINT (-73.89491584149006 40.65861773761562)","1117210","11265","MALTA STREET","2018-05-07T00:00:00.000","3","HEGEMAN AVENUE","MALTA STREET","0.6","16.6","Missing","-3.6","33.1","60.0","-4.2","-5.2","40.5","23.0","42.9","-40.3","-3.2","No","None","None"
