"name","fileorder","number","parkprop","borough","parkname","parknumber","commboard","council","location","extant","dedicated","cast","descrip","dimen","sponsor","materials","foundry","fabricator","sculptor","architect","donor","maintain","contractor","name2","name3","maintainedbyparks","installation","rededication","cost","categories","inscribed","x","y"
"Paul W. Kolbert Playground",,"875","Y","Brooklyn","Paul W. Kolbert Playground","B150","14","48","Exterior wall of Field House, to the right of the door; Avenue L between E. 17th and E. 18th Streets","Y","June 28, 1960",,"Plaque on wall","H:12"" W: 18""",,"Bronze",,,,,,,,,,"Y",,,,"World War II, War Memorial",,"995903.2260253876","165279.38504230976"
"Louis Kossuth",,"879","Y","Manhattan","Riverside Park","M071","9","9","Riverside Drive at 113th Street","Y","March 15, 1928",,"Portrait & group on pedestal","H: 22' W: 22' D: 22'",,"Bronze, Milford pink granite",,"Dodd's Granite Co. (?)","John Horvay",,"Kossuth Monument Committee",,,,,"Y",,,,"Politcal Figure, Civic Leader",,"993297.6698848009","233200.33417388797"
"Kwanzan Prunus",,"881","Y","Manhattan","Central Park","M010","7","6","East of Bethesda Fountain stairs","M","1974 or earlier (?)",,"Tablet on recessed plinth",,,"Aluminum, concrete",,,,,"Unknown",,,,,,,,,"Women",,,
"Lafayette Memorial","Lafayette , Marquis de","883","Y","Brooklyn","Prospect Park","B073","0","39","9th Street entrance","Y","May 10, 1917","ca. 1917","Bas-relief on stele; terrace","Bas-relief H: 10' W: 13' ; Stele H: 19' W: 22' D: 8'10""; Terrace W: 72' D: 35'","MAS","Bronze; Milford pink granite (polished)","Gorham  Co.",,"Daniel Chester French","Henry Bacon","Henry Harteau","Y","$10,000 endowment by the French Societies in New York",,,"Y",,,,"Revolutionary War, War Memorial",,"990745.0207906365","181364.00674439967"
"Marquis de Lafayette",,"884","Y","Manhattan","Union Square Park","M089","5","2","Park Avenue South at 16th Street","Y","September 6, 1876",,"Portrait statue on pedestal","H: 15' W: 6' D:6'","T&A/ MAS","Bronze, polished Quincy granite",,,"Frederic Auguste Bartholdi",,"French residents in New York",,,,,"Y",,,,"Revolutionary War, War Memorial",,"987025.1985058933","207305.9210678041"
"Fiorello H. La Guardia","La Guardia, Fiorello H..","885","Y","Manhattan","La Guardia Houses Playground","M132","3","1","Cherry and Jefferson Streets","Y","September 20, 1957","1934","Bust (life-size) on pedestal","Bust H: 1'6"" W: 1'11"";  Pedestal H: 6'9"" W: 2'8"" D: 1'2""",,"Bronze, Minnesota rainbow granite",,,"Jo Davidson","Eggers & Higgins","La Guardia Memorial Association",,,,,"Y",,,,"Public Servant, Politcal Figure",,"987659.0833929777","198819.58895914257"
"land aquisition tablets list",,"886","Y","the Bronx",,,"0","0","SEE MEMO","M",,,,,,,,,,,,,,,,,,,,,,,
"larkin, charles d.",,"887","N","Brooklyn",,,"6","33","MANUAL TRAINING HIGH SCHOOL; 7th Avenue between 4th and 5th Streets","Y",,,"tablet",,,,,,"tiffany studios",,"gift; $500.",,,,,,,,,,,,
"Laurel Hill Flagstaff",,"888","Y","Queens",,"QZ01","2","26","54 Avenue, 54 Road and 48 Street","Y","1930",,"Flagstaff","H: 4' W: 4' D: 4'",,"Milstone granite",,"John J. Kearns Memorial Works (pole)",,"AF Grandy (Parks designer - Landscape Architect)","Citizens of Laurel Hill",,,,,"Y",,,"1800.00","World War I, War Memorial",,"1006705.1351958066","205563.723764807"
"Law","Law","889","N","Manhattan",,,"1","1","Surrogate's Court/Hall of Records, 31 Chambers Street, Reade Street elevation, beside center window in attic","Y","1902","ca. 1902","seated male figure (heroic scale)",,,"Westerly granite",,,"Henry Kirke Bush-Brown","Horgan and Slattery","$75,000 (total for all 47 sculptures originally in and on Surrogate's Court/Hall of Records); purchase",,,,,,,,,,,,
"General George J. Lawrence",,"890","Y","Queens","General George J. Lawrence Square","Q209","7","20","STOLEN - 8/93; Elm Avenue and 147th Street, Flushing","N","April 8, 1951",,"Plaque on plinth","see memo",,"Bronze, Barre granite","General Bronze Co., Garden City",,,,"American Legion Post No. 422",,,,,,,,,"Soldier, Physician, Civic Leader",,,
"Emma Lazarus Memorial Plaque","Lazarus, Emma","891","Y","Manhattan","Battery Park","M005","1","1","West of Castle Clinton","Y","1955","1955","Plaque on plinth","H: 2'9"" W: 2'7""",,"Bronze, Israel limestone",,,,,"Federation of Jewish Women's Organizations, Inc.",,,,,"Y",,,,"Women, Writer",,"979429.3659285605","195630.0959943086"
"Lead Vase",,"892","Y","Manhattan","Sutton Parks","M108P","6","5","East 54th St. & East River (southern end of Sutton Place)","Y",,,"Vase on a pedestal","H: 30"" Diameter: 24""",,"Lead, granite",,"Florentine craftsman",,"Clara Coffey","Private gift",,,,,,,,,,,"994696.1752898842","214357.1018473059"
"Tisch Children's Zoo Gate","Tisch Children's Zoo Gate","893","Y","Manhattan","Central Park","M010","7","6","East 65th Street","Y","1997","1961","Three pylons surmounted by ornamental crest with children, animal, and bird figures; three plaques","Center pylon H: 8'10"" W: 6' D: 2'; Proper right pylon H: 8'8"" W: 2' D: 2'; Proper left pylon H: 8'10"" W: 2' D: 2'; Center plaque H: 3' W: 4'; Each side plaque H: 1' W: 1'6""","CPC","Pylons--Swenson green granite; Crest and plaques--bronze; inscription--gilded",,,"Paul Howard Manship","Aymar Embury II; Edward Coe Embury","Governor and Mrs. Herbert H. Lehman (original gate); Families of Laurence A. Tisch and Preston R. Tisch (three plaques)",,,"Lehman Gates",,"Y",,,,,,"992331.4093501419","219311.0548658967"
"Jacob Leisler",,"894","Y","Manhattan",,,"0","0","At the intersection of North and Broadview Avenues, New Rochelle, NY. Gifted permanently to the City of New Rochelle.","L",,,"Circular collar around boulder","band:outer 8'diam, inner 6'dia",,"Bronze",,,,,,,,,,,"1992-06-14T00:00:00.000",,,"Politcal Figure, Civic Leader",,,
"Cpl. William A. Leonard Flagstaff",,"895","Y","Queens","Flushing Fields","Q086","7","20","IN STORAGE; 149th Street and Bayside Avenue","S","July 4, 1922",,"Tablet on flagstaff","H: 7"" W: 12 ½""",,"Bronze",,,,,"American Legion Post No. 422 & Citizens of Flushing",,,,,,,,,"World War I, War Memorial",,,
"Cpl. William Leonard Square",,"896","Y","Queens","Corporal Leonard Square","Q214","7","19","155th Street, Northern Boulevard, Roosevelt Avenue","Y","November 11, 1934",,"Plaque on standard ocatagon flagstaff","H: 9"" W: 6"" D: ¼""",,"Bronze, cast stone",,,,,"American Legion Post 422",,,,,"Y",,,,"World War I, War Memorial",,"1036994.8525033891","217713.8064199835"
"Michael J. Leonard Memorial Plaza",,"897","Y","Staten Island","Leonard Circle","RZ001","2","50","Hylan Boulevard & Clove Road","Y","May 30, 1968",,"Shaft on base","7'h, bs. 20""wx20""d, sft.16x16""",,"Granite, light & pol areas, inc. lt",,,,,"Grasmere Post #1191, American Legion",,,,,"Y",,,,"War Memorial, World War I",,"961607.6194198877","157425.00934688747"
"Irving and Estelle Levy Playground Gate","Irving and Estelle Levy Playground Gate","898","Y","Manhattan","Central Park","M010","7","6","Pat Hoffman Friedman Playground, 5th Avenue and 79th Street","Y","1958","1957","Two-leaved gate ornamented with animal figures; mounted plaque",,"CPC","Bronze",,,"A. Walter Beretta","John Wilson","Irving and Estelle Levy Foundation",,,,,"Y",,,,,,"994258.3795775473","222543.01657781005"
"Francis Lewis Plaque",,"899","Y","Queens","Francis Lewis Park","Q126","7","19","Whitestone Bridge approach","Y","1939",,"Plaque on base of flagstaff","H: 64"" W:60""",,"Bronze, concrete",,,,,"D.A.R. and other citizens",,,,,"Y",,,,"Revolutionary War, War Memorial",,"1032662.6823619753","229645.80814647675"
"lewis, le roy tablet",,"900","N","Brooklyn",,,"0","0","BROOKLYN","Y",,,,,,,,,,,,,,,,,,,,,,,
"Susanne Marie Lewis",,"901","Y","Manhattan","Central Park","M010","7","6","West walk, Shakespeare Garden","M",,,"Seat","H: 3' W: 5' 1 ½"" D: 2'",,"Cast stone",,,,,,,,,,,,,,"Women",,,
"li hung chang",,"902","Y","Manhattan",,,"0","0",,"N",,,,,,,,,,,,,,,,,,,,,,,
"Liberty Avenue War Memorial","Liberty Avenue  War Memorial","903","Y","Brooklyn","Public Place","B290","5","37","Eldert Lane and Liberty and Glenmore Avenues","Y","September 14, 1947","1947","Shaft, plaque, and eagle","H: 12' W: 3' D: 3'",,"Shaft--granite, plaque and eagle--bronze",,,,,,,,,,"Y",,,,"Animal: other, War Memorial, World War II",,"1021667.5399822146","186394.9428767264"
"Liberty Flagstaff",,"904","N","Brooklyn",,,"1","33","BK APPROACH TO WILLIAMSBURG BR; on loan to l.i. historical society","M","1917",,"Curved tablet, bas relief of g.w.","42""h x 23""w",,"Bronze","john williams inc.",,,,"see memo, $175.",,,,,,,,,,,,
"Liberty Flagstaff",,"905","Y","Manhattan","City Hall Park","M013","1","1","Near Broadway, under a tree, west side of City Hall Building","Y","June 14, 1921",,"Marker and flagstaff","H: 1'10"" W: 3'",,"Gray granite",,,"Albert Weinert",,"Sons of the Revolution and the New York Historical Society",,,,,"Y",,,"400.00","Revolutionary War, War Memorial",,"982406.5141737163","199079.2262351364"
"Library, New York Public",,"906","N","Manhattan",,,"0","0",,"Y",,,,,,,,,,,,,,,,,,,,,,,
"licenses",,"907","N","Manhattan",,,"1","1","MUNICIPAL BUILDING; chambers and centre Streets","Y","1912",,"relief",,,"maine granite",,,"Adolph Alexander Weinman",,"purchase, $14,765. for 24",,,,,,,,,,,,
"Lilac Walk",,"908","Y","Manhattan","Central Park","M010","7","6","Northeast end of Sheep Meadow","Y","May 27, 1970",,"Plaque on boulder","H: 8"" W: 12¾""",,"Bronze",,,,,"Herbert M. Singer",,,,,"Y",,,,,,"991655.4464632273","220530.01797914505"
"Lincoln Ave. Public Comfort Station",,"909","N","the Bronx","Graham Square Park","X023","1","17","E. 138TH ST, 3RD AVE, LINCOLN; Stolen, May 1974","N","1927",,"Plaque on wall interior","16""h x 30""w",,"Bronze",,,,,"newman co. cin. (ohio)",,,,,,,,,,,,
"Abraham Lincoln",,"910","N","Brooklyn",,,"13","47","ABRAHAM LINCOLN HIGH SCHOOL; Ocean Parkway and West Avenue","Y","1932",,"Statue",,,,,,,,"miss anne dickey",,,,,,,,,,,,
"Abraham Lincoln","Lincoln, Abraham","911","Y","Brooklyn","Prospect Park","B073","0","39","Flower Garden","Y","October 21, 1869","ca. 1869","Standing figure (over life-size) on integral plinth on pedestal with wreaths and insignia of US Army and Navy at front and rear, and two eagles, one proper left and one proper right","Figure H: 8'6"" W: 3' 4"" D: 3'4""; Pedestal H: 10'4"" W: 7'6"" D: 7'6""; Eagles H: 30""; Wreath Diameter: 30""","MAS","Figure, wreaths and eagles---bronze;  Pedestal--two types of granite","Lamoureux",,"Henry Kirke Brown",,"Citizens of the City of Brooklyn",,,,,"Y",,,,"US President, Animal: other",,"993973.3407775611","179145.21754680574"
"Abraham Lincoln","Lincoln, Abraham","912","Y","Brooklyn","Grand Army Plaza","B040","19","33","Soldiers and Sailors Memorial Arch, west pier, inside archway","Y","1901","ca. 1894","Medium relief",,"Schwartz","Bronze",,,"Thomas Eakins; William Rudolph O'Donovan",,"City of Brooklyn",,,,,"Y",,,,"US President, Civil War, Animal: equestrian",,"992585.3173068911","184464.94640864432"
"Abraham Lincoln","Lincoln, Abraham","913","Y","Manhattan","Union Square Park","M089","5","2","North end","Y","September 16, 1870","1870","Standing figure (over life-size) with integral plinth on pedestal","Figure H: 8'; Pedestal H: 11½'  W: 9½' D: 9½'","T&A","Bronze, Dix Island, ME granite",,,"Henry Kirke Brown",,"Public subscription, sponsored by the Union League Club",,,,,"Y",,,,"US President",,"986988.8777123839","207499.27140289545"
"Lincoln, Abraham",,"914","N","Manhattan",,,"6","2","WASHINGTON IRVING HIGH SCHOOL; Irving Place at 16th St.","Y","1915",,"tablet","33""h x 33""w",,,,,"Victor D. Brenner",,"mrs. august lewis",,,,,,,,,,,,
"Lincoln, Abraham Bust",,"915","N","Manhattan",,,"9","7","COLLEGE OF THE CITY OF NEW YORK; 137th to 140th on Convent Avenue","Y","1928",,"bust on pedestal","6'h x 3'w x 2'4""d",,"bronze, Indiana limestone",,,"Gutzon Borglum","Robert A. Bailey","class of 1910; gutzom borglum",,,,,,,,,,,,
"Lincoln, Abraham Group",,"916","N","Manhattan",,,"11","9","NYCHA; 133-134th streets","Y",,,"two fig. grp on pedestal and plinth","see memo",,"bronze, Deer Isle granite",,,"Charles Keck",,,,,,,,,,,,,,
"Jenny Lind","Lind, Jenny","917","N","Manhattan",,,"11","8","Museum of the City of New York","Y",,"ca. 1900 (?)","figure",,,,,,,,,,,,,,,,,,,,
"Linden Heights War Memorial",,"918","Y","Brooklyn","Nicholas A. Brizzi Playground","B162","12","38","43rd Street, 10th Avenue, New Utrecht Avenue","N",,,"Flagstaff, plaque","Plaque H: 12"" W: 14""  D: ¼""",,"Bronze, cement",,,,,"Emanuel Goldmunz Post 173, Jewish War Veterans",,,,,,,,,"World War I, War Memorial",,"985746.2548695505","173271.55376923084"
"lindheimer, ida b.",,"919","N","Manhattan",,,"2","3","P.S. 38; 6th Avenue and dominick st.","Y","1917",,"tablet",,,,,,"j. and r. lamb",,"teachers of p.s. 38",,,,,,,,,,,,
"Line of Defense",,"920","Y","Brooklyn","Prospect Park","B073","0","39","Antile Pass","Y",,"Remade c. 1987","Semi-circular tablet on boulder","H: 24¾"" W: 33""",,"Bronze","Talix foundry",,,,"Sons of the Revolution (original); Prospect Park Conservancy (replacement)",,,,,"Y",,,,"Revolutionary War, War Memorial",,"993262.510834381","182204.0621508956"
"Carolus Linnaeus",,"921","Y","the Bronx","Pelham Parkway","X003","11","13","Pelham Parkway opposite Zoological Park entrance","N","May 23, 1907",,"Balustraded bridge with tablet","H:1'6"" W: 2'",,"Limestone, bronze","Tiffany Studios",,"Tiffany Studios",,"New York Academy of Science",,,,,"N",,,,"Scientist/Inventor",,,
"Lioness and Cubs","Lioness and Cubs","922","Y","Brooklyn","Prospect Park","B073","0","39","Prospect Park Zoo","Y","1899","ca. 1899","Group on integral plinth on pedestal","Group H: 3' W: 7' D: 2'; Pedestal H: 4' W: 7' D: 2'",,"Bronze, pink granite",,"Thiebault Freres Fondeurs. Paris, France","Victor Peters, (von Pieters)",,"Frederick W. MacMonnies",,,,,"Y",,,,"Animal: other",,"994064.6489938945","181808.25487163663"
"Lions","Lions","923","O","Manhattan","Central Park","M010","7","6","Central ParkZoo; Willard T.C. Johnson Penguin Building, northeast façade","Y","1935","1935","Bas-relief in three continuous sections",,,"Indiana limestone",,,"Frederick George Richard Roth","Aymar Embury II",,,,,,,,,,,,"992207.3456218839","219183.05380955338"
"Lions (2)",,"924","N","Manhattan","Bryant Park","M008","5","3","NY PUBLIC LIBRARY; 5th ave, 40th to 42nd st","Y","1911",,"statue","6'h x 10'6""l x 4'w",,"tennessee marble",,,"edward clark potter",,"purchase",,,,,,,,,,,"989375.0970213115","213631.31852197647"
"Lions (2)",,"924","N","Manhattan","Bryant Park","M008","5","3","NY PUBLIC LIBRARY; 5th ave, 40th to 42nd st","Y","1911",,"statue","6'h x 10'6""l x 4'w",,"tennessee marble",,,"edward clark potter",,"purchase",,,,,,,,,,,"989326.1594551355","213542.1261150539"
"Lions",,"925","O","the Bronx","Bronx Park","X002","14","12","Bronx Zoo; Lion House","Y","1860",,"4 figures",,,,,,"Eli Harvey",,"Purchase",,,,,,,,,,,,
"Joseph Lisa Memorial Plaque",,"926","Y","Queens","William F. Moore Park","Q029","4","21","108 St., Corona and 51 Avenues","Y",,,"Tablet with incised letters; tree marker","H: 21"" W: 24"" D: 17""",,"Granite",,,,,"Gift",,,,,"Y",,,,"Politcal Figure",,"1024345.1809523851","210214.8725989759"
"Litchfield Villa Landmarks Tablet",,"927","Y","Brooklyn","Prospect Park","B073","0","39","Prospect Park, Litchfield Mansion","Y","1914",,"Tablet on wall",,,"Bronze",,,,"Frank J. Helmle","Purchase",,,,,"Y",,,,,,"991523.3624098003","182291.67516463995"
"Literary Walk Restoration Marker","Literary Walk Restoration Marker","928","Y","Manhattan","Central Park","M010","7","6","South end of Mall","Y","1990","1990","Sidewalk intaglio with inset lettering and compass motif","L: 18'10"" W: 12'5"" (total)",,"Red, black and gray granite; inset lettering and compass motif--bronze",,,,,"Anne Burnett and Charles Tandy Foundation",,,,,,,,,,,"991825.501241222","219824.93539981544"
"Lithuanian Flyers Memorial",,"929","Y","Brooklyn","Lithuania Square","B202","1","34","Union Avenue, Stagg, S. 2nd, and Hewes Streets","Y","1957",,"Flagstaff base with relief plaque","H: 6' W: 7' D: 7'; Plaque H: 20"" W: 20""",,"Sherwood pink, black granite (polished), aluminum","Forman Co., Brooklyn, NY",,"Bruno Mankowski",,"Gift of the Lithuanians of Greater New York",,,,,"Y",,,,,,"997852.3658278883","197552.53539089859"
"Lithuanian Shrine",,"930","Y","Queens","Flushing Meadows / Corona Park","Q099","15","21","FLUSHING MEADOWS- CORONA PARK; Avenue of Africa and Meditation Lane","N","1964",,"cross on ped., plq. on block and cross",,,"wood, bronze and marble",,,"Jonas Mulokas (design), Ramojus Mozoliauskas (cross sculpting)","John Klashus (base), Valerijonas Simkus (assembly)","Mr. & Mrs. Daukus, Professor J.J. Stukas, and the Knights of Lithuania",,,,,,,,,"Religious Leader",,,
"little neck world war memorial",,"931","N","Queens",,,"0","0",,"Y",,,,,,,,,,,,,,,,,,,,,,,
"Local Board no. 1 marker",,"933","N","the Bronx","Graham Square Park","X023","1","17","137TH ST., 3RD & LINCOLN AVES","N","1921",,"marker, pedest., plinth, capt. germ gun","4'4""h x 4'4""w x 4'4""d",,"bronze, deer isle grn, cast stone",,,"captured german gun",,,,,,,,,,,"World War I, War Memorial",,,
"The Rowers","Rowers, The","934","Y","Manhattan","Central Park","M010","7","6","Terrace in front of Loeb Boathouse; East Drive at 75th St.","Y","Spring 1968","1968","Group of two figures on integral plinth on pedestal, with plaque","Group H: 9½"" W: 1'3½"" D: 9½""; Plinth H: 3' W: 2' D: 2'; Pedestal H: 9"" W:2' D: 2'","CPC","Group and plinth--bronze; original pedestal--concrete; replacement pedestal--black granite (polished)","Roman Bronze Works, Inc.",,"Irwin Glusker",,"DPR",,,"Loeb Boat House Sculpture",,"Y",,,,,,"992962.3979175538","221708.97132989764"
"Loeb Memorial Fountain","Loeb, Sophie Irene","935","Y","Manhattan","Central Park","M010","7","6","Fifth Avenue at East 76th; Levin Playground","Y","1936",,"Figures atop fountain","H: 8'8""  Diameter: 10'9""",,"Swensons pink granite (honed finish)",,,"Frederick G.R. Roth","Badgeley and Wood","August Heckscher",,,,,"Y",,,,,,"993917.2693673819","221911.86495298147"
"Lombard Lamp","Lombard Lamp","936","Y","Manhattan","Central Park","M010","7","6","East Drive at 60th Street","Y","March 1, 1979","ca. 1979","Street lamp adorned with a pair of infant figures at each of four corners of base, plaque","H: 15'; Weight: 1,320 pounds","CPC","Lamp--cast iron; plaque--aluminum",,,"Carl Borner (original)",,"People of the City of Hamburg, Germany",,,,,"Y",,,,,,"991628.3208613098","218036.51509214938"
"loomis, alfred lebbens",,"937","N","Manhattan",,,"6","4","BELLEVUE HOSPITAL; foot of e. 26th st.","Y",,,"tablet",,,,,,,,"gift",,,,,,,,,,,,
"Patrolman Alfred Loreto Tablet",,"938","Y","the Bronx",,"X163","3","13","Tomlinson, Van Nest, and Haight Avenues; west side of brick fieldhouse","Y","July 21, 1985",,"Two plaques on west side of fieldhouse","H: 15"" W: 26""",,"Bronze",,,,,"City of New York",,,,,"Y",,,,"Policeman",,"1025192.217972219","248569.52325172722"
"Lorillard Snuff Mill",,"939","O","the Bronx","Bronx Park","X002","14","12","New York Botanical Garden; along Bronx River towards Rose Garden","Y","1924 (mural)",,"Historical artifact and mural",,,,,,"J. Schucker, muralist",,,,,,,,,,,,,,
"Lorillard Snuff Mill Plaque",,"940","O","the Bronx","Bronx Park","X002","14","12","New York Botanical Garden; Snuff Mill wall","Y","April, 1954",,"Plaque",,,"Bronze",,,,,"P. Lorillard Company",,,,,,,,,,,,
