"system","df_activated","fountaintype","fountaincount","painted","filter_installed","position","outdoor","gispropnum","propertyname","omppropid","subpropertyname","parkdistrict","borough","ampsid","ampsclass","ampsstatus","ampsparentid","ampsname","communityboard","councildistrict","precinct","zipcode","x","y"
"B258-DF1005","Broken","CS Concrete","1",,"false",,"true","B258","Brevoort Playground","B258",,"B-03","B","100043051","DRINKFTN","I","B258","CS Concrete-Brevoort Playground","303","41","81","11233","1005691.02272272","187263.526113316"
"B259-DF0709","Activated","E","1","true","false","Just Outside Playground, Out in Open","true","B259","Underwood Park","B259",,"B-02","B","100039145","DRINKFTN","I","B259","E-Underwood Park","302","35","88","11205","993585.188010558","190213.106500223"
"B259-DF0710","Activated","CS Concrete","1","true","false","Just Outside Playground","true","B259","Underwood Park","B259",,"B-02","B","100039169","DRINKFTN","I","B259","CS Concrete-Underwood Park","302","35","88","11205","993480.208889797","190240.682560563"
"B260A-DF1090","NotYetActivated","Indoor Drinking Fountain","1",,"true","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100043067","DRINKFTN","I","B260-BLG1189","Indoor Drinking Fountain-Howard Pool-Comfort Station","316","41","73","11212","1009473.79862171","184417.364482805"
"B260A-DF1091","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100043064","DRINKFTN","I","B260-BLG1189","Indoor Drinking Fountain-Howard Pool-Comfort Station","316","41","73","11212","1009473.79862171","184417.364482805"
"B260A-DF1132","UnderConstruction","Indoor Drinking Fountain","1",,"true","Attached to Building, On Pool Deck","true","B260A","Howard Pool","B260A",,"B-16","B","100043049","DRINKFTN","I","B260A","Indoor Drinking Fountain-Howard Pool","316","41","73","11212","1009454.63461805","184384.47937797"
"B260A-DF1133","UnderConstruction","Indoor Drinking Fountain","1",,"false","Attached to Building, On Pool Deck","true","B260A","Howard Pool","B260A",,"B-16","B","100043077","DRINKFTN","I","B260A","Indoor Drinking Fountain-Howard Pool","316","41","73","11212","1009511.00195938","184416.873998224"
"B260A-DF1134","Activated","Drinking Fountain Sink Combination","2",,"false","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100043056","DRINKFTN","I","B260-BLG1189","Drinking Fountain Sink Combination-Howard Pool-Comfort Station","316","41","73","11212","1009458.48566022","184405.121068969"
"B260A-DF1135","Activated","Water Cooler","1",,"false","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100043038","DRINKFTN","I","B260-BLG1189","Water Cooler-Howard Pool-Comfort Station","316","41","73","11212","1009465.33669638","184432.227642059"
"B260A-DF1136","Activated","Drinking Fountain Sink Combination","2",,"false","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100043068","DRINKFTN","I","B260-BLG1189","Drinking Fountain Sink Combination-Howard Pool-Comfort Station","316","41","73","11212","1009510.67617264","184433.209267392"
"B260-DF0173","Activated","A","1","true","false","Under Tree, In Playground","true","B260","Howard Playground","B260",,"B-16","B","100037521","DRINKFTN","I","B260","A-Howard Playground","316","41","73","11212","1009815.05154813","184011.832485482"
"B260-DF0174","Activated","A","1","true","false","Under Tree, In Shade","true","B260","Howard Playground","B260",,"B-16","B","100037548","DRINKFTN","I","B260","A-Howard Playground","316","41","73","11212","1009701.60590888","183961.979238733"
"B261-DF0181","Activated","A","1","true","false","In Playground","true","B261","Sankofa Park","B261",,"B-05","B","100037573","DRINKFTN","I","B261","A-Schenck Playground","305","42","75","11207","1015841.82131871","181745.589970722"
"B262-DF0423","Activated","C","1","true","false","In Playground, Under Tree","true","B262","Potomac Playground","B262",,"B-03","B","100037951","DRINKFTN","I","B262","C-Potomac Playground","303","36","79","11216","999779.683167472","187762.494603559"
"B262-DF0425","Activated","CS Concrete","1","true","false","In Playground","true","B262","Potomac Playground","B262",,"B-03","B","100037897","DRINKFTN","I","B262","CS Concrete-Potomac Playground","303","36","79","11216","999707.254506558","187780.11464706"
"B262-DF0427","Activated","A","1","true","false","Under Tree, In Playground","true","B262","Potomac Playground","B262",,"B-03","B","100037902","DRINKFTN","I","B262","A-Potomac Playground","303","36","79","11216","999693.369691804","187784.907616481"
"B263-DF1006","Activated","F High Low","2",,"true",,"true","B263","Sumner Playground","B263",,"B-03","B","100042339","DRINKFTN","I","B263","F High Low-Sumner Playground","303","36","79","11206","1000290.65852347","193371.053268313"
"B263-DF981","Activated","F High Low","2",,"false",,"true","B263","Sumner Playground","B263",,"B-03","B","100043052","DRINKFTN","I","B263","F High Low-Sumner Playground","303","36","79","11206","1000063.55858397","193403.743819728"
"B263-DF982","Activated","F High Low","2",,"false",,"true","B263","Sumner Playground","B263",,"B-03","B","100043081","DRINKFTN","I","B263","F High Low-Sumner Playground","303","36","79","11206","1000100.49125288","193224.473508983"
"B263-DF983","Activated","F High Low","2",,"false",,"true","B263","Sumner Playground","B263",,"B-03","B","100043060","DRINKFTN","I","B263","F High Low-Sumner Playground","303","36","79","11206","1000201.8804858","193428.283468812"
"B264-DF0328","Activated","CS Concrete","1","true","false","Just Outside Playground, Out in Open","true","B264","Roebling Playground","B264",,"B-01","B","100037858","DRINKFTN","I","B264","CS Concrete-Roebling Playground","301","33","90","11211","994678.728146299","196523.180822312"
"B264-DF0329","Activated","A","1","true","false","Under Tree, In Shade","true","B264","Roebling Playground","B264",,"B-01","B","100037881","DRINKFTN","I","B264","A-Roebling Playground","301","33","90","11211","994826.594320386","196664.369844391"
"B265-DF0522","Activated","D","1",,"false","In Playground","true","B265","Rainbow Playground","B265",,"B-07","B","100038195","DRINKFTN","I","B265","D-Rainbow Playground","307","38","72","11220","981136.564941972","172634.050451055"
"B266-DF0079","Activated","C","1",,"false","Near Ballfield","true","B266","Star Spangled Playground","B266",,"B-03","B","100037464","DRINKFTN","I","B266","C-Star Spangled Playground","303","33","79","11205","995829.023745968","191416.056850224"
"B266-DF0080","Activated","CS Concrete","1",,"false","In Playground","true","B266","Star Spangled Playground","B266",,"B-03","B","100037475","DRINKFTN","I","B266","CS Concrete-Star Spangled Playground","303","33","79","11205","995936.73481664","191254.418722063"
"B266-DF0081","Activated","E","1","true","false","Under Tree","true","B266","Star Spangled Playground","B266",,"B-03","B","100037451","DRINKFTN","I","B266","E-Star Spangled Playground","303","33","79","11205","995899.70930013","191257.693977981"
"B267-DF0310","Activated","D","1","false","false","In Playground","true","B267","Winthrop Playground","B267",,"B-09","B","100037749","DRINKFTN","I","B267","D-Winthrop Playground","309","40","71","11225","996866.414059639","178471.358986392"
"B267-DF0311","Activated","CS Concrete","1","true","false","Just Outside Playground","true","B267","Winthrop Playground","B267",,"B-09","B","100037772","DRINKFTN","I","B267","CS Concrete-Winthrop Playground","309","40","71","11225","996802.675998136","178463.096535727"
"B267-DF0896","Activated","D","1",,"false","Out in Open, Just Outside Playground","true","B267","Winthrop Playground","B267",,"B-09","B","100040288","DRINKFTN","I","B267","D-Winthrop Playground","309","40","71","11225","996935.04154706","178536.759118065"
"B268-DF0353","Activated","C","1","false","false","Under Tree, In Shade, In Playground","true","B268","Nautilus Playground","B268",,"B-13","B","100037816","DRINKFTN","I","B268","C-Nautilus Playground","313","47","60","11224","985347.531257554","147533.324405893"
"B268-DF0354","Activated","C","1","false","false","Out in Open, Near Ballfield, In Playground","true","B268","Nautilus Playground","B268",,"B-13","B","100037843","DRINKFTN","I","B268","C-Nautilus Playground","313","47","60","11224","985216.087622806","147567.310230314"
"B269-DF0995","Activated","CS Metal","1",,"false",,"true","B269","Jesse Owens Playground","B269",,"B-03","B","100043047","DRINKFTN","I","B269","CS Metal-Jesse Owens Playground","303","36","81","11221","1002973.2745493","191271.686732143"
"B269-DF0996","Activated","F","1",,"false",,"true","B269","Jesse Owens Playground","B269",,"B-03","B","100043069","DRINKFTN","I","B269","F-Jesse Owens Playground","303","36","81","11221","1002973.4477773","191027.692797556"
"B269-DF0997","Activated","Other","1",,"false",,"true","B269","Jesse Owens Playground","B269",,"B-03","B","100043050","DRINKFTN","I","B269","Other-Jesse Owens Playground","303","36","81","11221","1003091.21164938","191198.573361307"
"B270-DF0124","Activated","C","1","false","false","Under Tree, In Shade, Just Outside Playground","true","B270","Brownsville Playground","B270",,"B-16","B","100037578","DRINKFTN","I","B270","C-Brownsville Playground","316","42","73","11212","1011531.29417863","178567.411287724"
"B270-DF0125","Activated","D","1","false","false","Near Ballfield","true","B270","Brownsville Playground","B270",,"B-16","B","100037502","DRINKFTN","I","B270","D-Brownsville Playground","316","42","73","11212","1011306.89042797","178470.306495055"
"B270-DF0127","Activated","D","1","false","false","Near Ballfield, Out in Open","true","B270","Brownsville Playground","B270",,"B-16","B","100037574","DRINKFTN","I","B270","D-Brownsville Playground","316","42","73","11212","1011358.49334314","178543.411991894"
"B270-DF1092","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100043071","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11212","1011223.84400613","178371.213189303"
"B270-DF1093","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100043082","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11212","1011223.84400613","178371.213189303"
"B270-DF1094","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100043048","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11212","1011223.84400613","178371.213189303"
"B270-DF1095","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100043057","DRINKFTN","I","B270-BLG1185","Indoor Fountain-Brownsville Playground-Recreation Center","316","42","73","11212","1011223.84400613","178371.213189303"
"B270-DF1096","NotYetActivated","Indoor Drinking Fountain","1",,"true","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100042336","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11212","1011223.84400613","178371.213189303"
"B270-DF1097","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100043083","DRINKFTN","I","B270-BLG1185","Indoor Fountain-Brownsville Playground-Recreation Center","316","42","73","11212","1011223.84400613","178371.213189303"
"B270-DF1098","Activated","Bathroom Sink","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100043061","DRINKFTN","I","B270-BLG1185","Bathroom Sink-Brownsville Playground-Recreation Center","316","42","73","11212","1011223.84400613","178371.213189303"
"B270-DF1099","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100043046","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11212","1011223.84400613","178371.213189303"
"B271-DF0277","Activated","CS Concrete","1","true","false","Out in Open, In Playground","true","B271","Railroad Playground","B271",,"B-17","B","100037732","DRINKFTN","I","B271","CS Concrete-Railroad Playground","317","42","67","11236","1008114.58250813","175824.509621307"
"B271-DF0278","Activated","B","1","true","false","Under Tree, In Shade, Out in Open, In Playground","true","B271","Railroad Playground","B271",,"B-17","B","100037758","DRINKFTN","I","B271","B-Railroad Playground","317","42","67","11236","1008166.97840072","175709.522646561"
"B271-DF0279","Activated","C","1","true","true","Out in Open, In Playground","true","B271","Railroad Playground","B271",,"B-17","B","100037782","DRINKFTN","I","B271","C-Railroad Playground","317","42","67","11236","1008070.78502355","175792.624514475"
"B271-DF0642","Activated","A","1","true","false","Out in Open, Near Ballfield","true","B271","Railroad Playground","B271",,"B-17","B","100038897","DRINKFTN","I","B271","A-Railroad Playground","317","42","67","11236","1007899.37263672","176092.941499143"
"B271-DF0643","Activated","A","1","true","false","Out in Open, Near Ballfield","true","B271","Railroad Playground","B271",,"B-17","B","100038919","DRINKFTN","I","B271","A-Railroad Playground","317","42","67","11236","1008045.54622888","175931.956912979"
"B272-DF0285","Broken","C","1","false","false","Out in Open, In Playground","true","B272","Marlboro Playground","B272",,"B-13","B","100037771","DRINKFTN","I","B272","C-Marlboro Playground","313","47","60","11223","989495.895336136","154690.381942138"
"B274-DF0635","Activated","C","1","false","true","Under Tree, Out in Open, In Playground","true","B274","Bayview Playground","B274",,"B-18","B","100038814","DRINKFTN","I","B274","C-Bayview Playground","318","46","69","11236","1015498.13073313","170562.800000399"
"B274-DF0658","Activated","A","1","false","false","Under Tree, Out in Open, In Playground","true","B274","Bayview Playground","B274",,"B-18","B","100039022","DRINKFTN","I","B274","A-Bayview Playground","318","46","69","11236","1015559.71066246","170481.552459478"
"B275-DF0747","Activated","C","1","false","false","In Playground, Under Tree, In Shade","true","B275","Grady Playground","B275",,"B-13","B","100039252","DRINKFTN","I","B275","C-Grady Playground","313","48","60","11235","994079.868779718","151456.436966478"
"B277-DF0787","Activated","CS Concrete","1","false","false","In Shade","true","B277","Benson Playground","B277",,"B-11","B","100039453","DRINKFTN","I","B277","CS Concrete-Benson Playground","311","43","62","11214","983684.296066969","158721.766267806"
"B277-DF0788","Activated","F High Low","2","false","true","Just Outside Playground","true","B277","Benson Playground","B277",,"B-11","B","100039483","DRINKFTN","I","B277","F High Low-Benson Playground","311","43","62","11214","983593.319214806","158787.110297232"
