"complaint_number","incident_address","incident_address_1","incident_address_2","incident_address_3","incident_address_4","complaint_type_311","descriptor_1_311","complaint_status","date_received","deleted","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"T-11-08-17-0182","169","WYTHE AVENUE","169 WYTHE AVENUE","11211","Brooklyn","Mold","Public Complaint - Comm Location","05-Close","2011-08-17T13:12:36.000","No","40.718715","-73.961285","1","33","555","3062164","3023340005","North Side-South Side"
"T-11-08-17-0183","961","VICTORY BOULEVARD","961 VICTORY BOULEVARD","10301","Staten Island","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-17T13:38:55.000","No","40.62099","-74.098059","1","49","59","5006535","5002400016","New Brighton-Silver Lake"
"T-11-08-17-0184","26","HILLCREST AVENUE","26 HILLCREST AVENUE","10308","Staten Island","Indoor Air Quality","Ventilation","05-Close","2011-08-17T13:45:31.000","No","40.546169","-74.151889","3","51","15601","5115451","5052500016","Great Kills"
"T-11-08-17-0185","321A","AMSTERDAM AVENUE","321A AMSTERDAM AVENUE","10023","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-17T13:44:51.000","No","40.780652","-73.98013","7","6","161","1030112","1011477501","Upper West Side"
"T-11-08-17-0187","3110","KINGSBRIDGE TERRACE","3110 KINGSBRIDGE TERRACE","10463","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-08-17T16:19:23.000","No","40.87762","-73.900116","8","14","277","2015588","2032540005","Van Cortlandt Village"
"T-11-08-17-0188","25","CHITTENDEN AVENUE","25 CHITTENDEN AVENUE","10033","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-17T17:04:01.000","No","40.855445","-73.938945","12","10","275","1064365","1021790261","Washington Heights North"
"T-11-08-17-0189","2995","INDEPENDENCE AVENUE","2995 INDEPENDENCE AVENUE","10463","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-17T20:21:49.000","No","40.882914","-73.91733","8","11","301","2083523","2057500500","Spuyten Duyvil-Kingsbridge"
"T-11-08-17-0190","65-61","SAUNDERS STREET","65-61 SAUNDERS STREET","11374","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-17T20:43:29.000","No","40.7274","-73.85762","6","29","71306","4072164","4030860040","Forest Hills"
"T-11-08-17-0191","1094","BERGEN STREET","1094 BERGEN STREET","11216","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-17T21:24:01.000","No","40.676057","-73.949384","8","36","315","3030710","3012200011","Crown Heights North"
"T-11-08-18-0192","2227","STILLWELL AVENUE","2227 STILLWELL AVENUE","11223","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-18T08:43:45.000","No","40.592826","-73.984488","13","47","382","3322148","3071370001","Gravesend"
"T-11-08-18-0194","133","EAST 29 STREET","133 EAST 29 STREET","10016","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-18T10:37:40.000","No","40.743143","-73.9817","6","2","72","1018255","1008850031","Murray Hill-Kips Bay"
"T-11-08-18-0195","170-06","BAISLEY BOULEVARD","170-06 BAISLEY BOULEVARD","11434","Queens","Indoor Air Quality","Ventilation","05-Close","2011-08-18T10:30:04.000","No","40.681005","-73.773449","12","27","33401","4537924","4125290238","St. Albans"
"T-11-08-18-0196","265","MADISON STREET","265 MADISON STREET","11216","Brooklyn","Asbestos","N/A","05-Close","2011-08-18T10:52:59.000","No","40.684982","-73.948378","3","36","249","3051420","3018180059","Bedford"
"T-11-08-18-0197","900","RICHMOND ROAD","900 RICHMOND ROAD","10304","Staten Island","Mold","Public Complaint - Comm Location","05-Close","2011-08-18T11:09:41.000","No","40.60499","-74.092554","2","50","50","5046375","5031680039","Grasmere-Arrochar-Ft. Wadsworth"
"T-11-08-18-0198","200","WEST 113 STREET","200 WEST 113 STREET","10026","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-18T11:13:31.000","No","40.8014","-73.954222","10","9","216","1055119","1018280034","Central Harlem South"
"T-11-08-18-0199","207","OCEAN PARKWAY","207 OCEAN PARKWAY","11218","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-18T11:41:15.000","No","40.644632","-73.974354","12","39","494","3347526","3053390001","Kensington-Ocean Parkway"
"T-11-08-18-0200","125W","WEST 144 STREET","125W WEST 144 STREET","10030","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-18T11:48:20.000","No",,,,,,,,
"T-11-08-18-0201","275","WEST 73 STREET","275 WEST 73 STREET","10023","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-18T12:19:45.000","No","40.780249","-73.983387","7","6","159","1030554","1011650104","Lincoln Square"
"T-11-08-18-0202","31","WEST 124 STREET","31 WEST 124 STREET","10027","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-18T12:24:27.000","No","40.80629","-73.944036","10","9","200","1053456","1017220022","Central Harlem South"
"T-11-08-18-0203","275","WEST 73 STREET","275 WEST 73 STREET","10023","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-18T12:57:14.000","No","40.780249","-73.983387","7","6","159","1030554","1011650104","Lincoln Square"
"T-11-08-18-0204","504G","GRAND STREET","504G GRAND STREET","10002","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-18T13:22:32.000","No","40.714672","-73.982328","3","1","12","1004064","1003310001","Lower East Side"
"T-11-08-18-0206","275","WEST 73 STREET","275 WEST 73 STREET","10023","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-18T14:18:31.000","No","40.780249","-73.983387","7","6","159","1030554","1011650104","Lincoln Square"
"T-11-08-18-0207","234","CANAL STREET","234 CANAL STREET","10013","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-18T14:21:56.000","No","40.717849","-73.999737","1","1","29","1079010","1001980027","Chinatown"
"T-11-08-18-0208","918","UTICA AVENUE","918 UTICA AVENUE","11203","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-18T15:34:16.000","No","40.650732","-73.930285","17","45","860","3102834","3046970026","East Flatbush-Farragut"
"T-11-08-18-0209","46-02","QUEENS BOULEVARD","46-02 QUEENS BOULEVARD","11104","Queens","Asbestos","N/A","05-Close","2011-08-18T17:16:07.000","No","40.743129","-73.918546","2","26","235","4533708","4001520007","Hunters Point-Sunnyside-West Maspeth"
"T-11-08-18-0210","813","QUENTIN ROAD","813 QUENTIN ROAD","11223","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-18T17:10:49.000","No","40.607561","-73.964601","15","44","420","3176237","3066400038","Homecrest"
"T-11-08-18-0211","155","WEST 74 STREET","155 WEST 74 STREET","10023","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-18T18:18:01.000","No","40.779593","-73.979856","7","6","161","1030102","1011460106","Upper West Side"
"T-11-08-19-0212","227","EAST 30 STREET","227 EAST 30 STREET","10016","Manhattan","Asbestos","N/A","05-Close","2011-08-19T07:47:01.000","No","40.742695","-73.978705","6","2","70","1019951","1009117503","Murray Hill-Kips Bay"
"T-11-08-19-0213","762","RIVERSIDE DRIVE","762 RIVERSIDE DRIVE","10031","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-19T09:40:43.000","No","40.832268","-73.949464","9","7","237","1062473","1020990063","Hamilton Heights"
"T-11-08-19-0214","37-51","86 STREET","37-51 86 STREET","11372","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-19T10:01:26.000","No","40.749068","-73.880387","3","21","279","4036260","4014740047","Jackson Heights"
"T-11-08-19-0215","145","EAST 15 STREET","145 EAST 15 STREET","10003","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-19T10:56:14.000","No","40.734426","-73.987714","6","2","50","1017803","1008710039","Gramercy"
"T-11-08-19-0216","953","BEDFORD AVENUE","953 BEDFORD AVENUE","11205","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-19T13:01:38.000","No","40.691575","-73.955534","3","33","241","3048937","3017620008","Bedford"
"T-11-08-19-0217","275","WEST 73 STREET","275 WEST 73 STREET","10023","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-19T13:58:14.000","No","40.780249","-73.983387","7","6","159","1030554","1011650104","Lincoln Square"
"T-11-08-19-0218","143","FULTON STREET","143 FULTON STREET","10038","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-19T15:49:39.000","No","40.710446","-74.008166","1","1","1501","1001244","1000890003","Battery Park City-Lower Manhattan"
"T-11-08-19-0219","3148","TIEMANN AVENUE","3148 TIEMANN AVENUE","10469","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-19T15:57:26.000","No","40.87302","-73.841236","12","12","358","2062042","2047690056","Eastchester-Edenwald-Baychester"
"T-11-08-19-0220","143","FULTON STREET","143 FULTON STREET","10038","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-19T16:03:26.000","No","40.710446","-74.008166","1","1","1501","1001244","1000890003","Battery Park City-Lower Manhattan"
"T-11-08-19-0221","148","ROCKAWAY PARKWAY","148 ROCKAWAY PARKWAY","11212","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-19T18:04:19.000","No","40.663207","-73.922461","17","41","892","3100121","3046150032","Brownsville"
"T-11-08-20-0222","2800","COYLE STREET","2800 COYLE STREET","11235","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-20T10:29:33.000","No","40.585065","-73.934159","15","48","622","3247881","3088040042","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"T-11-08-20-0223","2800","COYLE STREET","2800 COYLE STREET","11235","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-20T10:43:19.000","No","40.585065","-73.934159","15","48","622","3247881","3088040042","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"T-11-08-20-0224","95","HORATIO STREET","95 HORATIO STREET","10014","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-20T15:45:24.000","No","40.738761","-74.008491","2","3","79","1012154","1006430001","West Village"
"T-11-08-20-0225","1704","EAST 15 STREET","1704 EAST 15 STREET","11229","Brooklyn","Indoor Air Quality","Dry Cleaning Vapors (PERC)","05-Close","2011-08-20T18:04:57.000","No","40.607814","-73.958115","15","48","554","3182911","3067970008","Homecrest"
"T-11-08-20-0226","1402","SHEEPSHEAD BAY RD","1402 SHEEPSHEAD BAY RD","11235","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-20T18:42:43.000","No","40.587619","-73.955031","15","48","606","3204941","3074590065","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"T-11-08-20-0227","77","EAST 7 STREET","77 EAST 7 STREET","10003","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-20T21:14:34.000","No","40.727331","-73.986568","3","2","38","1006346","1004490043","East Village"
"T-11-08-21-0228","448","EMPIRE BOULEVARD","448 EMPIRE BOULEVARD","11225","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-08-21T08:42:26.000","No","40.664124","-73.947226","9","40","329","3034846","3013170025","Prospect Lefferts Gardens-Wingate"
"T-11-08-21-0229","40","EAST 78 STREET","40 EAST 78 STREET","10075","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-21T14:45:33.000","No","40.775496","-73.962306","8","4","142","1072068","1013927501","Upper East Side-Carnegie Hill"
"T-11-08-21-0230","1858","WEST 4 STREET","1858 WEST 4 STREET","11223","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-21T20:02:55.000","No","40.60239","-73.976668","11","47","410","3178217","3066760029","Bensonhurst East"
"T-11-08-22-0232","401","7 AVENUE","401 7 AVENUE","10001","Manhattan","Mold","Public Complaint - Comm Location","05-Close","2011-08-22T09:15:59.000","No","40.749794","-73.991486","5","3","101","1015191","1008087501","Midtown-Midtown South"
"T-11-08-22-0233","111","EAST 7 STREET","111 EAST 7 STREET","10009","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-22T09:33:06.000","No","40.726576","-73.98476","3","2","32","1005849","1004350045","East Village"
"T-11-08-22-0234","3130","NOSTRAND AVENUE","3130 NOSTRAND AVENUE","11229","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-22T10:28:28.000","No","40.608129","-73.943345","15","48","564","3183661","3068120040","Madison"
"T-11-08-22-0235","911","WALTON AVENUE","911 WALTON AVENUE","10452","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-22T11:02:24.000","No","40.828392","-73.923392","4","8","195","2002918","2024760050","West Concourse"
"T-11-08-22-0236","334","WEST 49 STREET","334 WEST 49 STREET","10019","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-22T11:28:52.000","No","40.762305","-73.988113","4","3","127","1025157","1010390053","Clinton"
"T-11-08-22-0237","628","WEST 207 STREET","628 WEST 207 STREET","10034","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-22T12:24:21.000","No","40.868145","-73.921513","12","10","295","1064982","1022410014","Marble Hill-Inwood"
"T-11-08-22-0238","6902","RIDGE BOULEVARD","6902 RIDGE BOULEVARD","11209","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-22T14:59:41.000","No","40.636468","-74.028702","10","43","36","3145571","3058700037","Bay Ridge"
"T-11-08-22-0239","3400","WAYNE AVENUE","3400 WAYNE AVENUE","10467","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-22T16:08:19.000","No","40.879594","-73.877961","7","11","421","2018226","2033430260","Norwood"
"T-11-08-22-0240","660","ARNOW AVENUE","660 ARNOW AVENUE","10467","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-22T16:13:56.000","No","40.867916","-73.869015","11","15","336","2093464","2045070048","Bronxdale"
"T-11-08-22-0241","260","AUDUBON AVENUE","260 AUDUBON AVENUE","10033","Manhattan","Asbestos","N/A","05-Close","2011-08-22T16:36:50.000","No","40.847052","-73.933578","12","10","261","1079908","1021530001","Washington Heights South"
"T-11-08-22-0243","354","GRAHAM AVENUE","354 GRAHAM AVENUE","11211","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-22T17:42:51.000","No","40.714882","-73.944434","1","34","497","3068750","3027600004","East Williamsburg"
"T-11-08-22-0244","3637","WHITE PLAINS ROAD","3637 WHITE PLAINS ROAD","10467","Bronx","Mold","Public Complaint - Comm Location","05-Close","2011-08-22T19:02:42.000","No","40.880084","-73.864833","12","12","378","2129019","2046477501","Williamsbridge-Olinville"
"T-11-08-22-0245","99","EAST 7 STREET","99 EAST 7 STREET","10009","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-22T21:24:27.000","No","40.726735","-73.985146","3","2","32","1005853","1004350053","East Village"
"T-11-08-23-0246","5440","NETHERLAND AVENUE","5440 NETHERLAND AVENUE","10471","Bronx","Asbestos","N/A","05-Close","2011-08-23T08:32:58.000","No","40.902424","-73.906844","8","11","323","2086306","2059500406","North Riverdale-Fieldston-Riverdale"
"T-11-08-23-0247","190","WEST BURNSIDE AVENUE","190 WEST BURNSIDE AVENUE","10453","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-23T08:41:18.000","No","40.854459","-73.915981","5","14","24501","2009110","2028790170","University Heights-Morris Heights"
"T-11-08-23-0248","3213","CLARENDON ROAD","3213 CLARENDON ROAD","11226","Brooklyn","Asbestos","N/A","05-Close","2011-08-23T09:22:02.000","No","40.643384","-73.946627","17","45","826","3110775","3049320034","Erasmus"
"T-11-08-23-0249","127","WEST 43 STREET","127 WEST 43 STREET","10036","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-23T09:18:31.000","No","40.755873","-73.984454","5","4","119","1022613","1009960014","Midtown-Midtown South"
"T-11-08-23-0250","1170","PENNSYLVANIA AVENUE","1170 PENNSYLVANIA AVENUE","11239","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-23T10:00:45.000","No","40.651533","-73.88538","5","42","105804","3346033","3044340060","Starrett City"
"T-11-08-23-0251","611","WEST 180 STREET","611 WEST 180 STREET","10033","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-08-23T10:34:14.000","No","40.848814","-73.93466","12","10","271","1063906","1021620049","Washington Heights North"
"T-11-08-23-0252","281","MADISON AVENUE","281 MADISON AVENUE","10017","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-23T10:53:06.000","No","40.751659","-73.980109","5","4","82","1035318","1012750023","Murray Hill-Kips Bay"
"T-11-08-23-0253","160","PUTNAM AVENUE","160 PUTNAM AVENUE","11216","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-08-23T11:50:18.000","No","40.683453","-73.955006","3","36","227","3057342","3019960018","Clinton Hill"
"T-11-08-23-0254","125","WEST 144 STREET","125 WEST 144 STREET","10030","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-08-23T11:53:09.000","No","40.820293","-73.937944","10","9","232","1060165","1020130018","Central Harlem North-Polo Grounds"
"T-11-08-23-0256","7315","5 AVENUE","7315 5 AVENUE","11209","Brooklyn","Asbestos","N/A","05-Close","2011-08-23T12:16:34.000","No","40.630821","-74.022081","10","43","134","3147923","3059200004","Bay Ridge"
"T-11-08-23-0257","349","EAST 19 STREET","349 EAST 19 STREET","11226","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-08-23T18:00:18.000","No","40.641897","-73.96067","14","40","514","3118805","3051620052","Flatbush"
"T-11-08-23-0258","3048","RICHMOND ROAD","3048 RICHMOND ROAD","10306","Staten Island","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-08-23T18:46:34.000","No","40.575729","-74.12314","3","50","138","5115088","5043020081","Oakwood-Oakwood Beach"
"T-11-08-23-0259","751","TILDEN STREET","751 TILDEN STREET","10467","Bronx","Indoor Air Quality","Dust from Construction","05-Close","2011-08-23T20:11:36.000","No","40.876855","-73.863104","12","12","380","2057726","2046590062","Williamsbridge-Olinville"
