"boro_block_lot","condo_section","address","neighborhood","building_classification","total_units","year_built","gross_sqft","estimated_gross_income","gross_income_per_sqft","estimated_expense","expense_per_sqft","net_operating_income","full_market_value","market_value_per_sqft","boro_block_lot_1","address_1","neighborhood_1","building_classification_1","total_units_1","year_built_1","gross_sqft_1","estimated_gross_income_1","gross_income_per_sqft_1","estimated_expense_1","expense_per_sqft_1","net_operating_income_1","full_market_value_1","market_value_per_sqft_1","distance_from_condo_in_miles","boro_block_lot_2","address_2","neighborhood_2","building_classification_2","total_units_2","year_built_2","gross_sqft_2","estimated_gross_income_2","gross_income_per_sqft_2","estimated_expense_2","expense_per_sqft_2","net_operating_income_2","full_market_value_2","market_value_per_sqft_2","distance_from_condo_in_miles_1","boro_block_lot_3","address_3","neighborhood_3","building_classification_3","total_units_3","year_built_3","gross_sqft_3","estimated_gross_income_3","gross_income_per_sqft_3","estimated_expense_3","expense_per_sqft_3","net_operating_income_3","full_market_value_3","market_value_per_sqft_3","distance_from_condo_in_miles_2","report_year"
"1-00456-7501","2336-R1","11 2 AVENUE","EAST VILLAGE","R9  -CONDOPS","13","2012","15783","758057","48.03","192395","12.19","565662","4594000","291.07","1-00468-0013","208 EAST 13 STREET","EAST VILLAGE","D5  -ELEVATOR","13","1930","14022","712878","50.84","177238","12.64","535640","4496000","320.64","0.57","1-00453-0011","304 EAST 12 STREET","EAST VILLAGE","D1  -ELEVATOR","89","1940","101800","4889454","48.03","1240942","12.19","3648512","17905000","175.88","0.53","1-00447-0051","313 EAST 5 STREET","EAST VILLAGE","D1  -ELEVATOR","47","1940","20600","985298","47.83","287576","13.96","697722","6122000","297.18","0.26","2019"
"1-00456-7501","2336-R2","11 2 AVENUE","EAST VILLAGE","RR  -CONRENT","52","2012","44160","2363002","53.51","758227","17.17","1604775","13033000","295.13","1-00468-0013","208 EAST 13 STREET","EAST VILLAGE","D5  -ELEVATOR","13","1930","14022","789719","56.32","246927","17.61","542792","4496000","320.64","0.57","1-00453-0011","304 EAST 12 STREET","EAST VILLAGE","D1  -ELEVATOR","89","1940","101800","5447318","53.51","1747906","17.17","3699412","17905000","175.88","0.53","1-00447-0051","313 EAST 5 STREET","EAST VILLAGE","D1  -ELEVATOR","47","1940","20600","1098186","53.31","389958","18.93","708228","6122000","297.18","0.26","2019"
"1-00905-7503","2416-R1","237 EAST 24 STREET","GRAMERCY","R2  -WALK-UP","13","1900","10015","458186","45.75","189083","18.88","269103","2185999","218.27","1-00903-0001","283 3 AVENUE","GRAMERCY","C7  -WALK-UP","12","1910","8580","390133","45.47","159931","18.64","230202","3032000","353.38","0.1","1-00905-0003","325 3 AVENUE","GRAMERCY","C7  -WALK-UP","22","1925","15376","715753","46.55","281227","18.29","434526","3536000","229.97","0","1-00905-0019","231 EAST 24 STREET","GRAMERCY","C7  -WALK-UP","25","1920","13242","605822","45.75","250009","18.88","355813","2627000","198.38","0","2019"
"1-01735-7501","3355-R1","48 WEST 138 STREET","HARLEM-CENTRAL","R4  -ELEVATOR","89","1940","48614","1711213","35.2","580451","11.94","1130762","9183024","188.9","1-02009-0054","164 WEST 141 STREET","HARLEM-CENTRAL","D9  -ELEVATOR","84","1920","53525","1823597","34.07","588240","10.99","1235357","3426000","64.01","0.24","1-02010-0011","127 WEST 141 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","48","1910","52290","1840608","35.2","624343","11.94","1216265","2827000","54.06","0.27","1-02051-0020","634 ST NICHOLAS AVENUE","HARLEM-CENTRAL","D1  -ELEVATOR","60","1930","37752","1345104","35.63","426975","11.31","918129","6957000","184.28","0.63","2019"
"1-00469-7506","2432-R1","216 EAST 14 STREET","EAST VILLAGE","R4  -ELEVATOR","83","2012","102146","5679318","55.6","1315640","12.88","4363678","35439995","346.95","1-00453-0011","304 EAST 12 STREET","EAST VILLAGE","D1  -ELEVATOR","89","1940","101800","5665170","55.65","1292860","12.7","4372310","17905000","175.88","0.17","1-00468-0035","205 2 AVENUE","EAST VILLAGE","D1  -ELEVATOR","19","1950","10008","556445","55.6","128903","12.88","427542","2873000","287.07","0.05","1-00462-0035","223 EAST 6 STREET","EAST VILLAGE","D1  -ELEVATOR","86","1996","91680","5068070","55.28","1167086","12.73","3900984","21862000","238.46","0.33","2019"
"1-00882-7501","2426-R1","114 EAST 27 STREET","GRAMERCY","R4  -ELEVATOR","10","1910","5989","282681","47.2","62405","10.42","220276","1789000","298.71","1-00881-0063","73 LEXINGTON AVENUE","GRAMERCY","D3  -ELEVATOR","29","1930","9251","451634","48.82","88162","9.53","363472","4245000","458.87","0.11","1-00904-0040","220 EAST 24 STREET","GRAMERCY","D3  -ELEVATOR","74","1985","45446","2145051","47.2","473547","10.42","1671504","19504000","429.17","0.25","1-00906-0011","219 EAST 25 STREET","GRAMERCY","D3  -ELEVATOR","35","1920","22430","1027743","45.82","215104","9.59","812639","6775000","302.05","0.22","2019"
"1-01726-7501","2303-R1","18 WEST 129 STREET","HARLEM-CENTRAL","R4  -ELEVATOR","12","2013","9150","432521","47.27","132218","14.45","300303","2439000","266.56","1-01725-0033","2060 5 AVENUE","HARLEM-CENTRAL","D1  -ELEVATOR","25","1900","25482","1214217","47.65","371018","14.56","843199","2159000","84.73","0.05","1-01779-0007","107 EAST 130 STREET","HARLEM-CENTRAL","D9  -ELEVATOR","179","1900","191721","9062652","47.27","2770368","14.45","6292284","28596000","149.15","0.35","1-01749-0014","23 EAST 124 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","29","1930","21932","1018303","46.43","301565","13.75","716738","1948000","88.82","0.25","2019"
"1-01780-7501","2433-R1","1951 PARK AVENUE","HARLEM-CENTRAL","RR  -CONRENT","173","2012","167421","5548332","33.14","1299187","7.76","4249145","34509000","206.12","1-01775-0020","2089 LEXINGTON AVENUE","HARLEM-CENTRAL","D1  -ELEVATOR","40","1990","36000","1205640","33.49","284760","7.91","920880","5746000","159.61","0.27","1-01760-0101","45 EAST 135 STREET","HARLEM-CENTRAL","D3  -ELEVATOR","206","1946","232414","7490703","32.23","1559498","6.71","5931205","14116000","60.74","0.26","1-01755-0050","2071 MADISON AVENUE","HARLEM-CENTRAL","D5  -ELEVATOR","39","1926","27176","900613","33.14","210886","7.76","689727","3928000","144.54","0.11","2019"
"1-00736-7501","2449-R1","511 9 AVENUE","JAVITS CENTER","RR  -CONRENT","108","2008","89512","5418161","60.53","1700728","19","3717433","30191000","337.28","1-00732-0058","444 WEST 35 STREET","JAVITS CENTER","D1  -ELEVATOR","86","1989","64449","3895298","60.44","1363741","21.16","2531557","16542000","256.67","0.19","1-01053-0018","433 WEST 43 STREET","CLINTON","D3  -ELEVATOR","34","1900","26009","1582908","60.86","553732","21.29","1029176","7519000","289.09","0.25","1-01075-0047","530 WEST 47 STREET","CLINTON","D3  -ELEVATOR","33","1999","22500","1361925","60.53","427500","19","934425","5696000","253.16","0.43","2019"
"1-01583-7501","2464-R1","500A EAST 87 STREET","UPPER EAST SIDE (79-96)","R4  -ELEVATOR","90","1963","106578","4355843","40.87","1461184","13.71","2894659","23509004","220.58","1-01567-0031","440 EAST 88 STREET","UPPER EAST SIDE (79-96)","D3  -ELEVATOR","35","1929","27847","1143398","41.06","438312","15.74","705086","6279000","225.48","0.15","1-01564-0012","425 EAST 84 STREET","UPPER EAST SIDE (79-96)","D1  -ELEVATOR","11","1976","8470","346169","40.87","116124","13.71","230045","2800000","330.58","0.18","1-01585-0036","530 EAST 89 STREET","UPPER EAST SIDE (79-96)","D3  -ELEVATOR","79","1920","48600","1944000","40","770310","15.85","1173690","12093000","248.83","0.1","2019"
"1-01077-7501","2398-R1","540 WEST 49 STREET","CLINTON","R4  -ELEVATOR","110","2013","113479","6848458","60.35","1534236","13.52","5314222","43159009","380.33","1-01054-0056","444 WEST 45 STREET","CLINTON","D3  -ELEVATOR","60","1926","65615","3959865","60.35","887115","13.52","3072750","11507000","175.37","0.26","1-01062-0019","410 WEST 53 STREET","CLINTON","D1  -ELEVATOR","220","1987","166518","9956111","59.79","2058162","12.36","7897949","55785000","335.01","0.26","1-01061-0060","458 WEST 52 STREET","CLINTON","D1  -ELEVATOR","26","1910","21000","1273860","60.66","277410","13.21","996450","5463000","260.14","0.23","2019"
"1-01846-7503","2429-R1","321 WEST 110 STREET","MANHATTAN VALLEY","R4  -ELEVATOR","69","2012","87275","4411751","50.55","1234941","14.15","3176810","25799997","295.62","1-01842-0039","6 WEST 107 STREET","MANHATTAN VALLEY","D1  -ELEVATOR","20","1901","25452","1254784","49.3","358873","14.1","895911","3952000","155.27","0.21","1-01842-0007","61 WEST 106 STREET","MANHATTAN VALLEY","D1  -ELEVATOR","24","1908","30336","1533485","50.55","429254","14.15","1104231","2323000","76.58","0.22","1-01843-0055","62 WEST 108 STREET","MANHATTAN VALLEY","D1  -ELEVATOR","45","1939","32388","1669601","51.55","503957","15.56","1165644","5426000","167.53","0.18","2019"
"1-02111-7501","2459-R1","456 WEST 167 STREET","WASHINGTON HEIGHTS LOWER","R4  -ELEVATOR","49","2012","44965","2197889","48.88","767553","17.07","1430336","11615995","258.33","1-02110-0037","421 WEST 162 STREET","WASHINGTON HEIGHTS LOWER","D1  -ELEVATOR","65","1928","63720","3104438","48.72","1066036","16.73","2038402","4222000","66.26","0.22","1-02109-0041","461 WEST 159 STREET","WASHINGTON HEIGHTS LOWER","D1  -ELEVATOR","48","1912","42438","2088374","49.21","732480","17.26","1355894","4840000","114.05","0.35","1-02129-0037","155 AUDUBON AVENUE","WASHINGTON HEIGHTS LOWER","D1  -ELEVATOR","48","1909","42798","2091966","48.88","730562","17.07","1361404","1824000","42.62","0.32","2019"
"1-00144-7504","2490-R1","50 HUDSON STREET","TRIBECA","R4  -ELEVATOR","1","1925","5829","149689","25.68","73795","12.66","75894","606000","103.96","1-00470-0005","160 MOTT STREET","LITTLE ITALY","D1  -ELEVATOR","35","1910","11967","317126","26.5","156289","13.06","160837","2663000","222.53","0.67","1-00504-0036","100 SULLIVAN STREET","SOHO","D1  -ELEVATOR","70","1920","33750","866700","25.68","427275","12.66","439425","11997000","355.47","0.68","1-00506-0016","30 CHARLTON STREET","SOHO","D1  -ELEVATOR","86","1920","44256","1115251","25.2","556740","12.58","558511","13720000","310.01","0.69","2019"
"1-00797-7508","2280-R1","151 WEST 21 STREET","CHELSEA","R4  -ELEVATOR","50","2012","65823","4212014","63.99","937320","14.24","3274694","26594999","404.04","1-00797-0074","160 WEST 22 STREET","CHELSEA","D1  -ELEVATOR","51","2000","41423","2650658","63.99","589864","14.24","2060794","14676000","354.3","0","1-00771-0068","258 WEST 22 STREET","CHELSEA","D1  -ELEVATOR","39","1920","30375","1934888","63.7","396090","13.04","1538798","7245000","238.52","0.17","1-00772-0016","255 WEST 22 STREET","CHELSEA","D9  -ELEVATOR","19","1920","14922","963663","64.58","209206","14.02","754457","3655000","244.94","0.18","2019"
"1-00753-7502","2455-R1","308 WEST 30 STREET","CHELSEA","R4  -ELEVATOR","60","1925","53449","2566086","48.01","706596","13.22","1859490","15102000","282.55","1-00719-0020","433 WEST 21 STREET","CHELSEA","D1  -ELEVATOR","69","1930","63956","3114018","48.69","822474","12.86","2291544","16212000","253.49","0.43","1-00753-0024","321 WEST 29 STREET","CHELSEA","D3  -ELEVATOR","24","1900","14900","715349","48.01","196978","13.22","518371","4191000","281.28","0","1-00775-0017","231 WEST 25 STREET","CHELSEA","D1  -ELEVATOR","69","1961","50029","2381881","47.61","656380","13.12","1725501","10082000","201.52","0.26","2019"
"1-01848-7505","2472-R1","306 WEST 116 STREET","MANHATTAN VALLEY","R4  -ELEVATOR","14","2012","15541","838126","53.93","202499","13.03","635627","5162000","332.15","1-01848-0042","315 WEST 115 STREET","MANHATTAN VALLEY","D1  -ELEVATOR","49","1914","62000","3410620","55.01","794840","12.82","2615780","6003000","96.82","0","1-01867-0049","415 WEST 115 STREET","UPPER WEST SIDE (96-116)","D1  -ELEVATOR","24","1920","28188","1520179","53.93","367290","13.03","1152889","5003000","177.49","0.25","1-01885-0024","511 WEST 113 STREET","UPPER WEST SIDE (96-116)","D3  -ELEVATOR","42","1910","42360","2283628","53.91","515098","12.16","1768530","4388000","103.59","0.4","2019"
"1-00180-7512","2519-R1","7 HARRISON STREET","TRIBECA","R4  -ELEVATOR","12","1900","39113","1751480","44.78","521767","13.34","1229713","9987003","255.34","1-00470-0005","160 MOTT STREET","LITTLE ITALY","D1  -ELEVATOR","35","1910","11967","545695","45.6","164546","13.75","381149","2663000","222.53","0.73","1-00504-0036","100 SULLIVAN STREET","SOHO","D1  -ELEVATOR","70","1920","33750","1511325","44.78","450225","13.34","1061100","11997000","355.47","0.63","1-00506-0016","30 CHARLTON STREET","SOHO","D1  -ELEVATOR","86","1920","44256","1960541","44.3","587277","13.27","1373264","13720000","310.01","0.63","2019"
"1-00894-7504","2527-R1","325 LEXINGTON AVENUE","MURRAY HILL","R4  -ELEVATOR","125","2013","91112","4731446","51.93","1390369","15.26","3341077","27134999","297.82","1-00915-0056","210 EAST 35 STREET","MURRAY HILL","D1  -ELEVATOR","11","1920","9342","462990","49.56","133591","14.3","329399","2657000","284.41","0.23","1-00918-0007","207 EAST 37 STREET","MURRAY HILL","D3  -ELEVATOR","48","1925","36020","1874121","52.03","560471","15.56","1313650","11113000","308.52","0.13","1-00914-0011","221 EAST 33 STREET","MURRAY HILL","D1  -ELEVATOR","45","1900","35508","1843930","51.93","541852","15.26","1302078","10386000","292.5","0.28","2019"
"1-01846-7504","2462-R2","272 MANHATTAN AVENUE","MANHATTAN VALLEY","RR  -CONRENT","58","1920","47599","1632646","34.3","283690","5.96","1348956","10956000","230.17","1-01843-0020","152 MANHATTAN AVENUE","MANHATTAN VALLEY","D3  -ELEVATOR","81","1900","62898","2222815","35.34","498152","7.92","1724663","13838000","220.01","0.2","1-01839-0045","82 MANHATTAN AVENUE","MANHATTAN VALLEY","D1  -ELEVATOR","20","1920","16940","580364","34.26","114514","6.76","465850","4378000","258.44","0.41","1-01859-0046","140 WEST 105 STREET","UPPER WEST SIDE (96-116)","D1  -ELEVATOR","29","1920","20994","720094","34.3","125124","5.96","594970","3413000","162.57","0.42","2019"
"1-02069-7501","2259-R1","400 WEST 155 STREET","HARLEM-UPPER","RR  -CONRENT","124","2014","142510","2559480","17.96","1403724","9.85","1155756","8617000","60.47","1-02065-0001","1821 AMSTERDAM AVENUE","HARLEM-UPPER","D3  -ELEVATOR","132","1984","145691","2616610","17.96","1435056","9.85","1181554","9215000","63.25","0.19","1-02072-0030","1626 AMSTERDAM AVENUE","HARLEM-UPPER","D1  -ELEVATOR","54","1920","63000","1137150","18.05","582120","9.24","555030","7363000","116.87","0.7","1-02064-0036","795 ST NICHOLAS AVENUE","HARLEM-UPPER","D1  -ELEVATOR","56","1920","41800","735262","17.59","376200","9","359062","2737000","65.48","0.23","2019"
"1-02095-7502","2521-R1","710 RIVERSIDE DRIVE","HARLEM-UPPER","R4  -ELEVATOR","36","1920","39090","774373","19.81","336956","8.62","437417","3336000","85.34","1-02092-0046","684 RIVERSIDE DRIVE","HARLEM-UPPER","D1  -ELEVATOR","37","1919","39617","805414","20.33","408451","10.31","396963","2909000","73.43","0.15","1-02075-0036","144 HAMILTON PLACE","HARLEM-UPPER","D1  -ELEVATOR","54","1920","56688","1103148","19.46","443867","7.83","659281","8050000","142.01","0.28","1-02080-0011","545 WEST 148 STREET","HARLEM-UPPER","D1  -ELEVATOR","36","1920","39845","789329","19.81","343464","8.62","445865","2675000","67.14","0.13","2019"
"1-01061-7501","2528-R1","426 WEST 52 STREET","CLINTON","R4  -ELEVATOR","55","1950","58851","3067314","52.12","842158","14.31","2225156","18072014","307.08","1-01062-0019","410 WEST 53 STREET","CLINTON","D1  -ELEVATOR","220","1987","166518","8585668","51.56","2191377","13.16","6394291","55785000","335.01","0.05","1-01061-0060","458 WEST 52 STREET","CLINTON","D1  -ELEVATOR","26","1910","21000","1100820","52.42","294000","14","806820","5463000","260.14","0","1-01054-0056","444 WEST 45 STREET","CLINTON","D3  -ELEVATOR","60","1926","65615","3419854","52.12","938951","14.31","2480903","11507000","175.37","0.34","2019"
"4-00574-7501","0862-R1","27-17 CRESCENT STREET","ASTORIA","R4    -ELEVATOR","10","2009","6130","250288","40.83","63139","10.3","187149","1513000","246.82","4-00657-0012","31-77 37 STREET","ASTORIA","D1    -ELEVATOR","13","2016","11196","458140","40.92","84306","7.53","373834","2832000","252.95","0.64","4-00413-0032","41-22 24 STREET","LONG ISLAND CITY","D3    -ELEVATOR","87","2015","79167","3224472","40.73","698253","8.82","2526219","17890000","225.98","1.48",,,,,,,,,,,,,,,,"2023"
"1-00556-7502","2504-R1","84 3 AVENUE","GREENWICH VILLAGE-CENTRAL","RR  -CONRENT","85","2012","91539","5119776","55.93","1344708","14.69","3775068","30659000","334.93","1-00558-0044","115 EAST 12 STREET","GREENWICH VILLAGE-CENTRAL","D5  -ELEVATOR","69","1900","41750","2356370","56.44","727285","17.42","1629085","13459000","322.37","0.05","1-00558-0018","122 EAST 13 STREET","GREENWICH VILLAGE-CENTRAL","D3  -ELEVATOR","16","1900","10225","571884","55.93","150205","14.69","421679","2833000","277.07","0.05","1-00563-0043","63 EAST 11 STREET","GREENWICH VILLAGE-CENTRAL","D3  -ELEVATOR","42","1970","23353","1300295","55.68","359169","15.38","941126","6936000","297.01","0.18","2019"
"1-01726-7502","2517-R1","58 WEST 129 STREET","HARLEM-CENTRAL","R4  -ELEVATOR","19","2014","17962","654715","36.45","240332","13.38","414383","3365003","187.34","1-01779-0007","107 EAST 130 STREET","HARLEM-CENTRAL","D9  -ELEVATOR","179","1900","191721","6988230","36.45","2565227","13.38","4423003","28596000","149.15","0.35","1-01770-0159","134 EAST 122 STREET","HARLEM-CENTRAL","D3  -ELEVATOR","92","1973","84941","3101196","36.51","1126318","13.26","1974878","10904000","128.37","0.49","1-01721-0045","15 WEST 123 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","25","1935","23946","841223","35.13","293817","12.27","547406","1611000","67.28","0.26","2019"
"1-01643-7501","2535-R1","108 EAST 116 STREET","HARLEM-EAST","RR  -CONRENT","12","1910","9700","405945","41.85","166258","17.14","239687","1947000","200.72","1-01667-0039","216 EAST 118 STREET","HARLEM-EAST","C1  -WALK-UP","18","1900","15246","638045","41.85","261316","17.14","376729","2384000","156.37","0.23","1-01680-0041","324 EAST 109 STREET","HARLEM-EAST","C1  -WALK-UP","15","1900","11750","492090","41.88","217375","18.5","274715","1106000","94.13","0.49","1-01630-0029","171 EAST 102 STREET","HARLEM-EAST","C4  -WALK-UP","13","1890","9590","397314","41.43","162742","16.97","234572","1658000","172.89","0.66","2019"
"1-00701-7501","2562-R1","529 WEST 29 STREET","CHELSEA","RR  -CONRENT","139","2013","91483","6075386","66.41","2015370","22.03","4060016","32973000","360.43","1-00722-0024","421 WEST 24 STREET","CHELSEA","D1  -ELEVATOR","35","1927","21012","1395407","66.41","462894","22.03","932513","5930000","282.22","0.29","1-00753-0024","321 WEST 29 STREET","CHELSEA","D3  -ELEVATOR","24","1900","14900","981910","65.9","321691","21.59","660219","4191000","281.28","0.34","1-00722-0026","415 WEST 24 STREET","CHELSEA","D1  -ELEVATOR","65","1926","42204","2804878","66.46","940727","22.29","1864151","10433000","247.2","0.29","2019"
"1-01643-7502","2534-R1","110 EAST 116 STREET","HARLEM-EAST","RR  -CONRENT","12","1910","7322","364343","49.76","164232","22.43","200111","1625000","221.93","1-01796-0028","2333 1 AVENUE","HARLEM-EAST","C1  -WALK-UP","14","1900","8838","439779","49.76","198236","22.43","241543","1048000","118.58","0.41","1-01666-0028","244 EAST 117 STREET","HARLEM-EAST","C1  -WALK-UP","41","1950","21024","1041108","49.52","435828","20.73","605280","3902000","185.6","0.22","1-01661-0018","237 EAST 111 STREET","HARLEM-EAST","C1  -WALK-UP","16","1900","6712","334526","49.84","140549","20.94","193977","1651000","245.98","0.29","2019"
"1-00466-7502","2484-R1","55 3 AVENUE","EAST VILLAGE","RR  -CONRENT","54","1986","51644","3067137","59.39","856258","16.58","2210879","17956000","347.69","1-00453-0011","304 EAST 12 STREET","EAST VILLAGE","D1  -ELEVATOR","89","1940","101800","6045902","59.39","1687844","16.58","4358058","17905000","175.88","0.15","1-00462-0035","223 EAST 6 STREET","EAST VILLAGE","D1  -ELEVATOR","86","1996","91680","5410954","59.02","1522805","16.61","3888149","21862000","238.46","0.19","1-00466-0016","214 EAST 11 STREET","EAST VILLAGE","D9  -ELEVATOR","23","1920","13764","827354","60.11","234539","17.04","592815","4756000","345.54","0","2019"
"1-02046-7501","2520-R1","305 WEST 150 STREET","HARLEM-CENTRAL","R4  -ELEVATOR","83","1921","63961","2056986","32.16","640250","10.01","1416736","11505999","179.89","1-02054-0006","353 EDGECOMBE AVENUE","HARLEM-CENTRAL","D1  -ELEVATOR","67","1927","49987","1607582","32.16","500370","10.01","1107212","7233000","144.7","0.15","1-02053-0101","400 WEST 150 STREET","HARLEM-CENTRAL","D1  -ELEVATOR","30","1926","45234","1412658","31.23","496217","10.97","916441","2549000","56.35","0.18","1-02051-0031","656 ST NICHOLAS AVENUE","HARLEM-CENTRAL","D1  -ELEVATOR","30","1920","20640","683803","33.13","262747","12.73","421056","3104000","150.39","0.39","2019"
