"dbn","district","school_name","is_org_split_sited","building_id_s","transfer_school","total_enrollment","grades_3k_5_enrollment","grades_6_8_enrollment","grades_9_12_enrollment","asian","black","hispanic","multiracial","native_american","white","missing_race_ethnicity_data","swd","ell","poverty","_2018_19_ela_tested","_2018_19_ela_proficient_l3","_2018_19_ela_proficient_l3_1","_2018_19_math_tested","_2018_19_math_proficient","_2018_19_math_proficient_1","_2019_20_total_4_year_august","_2019_20_4_year_august","_2019_20_total_6_year_grad","_2019_20_6_year_graduates"
"32K554","32","All City Leadership Secondary School",,"K554","false","431","0","179","252","0.058","0.088","0.731","0.005","0.005","0.114","0.0","0.169","0.035","0.807","173","158","91.3%","114","103","90.4%","62","100.0%","62","100.0%"
"32K562","32","Evergreen Middle School for Urban Exploration",,"K296","false","366","0","366","0","0.003","0.199","0.768","0.0","0.0","0.03","0.0","0.224","0.18","0.874","323","96","29.7%","332","66","19.9%",,,,
"32K564","32","Bushwick Community High School",,"K291","true","154","0","0","154","0.0","0.201","0.799","0.0","0.0","0.0","0.0","0.364","0.065","0.805",,,,,,,"87","26.4%","137","52.6%"
"75K004","75","P.S. K004","true","K007, K072, K081, K273, K395, K667, K798","false","391","391","0","0","0.09","0.558","0.269","0.0","0.023","0.061","0.0","1.0","0.22","0.836","14","3","21.4%","13","1","7.7%",,,,
"75K036","75","P.S. 36","true","K192, K213, K224, K470, K857","false","380","254","77","49","0.066","0.647","0.25","0.0","0.008","0.029","0.0","0.997","0.082","0.897","58","3","5.2%","56","6","10.7%",,,,
"75K053","75","P.S. K053","true","K088, K296, K384, K410, K422, K437, K535","false","439","170","103","166","0.112","0.36","0.396","0.039","0.016","0.077","0.0","1.0","0.264","0.916","15","1","6.7%","14","2","14.3%",,,,
"75K077","75","P.S. K077","true","K164, K178, K555, K660, K902, K917","false","289","122","51","116","0.18","0.349","0.246","0.0","0.0","0.225","0.0","1.0","0.294","0.855","s","s","s","s","s","s",,,,
"75K140","75","P.S. K140","true","K005, K021, K026, K258, K304","false","345","217","128","0","0.032","0.614","0.296","0.012","0.014","0.032","0.0","1.0","0.09","0.913","134","8","6.0%","128","7","5.5%",,,,
"75K141","75","P.S. K141","true","K002, K035, K054, K071, K380","false","380","273","86","21","0.053","0.405","0.316","0.011","0.003","0.213","0.0","1.0","0.176","0.889",,,,,,,,,,
"75K231","75","P.S. K231","true","K180, K215, K238, K264, K331","false","296","205","91","0","0.223","0.182","0.233","0.014","0.003","0.345","0.0","1.0","0.338","0.858","37","2","5.4%","33","3","9.1%",,,,
"75K368","75","P.S. 368","true","K033, K120, K293, KBBY","false","260","105","88","67","0.046","0.531","0.35","0.004","0.0","0.069","0.0","0.962","0.1","0.935","91","0","0.0%","87","1","1.1%",,,,
"75K369","75","P.S. K369 - Coy L. Cox School","true","K056, K067, K117, K261, K265, K313, K317, K369, K580","false","527","193","176","158","0.074","0.505","0.306","0.008","0.008","0.101","0.0","1.0","0.165","0.869","141","9","6.4%","134","6","4.5%",,,,
"75K370","75","P.S. 370","true","K100, K237, K370, K445, K620, K807","false","236","75","63","98","0.174","0.309","0.212","0.008","0.0","0.297","0.0","1.0","0.292","0.843","31","5","16.1%","29","2","6.9%",,,,
"75K371","75","P.S. 371 - Lillian L. Rashkis","true","K371, K485, K564","false","228","0","0","228","0.048","0.553","0.285","0.004","0.009","0.101","0.0","1.0","0.171","0.934",,,,,,,,,,
"75K372","75","P.S. 372 -The Children's School","true","K113, K834","false","187","174","13","0","0.091","0.214","0.251","0.048","0.005","0.39","0.0","0.995","0.07","0.449","41","12","29.3%","43","14","32.6%",,,,
"75K373","75","P.S. 373 - Brooklyn Transition Center","true","K148, K458, K804, K877, K909, K917, KBCA","false","486","0","0","486","0.035","0.533","0.352","0.006","0.008","0.064","0.002","1.0","0.233","0.903",,,,,,,,,,
"75K396","75","P.S. K396","true","K167, K181, K263, K289, K327","false","488","331","157","0","0.066","0.514","0.199","0.002","0.15","0.07","0.0","1.0","0.201","0.889","s","s","s","s","s","s",,,,
"75K721","75","P.S. K721 - Brooklyn Occupational Training Center","true","K231, K540, K722, KBSQ","false","473","39","2","432","0.106","0.349","0.252","0.0","0.023","0.271","0.0","1.0","0.311","0.903",,,,,,,,,,
"75K753","75","P.S. K753 - School for Career Development","true","K061, K085, K232, K500, K600","false","323","0","58","265","0.015","0.65","0.263","0.006","0.0","0.065","0.0","0.994","0.09","0.92",,,,,,,,,,
"75K771","75","P.S. K771","true","K014, K066, K225, K236, K303, K329, K128","false","466","262","175","29","0.21","0.315","0.223","0.013","0.004","0.232","0.002","1.0","0.223","0.835","47","5","10.6%","45","2","4.4%",,,,
"75K811","75","P.S. K811 Connie Lekas School","true","K014, K281, K286, K525","false","334","0","26","308","0.099","0.467","0.275","0.003","0.018","0.138","0.0","1.0","0.305","0.928","s","s","s","s","s","s",,,,
"75M035","75","P.S. 035","true","M058, M912, MANJ, MBGK","false","268","7","11","250","0.041","0.358","0.429","0.011","0.007","0.153","0.0","0.847","0.075","0.832","12","3","25.0%","7","3","42.9%",,,,
"75M079","75","P.S. M079 - Horan School",,"M079","false","273","0","26","247","0.026","0.341","0.597","0.004","0.004","0.029","0.0","1.0","0.337","0.956",,,,,,,,,,
"75M094","75","P.S. M094","true","M015, M061, M188, M276, M281, M338, M340, M971","false","403","222","121","60","0.079","0.315","0.469","0.002","0.01","0.122","0.002","1.0","0.189","0.856","26","0","0.0%","26","0","0.0%",,,,
"75M138","75","P.S. 138","true","M030, M033, M048, M090, M108, M114, M117, M189, M380, M535","false","657","372","126","159","0.029","0.291","0.61","0.006","0.006","0.058","0.0","0.998","0.269","0.895","38","1","2.6%","39","4","10.3%",,,,
"75M169","75","P.S. M169 - Robert F. Kennedy","true","M102, M146, M169, M435, M488","false","356","255","90","11","0.014","0.472","0.461","0.0","0.006","0.045","0.003","0.997","0.096","0.938","94","1","1.1%","85","4","4.7%",,,,
"75M226","75","P.S. M226","true","M076, M185, M475, M477, M480, M660, M824, M875, MAMX","false","276","121","49","106","0.033","0.351","0.507","0.022","0.014","0.072","0.0","1.0","0.167","0.873","s","s","s","s","s","s",,,,
"75M721","75","P.S. M721 - Manhattan Occupational Training Center","true","M047, M615, M641, M844, M883","false","198","0","27","171","0.051","0.338","0.49","0.0","0.0","0.116","0.005","1.0","0.374","0.909",,,,,,,,,,
"75M751","75","Manhattan School for Career Development","true","M323, M440, M600, M751, M807, MBCW, MBEU","false","233","0","48","185","0.052","0.313","0.541","0.009","0.009","0.077","0.0","0.996","0.223","0.923","17","0","0.0%","16","0","0.0%",,,,
"75M811","75","P.S. M811 - Mickey Mantle School","true","M101, M149, M155, M163, M200, M841","false","416","269","147","0","0.026","0.428","0.488","0.019","0.007","0.031","0.0","1.0","0.135","0.916","131","6","4.6%","128","9","7.0%",,,,
"75Q004","75","P.S. Q004","true","Q138, Q161, Q179, Q213, Q270, Q667","false","456","385","71","0","0.283","0.285","0.257","0.015","0.024","0.136","0.0","1.0","0.123","0.75","54","4","7.4%","57","7","12.3%",,,,
"75Q009","75","P.S. 009","true","Q005, Q009, Q058, Q209, Q268, Q277, Q882","false","625","431","187","7","0.192","0.282","0.392","0.008","0.016","0.11","0.0","1.0","0.286","0.816","179","6","3.4%","178","10","5.6%",,,,
"75Q075","75","Robert E. Peary School","true","Q048, Q075, Q093, Q223, Q254, Q276, Q239","false","588","335","251","2","0.155","0.323","0.41","0.009","0.024","0.08","0.0","0.997","0.247","0.828","140","5","3.6%","135","8","5.9%",,,,
"75Q177","75","P.S. Q177","true","Q139, Q177, Q190, Q263","false","492","65","75","352","0.22","0.317","0.23","0.008","0.018","0.207","0.0","1.0","0.248","0.827","s","s","s","s","s","s",,,,
"75Q224","75","P.S. Q224","true","Q026, Q186, Q205, Q266, Q809","false","399","321","78","0","0.296","0.163","0.356","0.018","0.07","0.098","0.0","0.997","0.248","0.739","63","7","11.1%","57","9","15.8%",,,,
"75Q233","75","P.S. Q233","true","Q025, Q042, Q134, Q142, Q226, Q335, Q650, Q686, Q835","false","550","200","79","271","0.142","0.333","0.311","0.002","0.047","0.156","0.009","1.0","0.247","0.827","s","s","s","s","s","s",,,,
"75Q255","75","P.S. Q255","true","Q007, Q154, Q168, Q247, Q260, Q397, Q515, Q885, Q908","false","458","358","84","16","0.242","0.138","0.369","0.015","0.011","0.221","0.004","1.0","0.323","0.79","11","1","9.1%","11","3","27.3%",,,,
"75Q256","75","P.S. Q256","true","Q043, Q114, Q198, Q253, Q410, Q816, QBHF, Q438","false","534","221","105","208","0.069","0.491","0.32","0.004","0.013","0.103","0.0","0.886","0.118","0.845","60","3","5.0%","57","5","8.8%",,,,
"75Q277","75","The Riverview School","true","Q076, Q204, Q290, Q311, Q312, Q314, Q315, Q322, Q404, Q485, Q777","false","681","426","109","146","0.245","0.138","0.468","0.007","0.009","0.132","0.0","1.0","0.385","0.8","13","2","15.4%","11","3","27.3%",,,,
"75Q721","75","John F. Kennedy Jr. School","true","Q585, Q722, Q725, QBFD, Q269","false","492","0","0","492","0.173","0.187","0.455","0.01","0.02","0.154","0.0","1.0","0.431","0.864",,,,,,,,,,
"75Q752","75","Queens Transition Center","true","Q142, Q400, Q620, Q690, Q695, Q744","false","423","0","0","423","0.137","0.449","0.312","0.007","0.014","0.08","0.0","0.995","0.255","0.877",,,,,,,,,,
"75Q811","75","P.S. Q811","true","Q037, Q136, Q147, Q227, Q405, Q430, Q566, Q811","false","437","146","65","226","0.201","0.302","0.293","0.014","0.039","0.151","0.0","0.998","0.268","0.824","s","s","s","s","s","s",,,,
"75Q993","75","P.S. Q993","true","Q041, Q072, Q130, Q191, Q208, Q415, Q452, Q499, Q570","false","604","267","158","179","0.204","0.194","0.349","0.005","0.01","0.238","0.0","1.0","0.381","0.805","17","2","11.8%","18","4","22.2%",,,,
"75R025","75","South Richmond High School I.S./P.S. 25","true","R007, R025, R034, R061, R075, R435, R445, R450, R455, R119, R826, RADL, R083","false","595","104","184","307","0.029","0.38","0.303","0.015","0.005","0.269","0.0","0.993","0.047","0.855","186","12","6.5%","186","6","3.2%",,,,
"75R037","75","The David Marquis School of the Arts","true","R002, R004, R030, R032, R036, R840, R880, R089","false","461","316","76","69","0.089","0.137","0.262","0.03","0.004","0.477","0.0","1.0","0.08","0.794","12","3","25.0%","12","5","41.7%",,,,
"75R373","75","P.S. R373","true","R006, R040, R058, R061, R071, R861, R884","false","613","537","76","0","0.1","0.256","0.294","0.055","0.003","0.292","0.0","0.998","0.124","0.819","143","9","6.3%","137","14","10.2%",,,,
"75R721","75","The Richard H. Hungerford School","true","R024, R043, R435, R455, R600, R722, R843","false","427","0","80","347","0.084","0.178","0.379","0.012","0.007","0.34","0.0","1.0","0.152","0.913",,,,,,,,,,
"75X010","75","P.S. X010","true","X015, X026, X060, X101, X129, X162, X240, X415, X817, X823","false","641","474","157","10","0.037","0.296","0.587","0.012","0.008","0.059","0.0","0.998","0.22","0.885","67","14","20.9%","67","13","19.4%",,,,
"75X012","75","P.S. X012 Lewis and Clark School","true","X012, X125, X358","false","308","1","66","241","0.045","0.302","0.565","0.0","0.065","0.023","0.0","0.997","0.318","0.929",,,,,,,,,,
"75X017","75","P.S. X017","true","X043, X156, X161, X174, X184, X450","false","537","302","158","77","0.043","0.365","0.553","0.0","0.009","0.03","0.0","0.998","0.181","0.905","116","2","1.7%","115","3","2.6%",,,,
"75X168","75","P.S. 168","true","X020, X160, X183, X194, X440, X842","false","518","313","187","18","0.037","0.342","0.568","0.008","0.012","0.035","0.0","0.996","0.191","0.875","68","1","1.5%","69","1","1.4%",,,,
"75X176","75","P.S. X176","true","X181, X425, X455, X980","false","553","0","190","363","0.027","0.434","0.465","0.002","0.009","0.063","0.0","1.0","0.114","0.875","33","9","27.3%","23","5","21.7%",,,,
"75X186","75","P186X Walter J. Damrosch School","true","X136, X140, X146, X306, X392, X973","false","709","473","236","0","0.024","0.401","0.537","0.008","0.011","0.018","0.0","0.999","0.299","0.946","240","12","5.0%","242","10","4.1%",,,,
"75X188","75","P.S. X188","true","X034, X120, X198, X790","false","569","203","227","139","0.026","0.351","0.589","0.002","0.011","0.019","0.002","1.0","0.225","0.902","11","1","9.1%","10","1","10.0%",,,,
"75X352","75","The Vida Bogart School for All Children","true","X006, X040, X074, X075, X092","false","553","519","34","0","0.045","0.309","0.597","0.011","0.011","0.027","0.0","1.0","0.163","0.902","63","6","9.5%","61","3","4.9%",,,,
"75X469","75","P469X - The Bronx School for Continuous Learners","true","X027, X042, X046, X147, X177, X410, X855","false","533","360","173","0","0.062","0.341","0.548","0.004","0.009","0.036","0.0","0.998","0.182","0.916","27","2","7.4%","25","0","0.0%",,,,
"75X596","75","P.S. X596","true","X153, X178, X498","false","409","385","24","0","0.054","0.33","0.54","0.0","0.007","0.068","0.0","1.0","0.117","0.782","27","3","11.1%","26","8","30.8%",,,,
"75X721","75","P.S. X721 - Stephen McSweeney School","true","X368, X405, X423, X440, X722","false","589","0","0","589","0.029","0.343","0.581","0.0","0.014","0.034","0.0","1.0","0.351","0.92",,,,,,,,,,
"75X723","75","P.S. 723","true","X049, X099, X189, X235, X338, X425, X701, X909, X927, XAHW, XAIF","false","481","239","189","53","0.008","0.387","0.524","0.002","0.019","0.06","0.0","0.985","0.091","0.94","191","11","5.8%","183","3","1.6%",,,,
"75X754","75","J. M. Rapport School Career Development","true","X155, X184, x362","false","502","0","0","502","0.01","0.369","0.584","0.002","0.008","0.028","0.0","0.998","0.291","0.938",,,,,,,,,,
"75X811","75","P.S. X811","true","X084, X839, XARY","false","650","0","0","650","0.046","0.314","0.591","0.0","0.02","0.029","0.0","0.992","0.363","0.948",,,,,,,,,,
"79M331","79","The Judith S. Kaye School - D79","true","M646, Q142","false","14","0","0","14","0.071","0.429","0.5","0.0","0.0","0.0","0.0","0.429","0.0","0.857",,,,,,,,,,
"79M645","79","School for Cooperative Technical Education","true","K500, M079, M646, M827, Q142, Q452, Q465, RAAC, X039","false","786","0","0","786","0.076","0.33","0.487","0.006","0.008","0.093","0.0","0.009","0.069","0.66",,,,,,,,,,
"84K730","84","Summit Academy Charter School",,"K027","false","267","0","92","175","0.007","0.39","0.562","0.004","0.007","0.03","0.0","0.277","0.067","0.873","121","33","27.3%","115","33","28.7%","52","82.7%","53","86.8%"
"79M973","79","Restart Academy","true","K055, K824, KBJH, KCBV, KCQH, M056, M465, M834, MAKG, MASF, MASJ, MBMU, OAUX, OAUY, Q400, Q410, Q460, QARD, QBEX, QBHI, QBNO, R445, RAIP, X655, X897, XAL","false","341","0","150","191","0.032","0.367","0.478","0.006","0.009","0.109","0.0","0.545","0.111","0.862",,,,,,,,,,
"79Q950","79","Pathways to Graduation","true","K148, K371, K410, K420, K428, K455, K458, K515, K525, K540, K554, K590, K871, K893, KAUS, KBJL, KBJO, KBJQ, KBJR, KBJS, KCAF, KCAL, KCHF, KCQJ, M058, M46","false","3351","0","0","3351","0.128","0.353","0.443","0.004","0.013","0.059","0.0","0.16","0.161","0.786",,,,,,,,,,
"84K037","84","Beginning with Children Charter School II","true","K071, KABV","false","485","326","159","0","0.01","0.169","0.781","0.004","0.004","0.025","0.006","0.219","0.126","0.957","244","128","52.5%","245","157","64.1%",,,,
"84K125","84","Success Academy Charter School - Bed-Stuy 2",,"K059","false","286","286","0","0","0.031","0.601","0.273","0.049","0.024","0.021","0.0","0.178","0.017","0.717","125","119","95.2%","125","123","98.4%",,,,
"84K129","84","Success Academy Charter School - Cobble Hill",,"K293","false","439","439","0","0","0.116","0.289","0.292","0.052","0.014","0.237","0.0","0.132","0.055","0.481","131","129","98.5%","130","130","100.0%",,,,
"84K182","84","Success Academy Charter School - Williamsburg",,"K050","false","411","411","0","0","0.051","0.212","0.516","0.078","0.005","0.139","0.0","0.173","0.075","0.623","134","132","98.5%","135","135","100.0%",,,,
"84K333","84","Explore Exceed Charter School","true","K022, K320","false","458","291","167","0","0.011","0.771","0.188","0.013","0.009","0.009","0.0","0.247","0.07","0.825","330","128","38.8%","332","159","47.9%",,,,
"84K355","84","Williamsburg Collegiate Charter School",,"K016","false","266","40","226","0","0.015","0.327","0.639","0.008","0.004","0.008","0.0","0.188","0.056","0.801","316","144","45.6%","237","156","65.8%",,,,
"84K356","84","Achievement First Crown Heights Charter School","true","K391, K434","false","1303","557","256","490","0.005","0.922","0.051","0.008","0.007","0.006","0.002","0.147","0.013","0.798","554","337","60.8%","551","401","72.8%","96","95.8%","43","95.3%"
"84K357","84","KIPP AMP Charter School",,"K390","false","816","566","250","0","0.015","0.833","0.119","0.006","0.007","0.011","0.009","0.17","0.017","0.909","475","252","53.1%","473","318","67.2%","s","s","s","s"
"84K358","84","Achievement First East New York Charter School","true","K013, K065, K111","false","1213","569","191","453","0.007","0.632","0.335","0.006","0.006","0.008","0.006","0.118","0.02","0.8","420","295","70.2%","418","361","86.4%","72","84.7%","29","93.1%"
"84K360","84","Launch Expeditionary Learning Charter School",,"K243","false","285","0","285","0","0.011","0.789","0.161","0.011","0.011","0.018","0.0","0.27","0.063","0.912","294","91","31.0%","288","70","24.3%",,,,
"84K367","84","Success Academy Charter School - Bed-Stuy 1",,"K033","false","745","495","250","0","0.027","0.635","0.286","0.015","0.009","0.028","0.0","0.179","0.024","0.707","454","412","90.7%","409","402","98.3%",,,,
"84K379","84","Explore Excel Charter School","true","K068, K114","false","570","356","214","0","0.012","0.9","0.046","0.011","0.019","0.012","0.0","0.195","0.088","0.777","352","159","45.2%","350","185","52.9%",,,,
"84K395","84","New Visions A.I.M. Charter High School I",,"K907","true","191","0","0","191","0.01","0.728","0.204","0.005","0.026","0.026","0.0","0.414","0.068","0.88",,,,,,,"71","25.4%","90","41.1%"
