"the_geom","objectid_1","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","category","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","ntaname","femafldz","femafldt","hrcevac","seatingtyp"
"POINT (-73.92589633959811 40.74485617674202)","1113.0","4","Queens","402","26","37","12","14","3315.0","Municipal Facilities","2016-07-06T00:00:00.000","43-31 39th Street","43-31 39th Street","39th Street","Queens Boulevard & 43rd Avenue","Queens","402.0","Not Applicable","Sunnyside Shines","40.7448561767","-73.9258963396","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.97073442060022 40.68620476143471)","646.0","3","Brooklyn","302","35","57","25","8","759.0","General","2012-07-25T00:00:00.000","380 Adelphi Street","380 Adelphi Street","Greene Avenue","Greene and Lafayette Avenues","Brooklyn","302.0","B52","Not Applicable","40.6862047614","-73.9707344206","Fort Greene","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.90807643938491 40.859442082693526)","1775.0","2","Bronx","207","14","86","33","15","2567.0","Municipal Facilities","2014-06-27T00:00:00.000","86 W. 183rd Street","86 W. 183rd Street","University Avenue","W. 183rd Street and Hall of Fame Terrace","Bronx","207.0","BX03","Not Applicable","40.8594420827","-73.9080764394","University Heights (North)-Fordham","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.77124862399248 40.764131725728966)","1262.0","4","Queens","411","19","26","11","6","1511.0","BID","2013-01-28T00:00:00.000","40-07 Bell Blvd","40-07 Bell Blvd","Bell Blvd","40th and 41st Avenues","Queens","411.0","Not Applicable","Bell Blvd BBA","40.7641317257","-73.771248624","Bayside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.80484807966741 40.73264763326291)","996.0","4","Queens","408","24","25","16","6","3202.0","General","2016-06-07T00:00:00.000","69-21 164th Street","69-21 164th Street","164th Street","Jewel Avenue and 69th Avenue","Queens","408.0","Not Applicable","Not Applicable","40.7326476333","-73.8048480797","Pomonok-Electchester-Hillcrest","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.95436642333473 40.70687696984648)","2124.0","3","Brooklyn","301","33","50","26","7","4193.0","Other","2019-03-05T00:00:00.000","392 Broadway","392 Broadway","Division Avenue","Harrison Avenue and Hooper Street","Brooklyn","301.0","Not Applicable","Not Applicable","40.7068769698","-73.9543664233","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.84844712506445 40.821335086774596)","1587.0","2","Bronx","209","18","87","34","15","945.0","General","2013-01-10T00:00:00.000","706 Castle Hill Avenue","706 Castle Hill Avenue","Castle Hill Avenue","Seward and Homer Avenues","Bronx","209.0","Not Applicable","Not Applicable","40.8213350868","-73.8484471251","Castle Hill-Unionport","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-73.92052147340473 40.74383157482706)","1098.0","4","Queens","402","26","37","12","14","1081.0","BID","2012-09-11T00:00:00.000","43-46 44th Street","43-46 44th Street","44th Street","Queens Boulevard and 43rd Avenue","Queens","402.0","Not Applicable","Sunnyside Shines","40.7438315748","-73.9205214734","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.77969637226663 40.7297279488695)","984.0","4","Queens","408","23","25","11","6","747.0","Bus Route","2013-04-16T00:00:00.000","189-19 & 189-23 Union Turnpike","189-23 Union Turnpike","Union Turnpike","189th & 190th Street","Queens","408.0","Q46","Not Applicable","40.7297279489","-73.7796963723","Fresh Meadows-Utopia","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.82143642032871 40.69064318325229)","700.0","4","Queens","409","28","24","10","5","3247.0","Municipal Facilities","2016-05-19T00:00:00.000","101-33 124th Street","101-33 124th Street","124th Street","101st Avenue & 108th Avenue","Queens","409.0","Not Applicable","Not Applicable","40.6906431833","-73.8214364203","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.97928556244982 40.66962075157696)","514.0","3","Brooklyn","306","39","44","21","9","1929.0","General","2013-05-10T00:00:00.000","237 7th Avenue","237 7th Avenue","7th Avenue","4th Street & 5th Street","Brooklyn","306.0","Not Applicable","Not Applicable","40.6696207516","-73.9792855624","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.88691820617554 40.74954169829005)","1149.0","4","Queens","403","25","39","13","14","3577.0","General","2017-01-20T00:00:00.000","79-01 37th Avenue","79-01 37th Avenue","37th Avenue","79th Street & 78th Street","Queens","403.0","Not Applicable","Not Applicable","40.7495416983","-73.8869182062","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.95215658848456 40.79839917559416)","1477.0","1","Manhattan","110","9","68","30","13","963.0","Senior Center","2013-05-06T00:00:00.000","55 Lenox Avenue","55 Lenox Avenue","Lenox Avenue","Central Park North & 111th Street","Manhattan","110.0","Not Applicable","Not Applicable","40.7983991756","-73.9521565885","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-73.965991863334 40.76257390924047)","1248.0","1","Manhattan","108","4","73","28","12","795.0","General","2012-10-01T00:00:00.000","1020 Third Avenue","1020 3rd Avenue","3rd Avenue","East 60th and 61st Streets","Manhattan","108.0","Not Applicable","Not Applicable","40.7625739092","-73.9659918633","Upper East Side-Carnegie Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.99080742971385 40.76829997051864)","1296.0","1","Manhattan","104","6","67","27","10","2337.0","Senior Center","2014-01-15T00:00:00.000","530 W 55th Street","530 W 55th Street","W 55th Street","10th & 11th Avenue","Manhattan","104.0","Not Applicable","Not Applicable","40.7682999705","-73.9908074297","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.97349267355646 40.79505012313374)","1450.0","1","Manhattan","107","6","69","31","10","2837.0","Municipal Facilities","2014-12-09T00:00:00.000","735 West End Avenue","735 West End Avenue","West End Avenue","West 95th Street & West 96th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.7950501231","-73.9734926736","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.99360455602518 40.69458374683769)","737.0","3","Brooklyn","302","33","52","26","7","1122.0","BID","2013-02-11T00:00:00.000","140 Montague Street","140 Montague Street","Montague Street","Henry and Clinton Streets","Brooklyn","302.0","Not Applicable","Montague Street","40.6945837468","-73.993604556","Brooklyn Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.93786314461647 40.81295359791908)","1529.0","1","Manhattan","110","9","70","30","13","3021.0","Municipal Facilities","2015-01-28T00:00:00.000","2230 5th Avenue","2230 5th Avenue","W. 135th Street","W. 135th Street and W. 136th Street","Manhattan","110.0","BX33","Not Applicable","40.8129535979","-73.9378631446","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKLESS 1.0"
"POINT (-73.85661956614447 40.81547547664649)","1538.0","2","Bronx","209","18","85","34","15","2891.0","Municipal Facilities","2014-12-17T00:00:00.000","456 White Plains Road","456 White Plains Road","White Plains Road","Lacombe Avenue and Patterson Avenue","Bronx","209.0","BX39","Not Applicable","40.8154754766","-73.8566195661","Soundview-Clason Point","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKLESS 1.0"
"POINT (-73.93433199808857 40.79565400980092)","1455.0","1","Manhattan","111","8","68","29","13","1237.0","General","2012-10-11T00:00:00.000","421-435 East 116th Street","421 East 116th Street","East 116th Street","1st Avenue and Pleasant Avenue","Manhattan","111.0","Not Applicable","Not Applicable","40.7956540098","-73.9343319981","East Harlem (North)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3","BACKED 1.0"
"POINT (-73.94718044654859 40.78252193588875)","1381.0","1","Manhattan","108","5","73","29","12","2484.0","Health Care Facilities","2014-05-16T00:00:00.000","312 East 94th Street","312 East 94th Street","East 94th Street","First Avenue and Second Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.7825219359","-73.9471804465","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKED 1.0"
"POINT (-73.95730755756128 40.764283267001076)","1265.0","1","Manhattan","108","5","76","28","12","3157.0","AAR","2016-04-13T00:00:00.000","417 E 67th Street","417 E 67th Street","E 67th Street","York Avenue & 1st Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.764283267","-73.9573075576","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9590936131341 40.70914833683314)","2152.0","3","Brooklyn","301","34","50","18","7","4255.0","Bus Route","2019-05-30T00:00:00.000","225 Havemeyer Street","225 Havemeyer Street","Havemeyter Street","Broadway and S 5th Street","Brooklyn","301.0","B46","Not Applicable","40.7091483368","-73.9590936131","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.87767748941334 40.87191445321444)","1830.0","2","Bronx","207","11","80","36","13","2345.0","General","2014-02-24T00:00:00.000","358 East 204th Street","358 East 204th Street","East 204th Street","Decatur Avenue & Hull Avenue","Bronx","207.0","Not Applicable","Not Applicable","40.8719144532","-73.8776774894","Norwood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.76841003026402 40.76023507870053)","1230.0","4","Queens","411","19","25","11","6","2547.0","Municipal Facilities","2014-06-11T00:00:00.000","214-20 Northern Boulevard","214-20 Northern Boulevard","Northern Boulevard","214th Place and Bell Boulevard","Queens","411.0","Not Applicable","Not Applicable","40.7602350787","-73.7684100303","Bayside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.94040925549392 40.74760877603673)","1130.0","4","Queens","402","26","37","12","12","4141.0","Other","2019-03-14T00:00:00.000","27-20 Jackson Avenue","27-20 Jackson Avenue","Dutch Kills Street","Dutch Kills Street","Queens","402.0","Not Applicable","Not Applicable","40.747608776","-73.9404092555","Long Island City-Hunters Point","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKED 2.0"
"POINT (-73.92339903209857 40.687152088020845)","653.0","3","Brooklyn","303","41","55","25","8","3722.0","Senior Safety","2017-08-23T00:00:00.000","951 Putnam Avenue","951 Putnam Avenue","Putnam Avenue","Ralph Avenue & Madison Street","Brooklyn","303.0","Not Applicable","Not Applicable","40.687152088","-73.9233990321","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.94135978559856 40.83359084995357)","1667.0","1","Manhattan","112","7","71","30","13","3649.0","Senior Safety","2017-05-06T00:00:00.000","1983 Amsterdam Avenue","1983 Amsterdam Avenue","Amsterdam Avenue","W. 159th Street & W. 158th Street","Manhattan","112.0","Not Applicable","Not Applicable","40.83359085","-73.9413597856","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.89272487118217 40.83206469651144)","1973.0","2","Bronx","203","17","79","32","15","1535.0","General","2013-02-04T00:00:00.000","1334 Louis Nine Boulevard","1334 Louis Nine Boulevard","Plaza","Intervale Avenue, Louis Nine Blvd & Jennings Street","Bronx","203.0","Not Applicable","Not Applicable","40.8320646965","-73.8927248712","Crotona Park East","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.91912636719141 40.81632711836232)","1551.0","2","Bronx","201","17","84","32","15","25.0","Bus Route","2012-05-16T00:00:00.000","360 East 149th Street","360 East 149th Street","East 149th Street","Courtlandt and Melrose Avenues","Bronx","201.0","BX19","Not Applicable","40.8163271184","-73.9191263672","Melrose","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.88373564362394 40.755835361441875)","1191.0","4","Queens","403","25","34","13","14","1980.0","General","2013-09-26T00:00:00.000","83-17 Northern Boulevard","83-17 Northern Boulevard","Northern Boulevard","83rd & 84th Street","Queens","403.0","Not Applicable","Not Applicable","40.7558353614","-73.8837356436","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.86248525907325 40.74952752338081)","1931.0","4","Queens","404","21","39","13","14","1342.0","Plaza","2018-06-01T00:00:00.000","103-12 Roosevelt Avenue","103-12 Roosevelt Avenue","Roosevelt Avenue","104th and National Streets","Queens","404.0","Q20A","Not Applicable","40.7495275234","-73.8624852591","Corona","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.88059528469375 40.741687111830345)","1059.0","4","Queens","404","25","39","16","6","4219.0","Bus Route","2019-01-31T00:00:00.000","8277 Broadway","8277 Broadway","Broadway","Whitney Avenue & 45th Avenue","Queens","404.0","Q52","Not Applicable","40.7416871118","-73.8805952847","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9497085504251 40.74032780310102)","1049.0","4","Queens","402","26","37","12","12","2066.0","Community Health Centers","2013-08-14T00:00:00.000","21-10 Borden Avenue","21-10 Borden Avenue","Borden Avenue","21st and 23rd Streets","Queens","402.0","Not Applicable","Not Applicable","40.7403278031","-73.9497085504","Long Island City-Hunters Point","AE",,"1","BACKED 1.0"
"POINT (-73.87893025127298 40.66548233749766)","456.0","3","Brooklyn","305","42","60","19","8","3260.0","Municipal Facilities","2016-06-13T00:00:00.000","921 Hegeman Avenue","921 Hegeman Avenue","Hegeman Avenue","Essex Street & Linwood Street","Brooklyn","305.0","Not Applicable","Not Applicable","40.6654823375","-73.8789302513","East New York-New Lots","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKED 1.0"
"POINT (-73.8626907068941 40.729396591273975)","983.0","4","Queens","406","29","28","16","6","2290.0","General","2013-12-11T00:00:00.000","95-02 63rd Drive","95-02 63rd Drive","63rd Drive","Queens Blvd & Saunders Street","Queens","406.0","Not Applicable","Not Applicable","40.7293965913","-73.8626907069","Rego Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.991675285777 40.6175200789309)","172.0","3","Brooklyn","311","47","49","22","10","3398.0","Bus Route","2016-10-29T00:00:00.000","6715 18th Avenue","6715 18th Avenue","18th Avenue","67th Street & 68th Street","Brooklyn","311.0","B8","Not Applicable","40.6175200789","-73.9916752858","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.83235607366976 40.715557955730866)","910.0","4","Queens","406","29","27","14","6","2162.0","General","2013-09-24T00:00:00.000","116-55 Queens Boulevard","116-55 Queens Boulevard","Queens Boulevard","77th and 78th Avenues","Queens","406.0","Q60","Not Applicable","40.7155579557","-73.8323560737","Forest Hills","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.88656661433215 40.75553541579448)","2005.0","4","Queens","403","25","34","13","14","1981.0","General","2013-09-26T00:00:00.000","80-15 Northern Boulevard","80-15 Northern Boulevard","Northern Boulevard","80th & 81st Street","Queens","403.0","Not Applicable","Not Applicable","40.7555354158","-73.8865666143","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.94217274826542 40.69236725045962)","720.0","3","Brooklyn","303","36","56","18","8","3216.0","Municipal Facilities","2016-06-06T00:00:00.000","844 Dekalb Avenue","844 Dekalb Avenue","Dekalb Avenue","Throop Avenue & Marcus Garvey Boulevard","Brooklyn","303.0","Not Applicable","Not Applicable","40.6923672505","-73.9421727483","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.89877445193174 40.862329160268956)","1798.0","2","Bronx","207","14","86","33","15","1193.0","BID","2013-05-07T00:00:00.000","125 East Fordham Road","125 East Fordham Road","East Fordham Road","Creston Avenue & Morris Avenue","Bronx","207.0","Not Applicable","Fordham Road","40.8623291603","-73.8987744519","University Heights (North)-Fordham","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.99502657697549 40.57396416637481)","12.0","3","Brooklyn","313","47","46","23","8","1164.0","Senior Center","2012-09-17T00:00:00.000","2955 West 29th Street","2955 West 29th Street","West 29th Street","Surf and Mermaid Avenues","Brooklyn","313.0","Not Applicable","Not Applicable","40.5739641664","-73.995026577","Coney Island-Sea Gate","AE",,"1","BACKED 1.0"
"POINT (-73.8625749634915 40.74953406636623)","1946.0","4","Queens","404","21","39","13","14","1342.0","Plaza","2018-06-01T00:00:00.000","103-12 Roosevelt Avenue","103-12 Roosevelt Avenue","Roosevelt Avenue","104th and National Streets","Queens","404.0","Q20A","Not Applicable","40.7495340664","-73.8625749635","Corona","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.96214284080938 40.60802035416728)","128.0","3","Brooklyn","315","44","45","17","11","3794.0","Senior Safety","2017-07-06T00:00:00.000","2020 Coney Island Avenue","2020 Coney Island Avenue","Coney Island Avenue","Quentin Road & Avenue P","Brooklyn","315.0","Not Applicable","Not Applicable","40.6080203542","-73.9621428408","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 2.0"
"POINT (-73.89095652153071 40.86161754329262)","1983.0","2","Bronx","207","15","78","34","15","1694.0","BID","2013-02-07T00:00:00.000","401 E. Fordham Road","401 E. Fordham Road","East Fordham Road","Third Avenue & Webster Avenue","Bronx","206.0","Not Applicable","Fordham Road","40.8616175433","-73.8909565215","Belmont","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.87084815863288 40.73334083574202)","1001.0","4","Queens","404","25","35","16","6","3581.0","General","2017-01-21T00:00:00.000","90-20 Queens Boulevard","90-20 Queens Boulevard","Queens Boulevard","57th Avenue & Woodhaven Boulevard","Queens","404.0","Not Applicable","Not Applicable","40.7333408357","-73.8708481586","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 2.0"
"POINT (-73.90694435596068 40.87992229425381)","1851.0","2","Bronx","208","11","81","34","13","1131.0","General","2013-01-11T00:00:00.000","260 West 231st Street","260 West 231st Street","West 231st Street","Corlear Avenue and Kingsbridge Avenue","Bronx","208.0","Not Applicable","Not Applicable","40.8799222943","-73.906944356","Kingsbridge-Marble Hill","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
