"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_mlbs"
"WISE TOWERS","MANHATTAN","WISE TOWERS","BLD 02","AMR",,"127","445","M012700","MIXED FINANCE/LLC2","NY005021270P","CONSOLIDATED EDISON COMPANY OF NY","9624470","2020-11","2020-11-30T00:00:00.000","2020-12-01T00:00:00.000","1","342056","N","42.58","SC3","Yes","0"
"WISE TOWERS","MANHATTAN","WISE TOWERS","BLD 02","AMR",,"127","445","M012700","MIXED FINANCE/LLC2","NY005021270P","CONSOLIDATED EDISON COMPANY OF NY","9624470","2020-11","2020-11-30T00:00:00.000","2020-12-01T00:00:00.000","1","331153","N","42.58","SC3","Yes","0"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9636485","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","311067","Y","2340.38","SC3","Yes","79.34"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9636485","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","322037","Y","5466.3","SC3","Yes","185.31"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9657396","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","332091","N","102.49","SC3","Yes","4.07"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9657396","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","321108","N","59743.1","SC3","Yes","2372.54"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9657447","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","631052","N","8672.32","SC3","Yes","326.56"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9657447","2020-11","2020-10-28T00:00:00.000","2020-11-30T00:00:00.000","33","621181","N","18004.56","SC3","Yes","677.97"
"WISE TOWERS","MANHATTAN","WISE TOWERS","BLD 02","AMR",,"127","445","M012700","MIXED FINANCE/LLC2","NY005021270P","CONSOLIDATED EDISON COMPANY OF NY","9435150","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","342056","N","2331.79","SC3","Yes","161.35"
"WISE TOWERS","MANHATTAN","WISE TOWERS","BLD 02","AMR",,"127","445","M012700","MIXED FINANCE/LLC2","NY005021270P","CONSOLIDATED EDISON COMPANY OF NY","9435150","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","331153","N","15872.21","SC3","Yes","1098.29"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435155","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","341004","N","23","SC3","Yes","1.15"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435155","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","321021","N","8843.29","SC3","Yes","442.18"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","9435194","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","23318","N","42175.32","SC3","Yes","3415"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","9435194","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","24012","N","3075.15","SC3","Yes","249"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435211","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","622046","N","3957.45","SC3","Yes","171.03"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435211","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","621262","N","3111.49","SC3","Yes","134.47"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435215","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","322037","N","38.59","SC3","Yes","0.69"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435215","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","311067","N","3521.59","SC3","Yes","62.97"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9435221","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","62135","N","13148.32","SC3","Yes","911.9"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9435221","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","62340","N","5203.67","SC3","Yes","360.9"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435231","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","622030","Y","4640.48","SC3","Yes","164.23"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435231","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","621295","Y","778.73","SC3","Yes","27.56"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","9435236","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","331058","N","332.85","SC3","Yes","17.66"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","9435236","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","321136","N","9996.37","SC3","Yes","530.38"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","9435302","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","610014","Y","4931.77","SC3","Yes","196.83"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","9435302","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","621132","Y","1331.98","SC3","Yes","53.16"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435313","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","621044","Y","722.89","SC3","Yes","27.81"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435313","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","622092","Y","8492.22","SC3","Yes","326.7"
"344 EAST 28TH STREET","MANHATTAN","EAST 028TH STREET","BLD 01","AMR",,"185","452","M018500","MIXED FINANCE/LLC2","NY005021850P","CONSOLIDATED EDISON COMPANY OF NY","9435318","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","631134","Y","2510.79","SC4","Yes","88.96"
"344 EAST 28TH STREET","MANHATTAN","EAST 028TH STREET","BLD 01","AMR",,"185","452","M018500","MIXED FINANCE/LLC2","NY005021850P","CONSOLIDATED EDISON COMPANY OF NY","9435318","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","621398","Y","3925.09","SC4","Yes","139.07"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9435326","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","630022-593","N","3024.16","SC3","Yes","0"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9435326","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","630022-544","N","3024.16","SC3","Yes","7"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9435326","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","632026-593","N","3024.16","SC3","Yes","0"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9435326","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","632026-544","N","3024.16","SC3","Yes","617"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435333","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","7310022","N","3552.76","SC3","Yes","173.69"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9435333","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","7220047","N","5517.83","SC3","Yes","269.76"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9436283","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","621076","N","8689.32","SC3","Yes","431.8"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9436283","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","632136","N","0","SC3","Yes","0"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9453167","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","332091","N","0","SC3","Yes","0"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9453167","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","321108","N","10911.39","SC3","Yes","611.35"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9657431","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","631052","Y","4512.06","SC3","Yes","283.65"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9657431","2020-10","2020-09-29T00:00:00.000","2020-10-28T00:00:00.000","29","621181","Y","9372.96","SC3","Yes","589.23"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9334712","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","311067","N","3800.6","SC3","Yes","65.11"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9334712","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","322037","N","14.01","SC3","Yes","0.24"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9334764","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","621044","N","1666.81","SC3","Yes","62.5"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9334764","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","622092","N","6334.96","SC3","Yes","237.54"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","9334774","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","610014","Y","4139.17","SC3","Yes","150.15"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","9334774","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","621132","Y","1709.15","SC3","Yes","62"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9341512","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","622046","N","3699.38","SC3","Yes","80.34"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9341512","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","621262","N","461.85","SC3","Yes","10.03"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9341555","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","622030","Y","4605.29","SC3","Yes","123.44"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9341555","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","621295","Y","22.38","SC3","Yes","0.6"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9341573","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","7220047","N","6920.03","SC3","Yes","289.51"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9341573","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","7310022","N","0","SC3","Yes","0"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9341593","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","332091","N","0","SC3","Yes","0"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","9341593","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","321108","N","9284.97","SC3","Yes","496.01"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9341599","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","321021","N","8680.23","SC3","Yes","452.71"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9341599","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","341004","N","0","SC3","Yes","0"
"344 EAST 28TH STREET","MANHATTAN","EAST 028TH STREET","BLD 01","AMR",,"185","452","M018500","MIXED FINANCE/LLC2","NY005021850P","CONSOLIDATED EDISON COMPANY OF NY","9348062","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","621398","N","6953.01","SC4","Yes","291.89"
"344 EAST 28TH STREET","MANHATTAN","EAST 028TH STREET","BLD 01","AMR",,"185","452","M018500","MIXED FINANCE/LLC2","NY005021850P","CONSOLIDATED EDISON COMPANY OF NY","9348062","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","631134","N","0","SC4","Yes","0"
"WISE TOWERS","MANHATTAN","WISE TOWERS","BLD 02","AMR",,"127","445","M012700","MIXED FINANCE/LLC2","NY005021270P","CONSOLIDATED EDISON COMPANY OF NY","9348071","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","342056","N","1.77","SC3","Yes","0.12"
"WISE TOWERS","MANHATTAN","WISE TOWERS","BLD 02","AMR",,"127","445","M012700","MIXED FINANCE/LLC2","NY005021270P","CONSOLIDATED EDISON COMPANY OF NY","9348071","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","331153","N","13985.85","SC3","Yes","949.7"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","9348079","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","24012","N","0","SC3","Yes","0"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","9348079","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","23318","N","33496.63","SC3","Yes","2893"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","9348084","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","331058","N","0","SC3","Yes","0"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","9348084","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","321136","N","6321.83","SC3","Yes","246.33"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9348974","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","630022-593","N","12.97","SC3","Yes","0.53"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9348974","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","630022-544","N","11.5","SC3","Yes","0.47"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9348974","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","632026-593","N","3421.91","SC3","Yes","139.86"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","9348974","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","632026-544","N","3083.82","SC3","Yes","126.04"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9435205","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","632136","Y","9011.09","SC3","Yes","476.4"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9435205","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","621076","Y","0","SC3","Yes","0"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9436262","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","62340","N","0","SC3","Yes","0"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","9436262","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","62135","N","14552.66","SC3","Yes","1006.1"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9657439","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","621181","N","8848.44","SC3","Yes","464.74"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","9657439","2020-09","2020-08-28T00:00:00.000","2020-09-29T00:00:00.000","32","631052","N","0","SC3","Yes","0"
