"boro_block_lot","address","neighborhood","building_classification","total_units","year_built","gross_sqft","estimated_gross_income","gross_income_per_sqft","estimated_expense","expense_per_sqft","net_operating_income","full_market_value","market_value_per_sqft","boro_block_lot_1","address_1","neighborhood_1","building_classification_1","total_units_1","year_built_1","gross_sqft_1","estimated_gross_income_1","gross_income_per_sqft_1","estimated_expense_1","expense_per_sqft_1","net_operating_income_1","full_market_value_1","market_value_per_sqft_1","distance_from_co_op_in_miles","boro_block_lot_2","address_2","neighborhood_2","building_classification_2","total_units_2","year_built_2","gross_sqft_2","estimated_gross_income_2","gross_income_per_sqft_2","estimated_expense_2","expense_per_sqft_2","net_operating_income_2","full_market_value_2","market_value_per_sqft_2","distance_from_co_op_in_miles_1","boro_block_lot_3","address_3","neighborhood_3","building_classification_3","total_units_3","year_built_3","gross_sqft_3","estimated_gross_income_3","gross_income_per_sqft_3","estimated_expense_3","expense_per_sqft_3","net_operating_income_3","full_market_value_3","market_value_per_sqft_3","distance_from_co_op_in_miles_2","report_year"
"1-01185-0001","33 RIVERSIDE DRIVE","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","144","1928","186100","8454523","45.43","1840529","9.89","6613994","53716000","288.64","1-01165-0056","244 WEST 74 STREET","UPPER WEST SIDE (59-79)","D6  -ELEVATOR","39","1922","40050","1833089","45.77","410112","10.24","1422977","7054000","176.13","0.15","1-01163-0011","251 WEST 71 STREET","UPPER WEST SIDE (59-79)","D7  -ELEVATOR","25","1920","33600","1498560","44.6","291648","8.68","1206912","8523000","253.66","0.25","1-01163-0020","225 WEST 71 STREET","UPPER WEST SIDE (59-79)","D7  -ELEVATOR","37","1920","49150","2232885","45.43","486094","9.89","1746791","6955000","141.51","0.25","2019"
"1-01185-0019","325 WEST END AVENUE","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","54","1916","160203","7406185","46.23","2032976","12.69","5373209","43638000","272.39","1-01126-0029","135 CENTRAL PARK WEST","UPPER WEST SIDE (59-79)","D6  -ELEVATOR","71","1906","217281","10535956","48.49","3502570","16.12","7033386","82036000","377.56","0.49","1-01249-0036","575 WEST END AVENUE","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","55","1915","104942","4851469","46.23","1354801","12.91","3496668","24791000","236.24","0.61",,,,,,,,,,,,,,,,"2019"
"1-01185-0032","320 WEST 76 STREET","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","75","1948","79050","3305871","41.82","1015793","12.85","2290078","18599000","235.28","1-01165-0056","244 WEST 74 STREET","UPPER WEST SIDE (59-79)","D6  -ELEVATOR","39","1922","40050","1688508","42.16","528660","13.2","1159848","7054000","176.13","0.15","1-01163-0011","251 WEST 71 STREET","UPPER WEST SIDE (59-79)","D7  -ELEVATOR","25","1920","33600","1377264","40.99","391104","11.64","986160","8523000","253.66","0.25","1-01163-0020","225 WEST 71 STREET","UPPER WEST SIDE (59-79)","D7  -ELEVATOR","37","1920","49150","2055453","41.82","631578","12.85","1423875","6955000","141.51","0.25","2019"
"1-01185-0082","314 WEST 77 STREET","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","18","1924","30265","1267801","41.89","349258","11.54","918543","7460000","246.49","1-01185-0030","306 WEST 76 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","14","1925","11700","490113","41.89","135018","11.54","355095","2520000","215.38","0.05","1-01185-0047","42 RIVERSIDE DRIVE","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","12","1910","11542","485687","42.08","122576","10.62","363111","2432000","210.71","0","1-01184-0067","317 WEST 74 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","19","1920","7694","321301","41.76","75940","9.87","245361","2044000","265.66","0.1","2019"
"1-01186-0033","375 WEST END AVENUE","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","48","1912","71880","3673068","51.1","1120609","15.59","2552459","20732000","288.43","1-01186-0083","393 WEST END AVENUE","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","114","1927","134183","6214015","46.31","2668900","19.89","3545115","28792000","214.57","0.05","1-01167-0104","255 WEST 75 STREET","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","62","1920","27713","1416134","51.1","361100","13.03","1055034","8568000","309.17","0.14","1-01126-0038","10 WEST 74 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","86","1941","71890","4158837","57.85","850459","11.83","3308378","26865000","373.7","0.52","2019"
"1-01186-0048","54 RIVERSIDE DRIVE","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","81","1926","147001","6490094","44.15","1894843","12.89","4595251","37320000","253.88","1-01126-0029","135 CENTRAL PARK WEST","UPPER WEST SIDE (59-79)","D6  -ELEVATOR","71","1906","217281","10084011","46.41","3498224","16.1","6585787","82036000","377.56","0.52","1-01249-0036","575 WEST END AVENUE","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","55","1915","104942","4633189","44.15","1352702","12.89","3280487","24791000","236.24","0.51",,,,,,,,,,,,,,,,"2019"
"1-01186-0051","52 RIVERSIDE DRIVE","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","48","1926","62487","2416997","38.68","865445","13.85","1551552","12601000","201.66","1-01165-0056","244 WEST 74 STREET","UPPER WEST SIDE (59-79)","D6  -ELEVATOR","39","1922","40050","1595993","39.85","616770","15.4","979223","7054000","176.13","0.23","1-01169-0029","360 AMSTERDAM AVENUE","UPPER WEST SIDE (59-79)","D6  -ELEVATOR","134","1929","131476","5044734","38.37","1922179","14.62","3122555","34663000","263.65","0.18","1-01163-0011","251 WEST 71 STREET","UPPER WEST SIDE (59-79)","D7  -ELEVATOR","25","1920","33600","1299648","38.68","465360","13.85","834288","8523000","253.66","0.34","2019"
"1-01186-0052","60 RIVERSIDE DRIVE","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","152","1965","185041","7449751","40.26","2370375","12.81","5079376","41245000","222.9","1-01186-0025","365 WEST END AVENUE","UPPER WEST SIDE (59-79)","D6  -ELEVATOR","116","1925","188830","7823227","41.43","2384923","12.63","5438304","30500000","161.52","0.05","1-01165-0056","244 WEST 74 STREET","UPPER WEST SIDE (59-79)","D6  -ELEVATOR","39","1922","40050","1612413","40.26","481001","12.01","1131412","7054000","176.13","0.28","1-01169-0029","360 AMSTERDAM AVENUE","UPPER WEST SIDE (59-79)","D6  -ELEVATOR","134","1929","131476","5098639","38.78","1476475","11.23","3622164","34663000","263.65","0.18","2019"
"1-01186-0084","302 WEST 79 STREET","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","45","1905","41800","1837946","43.97","584364","13.98","1253582","10181000","243.56","1-01185-0047","42 RIVERSIDE DRIVE","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","12","1910","11542","509579","44.15","150623","13.05","358956","2432000","210.71","0.1","1-01185-0030","306 WEST 76 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","14","1925","11700","514449","43.97","163566","13.98","350883","2520000","215.38","0.15","1-01150-0041","120 WEST 79 STREET","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","64","1926","114696","4997305","43.57","1513987","13.2","3483318","26495000","231","0.3","2019"
"1-01186-0087","310 WEST 79 STREET","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","35","1910","58266","2809004","48.21","962554","16.52","1846450","14996000","257.37","1-01185-0030","306 WEST 76 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","14","1925","11700","564057","48.21","193284","16.52","370773","2520000","215.38","0.15","1-01185-0047","42 RIVERSIDE DRIVE","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","12","1910","11542","558633","48.4","179940","15.59","378693","2432000","210.71","0.1","1-01150-0041","120 WEST 79 STREET","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","64","1926","114696","5483616","47.81","1805315","15.74","3678301","26495000","231","0.3","2019"
"1-01186-0095","67 RIVERSIDE DRIVE","UPPER WEST SIDE (59-79)","D4  -ELEVATOR","37","1907","64421","3186263","49.46","739553","11.48","2446710","19871000","308.46","1-01185-0030","306 WEST 76 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","14","1925","11700","578682","49.46","134316","11.48","444366","2520000","215.38","0.15","1-01185-0047","42 RIVERSIDE DRIVE","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","12","1910","11542","573060","49.65","121768","10.55","451292","2432000","210.71","0.1","1-01150-0041","120 WEST 79 STREET","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","64","1926","114696","5626986","49.06","1227247","10.7","4399739","26495000","231","0.3","2019"
"1-01195-0001","441 COLUMBUS AVENUE","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","130","1905","101145","4671888","46.19","1603148","15.85","3068740","24923000","246.41","1-01196-0003","465 COLUMBUS AVENUE","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","21","1988","19303","992753","51.43","297845","15.43","694908","5644000","292.39","0.05","1-01210-0001","401 AMSTERDAM AVENUE","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","80","1927","106521","4362035","40.95","1736292","16.3","2625743","21323000","200.18","0.2",,,,,,,,,,,,,,,,"2019"
"1-01195-0010","35 WEST 81 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","72","1914","64776","2800266","43.23","1017631","15.71","1782635","14478000","223.51","1-01195-0014","25 WEST 81 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","64","1927","109896","4822236","43.88","1741852","15.85","3080384","24611000","223.95","0","1-01211-0052","158 WEST 81 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","37","1930","37251","1610361","43.23","585213","15.71","1025148","6351000","170.49","0.18","1-01200-0043","20 WEST 87 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","24","1910","17046","732637","42.98","287736","16.88","444901","4210000","246.98","0.26","2019"
"1-01195-0018","15 WEST 81 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","134","1930","338373","14025561","41.45","4747373","14.03","9278188","75353000","222.69","1-01199-0029","251 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D7  -ELEVATOR","71","1925","128194","5313641","41.45","1798562","14.03","3515079","30672000","239.26","0.2","1-01249-0036","575 WEST END AVENUE","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","55","1915","104942","4165148","39.69","1438755","13.71","2726393","24791000","236.24","0.59","1-01205-0029","315 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","44","1911","109769","4592735","41.84","1693736","15.43","2898999","14397000","131.16","0.51","2019"
"1-01195-0023","11 WEST 81 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","36","1908","46086","1866483","40.5","734611","15.94","1131872","9192000","199.45","1-01195-0014","25 WEST 81 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","64","1927","109896","4471668","40.69","1658331","15.09","2813337","24611000","223.95","0","1-01211-0052","158 WEST 81 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","37","1930","37251","1491903","40.05","556902","14.95","935001","6351000","170.49","0.18","1-01216-0051","144 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","67","1929","96546","3910113","40.5","1538943","15.94","2371170","15905000","164.74","0.26","2019"
"1-01195-0048","32 WEST 82 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","57","1926","55120","2128183","38.61","763412","13.85","1364771","11084000","201.09","1-01195-0014","25 WEST 81 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","64","1927","109896","4243085","38.61","1522060","13.85","2721025","24611000","223.95","0","1-01216-0051","144 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","67","1929","96546","3709297","38.42","1419226","14.7","2290071","15905000","164.74","0.26","1-01217-0025","115 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","81","1931","83837","3238623","38.63","1312049","15.65","1926574","16423000","195.89","0.31","2019"
"1-01195-0054","56 WEST 82 STREET","UPPER WEST SIDE (79-96)","C6  -WALK-UP","19","1900","14214","600257","42.23","202407","14.24","397850","3231000","227.31","1-01196-0051","42 WEST 83 STREET","UPPER WEST SIDE (79-96)","C5  -WALK-UP","15","1900","11540","488488","42.33","176908","15.33","311580","2458000","213","0.05","1-01199-0006","71 WEST 85 STREET","UPPER WEST SIDE (79-96)","C5  -WALK-UP","15","1900","11315","475796","42.05","149132","13.18","326664","2751000","243.13","0.2","1-01211-0028","103 WEST 80 STREET","UPPER WEST SIDE (79-96)","C1  -WALK-UP","18","1900","14370","606845","42.23","204629","14.24","402216","3377000","235","0.18","2019"
"1-01196-0009","41 WEST 82 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","38","1916","59824","2534145","42.36","972140","16.25","1562005","12684000","212.02","1-01216-0039","114 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","49","1928","47369","2013183","42.5","534322","11.28","1478861","7922000","167.24","0.22","1-01227-0061","412 WEST END AVENUE","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","40","1900","49840","2103746","42.21","486438","9.76","1617308","6433000","129.07","0.42",,,,,,,,,,,,,,,,"2019"
"1-01196-0013","35 WEST 82 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","29","1912","33102","1118848","33.8","302221","9.13","816627","6633000","200.38","1-01211-0052","158 WEST 81 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","37","1930","37251","1262436","33.89","250327","6.72","1012109","6351000","170.49","0.2","1-01229-0006","265 WEST 81 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","36","1900","41137","1386317","33.7","286725","6.97","1099592","8783000","213.51","0.39",,,,,,,,,,,,,,,,"2019"
"1-01196-0029","225 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","345","1926","245676","10834312","44.1","4510611","18.36","6323701","51358000","209.05","1-01199-0029","251 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D7  -ELEVATOR","71","1925","128194","5758474","44.92","2179298","17","3579176","30672000","239.26","0.15","1-01197-0113","41 WEST 83 STREET","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","38","1913","46845","2044784","43.65","782780","16.71","1262004","5411000","115.51","0.05","1-01199-0055","40 WEST 86 STREET","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","61","1931","92065","4060067","44.1","1690313","18.36","2369754","13030000","141.53","0.15","2019"
"1-01196-0035","227 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","22","1910","28206","1657103","58.75","269649","9.56","1387454","11268000","399.49","1-01198-0029","241 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","140","1931","253749","13715133","54.05","2537490","10","11177643","45249000","178.32","0.1","1-01203-0033","295 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","136","1941","145476","7910985","54.38","1367474","9.4","6543511","29337000","201.66","0.36","1-01211-0052","158 WEST 81 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","37","1930","37251","2021984","54.28","356120","9.56","1665864","6351000","170.49","0.2","2019"
"1-01196-0052","46 WEST 83 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","66","1911","56949","2243221","39.39","771089","13.54","1472132","11956000","209.94","1-01200-0043","20 WEST 87 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","24","1910","17046","667521","39.16","252963","14.84","414558","4210000","246.98","0.21","1-01196-0024","11 WEST 82 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","15","1900","6840","271001","39.62","83653","12.23","187348","1602000","234.21","0",,,,,,,,,,,,,,,,"2019"
"1-01197-0005","71 WEST 83 STREET","UPPER WEST SIDE (79-96)","C6  -WALK-UP","12","1900","11000","445610","40.51","131780","11.98","313830","2549000","231.73","1-01196-0019","23 WEST 82 STREET","UPPER WEST SIDE (79-96)","C5  -WALK-UP","30","1900","21434","842356","39.3","156468","7.3","685888","5569000","259.82","0.05","1-01196-0051","42 WEST 83 STREET","UPPER WEST SIDE (79-96)","C5  -WALK-UP","15","1900","11540","468639","40.61","150828","13.07","317811","2458000","213","0.05","1-01211-0028","103 WEST 80 STREET","UPPER WEST SIDE (79-96)","C1  -WALK-UP","18","1900","14370","582129","40.51","172153","11.98","409976","3377000","235","0.23","2019"
"1-01197-0010","55 WEST 83 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","21","1900","12641","531554","42.05","147141","11.64","384413","3122000","246.97","1-01198-0024","11A WEST 84 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","20","1911","12185","514938","42.26","137812","11.31","377126","1998000","163.97","0.05","1-01217-0113","147 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","15","1910","8965","372227","41.52","108745","12.13","263482","1903000","212.27","0.23","1-01197-0027","3 WEST 83 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","26","1900","13839","581930","42.05","161086","11.64","420844","2956000","213.6","0","2019"
"1-01197-0029","230 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","113","1929","156360","6745370","43.14","2833243","18.12","3912127","31772000","203.2","1-01199-0029","251 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D7  -ELEVATOR","71","1925","128194","5635408","43.96","2147250","16.75","3488158","30672000","239.26","0.1","1-01197-0113","41 WEST 83 STREET","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","38","1913","46845","1999813","42.69","771537","16.47","1228276","5411000","115.51","0","1-01199-0055","40 WEST 86 STREET","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","61","1931","92065","3971684","43.14","1668218","18.12","2303466","13030000","141.53","0.1","2019"
"1-01197-0036","239 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","92","1926","203217","9073639","44.65","2739365","13.48","6334274","51444000","253.15","1-01199-0029","251 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D7  -ELEVATOR","71","1925","128194","5723862","44.65","1728055","13.48","3995807","30672000","239.26","0.1","1-01205-0029","315 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","44","1911","109769","4943996","45.04","1634460","14.89","3309536","14397000","131.16","0.41",,,,,,,,,,,,,,,,"2019"
"2-02421-0013","270 EAST 162 STREET","MELROSE/CONCOURSE","C6    -WALK-UP","11","1931","10675","173042","16.21","100452","9.41","72590","534000","50.02","2-02380-0001","802 MELROSE AVENUE","MORRISANIA/LONGWOOD","C7    -WALK-UP","15","1905","8620","141368","16.40","75253","8.73","66115","488000","56.61","0.29","2-02620-0001","575 EAST 161 STREET","MORRISANIA/LONGWOOD","C7    -WALK-UP","14","1882","10829","173589","16.03","109265","10.09","64324","472000","43.59","0.48",,,,,,,,,,,,,,,,"2022"
"1-01197-0050","36 WEST 84 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","27","1924","42814","1706994","39.87","472238","11.03","1234756","10028000","234.22","1-01200-0043","20 WEST 87 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","24","1910","17046","675533","39.63","207791","12.19","467742","4210000","246.98","0.16","1-01216-0051","144 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","67","1929","96546","3892735","40.32","1160483","12.02","2732252","15905000","164.74","0.19","1-01211-0052","158 WEST 81 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","37","1930","37251","1485197","39.87","410879","11.03","1074318","6351000","170.49","0.23","2019"
"1-01197-0052","40 WEST 84 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","28","1917","36265","1111160","30.64","407619","11.24","703541","5714000","157.56","1-01216-0051","144 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","67","1929","96546","3001615","31.09","1180758","12.23","1820857","15905000","164.74","0.19","1-01200-0043","20 WEST 87 STREET","UPPER WEST SIDE (79-96)","D1  -ELEVATOR","24","1910","17046","518028","30.39","211370","12.4","306658","4210000","246.98","0.16","1-01211-0052","158 WEST 81 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","37","1930","37251","1141371","30.64","418701","11.24","722670","6351000","170.49","0.23","2019"
"1-01197-0061","66 WEST 84 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","31","1900","20350","1188644","58.41","282662","13.89","905982","7357000","361.52","1-01217-0035","101 WEST 86 STREET","UPPER WEST SIDE (79-96)","D7  -ELEVATOR","44","1910","29080","1604053","55.16","403921","13.89","1200132","14550000","500.34","0.23","1-01216-0001","175 WEST 85 STREET","UPPER WEST SIDE (79-96)","D7  -ELEVATOR","46","1900","20370","1076351","52.84","316957","15.56","759394","7964000","390.97","0.19","1-01199-0061","531 COLUMBUS AVENUE","UPPER WEST SIDE (79-96)","D7  -ELEVATOR","36","1910","47765","2694901","56.42","959121","20.08","1735780","21829000","457.01","0.1","2019"
"1-01198-0019","15 WEST 84 STREET","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","90","1950","89840","3978115","44.28","1489547","16.58","2488568","20211000","224.97","1-01199-0055","40 WEST 86 STREET","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","61","1931","92065","4104258","44.58","1670059","18.14","2434199","13030000","141.53","0.05","1-01197-0113","41 WEST 83 STREET","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","38","1913","46845","2066801","44.12","772006","16.48","1294795","5411000","115.51","0.05","1-01216-0140","120 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3  -ELEVATOR","50","1912","57799","2559340","44.28","958307","16.58","1601033","10862000","187.93","0.17","2019"
"1-01199-0036","257 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D4  -ELEVATOR","73","1925","148380","6775031","45.66","2090674","14.09","4684357","38044000","256.4","1-01199-0029","251 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D7  -ELEVATOR","71","1925","128194","5853338","45.66","1806253","14.09","4047085","30672000","239.26","0","1-01205-0029","315 CENTRAL PARK WEST","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","44","1911","109769","5054862","46.05","1700322","15.49","3354540","14397000","131.16","0.31","1-01249-0036","575 WEST END AVENUE","UPPER WEST SIDE (79-96)","D6  -ELEVATOR","55","1915","104942","4606954","43.9","1445051","13.77","3161903","24791000","236.24","0.51","2019"
