"tru","start_date","end_date","status_description","street_activity","premise_no","street_name","borough","zip_code","facility_aka","facility_type","bin","block","lot","cross_street_on","cross_street_between","cross_street_and","building_owner_name","contractor_name","air_monitor_name","entire_floor","floor","section","acm_type","acm_amount","acm_unit","abatement_type","procedure_name","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"TRU0895BK21","2022-02-03T00:00:00.000","2022-06-16T00:00:00.000","Postponed","No","333","Lafayette Ave","Brooklyn","11238",,"Residence","3055377","01933","0100",,,,"Pratt Towers Inc","ESG, Inc.","Airtek Environmental Corp.","No","23","Unit C","Vertical Pipe Insulation","30","Linear Feet","Removal","DEP Variance","40.688657","-73.962027","2","35","193","3019330100","Clinton Hill"
"TRU1067MN21","2021-06-09T00:00:00.000","2022-05-26T00:00:00.000","Closed","No","532","West 215 St","Manhattan","10034","Amber Charter School","School","1082063","02243","0339",,,,"Guido Subotovsky","New York Insulation, Inc.","Adelaide Environmental Health Associates, Inc.","No","4th","Classroom 407","VAT","320","Square Feet","Removal","Interior Foam","40.87044","-73.917342","12","10","303","1022430339","Marble Hill-Inwood"
"TRU1345BK20","2020-11-13T00:00:00.000","2021-11-05T00:00:00.000","Closed","No","429","Dumont Ave","Brooklyn","11212","Van Dyke I Houses Bldg.# 17","Residence","3328046","03777","0001",,,,"New York City Housing Authority (NYCHA)","AMC United, Inc.","Genesis Environmental Consultants Inc.","No","6","6G","VAT","622","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.664999","-73.903311","16","41","910","3037770001","Brownsville"
"TRU0135QN23","2023-02-21T00:00:00.000","2024-02-02T00:00:00.000","Submitted","No","109-59","Inwood Street","Queens","11435","PS 160Q","School","4258143","11942","0302",,,,"NYC School Construction Authority (NYCSCA)","P.A.L. Environmental Safety Corp. dba PAL Environm","Taylor Environmental Group, Inc.","No","Basement","1939 Main Building Fan Room Adjacent to Electrical Room","Electrical Panel Backer Boards","2","Square Feet","Removal","Tent","40.688103","-73.800415","12","28","196","4119420302","South Jamaica"
"TRU3082MN22","2023-01-17T00:00:00.000","2023-12-27T00:00:00.000","Closed","No","400","East 30th Street","Manhattan","10016","Bellevue Men's Shelter","Other","1087298","00962","0097",,,,"NYC Dept of Design & Construction (NYCDDC)","D & S Restoration, Inc.","WSP USA Solutions Inc.","No","Basement","Northwest Section","Tar Pipe Insulation","10","Linear Feet","Removal","Tent","40.74113","-73.975021","6","4","62","1009620097","Murray Hill-Kips Bay"
"TRU0852MN21","2021-05-24T00:00:00.000","2022-04-29T00:00:00.000","Closed","No","45","E. 72nd Street","Manhattan","10021",,"Residence","1041460","01387","0027",,,,"Raman Bet-Mansour","New York Insulation, Inc.","H.A. Bader Consultants, Inc.","No","8","Apt 8A - Bedroom 3","Pipe Insulation","10","Linear Feet","Removal","DEP Variance","40.771583","-73.964936","8","4","130","1013870027","Upper East Side-Carnegie Hill"
"TRU0637MN20","2020-08-10T00:00:00.000","2021-03-16T00:00:00.000","Closed","No","17","West 54 Street","Manhattan","10019",,"Residence","1080440","01270","0020",,,,"17 and 24 Corporation","New York Insulation Inc.","H.A. Bader Consultants, Inc.","No","2","2E","Anchor Tar","8","Square Feet","Removal","DEP Variance","40.761405","-73.976222","5","4","104","1012700020","Midtown-Midtown South"
"TRU1011BX21","2021-09-24T00:00:00.000","2022-08-31T00:00:00.000","Submitted","No","1155","Cromwell Avenue","Bronx","10452","P.S. 114X","School","2003022","02495","0100",,,,"NYC School Construction Authority (NYCSCA)","Empire Control Abatement, Inc.","Langan Engineering, Environmental, Surveying, Land","No","3rd Floor","Room#324","Radiator backing insulation","15","Square Feet","Removal","DEP Variance","40.834776","-73.923067","4","16","63","2024950100","West Concourse"
"TRU1886BK21","2021-11-11T00:00:00.000","2022-11-11T00:00:00.000","Closed","No","222","Lenox Road","Brooklyn","11226",,"Residence","3116678","05085","0027",,,,"222 Lenox LLC","Starnight Corp.","Twin Peaks Environmental LLC","No","6th","Apt Unit: F","ACM Roof Debris","810","Square Feet","Cleanup","Emergency Cleanup","40.654023","-73.951909","17","40","820","3050850027","Prospect Lefferts Gardens-Wingate"
"TRU1262BK23","2023-07-03T00:00:00.000","2024-06-20T00:00:00.000","Submitted","No","500","19th Street","Brooklyn","11215","Bishop ford High School",,"3017307","00889","0001",,,,"ROCKLYN ASSETS CORP","CPC Environmental Services Corporation","Jude C. Ulokameje DBA Confidence Environmental Ser","No","2nd Floor","Building rear Side","WINDOW CAULKING","30","Square Feet","Removal","Exterior Vertical Surface","40.656944","-73.983115","7","38","1502","3008890001","Windsor Terrace"
"TRU2166BK21","2022-01-05T00:00:00.000","2022-12-26T00:00:00.000","Closed","No","605","Lorimer St","Brooklyn","11211",,,"3322854","02751","0031",,,,"Eric Bar","Star Environmental LLC","U. Stiv Environmental Svces Inc.","No","2nd floor","corridor","Plaster wall","400","Square Feet","Removal","Subchapter G","40.715085","-73.949545","1","34","501","3027510031","East Williamsburg"
"TRU1227MN23","2023-07-11T00:00:00.000","2024-05-21T00:00:00.000","Submitted","No","227","West 27Th street","Manhattan","10001","FIT","School","1014251","00777","0018",,,,"Fashion Institute of Technology","JVN Restoration Inc.","Environmental Planning & Management, Inc.","No","7","c-711","Floor tile/mastic","940","Square Feet","Removal","Interior Foam","40.747127","-73.994991","5","3","95","1007770018","Midtown-Midtown South"
"TRU0286BK23","2023-05-31T00:00:00.000","2024-02-16T00:00:00.000","Submitted","No","7805","7th Avenue","Brooklyn","11228","P.S. 127 K","School","3150481","05973","0001",,,,"NYC School Construction Authority (NYCSCA)","D & S Restoration, Inc.","Taylor Environmental Group, Inc.","No","Basement","Boiler Room","gasket to boiler breeching","30","Square Feet","Removal","DEP Variance","40.624173","-74.018732","10","43","206","3059730001","Dyker Heights"
"TRU6067BX18","2018-10-09T00:00:00.000","2019-09-26T00:00:00.000","Closed","No","3825","Corlear Ave","Bronx","10463",,"School","2084006","05774","0240",,,,"Manhattan College","AGG Environmental Corp.","Omega Environmental Services Inc.","No","2nd","roof","base flashing","62","Square Feet","Removal","Exterior Foam","40.885976","-73.901388","8","11","285","2057740240","Spuyten Duyvil-Kingsbridge"
"TRU0880QN22","2022-08-15T00:00:00.000","2023-08-01T00:00:00.000","Closed","No","32-20","32nd Street","Queens","11106",,"Residence","4008291","00611","0144",,,,"Alley Scott","The Asbestos Contractor, Inc.","New York Safety Services LLC","No","1","North","Window caulking","4","Square Feet","Removal","Exterior Vertical Surface","40.76123","-73.924902","1","22","59","4006110144","Astoria"
"TRU1092MN20","2020-07-16T00:00:00.000","2021-07-06T00:00:00.000","Closed","No","270","Park Avenue","Manhattan","10017",,"Commercial","1035421","01283","0021",,,,"JP Morgan Chase, NA","NorthStar Contracting Group, Inc.","Hillmann Consulting, LLC","No","9th Floor","Podium Facade Panel","Spandrel Panel","2973","Square Feet","Removal","DEP Variance","40.755641","-73.975109","5","4","94","1012830021","Midtown-Midtown South"
"TRU1498BX21","2021-12-11T00:00:00.000","2022-12-15T00:00:00.000","Closed","No","1111","Pugsley Avenue","Bronx","10472","X125","School","2025717","03790","0040",,,,"NYC School Construction Authority (NYCSCA)","ABC Construction Contracting Inc.","TRC Engineers, Inc.","No","Basement","Room #B028","Wall Board Mastic","8","Square Feet","Removal","Tent","40.829232","-73.856734","9","18","4001","2037900040","Soundview-Bruckner"
"TRU0993BK19","2019-07-05T00:00:00.000","2020-06-25T00:00:00.000","Closed","No","29","Fort Greene Place","Brooklyn","11217","Brooklyn Technical High School (K430)","School","3058752","02098","0013",,,,"NYC School Construction Authority (NYCSCA)","U.S. Environmental Abatement, Corp.","Taylor Environmental Group, Inc.","No","7th Floor","Room 7E2","VAT","660","Square Feet","Removal","Interior Foam","40.688834","-73.976905","2","35","33","3020980013","Fort Greene"
"TRU0119QN21","2021-03-03T00:00:00.000","2022-02-16T00:00:00.000","Closed","No","152-61","Jewel Avenue","Queens","11367","152-79 Jewel Avenue","Residence","4459261","06542","0003",,,,"Georgetown Mews c/o MGRE","New York Insulation, Inc.","Airtek Environmental Corp.","No","Basement","Crawlspace","ACM Debris","300","Square Feet","Removal","DEP Variance","40.732034","-73.815766","8","24","809","4065420003","Kew Gardens Hills"
"TRU1239QN22","2022-11-04T00:00:00.000","2023-10-27T00:00:00.000","Closed","No","33-52","62nd Street","Queens","11377","P.S. 152 (Q152)","School","4027102","01184","0014",,,,"NYC School Construction Authority (NYCSCA)","D & S Restoration, Inc.","Core Environmental Consultants, Inc.","No","1st","Room#119","Floor Tiles","205","Square Feet","Removal","Interior Foam","40.753037","-73.900123","2","26","293","4011840014","Woodside"
"TRU6189QN18","2019-02-04T00:00:00.000","2019-10-24T00:00:00.000","Closed","No","179-24","Union Turnpike","Queens","11366","179-26; 179-28; 179-30; 179-32; 179-34","Commercial","4155491","07229","0020",,,,"Union Center LLC","Rona Maintenance Inc.","3E Environmental Inc.","No","1","Building 179-34 Walls","Tar","1000","Square Feet","Removal","DEP Variance","40.726838","-73.788375","8","24","1277","4072290020","Jamaica Estates-Holliswood"
"TRU2842MN22","2023-11-01T00:00:00.000","2023-11-20T00:00:00.000","Submitted","No","181","Convent Avenue","Manhattan","10031","Marshak Building","School","1059410","01957","0100",,,,"Dormitory Authority State of New York (DASNY)","Empire Control Abatement, Inc.","Watts Architecture & Engineering, D.P.C.","No","Roof","Cooling Tower (CT) - 3","Pipe flange Gasket","12","Square Feet","Removal","CODE 56 State Owned Bldgs","40.819574","-73.949921","9","9","21703","1019570100","Manhattanville"
"TRU2901MN19","2019-12-04T00:00:00.000","2020-10-29T00:00:00.000","Closed","No","3-5","Weehawken Street","Manhattan","10014",,"Residence","1011976","00636","7502",,,,"3-5 Weehawken Codominium","Incinia Contracting Inc","DeFash Global Resources Inc.","Yes","Roof",,"Roofing Material","2120","Square Feet","Removal","Exterior Foam","40.733016","-74.009807","2","3","75","1006367502","West Village"
"TRU5056MN18","2018-04-02T00:00:00.000","2019-01-09T00:00:00.000","Closed","No","55","Water Street","Manhattan","10041",,"Commercial","1083346","00032","7501",,,,"New Water Street Corp.","Pal Environmental Safety Corp.","Advanced Environmental Corp","No","10th","Elevator Shaft Car#64","Fireproofing Overspray","12","Square Feet","Removal","Tent","40.703608","-74.009691","1","1","9","1000327501","Battery Park City-Lower Manhattan"
"TRU0573BX19","2019-06-03T00:00:00.000","2020-05-18T00:00:00.000","Closed","No","1435","Harrod Avenue","Bronx","10472","Bronx River Houses Bldg.#2 Contract # 1721663","Residence","2092911","03886","0002",,,,"New York City Housing Authority (NYCHA)","Zoria Housing, LLC","Genesis Environmental Consultants Inc.","No","Roof","Bulkhead Elevation 1,2,3&4","Vertical Expansion joints as ACM","8","Square Feet","Removal","Exterior Vertical Surface","40.834605","-73.87487","9","18","62","2038860002","West Farms-Bronx River"
"TRU1280QN21","2021-12-28T00:00:00.000","2022-11-16T00:00:00.000","Closed","No","171-40","105th Avenue","Queens","11433",,"Residence","4218258","10241","0027",,,,"Restoring Urban Neighborhoods LLC","Star Environmental LLC","The ALC Group, LLC dba ALC Environmental","Yes","roof",,"roofing","930","Square Feet","Removal","Exterior Foam","40.702116","-73.785373","12","27","440","4102410027","South Jamaica"
"TRU0846BK23","2023-05-09T00:00:00.000","2024-04-26T00:00:00.000","Closed","No","1965","20th drive","Brooklyn","11214",,"Residence","3169931","06466","0047",,,,"1965D LLC","IWA Construction Inc","Sentinel Environmental Inc","No","1st","main room closet","ceiling tiles","25","Square Feet","Removal","Tent","40.599521","-74.004433","11","43","282","3064660047","Bath Beach"
"TRU1348MN19","2019-06-29T00:00:00.000","2020-05-27T00:00:00.000","Closed","No","1270","Avenue of the Americas","Manhattan","10020",,"Other","1083861","01266","0001",,,,"RCPI Landmark Properties, LLC","Degmor Environmental Services, LLC","Hillmann Consulting, LLC","No","4th Floor","Suite 420","Tar Convector Frames","18","Square Feet","Removal","DEP Variance","40.760231","-73.980172","5","4","104","1012660001","Midtown-Midtown South"
"TRU0408MN19","2019-03-04T00:00:00.000","2020-02-21T00:00:00.000","Submitted","No","120","E 90th St","Manhattan","10128","Trafalgar House Condominium","Residence","1048139","01518","7501",,,,"Trafalgar House Condo","Environmental Appraisers & Builders LLC","People's Environmental, Inc","No","7th","apartment 7A","MASTIC","360","Square Feet","Removal","Interior Foam","40.782344","-73.954419","8","4","14802","1015187501","Upper East Side-Carnegie Hill"
"TRU1360BK22","2022-07-18T00:00:00.000","2023-07-10T00:00:00.000","Postponed","No","91","Boerum Street","Brooklyn","11206",,"Residence","3071200","03060","0075",,,,"Lindsay Park Housing Corp. c/o Metro Mgmt Dev","ESG, Inc.","Advanced Environmental Corp.","No","Ground FL","Community Room","Pop-corn ceiling","2","Square Feet","Removal","DEP Variance","40.705676","-73.945513","1","34","505","3030600075","East Williamsburg"
"TRU1648MN20","2020-10-08T00:00:00.000","2021-09-20T00:00:00.000","Closed","No","520","La Guardia Place","Manhattan","10012",,"Residence","1008646","00537","0033",,,,"James Buchheim","LST Group LLC","Total Environmental Associates, Inc.","No","Apt 7N","Living room","Debris inside ceiling plenum","400","Square Feet","Removal","Full Containment","40.728259","-73.998802","2","1","65","1005370033","West Village"
"TRU1242BK23","2023-06-27T00:00:00.000","2024-06-18T00:00:00.000","Submitted","No","190","Willoughby Avenue","Brooklyn","11205",,"Commercial","3334961","01920","0001",,,,"Pratt Institute","Incinia Contracting Inc","Advanced Environmental Corp.","No","3","Room 303 Perimeter Wall","VAT","10","Square Feet","Removal","Tent","40.692015","-73.964322","2","35","193","3019200001","Clinton Hill"
"TRU1566MN20","2020-11-09T00:00:00.000","2021-09-08T00:00:00.000","Closed","No","1","East 70th Street","Manhattan","10021","Frick Museum","Other","1081213","01385","0001",,,,"The Frick Collection","P.A.L. Environmental Safety Corp.","Advanced Environmental Corp.","No","1935 06","Northeast Quadrant","Duct Insulation","46","Square Feet","Removal","DEP Variance","40.771054","-73.967749","8","4","130","1013850001","Upper East Side-Carnegie Hill"
"TRU0709MN23","2023-04-13T00:00:00.000","2024-03-26T00:00:00.000","Submitted","No","20","East 76 Street","Manhattan","10021",,"Commercial","1041706","01390","0057",,,,"Surrey Propco, LLC","Alba Environmental Inc.","Enviro-Pro Unltd Corp.","No","8","North Elevation Exterior Facade","Window Caulk","10","Square Feet","Removal","Exterior Vertical Surface","40.774549","-73.964003","8","4","130","1013900057","Upper East Side-Carnegie Hill"
"TRU5602BK18","2018-04-30T00:00:00.000","2019-04-11T00:00:00.000","Closed","No","3311","Surf Avenue","Brooklyn","11224","O'Dwyer Gardens Bldg#2 Contract # RF1716757","Residence","3321765","07047","0014",,,,"New York City Housing Authority (NYCHA)","J & N Construction Group Corp.","The Saban Engineering Group, Inc.","No","4th","Facade Elevations #1,4,7&10","Brick as ACM @ Sill","43","Square Feet","Removal","Exterior Vertical Surface","40.572853","-73.999464","13","47","342","3070470014","Seagate-Coney Island"
"TRU0167BX23","2023-02-12T00:00:00.000","2024-02-05T00:00:00.000","Closed","No","2853","Paul Avenue","Bronx","10468","Lehman College Library","School","2097315","03247","0001",,,,"Dormitory Authority State of New York (DASNY)","AGD Contracting Corp.","LiRo Engineers, Inc.","No","Basement","B-16","Electrical Panel","4","Square Feet","Removal","CODE 56 State Owned Bldgs","40.871228","-73.894062","7","11","409","2032470001","Van Cortlandt Village"
"TRU0240MN19","2019-02-11T00:00:00.000","2020-01-29T00:00:00.000","Closed","No","885","West End Avenue","Manhattan","10025",,"Commercial","1057197","01890","0053",,,,"Jaye Chen and Peter Brown","Alvo Corp.","Wald Environmental Inc.","No","10th","Apt 10 CD","Pipe insulation","60","Linear Feet","Removal","Tent","40.79986","-73.969859","7","6","191","1018900053","Upper West Side"
"TRU1952MN19","2019-08-19T00:00:00.000","2020-07-22T00:00:00.000","Closed","No","163","E 111th Street","Manhattan","10029","First Spanish United Methodist Church","Other","1085679","01639","0021",,,,"First Spanish United Methodist Church","Abatek Corp.","Environmental Management Services, Inc.","No","roof","North & South flat roofs","membrane","2700","Square Feet","Removal","Exterior Foam","40.795256","-73.9435","11","8","172","1016390021","East Harlem South"
