"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","benchid","category","benchtype","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","femafldz","femafldt","hrcevac"
"POINT (-73.89309957832815 40.86184771053486)","2","Bronx","205","15","78","33","15","1199.0","258.0","BID","backed","2012-10-22T00:00:00.000","350 East Fordham Road","350 East Fordham Road","East Fordham Road","Elm Place and Marion Avenues","Bronx","205.0","Not Applicable","Fordham Road","40.861856","-73.893101","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.94597056751803 40.75764073305082)","4","Queens","401","26","37","12","12","4031.0","511.0","Bus Route","backed 2","2018-04-26T00:00:00.000","40-13 Vernon Boulevard","9-99 41st Avenue","41st Avenue","Vernon Boulevard & 10th Street","Queens","401.0","Q102","Not Applicable","40.757649","-73.945972","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","4"
"POINT (-73.99502429277634 40.635653152539156)","3","Brooklyn","312","44","48","17","10","3767.0","419.0","Senior Safety","backed 2","2018-01-03T00:00:00.000","5013 12th Avenue","5013 12th Avenue","12th Avenue","New Utrectht Avenue & 51st Street","Brooklyn","312.0","Not Applicable","Not Applicable","40.6356531525","-73.9950242928","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9590936131341 40.70914833683308)","3","Brooklyn","301","34","50","18","7","2447.0","1908.0","Plaza","backless","2019-05-30T00:00:00.000","225 Havemeyer Street","225 Havemeyer Street","South 5th Street, Havemeyer Street & Broadway","South 5th Street, Havemeyer Street & Broadway","Brooklyn","301.0","Not Applicable","Not Applicable","40.7091483368","-73.9590936131","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9662885592713 40.794559726323804)","1","Manhattan","107","7","69","30","10","1275.0","446.0","General","backed","2013-10-11T00:00:00.000","808 Columbus Avenue","808 Columbus Avenue","Columbus Avenue","West 98th & West 99th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.794568","-73.96629","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.98765755635833 40.73548573852398)","1","Manhattan","106","2","74","28","12","2120.0","775.0","Community Health Centers","backed","2013-08-12T00:00:00.000","40 Irving Place","40 Irving Place","Irving place","E 16th Street and E 17th Street","Manhattan","106.0","Not Applicable","Not Applicable","40.735494","-73.987659","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.90719057998216 40.75698973187338)","4","Queens","401","26","30","13","14","2946.0","1063.0","Municipal Facilities","backed","2014-11-12T00:00:00.000","54-06 31st Avenue","31-05 54th Street","54th Street","31st Avenue & 32nd Avenue","Queens","401.0","Q18","Not Applicable","40.756998","-73.907192","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.99744955654907 40.6791117501313)","3","Brooklyn","306","39","52","26","7","3957.0","503.0","General","backed 2","2018-01-12T00:00:00.000","415 Court Street","415 Court Street","Court Street","2nd Place & 3rd Place","Brooklyn","306.0","Not Applicable","Not Applicable","40.67912","-73.997451","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.94009167216454 40.83015010860988)","1","Manhattan","109","9","71","30","13","3188.0","2218.0","General","backed","2016-06-01T00:00:00.000","433 Edgecomb Avenue","433 Edgecomb Avenue","W 155th Street","Amsterdan Avenue & Audubon Avenue","Manhattan","109.0","BX06","Not Applicable","40.8301501086","-73.9400916722","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9590936131341 40.70914833683308)","3","Brooklyn","301","34","50","18","7","4255.0","506.0","Bus Route","backed 2","2019-05-30T00:00:00.000","225 Havemeyer Street","225 Havemeyer Street","Havemeyer Street","Broadway and S 5th Street","Brooklyn","301.0","B46","Not Applicable","40.7091483368","-73.9590936131","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.92035957211542 40.831054717441305)","2","Bronx","204","16","77","32","15","2311.0","1632.0","General","backless","2014-01-08T00:00:00.000","1040 Grand Concourse","1040 Grand Concourse","Grand Concourse","E165th & E166th Street","Bronx","204.0","BX1","Not Applicable","40.831063","-73.920361","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.92261157190347 40.82437371889715)","2","Bronx","204","16","79","32","15","3130.0","1679.0","AAR","backed","2015-08-06T00:00:00.000","790 Concourse Village West","790 Concourse Village West","Concourse Village West","East 153rd Street & Thurmon Munson Way","Bronx","204.0","Not Applicable","Not Applicable","40.824382","-73.922613","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9859715590229 40.68926074762814)","3","Brooklyn","302","33","52","25","8","1891.0","601.0","Other","backed 2","2013-05-01T00:00:00.000","45 Hoyt Street","45 Hoyt Street","Schermerhorn Street","Schermerhorn Street & Livingston Street","Brooklyn","302.0","Not Applicable","Court-Livingston-Schermerhorn","40.689269","-73.985973","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.98425455739958 40.739303737743704)","1","Manhattan","106","2","75","28","12","1144.0","0.0","Senior Center","backless",,"149 East 23rd Street","149 East 23rd Street","East 23rd Street","Lexington Avenue & 3rd Avenue","Manhattan","106.0","M23","Not Applicable","40.739312","-73.984256","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-74.0080045499243 40.72739174060734)","1","Manhattan","102","3","66","27","10","983.0","396.0","BID","backed","2012-10-24T00:00:00.000","103 Charlton Street","103 Charlton Street","Charlton Street","Broome and Grand Streets","Manhattan","102.0","Not Applicable","Hudson Square Connection","40.7274","-74.008006","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.88404758783902 40.749755732246044)","4","Queens","403","21","39","13","14","2425.0","996.0","General","backed","2014-05-12T00:00:00.000","82-18 37th Avenue","82-18 37th Avenue","37th Avenue","82nd Street and 83rd Street","Queens","403.0","Not Applicable","82nd Street","40.749764","-73.884049","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93897257522467 40.673871749289184)","3","Brooklyn","308","36","56","25","9","1802.0","574.0","Senior Center","backed","2013-05-30T00:00:00.000","196 Albany Avenue","196 Albany Avenue","Albany Avenue","St Marks Place and Prospect Place","Brooklyn","308.0","Not Applicable","Not Applicable","40.67388","-73.938974","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.90027057759731 40.84887171360409)","2","Bronx","206","15","86","33","15","2438.0","966.0","Health Care Facilities","backed","2014-05-01T00:00:00.000","1946 Webster Avenue","1946 Webster Avenue","Webster Avenue","E. Tremont Avenue and E. 178th Street","Bronx","206.0","Not Applicable","Not Applicable","40.84888","-73.900272","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-74.14174151336925 40.62463676526273)","5","Staten Island","501","50","61","24","11","1676.0","111.0","Bus Route","backless","2013-01-29T00:00:00.000","1600 Forest Avenue","1600 Forest Avenue","Forest Avenue","Crystal Avenue & Decker Avenue","Staten Island","501.0","S48","Not Applicable","40.624645","-74.141743","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93369557651938 40.691265745407435)","3","Brooklyn","303","36","56","25","8","2913.0","1213.0","Municipal Facilities","backless","2015-01-13T00:00:00.000","125 Stuyvesant Avenue","970 Lafayette Avenue","Lafayette Avenue","Stuyvesant Avenue & Malcolm X Boulevard","Brooklyn","303.0","B38","Not Applicable","40.691274","-73.933697","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.75318163904649 40.60298875595709)","4","Queens","414","31","23","10","5","2446.0","1859.0","Plaza","backed","2015-12-09T00:00:00.000","10-31 Beach 20th Street","10-31 Beach 20th Street","Plaza","Beach 20th & Beach 21st Street","Queens","414.0","Not Applicable","Not Applicable","40.602997","-73.753183","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.96835555888786 40.79169472709611)","1","Manhattan","107","6","69","30","10","3056.0","1886.0","General","backed","2015-02-05T00:00:00.000","703 Columbus Avenue","703 Columbus Avenue","Columbus Avenue","W 94th Street & W 95th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.791703","-73.968357","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.87676959475091 40.68232874517266)","3","Brooklyn","305","37","54","18","7","2393.0","1057.0","Senior Center","backed","2014-03-06T00:00:00.000","3208 Fulton Street","3208 Fulton Street","Richmond Street","Fulton Street & Force Tube Avenue","Brooklyn","305.0","Not Applicable","Not Applicable","40.682337","-73.876771","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.91499658127162 40.707112741378005)","4","Queens","405","34","37","12","7","2751.0","1426.0","Municipal Facilities","backed","2014-11-14T00:00:00.000","378 Seneca Avenue","378 Seneca Avenue","Seneca Avenue","Stockholm Street & Stanhope Street","Queens","405.0","Not Applicable","Not Applicable","40.707121","-73.914998","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9011365760892 40.86922470955985)","2","Bronx","208","14","81","33","13","2563.0","947.0","Municipal Facilities","backed","2014-06-27T00:00:00.000","118 Eames Place","118 Eames Place","Eames Place","Claflin Avenue and University Avenue","Bronx","208.0","Not Applicable","Not Applicable","40.869233","-73.901138","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.94732056591093 40.775662729368946)","1","Manhattan","108","5","76","28","12","1997.0","372.0","General","backless 2","2013-07-10T00:00:00.000","1625 York Avenue","1625 York Avenue","York Avenue","E 85th & E 86th Street","Manhattan","108.0","M31","Not Applicable","40.775671","-73.947322","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-74.00065055611665 40.65790575391672)","3","Brooklyn","307","38","51","20","7","1606.0","409.0","General","backed","2013-01-07T00:00:00.000","825 Fourth Avenue","825 Fourth Avenue","4th Avenue","29th Street & 30th Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.657914","-74.000652","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.92590757495346 40.74518173433494)","4","Queens","402","26","37","12","14","3315.0","1740.0","Municipal Facilities","backed","2016-07-06T00:00:00.000","43-31 39th Street","43-31 39th Street","39th Street","Queens Boulevard & 43rd Avenue","Queens","402.0","Not Applicable","Sunnyside Shines","40.74519","-73.925909","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97053256470355 40.68643374747422)","3","Brooklyn","302","35","57","25","8","759.0","1500","General","backless","2012-07-25T00:00:00.000","380 Adelphi Street","380 Adelphi Street","Greene Avenue","Greene and Lafayette Avenues","Brooklyn","302.0","B52","Not Applicable","40.686442","-73.970534","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.90808457397927 40.85974971119104)","2","Bronx","207","14","86","33","15","2567.0","751.0","Municipal Facilities","backless","2014-06-27T00:00:00.000","86 W. 183rd Street","86 W. 183rd Street","University Avenue","W. 183rd Street and Hall of Fame Terrace","Bronx","207.0","BX03","Not Applicable","40.859758","-73.908086","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.77124862399248 40.76413172572892)","4","Queens","411","19","26","11","6","1511.0","327.0","BID","backed","2013-01-28T00:00:00.000","40-07 Bell Blvd","40-07 Bell Blvd","Bell Blvd","40th and 41st Avenues","Queens","411.0","Not Applicable","Bell Blvd BBA","40.76414","-73.77125","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.80499561420363 40.73269173264893)","4","Queens","408","24","25","16","6","3202.0","2348.0","General","backed","2016-06-07T00:00:00.000","69-21 164th Street","69-21 164th Street","164th Street","Jewel Avenue and 69th Avenue","Queens","408.0","Not Applicable","Not Applicable","40.7327","-73.804997","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.95440951865457 40.70720328362218)","3","Brooklyn","301","33","50","26","7","4193.0","456.0","Other","backed 2","2019-03-05T00:00:00.000","392 Broadway","392 Broadway","Division Avenue","Harrison Avenue and Hooper Street","Brooklyn","301.0","Not Applicable","Not Applicable","40.7072032836","-73.9544095187","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.84855859534086 40.82132471721945)","2","Bronx","209","18","87","34","15","945.0","367.0","General","backed","2013-01-10T00:00:00.000","706 Castle Hill Avenue","706 Castle Hill Avenue","Castle Hill Avenue","Seward and Homer Avenues","Bronx","209.0","Not Applicable","Not Applicable","40.821333","-73.84856","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.92036557650955 40.74435473470586)","4","Queens","402","26","37","12","14","1081.0","203.0","BID","backed","2012-09-11T00:00:00.000","43-46 44th Street","43-46 44th Street","44th Street","Queens Boulevard and 43rd Avenue","Queens","402.0","Not Applicable","Sunnyside Shines","40.744363","-73.920367","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.77997962279322 40.72953373233863)","4","Queens","408","23","25","11","6","747.0","563.0","Bus Route","backless","2013-04-16T00:00:00.000","189-19 & 189-23 Union Turnpike","189-23 Union Turnpike","Union Turnpike","189th & 190th Street","Queens","408.0","Q46","Not Applicable","40.729542","-73.779981","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.82165561127958 40.690789741571656)","4","Queens","409","28","24","10","5","3247.0","1853.0","Municipal Facilities","backed","2016-05-19T00:00:00.000","101-33 124th Street","101-33 124th Street","124th Street","101st Avenue & 108th Avenue","Queens","409.0","Not Applicable","Not Applicable","40.690798","-73.821657","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97928556244982 40.66962075157691)","3","Brooklyn","306","39","44","21","9","1929.0","552.0","General","backed","2013-05-10T00:00:00.000","237 7th Avenue","237 7th Avenue","7th Avenue","4th Street & 5th Street","Brooklyn","306.0","Not Applicable","Not Applicable","40.669629","-73.979287","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.88696058739394 40.749467732640774)","4","Queens","403","25","39","13","14","3577.0","3.0","General","backed 2","2017-01-20T00:00:00.000","79-01 37th Avenue","79-01 37th Avenue","37th Avenue","79th Street & 78th Street","Queens","403.0","Not Applicable","Not Applicable","40.749476","-73.886962","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.95122356354986 40.79990872488491)","1","Manhattan","110","9","68","30","13","963.0","551.0","Senior Center","backed","2013-05-06T00:00:00.000","55 Lenox Avenue","55 Lenox Avenue","Lenox Avenue","Central Park North & 111th Street","Manhattan","110.0","Not Applicable","Not Applicable","40.799917","-73.951225","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.96588956090446 40.76251173248632)","1","Manhattan","108","4","73","28","12","795.0","236.0","General","backed","2012-10-01T00:00:00.000","1020 Third Avenue","1020 3rd Avenue","3rd Avenue","East 60th and 61st Streets","Manhattan","108.0","Not Applicable","Not Applicable","40.76252","-73.965891","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.99058655360385 40.7682497325009)","1","Manhattan","104","6","67","27","10","2337.0","1058.0","Senior Center","backed","2014-01-15T00:00:00.000","530 W 55th Street","530 W 55th Street","W 55th Street","10th & 11th Avenue","Manhattan","104.0","Not Applicable","Not Applicable","40.768258","-73.990588","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.9732905565343 40.79514872623967)","1","Manhattan","107","6","69","31","10","2837.0","1439.0","Municipal Facilities","backed","2014-12-09T00:00:00.000","735 West End Avenue","735 West End Avenue","West End Avenue","West 95th Street & West 96th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.795157","-73.973292","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.99360455602518 40.69458374683765)","3","Brooklyn","302","33","52","26","7","1122.0","44.0","BID","backed","2013-02-11T00:00:00.000","140 Montague Street","140 Montague Street","Montague Street","Henry and Clinton Streets","Brooklyn","302.0","Not Applicable","Montague Street","40.694592","-73.993606","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9373205668831 40.81317572170616)","1","Manhattan","110","9","70","30","13","3021.0","1631.0","Municipal Facilities","backless","2015-01-28T00:00:00.000","2230 5th Avenue","2230 5th Avenue","W. 135th Street","W. 135th Street and W. 136th Street","Manhattan","110.0","BX33","Not Applicable","40.813184","-73.937322","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","4"
"POINT (-73.85657859274244 40.81482471850082)","2","Bronx","209","18","85","34","15","2891.0","964.0","Municipal Facilities","backless","2014-12-17T00:00:00.000","456 White Plains Road","456 White Plains Road","White Plains Road","Lacombe Avenue and Patterson Avenue","Bronx","209.0","BX39","Not Applicable","40.814833","-73.85658","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.93442256993319 40.79558872468471)","1","Manhattan","111","8","68","29","13","1237.0","227.0","General","backed","2012-10-11T00:00:00.000","421-435 East 116th Street","421 East 116th Street","East 116th Street","1st Avenue and Pleasant Avenue","Manhattan","111.0","Not Applicable","Not Applicable","40.795597","-73.934424","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"POINT (-73.94748456579718 40.782692728067175)","1","Manhattan","108","5","73","29","12","2484.0","1514.0","Health Care Facilities","backed","2014-05-16T00:00:00.000","312 East 94th Street","312 East 94th Street","East 94th Street","First Avenue and Second Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.782701","-73.947486","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.95772656402603 40.76436473163338)","1","Manhattan","108","5","76","28","12","3157.0","2016.0","AAR","backed","2016-04-13T00:00:00.000","417 E 67th Street","417 E 67th Street","E 67th Street","York Avenue & 1st Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.764373","-73.957728","X","AREA OF MINIMAL FLOOD HAZARD",
