"fiscal_year","system_code","location_code","location_name","beds_number","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","admin_district_location_code","administrative_district_name","community_school_sup_name","field_support_center_name","field_support_center_leader","school_support_team_name","school_support_team_leader","highschool_network_location","highschool_network_name","highschool_network","geocoded_column"
"2019","331500010321","K321","P.S. 321 William Penn","331500010321","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1966-07-01T00:00:00.000","Open","K321","180 7 AVENUE","NY","990177","184038","40.671816","-73.978633","306","39","15500","3009710028","BK37","Park Slope-Gowanus","ELIZABETH PHILLIPS","Principal","718-499-2412","718-965-9605","15","K815","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","Field Support Center - Brooklyn North",,"School Support Team 5- Brooklyn North",,,,,"POINT (40.671816 -73.978633)"
"2019","321200010458","X458","Samara Community School","321200010458","DOE","General Academic","Elementary","PK,0K,01,02,03,04,SE","0K,01,02,03,04,05","2014-07-01T00:00:00.000","Open","X050","1550 VYSE AVENUE","NY","1015521","243215","40.834188","-73.886995","203","17","15700","2029960010","BX75","Crotona Park East","DANIELLE DERRIG","Principal","718-860-5332","718-860-5333","12","X812","COMMUNITY SCHOOL DISTRICT 12","ROSADO, JACQUELINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 5- Bronx",,,,,"POINT (40.834188 -73.886995)"
"2019","331300010287","K287","P.S. 287 Bailey K. Ashford","331300010287","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1953-07-01T00:00:00.000","Open","K287","50 NAVY STREET","NY","989485","193525","40.697856","-73.98112","302","35","2300","3001110001","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","MICHELE RAWLINS","Principal","718-834-4745","718-834-6766","13","K813","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","Field Support Center - Brooklyn North",,"School Support Team 3- Brooklyn North",,,,,"POINT (40.697856 -73.98112)"
"2019","310500010129","M129","P.S. 129 John H. Finley","310500010129","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1958-07-01T00:00:00.000","Open","M129","425 WEST 130 STREET","NY","997531","236176","40.814914","-73.95202","109","9","21703","1019570010","MN06","Manhattanville","ODELPHIA PIERRE","Principal","212-690-5932","212-690-5934","5","M805","COMMUNITY SCHOOL DISTRICT 05","RUX, DANIKA","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan",,,,,"POINT (40.814914 -73.95202)"
"2019","310500010286","M286","Urban Assembly Academy for Future Leaders","310500010286","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","M043","509 WEST 129 STREET","NY","996562","236479","40.815747","-73.95552","109","7","21900","1019840033","MN06","Manhattanville","Joseph Gates","Principal","212-543-4960","212-694-4124","5","M805","COMMUNITY SCHOOL DISTRICT 05","RUX, DANIKA","Affinity Group",,"School Support Team 4- Affinity Group",,,,,"POINT (40.815747 -73.95552)"
"2019","332000010201","K201","J.H.S. 201 The Dyker Heights","332000010201","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1925-07-01T00:00:00.000","Open","K201","8010 12 AVENUE","NY","980433","164811","40.619043","-74.013749","310","43","16600","3062780022","BK30","Dyker Heights","Robert Ciulla","Principal","718-833-9363","718-836-1786","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.619043 -74.013749)"
"2019","321100011265","X265","Bronx Lab School","321100011265","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","X425","800 EAST GUN HILL ROAD","NY","1022511","258157","40.875172","-73.861649","212","12","37200","2046330040","BX44","Williamsbridge-Olinville","Sarah Marcy","Principal","718-696-3700","718-696-3730","11","HS12",,,"Affinity Group",,"School Support Team 5- Affinity Group",,"HS12","H.S. Network 12 Superintendent Office","PELLES, KATHY","POINT (40.875172 -73.861649)"
"2019","310400010112","M112","P.S. 112 Jose Celso Barbosa","310400010112","DOE","General Academic","Early Childhood","PK,0K,01,02,SE","PK,0K,01,02","1968-07-01T00:00:00.000","Open","M112","535 EAST 119 STREET","NY","1003485","229613","40.796889","-73.930528","111","8","19200","1018160001","MN34","East Harlem North","EILEEN REITER","Principal","212-860-5868","212-860-6077","4","M804","COMMUNITY SCHOOL DISTRICT 04","ESTRELLA, ALEXANDRA","Field Support Center - Manhattan","CHU, YUET","School Support Team 6- Manhattan",,,,,"POINT (40.796889 -73.930528)"
"2019","321200010057","X057","P.S. 057 Crescent","321200010057","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1921-07-01T00:00:00.000","Open","X057","2111 CROTONA AVENUE","NY","1014963","248519","40.848748","-73.888987","206","15","37300","2030810026","BX17","East Tremont","Mary Blandino Sanche","Principal","718-367-9446","718-561-7972","12","X812","COMMUNITY SCHOOL DISTRICT 12","ROSADO, JACQUELINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 5- Bronx",,,,,"POINT (40.848748 -73.888987)"
"2019","310300010241","M241","STEM Institute of Manhattan","310300010241","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1999-07-01T00:00:00.000","Open","M113","240 WEST 113 STREET","NY","996547","231315","40.801573","-73.955583","110","9","21600","1018280015","MN11","Central Harlem South","MARCIA HENDRICKS","Principal","212-678-2898","212-678-2975","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan",,,,,"POINT (40.801573 -73.955583)"
"2019","331700861040","K756","Success Academy Prospect Heights (Brooklyn 6)","331700861040","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07","0K,01,02,03,04,05,06,07,08,09,10,11,12","2013-07-01T00:00:00.000","Open","K138","760 PROSPECT PLACE","NY","997687","184816","40.673943","-73.951559","308","36","31701","3012330026","BK61","Crown Heights North","Sydney Chernoff","PRINCIPAL","646-790-2121","646-514-2070","17",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.673943 -73.951559)"
"2019","321100011288","X288","Collegiate Institute for Math and Science","321100011288","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","X415","925 ASTOR AVENUE","NY","1022774","252791","40.860443","-73.860729","211","13","32400","2043580001","BX07","Bronxdale","Fredrick Nelson","Principal","718-944-3635","718-652-3525","11","HS02",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 2- Bronx",,"HS02","HS Network 02 Superintendent Office","STAPLE, CARRON","POINT (40.860443 -73.860729)"
"2019","332000010264","K264","P.S. 264 Bay Ridge Elementary School For The Arts","332000010264","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2010-07-01T00:00:00.000","Open","K264","371 89th Street","NY","976076","165534","40.621025","-74.029444","310","43","6000","3060620141","BK31","Bay Ridge","MARISA BOLOGNINO","I.A. Principal","718-630-1650","718-630-1655","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.621025 -74.029444)"
"2019","332000010127","K127","P.S. 127 Mckinley Park","332000010127","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1900-07-01T00:00:00.000","Open","K127","7805 7 AVENUE","NY","979134","166503","40.623687","-74.018429","310","43","20600","3059730001","BK30","Dyker Heights","Agatha Alicandro","Principal","718-833-2323","718-836-9427","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.623687 -74.018429)"
"2019","331900010292","K292","J.H.S. 292 Margaret S. Douglas","331900010292","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1967-07-01T00:00:00.000","Open","K292","301 VERMONT STREET","NY","1013843","183977","40.671601","-73.893319","305","42","114400","3037400001","BK85","East New York (Pennsylvania Ave)","Ahmed Edwards","Principal","718-498-6562","718-345-3327","19","K819","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","Field Support Center - Brooklyn North",,"School Support Team 6- Brooklyn North",,,,,"POINT (40.671601 -73.893319)"
"2019","332000010170","K170","Ralph A. Fabrizio School","332000010170","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1915-07-01T00:00:00.000","Open","K170","619 72ND STREET","NY","979054","168939","40.630373","-74.018719","310","43","13400","3058990001","BK31","Bay Ridge","ZHEN WU","Principal","718-491-8400","718-491-8405","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.630373 -74.018719)"
"2019","331500860935","K707","Brooklyn Prospect Charter School","331500860935","Charter","General Academic","K-12 all grades","06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12","2009-07-01T00:00:00.000","Open","KAGI","3002 FORT HAMILTON PARKWAY","NY","990155","175322","40.647893","-73.97872","307","39","50000","3053160001","BK40","Windsor Terrace","Carolyn Michael/Ingrid Wong","PRINCIPAL","347-889-7041","347-889-7083","15",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.647893 -73.97872)"
"2019","332000010062","K062","J.H.S. 062 Ditmas","332000010062","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1957-07-01T00:00:00.000","Open","K062","700 CORTELYOU ROAD","NY","992256","171750","40.638087","-73.971153","312","40","49000","3053910001","BK41","Kensington-Ocean Parkway","Marielen Ciprianosantiag","Principal","718-941-5450","718-693-7433","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.638087 -73.971153)"
"2019","310100010034","M034","P.S. 034 Franklin D. Roosevelt","310100010034","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1955-07-01T00:00:00.000","Open","M034","730 EAST  12 STREET","NY","991163","203782","40.726008","-73.975058","103","2","2800","1003810038","MN28","Lower East Side","ANGELIKI LOUKATOS","Principal","212-228-4433","212-353-1973","1","M801","COMMUNITY SCHOOL DISTRICT 01","CHAN, CARRY","Field Support Center - Manhattan","CHU, YUET","School Support Team 3- Manhattan",,,,,"POINT (40.726008 -73.975058)"
"2019","331700861040","K756","Success Academy Prospect Heights (Brooklyn 6)","331700861040","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07","0K,01,02,03,04,05,06,07,08,09,10,11,12","2013-07-01T00:00:00.000","Open","K138","760 PROSPECT PLACE","NY","997687","184816","40.673943","-73.951559","308","36","31701","3012330026","BK61","Crown Heights North","Sydney Chernoff","PRINCIPAL","646-790-2121","646-514-2070","17",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.673943 -73.951559)"
"2019","310400011495","M495","Park East High School","310400011495","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1928-07-01T00:00:00.000","Open","M495","230 EAST 105 STREET","NY","999731","227170","40.790191","-73.944092","111","8","17000","1016540033","MN33","East Harlem South","KEVIN MCCARTHY","Principal","212-831-1517","212-348-6097","4","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.790191 -73.944092)"
"2019","331900011504","K504","High School for Civil Rights","331900011504","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","K435","400 PENNSYLVANIA AVENUE","NY","1013345","182252","40.666868","-73.895122","305","42","115600","3037880001","BK85","East New York (Pennsylvania Ave)","MICHAEL STEELE","Principal","718-688-7960","718-922-7253","19","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.666868 -73.89512200000001)"
"2019","310100010332","M332","University Neighborhood Middle School","310100010332","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2004-09-13T00:00:00.000","Open","M056","220 HENRY STREET","NY","988117","199174","40.713362","-73.986051","103","1","201","1002690041","MN28","Lower East Side","LAURA PEYNADO CASTRO","Principal","212-267-5701","212-349-8224","1","M801","COMMUNITY SCHOOL DISTRICT 01","CHAN, CARRY","Field Support Center - Manhattan","CHU, YUET","School Support Team 3- Manhattan",,,,,"POINT (40.713362 -73.986051)"
"2019","331600010335","K335","P.S. 335 Granville T. Woods","331600010335","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1968-07-01T00:00:00.000","Open","K335","130 ROCHESTER AVENUE","NY","1004035","185020","40.674491","-73.928673","308","36","30700","3013550023","BK61","Crown Heights North","Karena Thompson","I.A. Principal","718-493-7736","718-953-4697","16","K816","COMMUNITY SCHOOL DISTRICT 16","AMON, RAHESHA","Field Support Center - Brooklyn North",,"School Support Team 4- Brooklyn North",,,,,"POINT (40.674491 -73.928673)"
"2019","320800010131","X131","J.H.S. 131 Albert Einstein","320800010131","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1966-07-01T00:00:00.000","Open","X131","885 BOLTON AVENUE","NY","1022998","239122","40.822925","-73.859998","209","18","4200","2036440001","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Monique Mason","Principal","718-991-7490","718-328-6705","8","X808","COMMUNITY SCHOOL DISTRICT 08","TOBIA, ERIKA","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 7- Bronx",,,,,"POINT (40.822925 -73.859998)"
"2019","332000010104","K104","P.S./I.S. 104 The Fort Hamilton School","332000010104","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","1907-07-01T00:00:00.000","Open","K104","9115 5 AVENUE","NY","976340","164460","40.618077","-74.028492","310","43","16000","3060880001","BK31","Bay Ridge","MARIE DIBELLA","Principal","718-836-4630","718-836-9412","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.618077 -74.028492)"
"2019","331900011639","K639","Brooklyn Lab School","331900011639","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","K420","999 JAMAICA AVENUE","NY","1020493","191783","40.693002","-73.869305","305","37","118000","3040940001","BK99","park-cemetery-etc-Brooklyn","GERARD HENRY","Principal","718-235-3592","718-235-4028","19","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.693002 -73.869305)"
"2019","310200011225","M225","Ella Baker School","310200011225","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1999-07-01T00:00:00.000","Open","M480","317 EAST  67 STREET","NY","995392","218222","40.765638","-73.959777","108","5","11800","1014420001","MN31","Lenox Hill-Roosevelt Island","Joshua Satin","Principal","212-717-8809","212-717-8807","2","M802","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","Field Support Center - Manhattan","CHU, YUET","School Support Team 4- Manhattan",,,,,"POINT (40.765638 -73.959777)"
"2019","321000010396","X396","P.S. 396","321000010396","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04","1999-07-01T00:00:00.000","Open","X026","1930 ANDREWS AVENUE","NY","1008313","250547","40.854335","-73.913016","205","14","24502","2032160002","BX36","University Heights-Morris Heights","Nicole Tine","Principal","718-294-0862","718-583-5556","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 3- Bronx",,,,,"POINT (40.854335 -73.913016)"
"2019","320800011452","X452","Gotham Collaborative High School","320800011452","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2001-07-01T00:00:00.000","Open","X450","1980 LAFAYETTE AVENUE","NY","1024125","238502","40.821218","-73.85593","209","18","1600","2036040039","BX09","Soundview-Castle Hill-Clason Point-Harding Park","David Liu","Principal","718-597-1587","718-824-1663","8","HS02",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 1- Bronx",,"HS02","HS Network 02 Superintendent Office","STAPLE, CARRON","POINT (40.821218 -73.85593)"
"2019","331700011548","K548","Brooklyn School for Music & Theatre","331700011548","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2003-07-01T00:00:00.000","Open","K440","883 CLASSON AVENUE","NY","995155","183307","40.669805","-73.960689","309","35","21300","3011870001","BK63","Crown Heights South","PAMELA RANDAZZO","Principal","718-230-6250","718-230-6262","17","HS07",,,"Affinity Group",,"School Support Team 3- Affinity Group",,"HS07","HS Network 07 Superintendent Office","CINTRON, RICHARD","POINT (40.669805 -73.960689)"
