"bin","housenumber","streetname","borough","cbno","job_number","workpermitnumber","ahv_permit_number","ahvpermitstatus","variancetype","reasonforvariance","variance_start_date_time","variance_end_date_time","residence_200ft","enclosed_work","demolition","crane_use","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"1083719","1345","6 AVENUE","MANHATTAN","105",,"M00562778-I1-GC","M7601305","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-08-19T18:00:00.000","2021-08-20T02:00:00.000","true","true","false","false","40.762605","-73.97846","5","4","137","1010070029","Midtown-Midtown South"
"1035053","730","FIFTH AVENUE","MANHATTAN","105",,"M00448251-I1-GC, M00437232-I1-MS","M9859513","AHV Permit Issued","Initial","Public Safety","2021-03-02T18:00:00.000","2021-03-03T02:00:00.000","true","true","false","false","40.762635","-73.974222","5","4","11201","1012727503","Midtown-Midtown South"
"1085682","151","WEST   42 STREET","MANHATTAN","105",,"M00636307-I1-GC","M9212668","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-07-02T07:00:00.000","2022-07-02T16:00:00.000","true","true","false","false","40.755478","-73.985598","5","4","119","1009950005","Midtown-Midtown South"
"1077349","314","10 AVENUE","MANHATTAN","104","M00202680-I1","M00202680-I1-SH","M3080381","AHV Permit Issued","Initial","City Construction Project","2019-08-15T18:00:00.000","2019-08-16T07:00:00.000","true","false","false","false","40.750967","-74.001772","4","3","97","1007260001","Hudson Yards-Chelsea-Flatiron-Union Square"
"5171652","2636","HYLAN BOULEVARD","STATEN ISLAND","502",,"S00468260-I1-GC","S8720497","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-06-17T18:00:00.000","2021-06-17T23:59:00.000","false","true","false","false","40.567461","-74.112766","2","50","12804","5039690001","New Dorp-Midland Beach"
"1022667","114","WEST   47 STREET","MANHATTAN","105",,"M00606433-I1-GC","M9376606","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-04-15T06:00:00.000","2022-04-15T07:00:00.000","true","false","false","false","40.75831","-73.982504","5","4","125","1009990019","Midtown-Midtown South"
"1036505","425","PARK AVENUE","MANHATTAN","105",,"123499936-01-EW-OT, 123499936-02-EW-MH, 123499936-03-EW-OT, M00354402-I1-MS, M00354380-I1-MS, 140907847-01-EW-OT, 140907794-01-EW-OT","M7944547","AHV Permit Issued","Initial","Public Safety","2022-05-11T18:00:00.000","2022-05-12T02:00:00.000","true","true","false","false","40.760512","-73.971541","5","4","100","1013100001","Turtle Bay-East Midtown"
"1083859","50","ROCKEFELLER PLAZA","MANHATTAN","105",,"M00485931-I1-GC","M5944074","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-08-23T18:00:00.000","2021-08-24T06:00:00.000","false","true","false","false","40.75938","-73.97823","5","4","104","1012660001","Midtown-Midtown South"
"3205909","1555","FLATBUSH AVENUE","BROOKLYN","314",,"B00480257-I1-GC, B00475245-I1-MS","B9676689","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-05-22T09:00:00.000","2021-05-22T16:00:00.000","false","false","false","false","40.632751","-73.947547","14","45","786","3075580035","Flatbush"
"1075692","620","5 AVENUE","MANHATTAN","105",,"M00541225-I1-GC, M00541251-I1-MS, M00653740-I1-ST","M7160068","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-04-16T07:00:00.000","2022-04-16T18:00:00.000","true","true","false","false","40.758323","-73.977368","5","4","104","1012650050","Midtown-Midtown South"
"1086068","360","MADISON AVENUE","MANHATTAN","105",,"M00610998-I1-GC","M4163946","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-26T18:00:00.000","2022-05-27T00:00:00.000","true","false","false","false","40.755024","-73.978318","5","4","94","1012817501","Midtown-Midtown South"
"1036145","360","LEXINGTON AVENUE","MANHATTAN","105",,"M00451882-I1-GC","M7854259","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2021-05-01T06:00:00.000","2021-05-01T23:59:00.000","true","true","false","false","40.750429","-73.9768","5","4","80","1012950017","Murray Hill-Kips Bay"
"1015191","401","7 AVENUE","MANHATTAN","105",,"M00526991-I1-GC","M1804564","AHV Permit Rejected","Initial","Public Safety","2022-05-19T18:00:00.000","2022-05-19T23:00:00.000","true","false","true","false","40.749794","-73.991486","5","3","101","1008087501","Midtown-Midtown South"
"1034195","1100","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00449444-I1-GC, M00449434-I1-GC, M00449426-I1-GC, M00449424-I1-MS, M00449397-I1-MS","M7538300","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-02-06T07:00:00.000","2022-02-06T16:00:00.000","false","true","false","false","40.754937","-73.984036","5","4","96","1012580001","Midtown-Midtown South"
"3048072","1545","ATLANTIC AVENUE","BROOKLYN","303",,"B00511316-I1-GC","B2379629","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-08-25T22:00:00.000","2021-08-26T06:00:00.000","false","true","false","false","40.677788","-73.937041","3","36","271","3017050001","Crown Heights North"
"1015175","11","PENNSYLVANIA PLAZA","MANHATTAN","105",,"M00448408-I1-MS, M00429961-I1-MS, M00448350-I1-GC","M8899986","AHV Permit Rejected","Initial","Public Safety","2021-02-15T18:00:00.000","2021-02-16T07:00:00.000","true","true","false","false","40.749402","-73.991775","5","3","101","1008070001","Midtown-Midtown South"
"4089236","66-35","OTTO ROAD","QUEENS","405",,"Q00518323-I1-GC","Q3248831","AHV Permit Issued","Initial","Public Safety","2021-10-19T18:00:00.000","2021-10-20T06:59:00.000","true","false","false","false","40.70551","-73.889237","5","30","61301","4036670578","Ridgewood"
"3335796","292","KENT AVENUE","BROOKLYN","301",,"B00252953-I1-ST","B1177441","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-03-09T06:00:00.000","2021-03-09T07:00:00.000","true","false","false","true","40.714616","-73.966839","1","33","551","3024140025","North Side-South Side"
"1000021","1","BATTERY PARK PLAZA","MANHATTAN","101",,"M00649041-I1-GC","M2472214","AHV Permit Issued","Initial","Public Safety","2022-02-26T07:00:00.000","2022-02-26T17:00:00.000","true","true","false","false","40.703218","-74.014412","1","1","9","1000090029","Battery Park City-Lower Manhattan"
"1076193","1585","BROADWAY","MANHATTAN","105",,"M00460721-I1-GC, M00459182-I1-MS, M00525771-I1-GC, M00525787-I1-MS, M00463942-I1-ST","M3807051","AHV Permit Issued","Initial","Public Safety","2021-09-18T07:00:00.000","2021-09-18T17:00:00.000","true","true","false","false","40.760216","-73.985334","5","3","125","1010197502","Midtown-Midtown South"
"1015236","499","7 AVENUE","MANHATTAN","105",,"M00505456-I1-GC","M8435132","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-01-15T06:00:00.000","2022-01-15T17:00:00.000","true","true","true","false","40.7528","-73.989302","5","3","109","1008120006","Midtown-Midtown South"
"1017019","2","PARK AVENUE","MANHATTAN","105",,"M00614460-I1-GC","M6533764","AHV Permit Issued","Initial","Public Safety","2021-12-18T07:00:00.000","2021-12-18T19:00:00.000","true","true","false","false","40.746077","-73.982092","5","2","74","1008620029","Midtown-Midtown South"
"1027156","787","11 AVENUE","MANHATTAN","104",,"M00493635-I1-GC","M9930317","AHV Permit Issued","Renewal","Public Safety","2021-11-15T18:00:00.000","2021-11-16T07:00:00.000","true","true","false","false","40.768917","-73.992426","4","6","135","1011020029","Clinton"
"1088961","500","WEST   33 STREET","MANHATTAN","104",,"M00521522-I1-GC","M9157020","AHV Permit Rejected","Initial","Public Safety","2021-09-22T18:00:00.000","2021-09-23T06:00:00.000","true","true","true","false","40.753992","-73.99983","4","3","99","1007027501","Hudson Yards-Chelsea-Flatiron-Union Square"
"1000005","1","NEW YORK PLAZA","MANHATTAN","101",,"M00517582-I1-GC, M00518202-I1-MS","M5232465","AHV Permit Issued","Renewal","Public Safety","2021-12-04T06:00:00.000","2021-12-04T18:00:00.000","true","true","false","false","40.70254","-74.012562","1","1","9","1000047501","Battery Park City-Lower Manhattan"
"1071457","399","PARK AVENUE","MANHATTAN","105",,"M00558619-I1-GC","M9307836","AHV Permit Issued","Initial","Public Safety","2021-12-09T18:00:00.000","2021-12-10T07:00:00.000","true","true","false","false","40.759541","-73.972245","5","4","100","1013087502","Turtle Bay-East Midtown"
"1051584","1615","MADISON AVENUE","MANHATTAN","111",,"M00630224-I1-SF, M00630235-I1-FN, M00630209-I1-SH","M3871461","AHV Permit Issued","Renewal","City Construction Project","2022-05-19T18:00:00.000","2022-05-19T23:59:00.000","true","false","false","false","40.795146","-73.948368","11","8","17401","1016140021","East Harlem South"
"3191791","423","AVENUE U","BROOKLYN","315",,"B00503573-I1-FO-EA","B6467228","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-05-29T09:00:00.000","2021-05-29T17:00:00.000","true","false","false","false","40.597524","-73.968352","15","47","396","3071060045","Homecrest"
"1088910","11","MADISON AVENUE","MANHATTAN","105",,"M00643806-I1-GC","M1117039","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-02-14T18:00:00.000","2022-02-15T02:00:00.000","true","true","false","false","40.741617","-73.987449","5","2","56","1008547501","Hudson Yards-Chelsea-Flatiron-Union Square"
"1091602","118","WEST 126 STREET","MANHATTAN",,,,"M6310024","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-01-31T18:00:00.000","2022-01-31T23:59:00.000","true","false","false","true","40.80878","-73.945811","10","9","222",,"Central Harlem South"
"1007946","600","BROADWAY","MANHATTAN","102",,"M00595336-I1-ST, M00486285-I1-GC","M8907789","AHV Permit Issued","Initial","Public Safety","2022-05-14T07:00:00.000","2022-05-14T19:00:00.000","true","true","false","false","40.725089","-73.997049","2","1","43","1005110016","SoHo-TriBeCa-Civic Center-Little Italy"
"4437281","8801","QUEENS BOULEVARD","QUEENS","404",,"Q00511068-I1-GC","Q2133725","Approved","Initial","Construction activities with minimal noise impact","2021-06-14T19:00:00.000","2021-06-15T07:00:00.000","true","true","false","false","40.73515","-73.875284","4","25","473","4018437501","Elmhurst"
"1036474","601","LEXINGTON AVENUE","MANHATTAN","106",,"M00590359-I1-GC","M5698195","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-06-26T08:00:00.000","2022-06-26T15:00:00.000","false","true","true","false","40.758465","-73.970914","6","4","100","1013087501","Turtle Bay-East Midtown"
"1087268","1","BRYANT PARK","MANHATTAN","105","M00298729-I1","M00298729-I1-MS","M8348112","AHV Permit Issued","Initial","Public Safety","2020-06-27T07:00:00.000","2020-06-27T18:00:00.000","true","true","false","false","40.755182","-73.98388","5","4","119","1009950033","Midtown-Midtown South"
"1035057","40","WEST 57 STREET","MANHATTAN","105",,"M00305783-I1-EW-SP","M8683992","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2020-07-23T05:00:00.000","2020-07-23T06:59:00.000","false","true","false","false","40.763538","-73.975352","5","4","11201","1012720063","Midtown-Midtown South"
"1000880","80","PINE STREET","MANHATTAN","101",,"M00672480-I1-GC, M00672514-I1-ST, M00672488-I1-MS","M3645653","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-06-09T18:00:00.000","2022-06-10T02:00:00.000","true","true","false","false","40.705892","-74.007181","1","1","7","1000390012","Battery Park City-Lower Manhattan"
"4441880","52-24","99 STREET","QUEENS","404",,"Q00402243-I1-ST","Q7745295","AHV Permit Issued","Initial","Public Safety","2021-06-12T07:00:00.000","2021-06-12T17:30:00.000","true","false","false","false","40.740626","-73.861312","4","21","44302","4018990001","Corona"
"1000005","1","NEW YORK PLAZA","MANHATTAN","101",,"M00517582-I1-GC, M00518202-I1-MS","M7128062","AHV Permit Issued","Initial","Public Safety","2021-08-12T18:00:00.000","2021-08-13T02:00:00.000","true","true","false","false","40.70254","-74.012562","1","1","9","1000047501","Battery Park City-Lower Manhattan"
"1083860","45","ROCKEFELLER PLAZA","MANHATTAN","105",,"M00455257-I1-GC","M9893168","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-03-13T07:00:00.000","2021-03-13T17:00:00.000","false","true","true","false","40.759204","-73.978335","5","4","104","1012660001","Midtown-Midtown South"
"1000855","7","HANOVER SQUARE","MANHATTAN","101","M00250071-I1","M00250071-I1-SH","M9824277","AHV Permit Rejected","Initial","Public Safety","2020-03-18T19:00:00.000","2020-03-18T23:59:00.000","true","false","false","false","40.70447","-74.009406","1","1","9","1000300019","Battery Park City-Lower Manhattan"
"1034532","680","FIFTH AVENUE","MANHATTAN","105",,"M00557001-I1-GC","M9834301","AHV Permit Issued","Renewal","Public Safety","2022-03-21T18:00:00.000","2022-03-21T23:00:00.000","true","true","false","false","40.760703","-73.975634","5","4","104","1012690041","Midtown-Midtown South"
"1000855","7","HANOVER SQUARE","MANHATTAN","101",,"M00250071-I1-SH","M4051539","Approved","Initial","Public Safety","2020-07-18T08:00:00.000","2020-07-18T18:00:00.000","true","false","false","false","40.70447","-74.009406","1","1","9","1000300019","Battery Park City-Lower Manhattan"
"1034517","650","FIFTH AVENUE","MANHATTAN","105",,"M00510809-I1-GC","M3905471","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-09-13T18:00:00.000","2021-09-14T02:00:00.000","true","true","true","false","40.759789","-73.976544","5","4","104","1012670041","Midtown-Midtown South"
"3327934","195","MESEROLE STREET","BROOKLYN","301",,"B00635921-I1-GC, B00634899-I1-GC","B3329711","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-04-23T08:00:00.000","2022-04-23T17:00:00.000","true","true","false","false","40.708304","-73.940948","1","34","493","3030450029","Bushwick South"
"1024725","249","WEST   45 STREET","MANHATTAN","105",,"M00620846-I1-GC","M8973964","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-11-13T00:00:00.000","2021-11-13T23:59:00.000","true","false","false","false","40.758728","-73.987312","5","3","119","1010170010","Midtown-Midtown South"
"1076739","475","WEST 155 STREET","MANHATTAN","112",,"M00291147-I1-MS","M4933529","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-06-11T18:00:00.000","2021-06-12T00:00:00.000","true","true","false","false","40.831227","-73.942143","12","7","239","1021070026","Washington Heights South"
"1036460","345","PARK AVENUE","MANHATTAN","105",,"M00468365-I1-ST, M00468321-I1-GC, M00468453-I1-MS","M6246889","AHV Permit Issued","Initial","Public Safety","2021-04-24T09:00:00.000","2021-04-24T17:00:00.000","true","false","false","false","40.758171","-73.973246","5","4","100","1013060001","Turtle Bay-East Midtown"
"1081146","300","PARK AVENUE","MANHATTAN","105",,"M00454680-I1-GC","M4826648","AHV Permit Issued","Initial","Public Safety","2021-09-04T07:00:00.000","2021-09-04T15:00:00.000","false","false","true","false","40.756802","-73.974271","5","4","102","1012850036","Midtown-Midtown South"
"1034196","1114","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00542067-I1-GC","M3895936","AHV Permit Issued","Renewal","Public Safety","2021-10-01T18:00:00.000","2021-10-02T01:00:00.000","true","false","false","false","40.755352","-73.983732","5","4","96","1012580009","Midtown-Midtown South"
"1083869","55","EAST   52 STREET","MANHATTAN","105",,"M00448058-I1-GC","M1106757","AHV Permit Issued","Initial","Public Safety","2021-07-20T18:00:00.000","2021-07-21T02:00:00.000","false","true","false","false","40.758828","-73.973978","5","4","102","1012880027","Midtown-Midtown South"
"1091635","600","WEST  125 STREET","MANHATTAN","109",,"M00275851-I1-PL","M1533370","AHV Permit Issued","Renewal","Public Safety","2022-04-29T22:00:00.000","2022-04-30T06:00:00.000","true","false","false","false","40.815974","-73.958569","9","7","211","1019950026","Morningside Heights"
"1035727","520","MADISON AVENUE","MANHATTAN","105",,"M00551694-I1-GC","M5955675","AHV Permit Issued","Initial","Public Safety","2022-02-14T18:00:00.000","2022-02-15T00:00:00.000","true","true","false","false","40.760107","-73.974768","5","4","102","1012890014","Midtown-Midtown South"
"1081694","530","FIRST AVENUE","MANHATTAN","106",,"M00580532-I1-MS","M7517013","AHV Permit Issued","Initial","Public Safety","2021-12-20T18:00:00.000","2021-12-21T07:00:00.000","true","true","false","false","40.741659","-73.975049","6","4","62","1009627501","Murray Hill-Kips Bay"
