"borough","restaurantname","seatingchoice","legalbusinessname","businessaddress","restaurantinspectionid","issidewaycompliant","isroadwaycompliant","skippedreason","inspectedon","agencycode","postcode","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"Brooklyn","Sweetwaters Coffee & Tea","both","Kingward Enterprises Inc.","55 5th Avenue","73836",,"Under Review",,"2022-01-21T12:32:17.000","DOT","11234","40.681135","-73.977250","6","39","12902","3018580","3009330005","Park Slope-Gowanus"
"Manhattan","Petite Boucherie","both","Petite Boucherie LLC","14 Christopher St.","73837",,"Non-Compliant",,"2022-01-21T12:36:19.000","DOT","10014","40.733947","-74.000484","2","3","71","1010280","1005930045","West Village"
"Brooklyn","Camillo","sidewalk","MiMiRoc LLC","1146 Nostrand Ave","73838",,"Compliant",,"2022-01-21T13:00:00.000","DOT","11225","40.659613","-73.950524","9","40","800","3115258","3050360046","Prospect Lefferts Gardens-Wingate"
"Manhattan","Yours Truly Coffee","roadway","New York Moto LLC","8 Spring St","73839",,"Non-Compliant",,"2022-01-21T13:00:56.000","DOT","10012","40.721153","-73.994343","2","1","41","1007139","1004780020","SoHo-TriBeCa-Civic Center-Little Italy"
"Brooklyn","haveli restaurant and lounge","both","Friandises inc","6709 5th Avenue","73840",,"Skipped Inspection","No Seating","2022-01-21T13:02:31.000","DOT","11220","40.635322","-74.020238","10","43","126","3144765","3058560020","Bay Ridge"
"Manhattan","El Centro","both","Chow Down Inc","824  Ninth Avenue","73841",,"Non-Compliant",,"2022-01-21T13:04:03.000","DOT","10019","40.766169","-73.986979","4","3","139","1025403","1010450001","Clinton"
"Brooklyn","HasenStuble","sidewalk","Kuddelmuddel Corp","1184 Nostrand Ave","73842",,"Skipped Inspection","No Seating","2022-01-21T13:13:34.000","DOT","11225","40.658436","-73.950399","9","40","802","3115617","3050440041","Prospect Lefferts Gardens-Wingate"
"Brooklyn","HasenStuble","sidewalk","Kuddelmuddel Corp","1184 Nostrand Ave","73843",,"Pre-Suspension",,"2022-01-21T13:13:34.000","DOT","11225","40.658436","-73.950399","9","40","802","3115617","3050440041","Prospect Lefferts Gardens-Wingate"
"Brooklyn","haveli restaurant and lounge","both","Friandises inc","6709 5th Avenue","73844",,"Skipped Inspection","No Seating","2022-01-21T13:14:05.000","DOT","11220","40.635322","-74.020238","10","43","126","3144765","3058560020","Bay Ridge"
"Brooklyn","haveli restaurant and lounge","both","Friandises inc","6709 5th Avenue","73845",,"Pre-Suspension",,"2022-01-21T13:14:05.000","DOT","11220","40.635322","-74.020238","10","43","126","3144765","3058560020","Bay Ridge"
"Manhattan","Air's Champagne Parlor","roadway","Viejo Group LLC","127 Macdougal St.","73847",,"Non-Compliant",,"2022-01-21T13:25:12.000","DOT","10012","40.730579","-74.000007","2","1","65","1008763","1005430059","West Village"
"Manhattan","Sweet & Vicious","both","5 Spring Street Corp.","5 Spring Street","73848",,"Non-Compliant",,"2022-01-21T13:27:30.000","DOT","10012","40.721117","-73.994217","2","1","43","1007409","1004920041","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Pietro Nolita","both","AGOODLOOK LLC","174 Elizabeth Street","73850",,"Non-Compliant",,"2022-01-21T13:33:19.000","DOT","10012","40.721030","-73.994801","2","1","41","1007136","1004780017","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Obao","both","22 noodle market corp","222 E 53th","73851",,"Compliant",,"2022-01-21T13:55:14.000","DOT","10022",,,,,,,,
"Queens","DE MOLE ASTORIA","both","DE MOLE ASTORIA CORP","4220 30TH AVE","73852",,"Non-Compliant",,"2022-01-21T14:07:14.000","DOT","11103","40.763025","-73.913168","1","22","149","4011931","4006960041","Astoria"
"Brooklyn","Veggies Cafe","sidewalk","Lidahic Corp","1209 Nostrand Ave","73853",,"Compliant",,"2022-01-21T14:10:35.000","DOT","11225","40.657683","-73.950299","9","40","804","3107397","3048190009","Prospect Lefferts Gardens-Wingate"
"Manhattan","Markjoseph steakhouse","both","Tbone inc","261 Water street","73854",,"Non-Compliant",,"2022-01-21T14:24:16.000","DOT","10038","40.708418","-74.001591","1","1","1501","1001381","1001070042","Battery Park City-Lower Manhattan"
"Manhattan","Vig Bar","both","12 Spring Street Rest Co.","12 Spring St","73855",,"Non-Compliant",,"2022-01-21T14:49:13.000","DOT","10012","40.721249","-73.994581","2","1","41","1007137","1004780018","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","TacoVision","both","Turtle Bay Hospitality, LLC","244 East 53rd Street","73856",,"Non-Compliant",,"2022-01-21T15:01:23.000","DOT","10022","40.757259","-73.968359","6","4","98","1038533","1013260030","Turtle Bay-East Midtown"
"Manhattan","Medi Winebar","both","Medi Winebar LLC","811 9th Avenue","73857",,"Non-Compliant",,"2022-01-21T15:02:11.000","DOT","10019","40.765790","-73.987282","4","3","133","1082421","1010630034","Clinton"
"Manhattan","Rintintin","both","14 Spring Street Cafe LLC","14 Spring Street","73858",,"Non-Compliant",,"2022-01-21T15:05:30.000","DOT","10012","40.721348","-73.994823","2","1","41","1077741","1004790021","SoHo-TriBeCa-Civic Center-Little Italy"
"Queens","Yes Chef Wine Bar","both","Yes Chef Corp","44-10 30 th Ave","73859",,"Compliant",,"2022-01-21T15:13:01.000","DOT","11103",,,,,,,,
"Manhattan","Black Seed Bagels","both","Elizabeth Street Bagel Ventures LLC","170 Elizabeth Street","73860",,"Non-Compliant",,"2022-01-21T15:14:27.000","DOT","10012","40.720942","-73.994838","2","1","41","1007134","1004780015","SoHo-TriBeCa-Civic Center-Little Italy"
"Queens","BUD &amp; BEAN","both","GUILLERMINA RAMIREZ","7120 FRESH POND RD","101179",,"Cease and Desist",,"2023-06-29T12:13:02.000","DOT","11385","40.701574","-73.894855","5","30","583","4085335","4035380031","Ridgewood"
"Queens","Mokja Corp","both","Mokja Corp","3519 Broadway","73862",,"Non-Compliant",,"2022-01-21T15:30:17.000","DOT","11106","40.760380","-73.921969","1","22","61","4009761","4006480001","Astoria"
"Manhattan","Little Rascal","both","Tokana cafe bar restorant inc.","163 Elizabeth","73863",,"Non-Compliant",,"2022-01-21T15:40:38.000","DOT","10012",,,,,,,,
"Manhattan","THE BUTCHER'S DAUGHTER","both","JUICERIE LLC","19 KENMARE STREET","73864",,"Non-Compliant",,"2022-01-21T15:46:58.000","DOT","10012","40.720541","-73.994682","2","1","41","1007131","1004780012","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","caffe Reggio","roadway","Fabrizio Cavallacci","119  Macdougal street","73865",,"Non-Compliant",,"2022-01-21T15:47:23.000","DOT","10012","40.730214","-74.000318","2","1","65","1008746","1005430021","West Village"
"Queens","Omonia Cafe","both","Omonia Cafe Inc","32 - 16 Broadway","73866",,"Compliant",,"2022-01-21T16:26:56.000","DOT","11106","40.761496","-73.924382","1","22","59","4008330","4006120038","Astoria"
"Manhattan","The Olive Tree Cafe","both","Dynamic Music Corp","117 MacDougal Street","73867",,"Non-Compliant",,"2022-01-21T16:40:25.000","DOT","10012","40.730137","-74.000386","2","1","65","1008747","1005430022","West Village"
"Manhattan","Olive Tree Cafe","roadway","Dynamic Music Corp","117  Macdougal Street","73868",,"Non-Compliant",,"2022-01-21T16:44:11.000","DOT","10012","40.730137","-74.000386","2","1","65","1008747","1005430022","West Village"
"Manhattan","Osteria Nando","both","Nacada LLC","1589  2nd Avenue","73869",,"For HIQA Review",,"2022-01-22T00:00:01.000",,"10028","40.775589","-73.953424","8","5","138","1048659","1015280024","Yorkville"
"Queens","Bar Dalia","both","TJR 31 INC.","33-17 31st Ave","73870",,"For HIQA Review",,"2022-01-22T00:00:01.000",,"11106","40.763484","-73.921665","1","22","63","4436882","4006250001","Astoria"
"Manhattan","Down the Road Pub","both","Down the road pub llc","683  9th ave","73871",,"Skipped Inspection","No Seating","2022-01-23T12:35:27.000","DOT","10036","40.761707","-73.990257","4","3","127","1026567","1010570029","Clinton"
"Manhattan","Down the Road Pub","both","Down the road pub llc","683  9th ave","73872",,"Skipped Inspection","No Seating","2022-01-23T12:36:22.000","DOT","10036","40.761707","-73.990257","4","3","127","1026567","1010570029","Clinton"
"Manhattan","Down the Road Pub","both","Down the road pub llc","683  9th ave","73873",,"Pre-Removal",,"2022-01-23T12:36:22.000","DOT","10036","40.761707","-73.990257","4","3","127","1026567","1010570029","Clinton"
"Manhattan","DOWN THE ROAD","sidewalk","DOWN THE ROAD PUB LLC","683 9 AVENUE","73874",,"Skipped Inspection","No Seating","2022-01-23T12:37:20.000","DOT","10036","40.761707","-73.990257","4","3","127","1026567","1010570029","Clinton"
"Manhattan","DOWN THE ROAD","sidewalk","DOWN THE ROAD PUB LLC","683 9 AVENUE","73875",,"Skipped Inspection","No Seating","2022-01-23T12:37:54.000","DOT","10036","40.761707","-73.990257","4","3","127","1026567","1010570029","Clinton"
"Manhattan","DOWN THE ROAD","sidewalk","DOWN THE ROAD PUB LLC","683 9 AVENUE","73876",,"Pre-Suspension",,"2022-01-23T12:37:54.000","DOT","10036","40.761707","-73.990257","4","3","127","1026567","1010570029","Clinton"
"Manhattan","Le Monde","both","112 FRENCH, INC.","2883  Broadway","73877",,"Non-Compliant",,"2022-01-23T14:52:00.000","DOT","10025","40.805576","-73.965684","9","7","199","1057336","1018950016","Morningside Heights"
"Manhattan","Community Food and Juice","both","2896 Broadway Food Service","2893 Broadway","73878",,"Non-Compliant",,"2022-01-23T15:24:15.000","DOT","10025","40.805906","-73.965449","9","7","199","1057337","1018950023","Morningside Heights"
"Manhattan","JOMELO LLC","both","JOMELO LLC","284 MULBERRY","73879",,"Non-Compliant",,"2022-01-23T17:12:12.000","DOT","10012","40.724521","-73.995111","2","1","43","1007917","1005090016","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","The Olive Tree Cafe","both","Dynamic Music Corp","117 MacDougal Street","73880",,"Compliant",,"2022-01-24T09:21:25.000","DOT","10012","40.730137","-74.000386","2","1","65","1008747","1005430022","West Village"
"Manhattan","THE BUTCHER'S DAUGHTER","both","JUICERIE LLC","19 KENMARE STREET","73881",,"Compliant",,"2022-01-24T09:32:45.000","DOT","10012","40.720541","-73.994682","2","1","41","1007131","1004780012","SoHo-TriBeCa-Civic Center-Little Italy"
"Brooklyn","Gino's Restaurant & Pizzeria","both","Bartoli's Pizzeria & Restaurant, Inc.","7414 5th Ave","73882",,"Compliant",,"2022-01-24T09:39:43.000","DOT","11209","40.630118","-74.022394","10","43","134","3148324","3059300043","Bay Ridge"
"Manhattan","Black Seed Bagels","both","Elizabeth Street Bagel Ventures LLC","170 Elizabeth Street","73883",,"Compliant",,"2022-01-24T10:34:42.000","DOT","10012","40.720942","-73.994838","2","1","41","1007134","1004780015","SoHo-TriBeCa-Civic Center-Little Italy"
"Queens","Hallal Sandwich Shop Inc","both","Hallal Sandwich Shop Inc","25-61 Steinway street","73884",,"Compliant",,"2022-01-24T10:38:50.000","DOT","11103","40.767536","-73.912014","1","22","143","4011378","4006840021","Astoria"
"Manhattan","AnTalia NYC","both","Antalia NYC INC","17West 45th street","73885",,"Compliant",,"2022-01-24T11:02:12.000","DOT","10036",,,,,,,,
"Brooklyn","5ive Spice Taco","both","beyond pho corp","52 5th Ave.","73886",,"Under Review",,"2022-01-24T11:09:40.000","DOT","11217","40.681396","-73.977098","6","39","12901","3018541","3009320040","Park Slope-Gowanus"
"Brooklyn","beyond pho corp","both","beyond pho corp","52 5th Ave","73887",,"Under Review",,"2022-01-24T11:09:56.000","DOT","11217","40.681396","-73.977098","6","39","12901","3018541","3009320040","Park Slope-Gowanus"
"Manhattan","Bluestone Lane","sidewalk","BL 98 Kenmare NY LLC","19  Kenmare Street","73888",,"Compliant",,"2022-01-24T11:16:30.000","DOT","10012","40.720541","-73.994682","2","1","41","1007131","1004780012","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Wayan","both","Mari Makan LLC","20 Spring St","73889",,"Compliant",,"2022-01-24T11:25:12.000","DOT","10012","40.721441","-73.995050","2","1","41","1007164","1004790018","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Rintintin","both","14 Spring Street Cafe LLC","14 Spring Street","73890",,"Non-Compliant",,"2022-01-24T11:33:44.000","DOT","10012","40.721348","-73.994823","2","1","41","1077741","1004790021","SoHo-TriBeCa-Civic Center-Little Italy"
"Bronx","ENZO'S RESTAURANT","sidewalk","John Angelo Corp","1998 WILLIAMSBRIDGE ROAD","73891",,"Compliant",,"2022-01-24T11:40:45.000","DOT","10461","40.853912","-73.854172","11","13","288","2048576","2042740001","Pelham Parkway"
"Queens","1 DEGREE UP","both","ASTORIA LOUNGE LLC","3007 NEWTOWN AVE","73892",,"Non-Compliant",,"2022-01-24T11:41:13.000","DOT","11101","40.768243","-73.921140","1","22","71","4007844","4005987501","Old Astoria"
"Manhattan","Naruto Ramen","both","Ramen USA Inc","1596  3rd ave","73893",,"Non-Compliant",,"2022-01-24T11:42:49.000","DOT","10128","40.781130","-73.952319","8","5","14802","1048124","1015180037","Upper East Side-Carnegie Hill"
"Brooklyn","The Juicy Box bar","both","The Juicy Box inc","2281  nostrand ave","73894",,"Cease and Desist",,"2022-01-24T12:01:00.000","DOT","11210","40.628810","-73.947247","18","45","742","3207060","3075940041","Flatlands"
"Queens","26-05 Hospitality LLC","both","26-05 Hospitality LLC","26-05 28th Street","73895",,"Non-Compliant",,"2022-01-24T12:06:46.000","DOT","11102","40.770537","-73.921072","1","22","69","4519080","4005967502","Old Astoria"
"Manhattan","kikis grill and rottiserie","both","sgrill plan a group llc","121  division street","73896",,"Non-Compliant",,"2022-01-24T12:09:55.000","DOT","10002","40.714437","-73.991786","3","1","6","1003609","1002830088","Lower East Side"
"Brooklyn","SPOONS","sidewalk","SPOONS OF AVENUE J INC","2923 AVENUE J","73897",,"Skipped Inspection","No Seating","2022-01-24T12:12:58.000","DOT","11210","40.626707","-73.947566","14","45","750","3206999","3075930002","Midwood"
"Bronx","Caridad Restaurant","sidewalk","Caridad Williamsbridge Crop.","1436 Williamsbridge Rd.","73898",,"Compliant",,"2022-01-24T12:13:03.000","DOT","10461","40.843055","-73.844885","10","13","200","2114965","2040750003","Van Nest-Morris Park-Westchester Square"
"Brooklyn","Bash Pizza","both","Bash Kosher LLC","3003 Avenue J","73899",,"Non-Compliant",,"2022-01-24T12:21:37.000","DOT","11210","40.626800","-73.946712","18","45","742","3425615","3075940009","Flatlands"
"Brooklyn","Napoli Pizza","sidewalk","Napoli Brooklyn Pizza","2274 Nostrand Avenue","73900",,"Skipped Inspection","No Seating","2022-01-24T12:40:37.000","DOT","11210","40.629479","-73.947365","14","45","774","3206418","3075750001","Flatbush"
"Queens","THE BARN COFFEE SHOP","both","THE BARN COFFEE SHOP CORP","2608 HOYT AVE S","73901",,"Non-Compliant",,"2022-01-24T12:43:41.000","DOT","11102","40.772445","-73.920629","1","22","69","4018540","4008610049","Old Astoria"
"Manhattan","Ooh La La Cafe","both","MAESTRO COFFEE ROASTER LLC","19 CLINTON STREET","73902",,"Compliant",,"2022-01-24T12:43:53.000","DOT","10002","40.720738","-73.984224","3","2","3001","1088336","1003500026","Chinatown"
"Brooklyn","Napoli pizza","sidewalk","Napoli Brooklyn pizza","2274 Nostrand ave","73903",,"Skipped Inspection","No Seating","2022-01-24T12:46:05.000","DOT","11210","40.629479","-73.947365","14","45","774","3206418","3075750001","Flatbush"
"Manhattan","Kind Regards","both","Owlingsinc","152  Ludlow","73904",,"Non-Compliant",,"2022-01-24T12:50:44.000","DOT","10002","40.720826","-73.987965","3","1","3001","1079672","1004110058","Chinatown"
"Brooklyn","Die Stammkneipe - DSK Brooklyn","sidewalk","HL Koeln Corp","710  Fulton Street","73905",,"Under Review",,"2022-01-24T12:57:29.000","DOT","11217","40.685965","-73.973599","2","35","181","3059289","3021150010","Fort Greene"
"Bronx","Havana Cafe","both","1247 Castle Hill Avenue Restaurant LLC","1247 Castle Hill Avenue","73906",,"Compliant",,"2022-01-24T13:05:47.000","DOT","10462","40.833081","-73.851323","9","18","92","2026570","2038130042","Westchester-Unionport"
"Brooklyn","FOOTPRINTS CAFE EXPRESS INC.","sidewalk","FOOTPRINTS CAFE EXPRESS INC.","1377 FLATBUSH AVENUE","73907",,"Non-Compliant",,"2022-01-24T13:11:50.000","DOT","11210","40.637194","-73.952277","14","45","788","3120856","3052270003","Flatbush"
"Brooklyn","PONTENTIAL VEGETAL (PV HERBS &amp; VITAMINS)","sidewalk","PONTENTIAL VEGETAL (PV HERBS &amp; VITAMINS) INC","1358 FLATBUSH AVENUE","73908",,"Skipped Inspection","No Seating","2022-01-24T13:21:44.000","DOT","11210","40.637271","-73.952389","14","45","770","3120835","3052260020","Flatbush"
"Queens","Pink Nori","both","Ki Moon Restaurant Corp","36-06 30 ave","73909",,"Non-Compliant",,"2022-01-24T13:41:41.000","DOT","11103","40.764941","-73.917241","1","22","63","4010053","4006510143","Astoria"
"Brooklyn","GOLDEN BLUE BAR & RESTAURANT INC","sidewalk","GOLDEN BLUE BAR & RESTAURANT INC","2172 CLARENDON ROAD","73910",,"Compliant",,"2022-01-24T13:48:56.000","DOT","11226","40.642703","-73.957293","14","45","790","3119607","3051870011","Erasmus"
"Brooklyn","Triangle Apple, LLC dba Applebee's Neighborhood Grill & Bar","sidewalk","Triangle Apple, LLC","2201 Nostrand Ave","73911",,"Non-Compliant",,"2022-01-24T13:52:16.000","DOT","11210","40.631039","-73.947487","14","45","774","3396696","3075767501","Flatbush"
"Manhattan","The Smith","sidewalk","TS3 Hospitality LLC","1900 Broadway","73912",,"Non-Compliant",,"2022-01-24T14:10:13.000","DOT","10023","40.771518","-73.982151","7","6","149","1027472","1011167501","Lincoln Square"
"Bronx","9ON DOMINICAN KITCHEN","sidewalk","NOVA ERA GROUP LLC","1368 CASTLE HILL AVENUE","73913",,"Compliant",,"2022-01-24T14:36:34.000","DOT","10462","40.835272","-73.851968","10","18","20601","2041395","2039630018","Westchester-Unionport"
"Manhattan","QUATORZE","sidewalk","GTM REST. INC.","1578 1 AVENUE","73914",,"Skipped Inspection","No Seating","2022-01-24T14:45:17.000","DOT","10028","40.774383","-73.951183","8","5","136","1050401","1015620001","Yorkville"
"Manhattan","Dumpling Man","roadway","New Dumpling Man Inc.","100  Stain Marks Place","73915",,"Non-Compliant",,"2022-01-24T14:47:00.000","DOT","10009",,,,,,,,
"Queens","Toast & Roast","both","Astor Bagel & Coffee Company LLC","32 - 07 Broadway","73917",,"Non-Compliant",,"2022-01-24T15:03:04.000","DOT","11106","40.761534","-73.924429","1","22","61","4008405","4006140007","Astoria"
"Brooklyn","Mirna's Pupuseria deli Corp","sidewalk","Mirna's pupuseria deli Corp","1350  Flatbush","73918",,"Non-Compliant",,"2022-01-24T15:04:58.000","DOT","11210",,,,,,,,
"Manhattan","EL JOBITO SEAFOOD RESTAURANT CORP","sidewalk","EL JOBITO SEAFOOD RESTAURANT CORP","1579 ST NICHOLAS AVENUE","73919",,"Non-Compliant",,"2022-01-24T15:06:18.000","DOT","10040","40.854221","-73.930158","12","10","279","1064011","1021680046","Washington Heights North"
