"reporting_year","borough_block_lot","property_street_address_or","borough","zip_code","sold_date","vacant_on_12_31","construction_reported","vacant_6_30_or_date_sold","primary_business_activity","property_number","property_street","unit","borough_1","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","nbhd"
"2021 and 2022","1002330008","21 Crosby","MANHATTAN","10013",,"NO",,,"RETAIL","133","GRAND STREET",,"MANHATTAN","10013","40.720217","-73.9999062","2","1","45","1003042","1002330008","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002330008","21 Crosby","MANHATTAN","10013",,"NO",,,"RETAIL","133","GRAND STREET",,"MANHATTAN","10013","40.720217","-73.9999062","2","1","45","1003042","1002330008","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002330009","135 GRAND STREET","MANHATTAN","10013",,"NO",,,"RETAIL","135","GRAND STREET",,"MANHATTAN","10013","40.7201758","-73.9998268","2","1","45","1003043","1002330009","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002330026","148 LAFAYETTE STREET","MANHATTAN","10013",,"NO",,,"OTHER","148","LAFAYETTE STREET",,"MANHATTAN","10013","40.7194951","-73.9999351","2","1","45","1003051","1002330026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002330026","148 LAFAYETTE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","148","LAFAYETTE STREET",,"MANHATTAN","10013","40.7194951","-73.9999351","2","1","45","1003051","1002330026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002330030","22 HOWARD STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","22","HOWARD STREET",,"MANHATTAN","10013","40.7196324","-74.0002056","2","1","45","1003052","1002330030","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002340009","161 Lafayett e street","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","155","GRAND STREET",,"MANHATTAN","10013","40.7198382","-73.9990332","2","1","45","1003054","1002340009","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002340017","211 CENTRE STREET","MANHATTAN","10013",,"NO",,,"OTHER","211","CENTRE STREET",,"MANHATTAN","10013","40.7194485","-73.9991919","2","1","45","1003058","1002340017","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002340017","211 CENTRE STREET","MANHATTAN","10013",,"NO",,,"OTHER","211","CENTRE STREET",,"MANHATTAN","10013","40.7194485","-73.9991919","2","1","45","1003058","1002340017","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002350004","206 CENTRE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","206","CENTRE STREET",,"MANHATTAN","10013","40.7188885","-73.9988167","2","1","41","1003060","1002350004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002350006","210 CENTRE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","210","CENTRE STREET",,"MANHATTAN","10013","40.7190148","-73.9987374","2","1","41","1079579","1002350006","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1002830050","120 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","120","EAST BROADWAY",,"MANHATTAN","10002","40.7140355","-73.9922878","3","1","6","1003583","1002830050","MN28","Lower East Side"
"2021 and 2022","1002830053","124 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","124","EAST BROADWAY",,"MANHATTAN","10002","40.7140822","-73.9921255","3","1","6","1003584","1002830053","MN28","Lower East Side"
"2021 and 2022","1002830054","126 EAST BROADWAY","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","126","EAST BROADWAY",,"MANHATTAN","10002","40.7140877","-73.9920389","3","1","6","1003585","1002830054","MN28","Lower East Side"
"2021 and 2022","1002830063","144 E. Broadway","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","144","EAST BROADWAY",,"MANHATTAN","10002","40.7141507","-73.9912164","3","1","6","1003590","1002830063","MN28","Lower East Side"
"2021 and 2022","1002830067","152 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"RETAIL","152","EAST BROADWAY",,"MANHATTAN","10002","40.7141754","-73.9908593","3","1","6","1003594","1002830067","MN28","Lower East Side"
"2021 and 2022","1002830068","154 East Broadway, Store B","MANHATTAN","10002",,"NO",,,"RETAIL","154","EAST BROADWAY",,"MANHATTAN","10002","40.7141864","-73.9907691","3","1","6","1003595","1002830068","MN28","Lower East Side"
"2021 and 2022","1002830070","158 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"WHOLESALE","158","EAST BROADWAY",,"MANHATTAN","10002","40.7142605","-73.9905996","3","1","6","1077465","1002830070","MN28","Lower East Side"
"2021 and 2022","1002830070","158 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"WHOLESALE","158","EAST BROADWAY",,"MANHATTAN","10002","40.7142605","-73.9905996","3","1","6","1077465","1002830070","MN28","Lower East Side"
"2021 and 2022","1002830079","139 DIVISION STREET","MANHATTAN","10002",,"NO",,,"RETAIL","139","DIVISION STREET",,"MANHATTAN","10002","40.7143483","-73.9909747","3","1","6","1003604","1002830079","MN28","Lower East Side"
"2021 and 2022","1002830079","139 DIVISION STREET","MANHATTAN","10002",,"NO",,,"RETAIL","139","DIVISION STREET",,"MANHATTAN","10002","40.7143483","-73.9909747","3","1","6","1003604","1002830079","MN28","Lower East Side"
"2021 and 2022","1002830091","115 DIVISION STREET","MANHATTAN","10002",,"NO",,,"RETAIL","115","DIVISION STREET",,"MANHATTAN","10002","40.7142688","-73.9920641","3","1","6","1003610","1002830091","MN28","Lower East Side"
"2021 and 2022","1002830091","115 DIVISION STREET","MANHATTAN","10002",,"NO",,,"RETAIL","115","DIVISION STREET",,"MANHATTAN","10002","40.7142688","-73.9920641","3","1","6","1003610","1002830091","MN28","Lower East Side"
"2021 and 2022","1002830094","1 Pike Street","MANHATTAN","10002",,"NO",,,"OTHER","111","DIVISION STREET","32 A","MANHATTAN","10002","40.7142414","-73.992313","3","1","6","1003612","1002830094","MN28","Lower East Side"
"2021 and 2022","1002831102","135 DIVISION STREET, store B","MANHATTAN","10002",,"NO",,,"RETAIL","135","DIVISION STREET","STORB","MANHATTAN","10002","40.714335","-73.991155","3","1","6","1075753","1002831102","MN28","Lower East Side"
"2021 and 2022","1002831103","135 DIVISION STREET","MANHATTAN","10002",,"NO",,,"RETAIL","135","DIVISION STREET","STORC","MANHATTAN","10002","40.714335","-73.991155","3","1","6","1075753","1002831103","MN28","Lower East Side"
"2021 and 2022","1002831225","136 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"RETAIL","136","EAST BROADWAY","C-2","MANHATTAN","10002","40.714184","-73.991566","3","1","6","1089025","1002831225","MN28","Lower East Side"
"2021 and 2022","1002840020","181A E. Broadway","MANHATTAN","10002",,"NO",,,"RETAIL","181","EAST BROADWAY",,"MANHATTAN","10002","40.713898","-73.9892","3","1","6","1003620","1002840020","MN28","Lower East Side"
"2021 and 2022","1002840021","179 E. Broadway","MANHATTAN","10002",,"NO",,,"OTHER","179","EAST BROADWAY",,"MANHATTAN","10002","40.7138898","-73.9892938","3","1","6","1003621","1002840021","MN28","Lower East Side"
"2021 and 2022","1002850007","191 HENRY STREET","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","191","HENRY STREET",,"MANHATTAN","10002","40.7137607","-73.9879592","3","1","6","1003687","1002850007","MN28","Lower East Side"
"2021 and 2022","1002850007","191 HENRY STREET","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","191","HENRY STREET",,"MANHATTAN","10002","40.7137607","-73.9879592","3","1","6","1003687","1002850007","MN28","Lower East Side"
"2021 and 2022","1002850015","207 Clinton Street","MANHATTAN","10002",,"NO",,,"OTHER","207","HENRY STREET",,"MANHATTAN","10002","40.713821","-73.9872522","3","1","6","1003694","1002850015","MN28","Lower East Side"
"2021 and 2022","1002850015","207 Clinton Street","MANHATTAN","10002",,"NO",,,"RETAIL","207","HENRY STREET",,"MANHATTAN","10002","40.713821","-73.9872522","3","1","6","1003694","1002850015","MN28","Lower East Side"
"2021 and 2022","1002850016","219 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"RETAIL","219","EAST BROADWAY",,"MANHATTAN","10002","40.7140653","-73.9872918","3","1","6","1003695","1002850016","MN28","Lower East Side"
"2021 and 2022","1002850016","219 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"OTHER","219","EAST BROADWAY",,"MANHATTAN","10002","40.7140653","-73.9872918","3","1","6","1003695","1002850016","MN28","Lower East Side"
"2021 and 2022","1002860001","209 HENRY STREET","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","209","HENRY STREET",,"MANHATTAN","10002","40.7138402","-73.986996","3","1","2","1003705","1002860001","MN28","Lower East Side"
"2021 and 2022","1002860001","209 HENRY STREET","MANHATTAN","10002",,"NO",,,"RETAIL","209","HENRY STREET",,"MANHATTAN","10002","40.7138402","-73.986996","3","1","2","1003705","1002860001","MN28","Lower East Side"
"2021 and 2022","1002860018","243 HENRY STREET","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","243","HENRY STREET",,"MANHATTAN","10002","40.7139553","-73.9855171","3","1","2","1003719","1002860018","MN28","Lower East Side"
"2021 and 2022","1002860021","259 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","259","EAST BROADWAY",,"MANHATTAN","10002","40.7142133","-73.9854268","3","1","2","1003720","1002860021","MN28","Lower East Side"
"2021 and 2022","1002860033","235 EAST BROADWAY","MANHATTAN","10002",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","235","EAST BROADWAY",,"MANHATTAN","10002","40.714142","-73.9864369","3","1","2","1003732","1002860033","MN28","Lower East Side"
"2021 and 2022","1002860040","223 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","223","EAST BROADWAY",,"MANHATTAN","10002","40.7140927","-73.9869888","3","1","2","1003735","1002860040","MN28","Lower East Side"
"2021 and 2022","1002860040","223 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","223","EAST BROADWAY",,"MANHATTAN","10002","40.7140927","-73.9869888","3","1","2","1003735","1002860040","MN28","Lower East Side"
"2021 and 2022","1002860040","223 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","223","EAST BROADWAY",,"MANHATTAN","10002","40.7140927","-73.9869888","3","1","2","1003735","1002860040","MN28","Lower East Side"
"2021 and 2022","1002880045","505 GRAND STREET","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","505","GRAND STREET",,"MANHATTAN","10002","40.7144791","-73.9823245","3","1","2","1003750","1002880045","MN28","Lower East Side"
"2021 and 2022","1002890001","33 BOWERY STREET","MANHATTAN","10002",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","41 BOWERY STREET","MANHATTAN","10002",,"NO",,,"RETAIL","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","19 BOWERY STREET","MANHATTAN","10002",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","33 BOWERY STREET","MANHATTAN","10002",,"NO",,,"FINANCE & INSURANCE","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","33 BOWERY STREET","MANHATTAN","10002",,"NO",,,"INFORMATION SERVICES","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","33 BOWERY STREET","MANHATTAN","10002",,"NO",,,"LEGAL SERVICES","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","39 BOWERY STREET","MANHATTAN","10002",,"NO",,,"INFORMATION SERVICES","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","5 BOWERY STREET","MANHATTAN","10002",,"NO",,,"RETAIL","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","7 BOWERY STREET","MANHATTAN","10002",,"NO",,,"RETAIL","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","21 BOWERY STREET","MANHATTAN","10002",,"NO",,,"RETAIL","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002890001","25 BOWERY STREET","MANHATTAN","10002",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002920010","28 FORSYTH STREET","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","28","FORSYTH STREET",,"MANHATTAN","10002","40.7152077","-73.9941634","3","1","16","1003759","1002920010","MN27","Chinatown"
"2021 and 2022","1002920012","104 CANAL STREET","MANHATTAN","10002",,"NO",,,"OTHER","104","CANAL STREET",,"MANHATTAN","10002","40.7154163","-73.9941959","3","1","16","1003760","1002920012","MN27","Chinatown"
"2021 and 2022","1002920013","102 CANAL STREET","MANHATTAN","10002",,"NO",,,"MANUFACTURING","102","CANAL STREET",,"MANHATTAN","10002","40.7153476","-73.9941598","3","1","16","1003761","1002920013","MN27","Chinatown"
"2021 and 2022","1002920021","21 Eldridge Street,Lower South","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","21","ELDRIDGE STREET",,"MANHATTAN","10002","40.7151088","-73.9938063","3","1","16","1003766","1002920021","MN27","Chinatown"
"2021 and 2022","1002920029","5 ELDRIDGE STREET","MANHATTAN","10002",,"NO",,,"RETAIL","5","ELDRIDGE STREET",,"MANHATTAN","10002","40.7145846","-73.9940336","3","1","16","1003774","1002920029","MN27","Chinatown"
"2021 and 2022","1002920029","5 ELDRIDGE STREET","MANHATTAN","10002",,"NO",,,"OTHER","5","ELDRIDGE STREET",,"MANHATTAN","10002","40.7145846","-73.9940336","3","1","16","1003774","1002920029","MN27","Chinatown"
"2021 and 2022","1002921004","1 ELDRIDGE STREET","MANHATTAN","10002",,"NO",,,"RETAIL","1","ELDRIDGE STREET","STORC","MANHATTAN","10002","40.714472","-73.994037","3","1","16","1003775","1002921004","MN27","Chinatown"
"2021 and 2022","1002921007","1 ELDRIDGE STREET","MANHATTAN","10002",,"NO",,,"OTHER","1","ELDRIDGE STREET","OFFCC","MANHATTAN","10002","40.714472","-73.994037","3","1","16","1003775","1002921007","MN27","Chinatown"
"2021 and 2022","1002921103","86 CANAL STREET, S2","MANHATTAN","10002",,"NO",,,"RETAIL","86","CANAL STREET","S2","MANHATTAN","10002","40.715274","-73.993792","3","1","16","1088640","1002921103","MN27","Chinatown"
"2021 and 2022","1002921104","86 CANAL ST, S3","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","86","CANAL STREET","S3","MANHATTAN","10002","40.715274","-73.993792","3","1","16","1088640","1002921104","MN27","Chinatown"
"2021 and 2022","1002921106","86 CANAL STREET S5","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","86","CANAL STREET","S5","MANHATTAN","10002","40.715274","-73.993792","3","1","16","1088640","1002921106","MN27","Chinatown"
"2021 and 2022","1002921107","86 CANAL STREET, S6","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","86","CANAL STREET","S6","MANHATTAN","10002","40.715274","-73.993792","3","1","16","1088640","1002921107","MN27","Chinatown"
"2021 and 2022","1002930009","24 Eldridge st","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","24","ELDRIDGE STREET",,"MANHATTAN","10002","40.7150429","-73.9933518","3","1","16","1003782","1002930009","MN27","Chinatown"
"2021 and 2022","1002930011","80 CANAL STREET","MANHATTAN","10002",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","80","CANAL STREET",,"MANHATTAN","10002","40.7151747","-73.9932797","3","1","16","1003784","1002930011","MN27","Chinatown"
"2021 and 2022","1002930013","76 CANAL STREET","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","76","CANAL STREET",,"MANHATTAN","10002","40.7150758","-73.993074","3","1","16","1003786","1002930013","MN27","Chinatown"
"2021 and 2022","1002930014","74 CANAL STREET","MANHATTAN","10002",,"NO",,,"RETAIL","74","CANAL STREET",,"MANHATTAN","10002","40.7150566","-73.9930055","3","1","16","1003787","1002930014","MN27","Chinatown"
"2021 and 2022","1002930015","70 Canal St","MANHATTAN","10002",,"NO",,,"RETAIL","70","CANAL STREET",,"MANHATTAN","10002","40.7150182","-73.9928865","3","1","16","1003788","1002930015","MN27","Chinatown"
"2021 and 2022","1002930017","9 ALLEN STREET","MANHATTAN","10002",,"NO",,,"OTHER","9","ALLEN STREET",,"MANHATTAN","10002","40.7148727","-73.993038","3","1","16","1003790","1002930017","MN27","Chinatown"
"2021 and 2022","1002930028","88 DIVISION STREET","MANHATTAN","10002",,"NO",,,"RETAIL","88","DIVISION STREET",,"MANHATTAN","10002","40.7144638","-73.9937487","3","1","16","1003793","1002930028","MN27","Chinatown"
"2021 and 2022","1002930028","88 DIVISION STREET","MANHATTAN","10002",,"NO",,,"RETAIL","88","DIVISION STREET",,"MANHATTAN","10002","40.7144638","-73.9937487","3","1","16","1003793","1002930028","MN27","Chinatown"
"2021 and 2022","1003150070","465 Grand Street","MANHATTAN","10002",,"NO",,,"EDUCATIONAL SERVICES","465","GRAND STREET",,"MANHATTAN","10002","40.7148142","-73.9840271","3","1","14","1004056","1003150070","MN28","Lower East Side"
"2021 and 2022","1003150070","459 Grand Street","MANHATTAN","10002",,"NO",,,"FINANCE & INSURANCE","465","GRAND STREET",,"MANHATTAN","10002","40.7148142","-73.9840271","3","1","14","1004056","1003150070","MN28","Lower East Side"
"2021 and 2022","1003310001","504 GRAND STREET","MANHATTAN","10002",,"NO",,,"ACCOUNTING SERVICES","504","GRAND STREET",,"MANHATTAN","10002","40.7150554","-73.9818302","3","1","12","1004064","1003310001","MN28","Lower East Side"
"2021 and 2022","1003310001","504 GRAND STREET","MANHATTAN","10002",,"NO",,,"LEGAL SERVICES","504","GRAND STREET",,"MANHATTAN","10002","40.7150554","-73.9818302","3","1","12","1004064","1003310001","MN28","Lower East Side"
"2021 and 2022","1003310120","530 Grand Street D1A","MANHATTAN","10002",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","530","GRAND STREET",,"MANHATTAN","10002","40.7147725","-73.9805533","3","1","12","1076783","1003310120","MN28","Lower East Side"
"2021 and 2022","1003310120","530 Grand Street","MANHATTAN","10002",,"NO",,,"RETAIL","530","GRAND STREET",,"MANHATTAN","10002","40.7147725","-73.9805533","3","1","12","1076783","1003310120","MN28","Lower East Side"
"2021 and 2022","1003310120","550 Grand Street H","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","530","GRAND STREET",,"MANHATTAN","10002","40.7147725","-73.9805533","3","1","12","1076783","1003310120","MN28","Lower East Side"
"2021 and 2022","1003310120","500 A Grand Street","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","530","GRAND STREET",,"MANHATTAN","10002","40.7147725","-73.9805533","3","1","12","1076783","1003310120","MN28","Lower East Side"
"2021 and 2022","1003310120","530 Grand Street","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","530","GRAND STREET",,"MANHATTAN","10002","40.7147725","-73.9805533","3","1","12","1076783","1003310120","MN28","Lower East Side"
"2021 and 2022","1003310120","500 Grand Street A1B","MANHATTAN","10002",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","530","GRAND STREET",,"MANHATTAN","10002","40.7147725","-73.9805533","3","1","12","1076783","1003310120","MN28","Lower East Side"
"2021 and 2022","1003330001","47 Columbia Street","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","87","DELANCEY STREET",,"MANHATTAN","10002","40.7178851","-73.9808446","3","2","22","1082665","1003330001","MN28","Lower East Side"
"2021 and 2022","1003330001","53-55 Columbia Street","MANHATTAN","10002",,"NO",,,"RETAIL","87","DELANCEY STREET",,"MANHATTAN","10002","40.7178851","-73.9808446","3","2","22","1082665","1003330001","MN28","Lower East Side"
"2021 and 2022","1003430065","57 PITT STREET","MANHATTAN","10002",,"NO",,,"FINANCE & INSURANCE","57","PITT STREET",,"MANHATTAN","10002","40.7177729","-73.9831137","3","1","12","1004084","1003430065","MN28","Lower East Side"
