"the_geom","seatingcho","retailname","bizname","bizdba","biz_desc","other_bizd","bizstreetn","suitenum","bizboro","bizzip","bizaddress","sidewalkdi","sidewalk_1","sidewalkar","openstreet","openstre_1","openstre_2","qualify_si","qualify_op","landmarkdi","landmark_1","healthcomp","submission","creationda","long","lat","x","y"
"POINT (-73.97861657080306 40.78542141637429)","sidewalk","Town Shop","Town Shop inc.","Town Shop","Clothing, Shoe, Accessories Store",,"2270 Broadway",,"Manhattan","10024","2270 Broadway , Manhattan, NY","10","10","100","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-73.9786165708","40.7854214164","990171.617738","225427.806084"
"POINT (-74.00176948614764 40.642922591087945)","sidewalk","kim fong market inc","kim fong market inc","kim fong market inc","Supermarket & Grocery Store",,"4621 8th ave",,"Brooklyn","11220","4621 8th ave, Brooklyn, NY","20","20","400","0","0",,"yes","no","no",,"yes","2021-04-21T00:00:00.000","2022-11-02T00:00:00.000","-74.0017694861","40.6429225911","983758.935353","173510.419105"
"POINT (-73.90913067962647 40.69968521587334)","sidewalk","Kid City","Myrtle Kids Inc.","Kid City","Clothing, Shoe, Accessories Store",,"54-32 Myrtle Ave.",,"Queens","11385","54-32 Myrtle Ave., Queens, NY","63","17","1071","0","0",,"yes","no","no",,"yes","2022-05-20T00:00:00.000","2022-11-02T00:00:00.000","-73.9091306796","40.6996852159","1009446.43483","194203.722535"
"POINT (-73.92081832145838 40.835577114695745)","sidewalk","Rainbow","Rainbow apparel company","Rainbow","Clothing, Shoe, Accessories Store",,"48-56 East 167th Street",,"Bronx","10452","48-56 East 167th Street , Bronx, NY","40","5","200","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9208183215","40.8355771147","1006160.90859","243710.492287"
"POINT (-74.00209555503467 40.73820564830568)","sidewalk","Glosslab LLC","Glosslab LLC","Glosslab LLC","Hair, Nail, Beauty Salon, Barber Shop, Misc. Personal Care",,"1 Jane St",,"Manhattan","10014","1 Jane St, Manhattan, NY","10","5","50","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-74.002095555","40.7382056483","983669.275756","208224.834912"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Rainbow","Rainbow USA,INC","Rainbow","Clothing, Shoe, Accessories Store",,"165-25 Jamaica ave",,"Queens","11432","165-25 Jamaica ave, Queens, NY","48","12","576","0","0",,"yes","no","no",,"yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Kaff's Bakery and Grocery Inc.","Kaff's Bakery and Grocery Inc.","KAFF GROCERY","Supermarket & Grocery Store",,"4616-16th Ave.",,"Brooklyn","11204","4616-16th Ave., Brooklyn, NY","36","18","648","0","0",,"yes","no","no",,"yes","2021-10-19T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.96404021648706 40.77380774164235)","sidewalk","Carolina Herrera","Carolina Herrera LTD","Carolina Herrera","Clothing, Shoe, Accessories Store",,"954 Madison Avenue",,"Manhattan","10021","954 Madison Avenue , Manhattan, NY","27","12","324","0","0",,"yes","no","no",,"yes","2021-05-05T00:00:00.000","2022-11-02T00:00:00.000","-73.9640402165","40.7738077416","994209.919373","221197.873271"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","AT&T Mobility Supply, LLC","AT&T","AT&T Mobility","Electronics Store; Cell Phone Store",,"5120 5TH AVENUE","#5122","Brooklyn","11220","5120 5TH AVENUE, Brooklyn, NY","34","18","612","0","0",,"yes","no","no",,"yes","2020-12-09T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-74.0070664294578 40.63790719482058)","sidewalk","k&k seafood inc","k&k seafood inc","k&k seafood inc","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"5518 8th ave",,"Brooklyn","11220","5518 8th ave, Brooklyn, NY","20","20","400","0","0",,"yes","no","no",,"yes","2021-02-27T00:00:00.000","2022-11-02T00:00:00.000","-74.0070664295","40.6379071948","982288.789672","171683.248219"
"POINT (-73.89170265450676 40.748644403414204)","sidewalk","shopno fashion","shopno fashion","shopno fashion","Clothing, Shoe, Accessories Store",,"37-11 74th st",,"Queens","11372","37-11 74th st , Queens, NY","10","5","50","0","0",,"yes","no","no",,"yes","2021-07-13T00:00:00.000","2022-11-02T00:00:00.000","-73.8917026545","40.7486444034","1014256.85927","212046.548069"
"POINT (-73.98677994382543 40.756301815132296)","sidewalk","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","AT&T MOBILITY","Electronics Store; Cell Phone Store",,"3 TIMES SQUARE",,"Manhattan","10036","3 TIMES SQUARE, Manhattan, NY","26","30","780","0","0",,"yes","no","yes","yes","yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-73.9867799438","40.7563018151","987912.572387","214818.118314"
"POINT (-73.98865282382373 40.73725703870264)","sidewalk","Rothmans","Giddon Enterprises","Rothmans","Clothing, Shoe, Accessories Store",,"222 Park Avenue South NY, NY 10003",,"Manhattan","10003","222 Park Avenue South NY, NY 10003, Manhattan, NY","100","20","2000","0","0",,"yes","no","no",,"yes","2020-11-02T00:00:00.000","2022-11-02T00:00:00.000","-73.9886528238","40.7372570387","987394.596061","207879.423202"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.90044256477843 40.84766826024568)","sidewalk","Modern Fresh Market","New Renaissance Inc.","Modern Fresh Market","Supermarket & Grocery Store",,"411 East Tremont Avenue",,"Bronx","10457","411 East Tremont Avenue , Bronx, NY","120","17","2040","0","0",,"yes","no","no",,"yes","2021-04-12T00:00:00.000","2022-11-02T00:00:00.000","-73.9004425648","40.8476682602","1011794.2159","248121.499213"
"POINT (-73.8918854164418 40.823845175268616)","sidewalk","Easy Pickins","Easy Pickins","Easy Pickins","Clothing, Shoe, Accessories Store",,"1039 Southern Boulevard",,"Bronx","10459","1039 Southern Boulevard , Bronx, NY","27","25","675","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.8918854164","40.8238451753","1014172.40438","239444.678312"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","American Folk Art Museum","American Folk Art Museum","American Folk Art Museum","Other","Museum gift shop with gifts, books, clothing, jewelry, art, etc.","2 Lincoln Square",,"Manhattan","10023","2 Lincoln Square, Manhattan, NY","22","36","792","0","0",,"yes","no","no",,"yes","2020-10-31T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.9924551801901 40.669774646219345)","sidewalk","Speakeasy of Strength","Toy Monkey Films, LLC","Speakeasy of Strength","Gym, Fitness, Dance, Yoga Studio",,"516 3rd Ave",,"Brooklyn","11215","516 3rd Ave, Brooklyn, NY","15","12","180","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9924551802","40.6697746462","986342.982351","183293.454657"
"POINT (-73.99135550323872 40.73976773944249)","sidewalk","Pottery Barn","Williams-Sonoma, Inc","Pottery Barn","Home Goods Store",,"12 W 20th St",,"Manhattan","10011","12 W 20th St , Manhattan, NY","62","13","806","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9913555032","40.7397677394","986645.523412","208794.065401"
"POINT (-74.00855459910545 40.71427086342857)","sidewalk","Best Wireless Church Street Inc.","Best Wireless Church Street Inc.","Best Wireless Church Street Inc.","Electronics Store; Cell Phone Store",,"136 Church Street","Suite 1","Manhattan","10007","136 Church Street, Manhattan, NY","5","5","25","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-74.0085545991","40.7142708634","981878.481437","199504.759505"
"POINT (-73.90866389155364 40.67539270085424)","sidewalk","The Corner Flowers Inc","The corner flowers inc","The Corner Flowers Inc","Florist, Horticulture, Gardening",,"2272 Pacific St",,"Brooklyn","11233","2272 Pacific St , Brooklyn, NY","50","12","600","0","0",,"yes","no","no",,"yes","2021-01-12T00:00:00.000","2022-11-02T00:00:00.000","-73.9086638916","40.6753927009","1009585.09499","185353.39017"
"POINT (-73.75694117089394 40.66810632681803)","sidewalk","rainbow","rainbow women's retail group ltd","rainbow","Clothing, Shoe, Accessories Store",,"134-54 springfield blvd",,"Queens","11413","134-54 springfield blvd, Queens, NY","30","10","300","0","0",,"yes","no","no",,"yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-73.7569411709","40.6681063268","1051677.70864","182779.09545"
"POINT (-73.95524958784122 40.610091598110415)","sidewalk","Rubin Jewelry","Rubin Jewelry Inc.","Rubin Jewelry","Jewellery  Store",,"1809 Kings Highway","1 flor","Brooklyn","11229","1809 Kings Highway , Brooklyn, NY","8","2","16","0","0",,"yes","no","no",,"yes","2020-11-05T00:00:00.000","2022-11-02T00:00:00.000","-73.9552495878","40.6100915981","996675.16477","161552.383638"
"POINT (-73.95464280583293 40.77781325462127)","sidewalk","Robert Fox Inc d/b/a Foxs","Robert Fox Inc d/b/a Foxs","Foxs","Clothing, Shoe, Accessories Store",,"1501 Third Avenue, New York New York  10028",,"Manhattan","10028","1501 Third Avenue, New York New York  10028, Manhattan, NY","21","18","378","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9546428058","40.7778132546","996812.000455","222658.424155"
"POINT (-73.91271880552885 40.70048011421602)","sidewalk","sweet coffee bakery","sweet coffee bakery","sweet coffee bakery","Bodega/Deli/Convenience Store",,"297 wyckoff avenue",,"Brooklyn","11237","297 wyckoff avenue, Brooklyn, NY","15","8","120","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9127188055","40.7004801142","1008451.22357","194492.31579"
"POINT (-73.82189401055689 40.82634469990639)","sidewalk","Throggs Neck deli & Grill","Tremont Corner Store Corp.","Throggs Neck deli & Grill","Bodega/Deli/Convenience Store",,"3742 E Tremont ave",,"Bronx","10465","3742 E Tremont ave , Bronx, NY","100","15","1500","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8218940106","40.8263446999","1033541.74917","240386.991717"
"POINT (-73.97836314857513 40.72628897962525)","sidewalk","Raw spirit nyc","Raw spirit nyc inc","Raw spirit nyc","Other","Jewelry and home wares","377 east 10th street","A","Manhattan","10009","377 east 10th street, Manhattan, NY","10","10","100","0","0",,"yes","no","no",,"yes","2021-01-02T00:00:00.000","2022-11-02T00:00:00.000","-73.9783631486","40.7262889796","990247.118243","203883.953174"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Lingo","Shin Yee Man DBA Lingo","Lingo","Clothing, Shoe, Accessories Store",,"229 Mott Street Front B",,"Manhattan","10012","229 Mott Street Front B, Manhattan, NY","13","10","130","0","0",,"yes","no","yes","yes","yes","2020-11-06T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.8604035485064 40.88805821595204)","sidewalk","Rainbow","Rainbow apparel company","Rainbow","Clothing, Shoe, Accessories Store",,"3981 white plains Road",,"Bronx","10466","3981 white plains Road , Bronx, NY","20","5","100","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8604035485","40.888058216","1022848.21479","262852.244358"
"POINT (-73.94446995755209 40.711600301231734)","sidewalk","Best Wireless Williamsburg Inc.","Best Wireless Williamsburg Inc.","Best Wireless Williamsburg Inc.","Electronics Store; Cell Phone Store",,"709 Grand Street",,"Brooklyn","11211","709 Grand Street, Brooklyn, NY","5","5","25","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9444699576","40.7116003012","999644.735931","198536.556389"
"POINT (-73.940694077564 40.70105108897538)","sidewalk","Green Corner Fish & Farmers Market","Green Corner NY LLC","Green Corner Fish & Farmers Market","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"801 Flushing Avenue",,"Brooklyn","11206","801 Flushing Avenue, Brooklyn, NY","75","15","1125","0","0",,"yes","no","no",,"yes","2020-11-09T00:00:00.000","2022-11-02T00:00:00.000","-73.9406940776","40.701051089","1000694.13475","194693.848523"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.96572081177284 40.761916206730156)","sidewalk","Madonna & Co","Madonna & Co, LLC","Madonna & Co","Clothing, Shoe, Accessories Store",,"202 East 60th Street","storefront","Manhattan","10022","202 East 60th Street, Manhattan, NY","6","6","36","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9657208118","40.7619162067","993746.133883","216865.206411"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","L&E Deli Grocery","L&E Deli Grocery Corp","L&E Deli Grocery Corp","Bodega/Deli/Convenience Store",,"820 5ave",,"Brooklyn","11232","820 5ave , Brooklyn, NY","24","7","168","0","0",,"yes","no","yes","yes","yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.93989092430553 40.61266329228266)","sidewalk","Drama","Drama NYC Plus","Drama","Clothing, Shoe, Accessories Store",,"3121 Quentin Road",,"Brooklyn","11230","3121 Quentin Road , Brooklyn, NY","13","18","234","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9398909243","40.6126632923","1000938.92724","162491.870932"
"POINT (-74.11399017703434 40.56640247771189)","sidewalk","Touch of Green","Touch of Green","Touch of Green","Florist, Horticulture, Gardening",,"2701 hylan blvd",,"Staten Island","10306","2701 hylan blvd, Staten Island, NY","145","12","1740","0","0",,"yes","no","no",,"yes","2020-12-05T00:00:00.000","2022-11-02T00:00:00.000","-74.113990177","40.5664024777","952579.37993","145652.768128"
"POINT (-73.80199185281003 40.702860196615774)","sidewalk","THE UPS STORE #5422","JAMAICA CENTER, LLC","THE UPS STORE #5422","Other","Shipping and Printing Services","153-01 JAMAICA AVE",,"Queens","11432","153-01 JAMAICA AVE, Queens, NY","20","18","360","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.8019918528","40.7028601966","1039151.46072","195409.444533"
"POINT (-74.00300948844233 40.721994215998365)","sidewalk","Malia Mills","I.Am.Malia Mills, LLC","Malia Mills","Clothing, Shoe, Accessories Store",,"27 Wooster Street",,"Manhattan","10013","27 Wooster Street, Manhattan, NY","25","5","125","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-74.0030094884","40.721994216","983415.801853","202318.511751"
"POINT (-73.90962110505936 40.657865429067954)","sidewalk","EST 1985 Vintage","EST 1985 Vintage","EST 1985 Vintage","Thrift Store (Used goods, etc.)",,"531 Bristol St",,"Brooklyn","11212","531 Bristol St, Brooklyn, NY","12","7","84","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9096211051","40.6578654291","1009326.16867","178967.438047"
"POINT (-73.98458286057877 40.715854494204365)","sidewalk","P&T Knitwear","P&T Knitwear Co, Inc","P&T Knitwear Co, Inc","Book Store",,"180 Or",,"Manhattan","10002","180 Or, Manhattan, NY","24","12","288","0","0",,"yes","no","no",,"yes","2022-06-04T00:00:00.000","2022-11-02T00:00:00.000","-73.9845828606","40.7158544942","988523.860535","200081.984728"
"POINT (-73.94561974234547 40.82032742998707)","sidewalk","Simplee BEAUTIFUL","Simplee Beautiful Westchester, LLC","Simplee BEAUTIFUL","Hair, Nail, Beauty Salon, Barber Shop, Misc. Personal Care",,"115 Edgecombe Avenue","Ground Floor A","Manhattan","10030","115 Edgecombe Avenue, Manhattan, NY","10","10","100","0","0",,"yes","no","no",,"yes","2020-11-04T00:00:00.000","2022-11-02T00:00:00.000","-73.9456197423","40.82032743","999301.386552","238149.242583"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Rainbow shops","Rainbow USA inc","Rainbow shops","Clothing, Shoe, Accessories Store",,"934 Pennsylvania ave Brooklyn ny 11207",,"Brooklyn","11207","934 Pennsylvania ave Brooklyn ny 11207, Brooklyn, NY","100","9","900","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.99501226544206 40.71790474981727)","sidewalk","International Furniture Co.,Inc","International Furniture Co.,Inc","International Furniture Co.,Inc","Furniture Store",,"113 Bowery",,"Manhattan","10002","113 Bowery, Manhattan, NY","32","14","448","0","0",,"yes","no","yes","yes","yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9950122654","40.7179047498","985632.631737","200828.618734"
"POINT (-73.98686327724785 40.68773970473013)","sidewalk","Page Sargisson","Page Sargisson Inc","Page Sargisson","Jewellery  Store",,"347 Atlantic Ave",,"Brooklyn","11217","347 Atlantic Ave, Brooklyn, NY","25","15","375","0","0",,"yes","no","no",,"yes","2020-11-11T00:00:00.000","2022-11-02T00:00:00.000","-73.9868632772","40.6877397047","987893.231219","189838.825425"
"POINT (-74.00773849107333 40.63725830977405)","sidewalk","Hometown grocery inc","Hometown grocery inc","Hometown grocery inc","Supermarket & Grocery Store",,"5624 8th ave",,"Brooklyn","11220","5624 8th ave , Brooklyn, NY","18","13","234","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-74.0077384911","40.6372583098","982102.245425","171446.857615"
"POINT (-73.99854687258495 40.72453551228893)","sidewalk","Nespresso USA","Nespresso USA","Nespresso USA","Other","Packaged Coffee and Coffee Machines","92 Prince Street",,"Manhattan","10012","92 Prince Street, Manhattan, NY","65","12","780","0","0",,"yes","no","yes","yes","yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9985468726","40.7245355123","984652.776085","203244.373417"
"POINT (-73.83031497347339 40.760002397191435)","sidewalk","mix and match closet, INC","mix and match closet, INC","mix and match closet, INC","Clothing, Shoe, Accessories Store",,"39-01 main st , flushing ny 11354",,"Queens","11354","39-01 main st , flushing ny 11354, Queens, NY","9","6","54","0","0",,"yes","no","no",,"yes","2021-01-22T00:00:00.000","2022-11-02T00:00:00.000","-73.8303149735","40.7600023972","1031258.02868","216211.614542"
