"location","event_date","check_in_from","check_in_to","event_title","job_family","company_name_or_type","qualifications","borough","location_name_and_address"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Prep Cooks, Line Cooks, Dishwashers, Servers, Food Runners","Food Service and Accommodations","OTG Management","Must have 1 year experience in a restaurant. Must have open and flexible availability. Must be able to work nights, weekends, and holidays.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Licensed Security Guards","Protective Service","Quality Protective Services","Must have 8 & 16 hr. certificates and NYS Security Guard License. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Call Center Agents","Office, Administration, Support","Global Contact Services","Must be able to type minimum of 30 words per minute. Must have flexible availability to include weekends and nights. Must have HSD/GED","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Licensed Security Guards","Protective Service","Quality Protective Services","Must have 8 & 16 hr. certificates and NYS Security Guard License. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Licensed Security Guards","Protective Service","Custom Protective Services","Must have a valid NYS Security Guard License is required with 8 and 16 hour certificates. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Dishwasher / Utility Worker","Food Service and Accommodations","Sodexo","Must have 1 year constant dishwasher experience and must be able to lift 50lbs. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Housing Specialist","Social Work, Child Care, Counseling","Core SVCS","Bachelor's degree or higher in a social services discipline. At least 2 years experience as a housing specialist with homeless and/or difficult to service populations is required. Bilingual English and Spanish skills strongly preferred.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Direct Support Professionals","Social Work, Child Care, Counseling","EIHAB","Drivers license required. 1 year of human services experience. Knowledge of crisis prevention, intervention, and resolution techniques. Bilingual is a plus. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Certified/Non-Certified HHA & PCA","Healthcare Practitioners and Support","People Care","No experience/certifications required.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Friday, March 20, 2020","1:30 PM","1:45 PM","Security Guards","Protective Service","Core SVCS","HSD/GED required. Must have valid 8 & 16 hour certificate and NYS Security License. Must be able to stand for long periods of time.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Security Guards","Protective Service","Securitas","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Admin/Accounting","Office, Administration, Support","Institute for Community Living","3+ years relevant experience in an office setting and with expense management software.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Security","Protective Service","G4S","Must have 8 & 16 hr. certificate and NYS Security License. Must have HSD/GED, Associates, or BA.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Friday, March 20, 2020","8:45 AM","9:00 AM","Security Guards","Protective Service","Core SVCS","HSD/GED required. Must have valid 8 & 16 hour certificate and NYS Security License. Must be able to stand for long periods of time.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Mail Sorters, Ramp Agents, Bag Room Agents","Transportation, Shipping, Warehousing","GSI/DNATA","Must have a valid drivers license. Must have open availability and flexibility. Name must be same on all on documents","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Security Guards","Protective Service","Security Resources","Must have HSD/GED. Must have 8 & 16 hr. certificates and NYS security license.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Queens Workforce1 Career Center","Friday, March 20, 2020","8:45 AM","9:00 AM","Licensed Security Guards","Protective Service","Custom Protective Services","Must have a valid NYS Security Guard License is required with 8 and 16 hour certificates. Must have open availability.","Queens","Queens Workforce1 Career Center, 168-25 Jamaica Avenue, 2nd Floor, Jamaica, NY 11342"
"Rockaway Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Appearance Care Attendants","Food Service and Accommodations","Sodexo","Must have 2 years constant cleaning experience and must be able to lift 50lbs. Must have open availability.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Program Director''s Assistant","Social Work, Child Care, Counseling","Sheltering Arms","At least 3 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Non-Certified HHA","Healthcare Practitioners and Support","Nursing Personnel","No experience required.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Tuesday, March 17, 2020","1:30 PM","1:45 PM","Program Director","Social Work, Child Care, Counseling","Sheltering Arms","A Bachelors degree or higher in Social Work. At least 5 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Security","Protective Service","Allied Universal","Must have NYS Security guard license.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Friday, March 20, 2020","8:45 AM","9:00 AM","Activity Specialist","Social Work, Child Care, Counseling","Sheltering Arms","At least 2 years of experience working with youth and appropriate training or certification in a specialty area.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Peer Bridger","Social Work, Child Care, Counseling","Community Access","Must self-identify with utilizing mental health services. Must be knowledgeable about mental health organizations. Must have 2 years experience of peer support, and recovery in a professional setting. Must have HSD/GED.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Peer Bridger","Social Work, Child Care, Counseling","Community Access","Must self-identify with utilizing mental health services. Must be knowledgeable about mental health organizations. Must have 2 years experience of peer support, and recovery in a professional setting. Must have HSD/GED.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Program Director","Social Work, Child Care, Counseling","Sheltering Arms","A Bachelors degree or higher in Social Work. At least 5 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Wednesday, March 18, 2020","8:45 AM","9:00 AM","Non-Certified HHA","Healthcare Practitioners and Support","Nursing Personnel","No experience required.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Activity Specialist","Social Work, Child Care, Counseling","Sheltering Arms","At least 2 years of experience working with youth and appropriate training or certification in a specialty area.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Program Director''s Assistant","Social Work, Child Care, Counseling","Sheltering Arms","At least 3 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Call Center Agents","Office, Administration, Support","Global Contact Services","Must be able to type minimum of 30 words per minute. Must have flexible availability to include weekends and nights. Must have HSD/GED","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Receptionist","Office, Administration, Support","Law Firm","Must have minimum 2 years of reception experience in a law firm with Associates degree.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Tuesday, March 17, 2020","8:45 AM","9:00 AM","Appearance Care Attendants","Food Service and Accommodations","Sodexo","Must have 2 years constant cleaning experience and must be able to lift 50lbs. Must have open availability.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Dishwasher / Utility Worker","Food Service and Accommodations","Sodexo","Must have 1 year constant dishwasher experience and must be able to lift 50lbs. Must have open availability.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Friday, March 20, 2020","8:45 AM","9:00 AM","Program Director","Social Work, Child Care, Counseling","Sheltering Arms","A Bachelors degree or higher in Social Work. At least 5 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Program Director","Social Work, Child Care, Counseling","Sheltering Arms","A Bachelors degree or higher in Social Work. At least 5 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Monday, March 16, 2020","1:30 PM","1:45 PM","Activity Specialist","Social Work, Child Care, Counseling","Sheltering Arms","At least 2 years of experience working with youth and appropriate training or certification in a specialty area.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Program Director''s Assistant","Social Work, Child Care, Counseling","Sheltering Arms","At least 3 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Wednesday, March 18, 2020","1:30 PM","1:45 PM","Program Director","Social Work, Child Care, Counseling","Sheltering Arms","A Bachelors degree or higher in Social Work. At least 5 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Thursday, March 19, 2020","1:30 PM","1:45 PM","Program Director","Social Work, Child Care, Counseling","Sheltering Arms","A Bachelors degree or higher in Social Work. At least 5 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Monday, March 16, 2020","8:45 AM","9:00 AM","Appearance Care Attendants","Food Service and Accommodations","Sodexo","Must have 2 years constant cleaning experience and must be able to lift 50lbs. Must have open availability.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
"Rockaway Workforce1 Career Center","Thursday, March 19, 2020","8:45 AM","9:00 AM","Program Director","Social Work, Child Care, Counseling","Sheltering Arms","A Bachelors degree or higher in Social Work. At least 5 years of experience working with youth.","Queens","Rockaway Workforce1 Career Center, 57-17 Shore Front Parkway, Arverne, NY 11692"
