"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","location","borough","date_insta","point_x","point_y","femafldz","femafldt","hrcevac","ntaname"
"POINT (-73.94013700049416 40.83037200059016)","1","Manhattan","112","9","71","30","13","West 155 Street and Harlem River Drive / Edgecombe Avenue","Manhattan","2015-12-30T00:00:00.000","-73.940137","40.830372","X","AREA OF MINIMAL FLOOD HAZARD","3","Harlem (North)"
"POINT (-73.88104499982683 40.85560200118032)","2","Bronx","206","15","78","33","15","Southern Boulevard and East 189 Street","Bronx","2019-03-11T00:00:00.000","-73.881045","40.855602","X","AREA OF MINIMAL FLOOD HAZARD",,"Belmont"
"POINT (-73.87713600009864 40.82396300058953)","2","Bronx","209","18","85","32","14","Bruckner Boulevard North WB and Boynton Avenue","Bronx","2022-03-18T00:00:00.000","-73.877136","40.823963","X","AREA OF MINIMAL FLOOD HAZARD","5","Soundview-Bruckner-Bronx River"
"POINT (-73.72792000004043 40.711210000843245)","4","Queens","413","27","33","14","5","Hempstead Avenue and Cross Island Parkway Northbound Entrance/Exit","Queens","2021-09-22T00:00:00.000","-73.72792","40.71121","X","AREA OF MINIMAL FLOOD HAZARD",,"Queens Village"
"POINT (-73.95097799972429 40.72409900066189)","3","Brooklyn","301","33","50","59","7","Bedford Avenue and Manhattan Avenue","Brooklyn","2021-12-22T00:00:00.000","-73.950978","40.724099","X","AREA OF MINIMAL FLOOD HAZARD","4","Greenpoint"
"POINT (-74.06507600018674 40.60120400118215)","5","Staten Island","502","50","64","23","11","Lily Pond Road and Narrows Road South","Staten Island","2022-07-21T00:00:00.000","-74.065076","40.601204","X","AREA OF MINIMAL FLOOD HAZARD",,"Grasmere-Arrochar-South Beach-Dongan Hills"
"POINT (-73.93338299965515 40.740924000557406)","4","Queens","402","26","37","12","7","48 Avenue and  32 Place","Queens","2022-04-22T00:00:00.000","-73.933383","40.740924","X","AREA OF MINIMAL FLOOD HAZARD","5","Sunnyside"
"POINT (-73.98718000022923 40.73329200123149)","1","Manhattan","106","2","74","59","10","3 Avenue and East  14 Street","Manhattan","2022-07-20T00:00:00.000","-73.98718","40.733292","X","AREA OF MINIMAL FLOOD HAZARD","6","Gramercy"
"POINT (-73.80399599986744 40.760271001369944)","4","Queens","407","20","40","16","6","Sanford Avenue and 162 Street","Queens","2023-02-22T00:00:00.000","-73.803996","40.760271","X","AREA OF MINIMAL FLOOD HAZARD",,"Murray Hill-Broadway Flushing"
"POINT (-74.01842299973067 40.64084500102992)","3","Brooklyn","307","38","51","26","10","4 Avenue and  60 Street","Brooklyn","2017-04-17T00:00:00.000","-74.018423","40.640845","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunset Park (West)"
"POINT (-73.90558000052634 40.745392000519296)","4","Queens","402","26","30","12","6","Roosevelt Avenue and Woodside Avenue / 59 Street","Queens","2021-04-26T00:00:00.000","-73.90558","40.745392","X","AREA OF MINIMAL FLOOD HAZARD",,"Woodside"
"POINT (-73.94974199985663 40.798743000702174)","1","Manhattan","110","9","70","30","13","West 112 Street and Between Lenox Avenue and 5 Avenue","Manhattan","2019-02-13T00:00:00.000","-73.949742","40.798743","X","AREA OF MINIMAL FLOOD HAZARD","5","Harlem (South)"
"POINT (-73.94651200024495 40.61949300113656)","3","Brooklyn","314","45","41","21","9","Avenue M and East  29 Street","Brooklyn","2023-06-08T00:00:00.000","-73.946512","40.619493","X","AREA OF MINIMAL FLOOD HAZARD","5","Flatlands"
"POINT (-73.85603400016728 40.85715100053533)","2","Bronx","211","13","80","34","15","Pelham Parkway and Williamsbridge Road","Bronx","2023-05-16T00:00:00.000","-73.856034","40.857151","X","AREA OF MINIMAL FLOOD HAZARD",,"Morris Park"
"POINT (-73.99702399960555 40.626091001309106)","3","Brooklyn","311","44","49","22","10","New Utrecht Avenue and  62 Street","Brooklyn","2014-07-07T00:00:00.000","-73.997024","40.626091","X","AREA OF MINIMAL FLOOD HAZARD",,"Borough Park"
"POINT (-73.98705899980891 40.71527900120239)","1","Manhattan","103","1","65","27","10","Clinton Street and Between East Broadway and Grand Street","Manhattan","2017-06-29T00:00:00.000","-73.987059","40.715279","X","AREA OF MINIMAL FLOOD HAZARD",,"Lower East Side"
"POINT (-73.96987199941293 40.79473600101054)","1","Manhattan","107","7","69","47","12","Amsterdam Avenue and West  97 Street","Manhattan","2020-07-14T00:00:00.000","-73.969872","40.794736","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side (Central)"
"POINT (-74.14110700052903 40.572423000964235)","5","Staten Island","502","50","62","24","11","Richmond Road and Lighthouse Avenue","Staten Island","2023-03-01T00:00:00.000","-74.141107","40.572423","X","AREA OF MINIMAL FLOOD HAZARD","4","Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights"
"POINT (-74.21409799942049 40.52409700080592)","5","Staten Island","503","51","62","24","11","Amboy Road and Sharrotts Avenue","Staten Island","2023-04-13T00:00:00.000","-74.214098","40.524097","X","AREA OF MINIMAL FLOOD HAZARD","4","Annadale-Huguenot-Prince's Bay-Woodrow"
"POINT (-73.97590800048769 40.795499001364966)","1","Manhattan","107","6","69","47","12","Riverside Drive and West  95 Street","Manhattan","2019-12-01T00:00:00.000","-73.975908","40.795499","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side (Central)"
"POINT (-73.84696600038855 40.85744300071713)","2","Bronx","211","13","80","34","14","Pelham Parkway South S/R and Seymour Avenue","Bronx","2020-01-09T00:00:00.000","-73.846966","40.857443","X","AREA OF MINIMAL FLOOD HAZARD",,"Morris Park"
"POINT (-74.1714039997126 40.62761600137)","5","Staten Island","501","49","63","23","11","Forest Avenue and Home Depot East Entrance and Exit","Staten Island","2022-08-06T00:00:00.000","-74.171404","40.627616","X","AREA OF MINIMAL FLOOD HAZARD","1","Mariner's Harbor-Arlington-Graniteville"
"POINT (-74.10350899960014 40.61641500049572)","5","Staten Island","501","49","63","24","11","Victory Boulevard and Clove Road","Staten Island","2018-05-01T00:00:00.000","-74.103509","40.616415","X","AREA OF MINIMAL FLOOD HAZARD",,"Westerleigh-Castleton Corners"
"POINT (-73.85470099943302 40.835129000563406)","2","Bronx","209","18","87","34","14","Unionport Road and Olmstead Avenue","Bronx","2023-03-17T00:00:00.000","-73.854701","40.835129","X","AREA OF MINIMAL FLOOD HAZARD","6","Parkchester"
"POINT (-73.9982630001247 40.63600500057777)","3","Brooklyn","312","44","48","22","10","11 Avenue and  52 Street","Brooklyn","2023-06-22T00:00:00.000","-73.998263","40.636005","X","AREA OF MINIMAL FLOOD HAZARD",,"Borough Park"
"POINT (-73.90406999955897 40.69885800094998)","4","Queens","405","34","38","18","7","Cypress Avenue and Weirfield Street","Queens","2022-10-26T00:00:00.000","-73.90407","40.698858","X","AREA OF MINIMAL FLOOD HAZARD",,"Ridgewood"
"POINT (-73.84280400046624 40.68986800100205)","4","Queens","409","28","38","15","5","Atlantic Avenue and 102 Street","Queens","2022-06-15T00:00:00.000","-73.842804","40.689868","X","AREA OF MINIMAL FLOOD HAZARD",,"Richmond Hill"
"POINT (-73.82459899970685 40.78169600066046)","4","Queens","407","19","27","11","3","20 Avenue and Whitestone Expressway S/B S/R","Queens","2018-11-29T00:00:00.000","-73.824599","40.781696","X","AREA OF MINIMAL FLOOD HAZARD","5","Murray Hill-Broadway Flushing"
"POINT (-73.98303099992592 40.7717620011567)","1","Manhattan","107","6","67","47","12","Columbus Avenue and West  63 Street","Manhattan","2023-06-06T00:00:00.000","-73.983031","40.771762","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side-Lincoln Square"
"POINT (-74.14699100008033 40.57201200069046)","5","Staten Island","502","50","62","24","11","Arthur Kill Road with Richmond Road and Richmond Hill Road","Staten Island","2022-11-08T00:00:00.000","-74.146991","40.572012","X","AREA OF MINIMAL FLOOD HAZARD","5","Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights"
"POINT (-73.9696459996484 40.59737700112372)","3","Brooklyn","315","47","45","22","9","Avenue U and East   2 Street","Brooklyn","2020-06-09T00:00:00.000","-73.969646","40.597377","X","AREA OF MINIMAL FLOOD HAZARD","4","Gravesend (East)-Homecrest"
"POINT (-73.82258200030343 40.58315800135266)","4","Queens","414","32","23","10","5","Rockaway Beach Boulevard and Beach 102nd Street (East Leg)","Queens","2017-09-22T00:00:00.000","-73.822582","40.583158","X","AREA OF MINIMAL FLOOD HAZARD","1","Rockaway Beach-Arverne-Edgemere"
"POINT (-73.92224400035575 40.76728000090477)","4","Queens","401","22","36","59","14","30 Avenue and  30 Street","Queens","2019-01-30T00:00:00.000","-73.922244","40.76728","X","AREA OF MINIMAL FLOOD HAZARD",,"Astoria (Central)"
"POINT (-74.07922900036753 40.62390400052833)","5","Staten Island","501","49","63","23","11","Tompkins Avenue and Tompkins Street","Staten Island","2023-06-29T00:00:00.000","-74.079229","40.623904","X","AREA OF MINIMAL FLOOD HAZARD","5","Tompkinsville-Stapleton-Clifton-Fox Hills"
"POINT (-74.0149070003991 40.64423000048345)","3","Brooklyn","307","38","51","26","10","4 Avenue and  54 Street","Brooklyn","2015-10-21T00:00:00.000","-74.014907","40.64423","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunset Park (West)"
"POINT (-73.84288200005508 40.84640900097001)","2","Bronx","211","13","82","34","14","Waters Place and Industrial Street","Bronx","2022-10-08T00:00:00.000","-73.842882","40.846409","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3","Hutchinson Metro Center"
"POINT (-73.97996200008089 40.713974000609895)","1","Manhattan","103","1","65","27","10","Grand Street and Lewis Street","Manhattan","2021-06-03T00:00:00.000","-73.979962","40.713974","X","AREA OF MINIMAL FLOOD HAZARD","4","Lower East Side"
"POINT (-73.90585099959074 40.753412000545445)","4","Queens","401","26","30","12","6","Northern Boulevard and 55 Street","Queens","2022-11-15T00:00:00.000","-73.905851","40.753412","X","AREA OF MINIMAL FLOOD HAZARD",,"Astoria (East)-Woodside (North)"
"POINT (-73.92443499989815 40.82345800084187)","2","Bronx","204","17","84","29","15","Grand Concourse and East 156 Street","Bronx","2023-06-09T00:00:00.000","-73.924435","40.823458","X","AREA OF MINIMAL FLOOD HAZARD",,"Concourse-Concourse Village"
"POINT (-73.97382600042609 40.668223000569235)","3","Brooklyn","306","39","44","20","10","Prospect Park West and   3 Street","Brooklyn","2022-07-22T00:00:00.000","-73.973826","40.668223","X","AREA OF MINIMAL FLOOD HAZARD",,"Park Slope"
"POINT (-73.77203399998696 40.759637000961455)","4","Queens","411","19","26","16","6","Northern Boulevard and 211 Street","Queens","2014-03-20T00:00:00.000","-73.772034","40.759637","X","AREA OF MINIMAL FLOOD HAZARD",,"Bayside"
"POINT (-74.16625199942384 40.58819700091067)","5","Staten Island","502","51","63","24","11","Richmond Hill Road and Melville Plaza","Staten Island","2023-01-19T00:00:00.000","-74.166252","40.588197","X","AREA OF MINIMAL FLOOD HAZARD","4","New Springville-Willowbrook-Bulls Head-Travis"
"POINT (-73.95836000038126 40.76880300117815)","1","Manhattan","108","5","76","28","12","2 Avenue and East  72 Street","Manhattan","2019-11-04T00:00:00.000","-73.95836","40.768803","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper East Side-Lenox Hill-Roosevelt Island"
"POINT (-73.87438499982194 40.879055001318434)","2","Bronx","207","11","81","33","15","East Gun Hill Road and Perry Avenue","Bronx","2019-04-18T00:00:00.000","-73.874385","40.879055","X","AREA OF MINIMAL FLOOD HAZARD",,"Norwood"
"POINT (-73.9069559995807 40.850401000907816)","2","Bronx","205","14","86","33","15","East Tremont Avenue and Creston Avenue","Bronx","2019-09-03T00:00:00.000","-73.906956","40.850401","X","AREA OF MINIMAL FLOOD HAZARD",,"Mount Hope"
"POINT (-73.86592800049719 40.87789200097894)","2","Bronx","212","12","83","36","15","White Plains Road and 211 Street","Bronx","2022-07-01T00:00:00.000","-73.865928","40.877892","X","AREA OF MINIMAL FLOOD HAZARD",,"Williamsbridge-Olinville"
"POINT (-73.88262699971908 40.7182690011578)","4","Queens","405","30","28","15","6","Juniper Boulevard South and 74 Street","Queens","2022-02-08T00:00:00.000","-73.882627","40.718269","X","AREA OF MINIMAL FLOOD HAZARD",,"Middle Village"
"POINT (-73.90006299998541 40.81503900090119)","2","Bronx","202","8","85","32","14","Leggett Avenue and Beck Street","Bronx","2023-05-09T00:00:00.000","-73.900063","40.815039","X","AREA OF MINIMAL FLOOD HAZARD",,"Longwood"
"POINT (-73.96433500030608 40.79985800064311)","1","Manhattan","107","7","69","30","13","West 106th Street Between Amsterdam Avenue and Columbus Avenue (mid-block)","Manhattan","2022-04-20T00:00:00.000","-73.964335","40.799858","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side-Manhattan Valley"
"POINT (-73.8053549995739 40.695459001250676)","4","Queens","412","28","32","14","5","Liberty Avenue and Waltham Street","Queens","2022-09-12T00:00:00.000","-73.805355","40.695459","X","AREA OF MINIMAL FLOOD HAZARD",,"Jamaica"
"POINT (-73.95140399987258 40.59938200074166)","3","Brooklyn","315","48","41","22","8","Ocean Avenue and Avenue U","Brooklyn","2016-06-29T00:00:00.000","-73.951404","40.599382","X","AREA OF MINIMAL FLOOD HAZARD","4","Madison"
"POINT (-73.8949079998415 40.874542000908214)","2","Bronx","208","11","81","31","13","Goulden Avenue and Lehman College","Bronx","2013-06-26T00:00:00.000","-73.894908","40.874542","X","AREA OF MINIMAL FLOOD HAZARD",,"Bedford Park"
"POINT (-73.99858500027432 40.60206400077388)","3","Brooklyn","311","47","47","17","11","Benson Avenue and Bay  26th Street","Brooklyn","2020-11-07T00:00:00.000","-73.998585","40.602064","X","AREA OF MINIMAL FLOOD HAZARD","6","Bensonhurst"
"POINT (-74.01096600041956 40.7163020012914)","1","Manhattan","101","1","66","27","10","Greenwich Street and Chambers Street","Manhattan","2020-08-18T00:00:00.000","-74.010966","40.716302","X","AREA OF MINIMAL FLOOD HAZARD","3","Tribeca-Civic Center"
"POINT (-73.98712600030983 40.71366300048668)","1","Manhattan","103","1","65","27","10","Clinton Street and Henry Street","Manhattan","2019-12-23T00:00:00.000","-73.987126","40.713663","X","AREA OF MINIMAL FLOOD HAZARD","5","Chinatown-Two Bridges"
"POINT (-74.00340099989982 40.70808200060359)","1","Manhattan","101","1","65","27","10","Pearl Street and Beekman Street","Manhattan","2019-08-10T00:00:00.000","-74.003401","40.708082","X","AREA OF MINIMAL FLOOD HAZARD","1","Financial District-Battery Park City"
"POINT (-74.0089859999589 40.74153600050658)","1","Manhattan","102","3","66","47","10","West Street and West 13 Street","Manhattan","2023-06-13T00:00:00.000","-74.008986","40.741536","AE",,"1","West Village"
"POINT (-73.98615700007117 40.689019001164745)","3","Brooklyn","302","33","52","26","10","Hoyt Street and Schermerhorn Street","Brooklyn","2022-09-27T00:00:00.000","-73.986157","40.689019","X","AREA OF MINIMAL FLOOD HAZARD",,"Downtown Brooklyn-DUMBO-Boerum Hill"
"POINT (-73.96221299971482 40.71786400058263)","3","Brooklyn","301","33","50","59","7","Wythe Avenue and North 4 Street","Brooklyn","2020-09-21T00:00:00.000","-73.962213","40.717864","X","AREA OF MINIMAL FLOOD HAZARD","5","Williamsburg"
"POINT (-73.89231900050936 40.849862001087324)","2","Bronx","206","15","86","32","15","East 180 Strret and La Fontaine Avenue","Bronx","2022-12-16T00:00:00.000","-73.892319","40.849862","X","AREA OF MINIMAL FLOOD HAZARD",,"Tremont"
"POINT (-73.98891999955086 40.69319300122319)","3","Brooklyn","302","33","52","26","10","Adams Street and Between Fulton Street and Johnson Street","Brooklyn","2012-02-21T00:00:00.000","-73.98892","40.693193","X","AREA OF MINIMAL FLOOD HAZARD",,"Downtown Brooklyn-DUMBO-Boerum Hill"
"POINT (-73.82005999994833 40.75849900070292)","4","Queens","407","20","40","16","6","Parsons Boulevard and Franklin Avenue","Queens","2020-09-24T00:00:00.000","-73.82006","40.758499","X","AREA OF MINIMAL FLOOD HAZARD",,"East Flushing"
"POINT (-74.15228300026047 40.5673940008156)","5","Staten Island","503","51","62","24","11","Arthur Kill Road and Tanglewood Drive","Staten Island","2023-04-03T00:00:00.000","-74.152283","40.567394","X","AREA OF MINIMAL FLOOD HAZARD","1","Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights"
"POINT (-73.87339999948159 40.67515000092626)","3","Brooklyn","305","42","54","19","7","Pitkin Avenue and Chestnut Street","Brooklyn","2021-06-25T00:00:00.000","-73.8734","40.67515","X","AREA OF MINIMAL FLOOD HAZARD","5","East New York-City Line"
"POINT (-73.95994199943938 40.581958001184184)","3","Brooklyn","313","48","45","23","8","Coney Island Avenue and Neptune Avenue","Brooklyn","2022-01-26T00:00:00.000","-73.959942","40.581958","AE",,"1","Brighton Beach"
"POINT (-73.84787200053765 40.67078200082518)","4","Queens","410","32","23","15","5","North Conduit Avenue and  88 Street","Queens","2023-04-21T00:00:00.000","-73.847872","40.670782","X","AREA OF MINIMAL FLOOD HAZARD","5","Ozone Park"
"POINT (-73.83167200016558 40.8687930006251)","2","Bronx","210","12","82","36","14","Bartow Avenue and Baychester Avenue","Bronx","2019-11-22T00:00:00.000","-73.831672","40.868793","X","AREA OF MINIMAL FLOOD HAZARD",,"Co-op City"
"POINT (-73.97169599979796 40.76031200132571)","1","Manhattan","105","4","73","28","12","Park Avenue and East  55 Street","Manhattan","2022-05-02T00:00:00.000","-73.971696","40.760312","X","AREA OF MINIMAL FLOOD HAZARD",,"East Midtown-Turtle Bay"
"POINT (-73.91815899975816 40.76004500058543)","4","Queens","401","22","36","12","14","Steinway Street and Midblock between Broadway and 31 Avenue","Queens","2018-06-30T00:00:00.000","-73.918159","40.760045","X","AREA OF MINIMAL FLOOD HAZARD",,"Astoria (East)-Woodside (North)"
"POINT (-73.91899500042771 40.84727700103392)","2","Bronx","205","14","77","31","15","University Avenue and West 175 Street","Bronx","2021-05-17T00:00:00.000","-73.918995","40.847277","X","AREA OF MINIMAL FLOOD HAZARD",,"University Heights (South)-Morris Heights"
"POINT (-73.99122800006867 40.757829001013796)","1","Manhattan","104","3","75","47","12","West  42 Street between 8 Avenue and 9 Avenue","Manhattan","2016-05-09T00:00:00.000","-73.991228","40.757829","X","AREA OF MINIMAL FLOOD HAZARD",,"Hell's Kitchen"
"POINT (-73.8647169997327 40.87683400066151)","2","Bronx","212","12","83","36","15","East Gun Hill Road and Holland Avenue","Bronx","2020-01-09T00:00:00.000","-73.864717","40.876834","X","AREA OF MINIMAL FLOOD HAZARD",,"Williamsbridge-Olinville"
"POINT (-73.98823900039197 40.7184700007081)","1","Manhattan","103","1","65","27","10","Delancey Street and Essex Street","Manhattan","2019-06-05T00:00:00.000","-73.988239","40.71847","X","AREA OF MINIMAL FLOOD HAZARD",,"Lower East Side"
